state,outcome,feature,q,btcusdt_2024_active_n,btcusdt_2024_active_effect,btcusdt_2024_h1_active_n,btcusdt_2024_h1_active_effect,btcusdt_2024_h2_active_n,btcusdt_2024_h2_active_effect,ethusdt_2024_active_n,ethusdt_2024_active_effect,ethusdt_2024_h1_active_n,ethusdt_2024_h1_active_effect,ethusdt_2024_h2_active_n,ethusdt_2024_h2_active_effect,discovery_sign,discovery_worst_abs_effect,discovery_eligible
perp_taker_imbalance_change_1h=Q4,direction_1h_atr,perp_taker_imbalance_change_1h,4,15830,0.01720374160506484,8072,0.030335387934784228,7758,0.0022776683728158165,15507,-0.022412882435147868,8046,-0.042096980382108025,7461,-0.004072779330967717,,,False
perp_taker_imbalance_change_1h=Q4,up_first_1atr_1h,perp_taker_imbalance_change_1h,4,15499,-0.003450155063919602,7907,-0.003164236226852968,7592,-0.003684197278629675,15140,0.004179360630851614,7857,0.004050387659240429,7283,0.004320040659928803,,,False
perp_taker_imbalance_change_1h=Q5,direction_1h_atr,perp_taker_imbalance_change_1h,5,16362,0.0018066695901245294,7776,0.03306007340932583,8586,-0.024920226163106865,15936,0.034547091326129924,7438,0.080232399067984,8498,-0.0011618877316471495,1,0.0018066695901245294,False
perp_taker_imbalance_change_1h=Q5,up_first_1atr_1h,perp_taker_imbalance_change_1h,5,15993,-0.0006030403629096459,7590,0.0015308580784381687,8403,-0.0026101572856370714,15581,0.0030898481780513576,7265,0.0035285512301803656,8316,0.002704333428403871,,,False
taker_imbalance_diff_change_15m=Q1,direction_1h_atr,taker_imbalance_diff_change_15m,1,16466,-0.003683380826369237,7570,0.014282612212710363,8896,-0.016240303583193463,16212,-0.021321663590701048,7516,-0.041904219927999614,8696,0.0011322643502067048,-1,0.003683380826369237,False
taker_imbalance_diff_change_15m=Q1,up_first_1atr_1h,taker_imbalance_diff_change_15m,1,16138,0.0017411736679577294,7417,0.00655915276093505,8721,-0.00249082466895445,15828,-0.0026554911726676678,7335,-0.012677300752718446,8493,0.00599742820860566,,,False
taker_imbalance_diff_change_15m=Q2,direction_1h_atr,taker_imbalance_diff_change_15m,2,16004,0.01704462818598436,8195,-0.004162476760801462,7809,0.037848341136699305,15727,0.008940714387328156,8162,0.032835147577159426,7565,-0.019744683330280746,1,0.008940714387328156,False
taker_imbalance_diff_change_15m=Q2,up_first_1atr_1h,taker_imbalance_diff_change_15m,2,15632,-0.0024149576929134997,7992,-0.00353962742682995,7640,-0.0011699772950702902,15360,0.0041312850308956595,7957,0.005826639864020211,7403,0.0023105276854153978,,,False
taker_imbalance_diff_change_15m=Q3,direction_1h_atr,taker_imbalance_diff_change_15m,3,15799,-0.004845258290241086,8294,-0.010239256415563225,7505,-0.0015096424244173262,15844,-0.019197600354240667,8352,-0.03905064765986609,7492,-0.0012362429285702782,-1,0.004845258290241086,True
taker_imbalance_diff_change_15m=Q3,up_first_1atr_1h,taker_imbalance_diff_change_15m,3,15418,-0.002536643481221623,8096,-0.0007418691942890909,7322,-0.004390780697568097,15469,-0.0064295249290780565,8147,-0.0037576947636202007,7322,-0.009400232213446658,-1,0.002536643481221623,True
taker_imbalance_diff_change_15m=Q4,direction_1h_atr,taker_imbalance_diff_change_15m,4,16121,0.011152682453949181,8300,0.008077217204756279,7821,0.0127158550734447,16027,0.005084523072799059,8342,0.014949813717648211,7685,-0.008761388371112427,1,0.005084523072799059,False
taker_imbalance_diff_change_15m=Q4,up_first_1atr_1h,taker_imbalance_diff_change_15m,4,15741,-0.001910144525154478,8110,-0.0027087719104010866,7631,-0.0009755718628329246,15634,0.001466511607054466,8139,0.00495674733456658,7495,-0.002321945113551771,,,False
taker_imbalance_diff_change_15m=Q5,direction_1h_atr,taker_imbalance_diff_change_15m,5,16642,-0.01895047704086608,7759,-0.007233456306772149,8883,-0.026928379083029915,16537,0.02586523091780698,7732,0.03212510420029101,8805,0.024544640574335478,,,False
taker_imbalance_diff_change_15m=Q5,up_first_1atr_1h,taker_imbalance_diff_change_15m,5,16275,0.004843570640003236,7588,0.0010033974113978217,8687,0.008087371201238536,16226,0.003396120724124596,7592,0.004859905203682402,8634,0.0021068432548191907,1,0.003396120724124596,True
taker_imbalance_diff_change_1h=Q1,direction_1h_atr,taker_imbalance_diff_change_1h,1,16422,-0.0003509065956096846,7483,0.027625773806388323,8939,-0.02074819805046461,15977,-0.006481742860949827,7394,0.0009446521453631423,8583,-0.008115051883126535,-1,0.0003509065956096846,False
taker_imbalance_diff_change_1h=Q1,up_first_1atr_1h,taker_imbalance_diff_change_1h,1,16093,-0.000278164649967938,7329,-8.047855220827405e-05,8764,-0.0005926512038020859,15613,2.015685112022325e-05,7216,-0.002235175625945718,8397,0.0019557667634385045,,,False
taker_imbalance_diff_change_1h=Q2,direction_1h_atr,taker_imbalance_diff_change_1h,2,15736,-0.008651755683673365,8153,-0.03238380022866839,7583,0.014870129917264018,15659,-0.0168517422412547,8119,-0.04823396817728849,7540,0.014110002278898063,-1,0.008651755683673365,False
taker_imbalance_diff_change_1h=Q2,up_first_1atr_1h,taker_imbalance_diff_change_1h,2,15386,-0.0029353765665761644,7973,-0.0027392848793407754,7413,-0.003047215739207243,15289,-0.0023824062190770934,7946,-0.006443075904042361,7343,0.0020133251110848183,-1,0.0023824062190770934,False
taker_imbalance_diff_change_1h=Q3,direction_1h_atr,taker_imbalance_diff_change_1h,3,15849,0.03553299687053153,8404,0.01962910223125436,7445,0.05036098979847103,15869,-0.01923199998945773,8392,-0.023716572854786164,7477,-0.018636804952747096,,,False
taker_imbalance_diff_change_1h=Q3,up_first_1atr_1h,taker_imbalance_diff_change_1h,3,15479,0.00487708912086654,8209,0.00582297552208072,7270,0.003963721402150566,15478,-5.8793561838133e-05,8179,-0.0009098376843403311,7299,0.0008971713253108637,,,False
taker_imbalance_diff_change_1h=Q4,direction_1h_atr,taker_imbalance_diff_change_1h,4,16198,-0.02953978301754888,8380,-0.015868041449864118,7818,-0.046119196622776124,16130,0.009955233435119526,8362,0.01157332431846051,7768,0.005394463245341312,,,False
taker_imbalance_diff_change_1h=Q4,up_first_1atr_1h,taker_imbalance_diff_change_1h,4,15798,9.672932601784145e-05,8168,0.002471770847056076,7630,-0.002351933337970624,15749,0.0051460278650967695,8154,0.012622488127292275,7595,-0.0028792620169427185,1,9.672932601784145e-05,False
taker_imbalance_diff_change_1h=Q5,direction_1h_atr,taker_imbalance_diff_change_1h,5,16827,0.003401055058453034,7698,0.003288213830804021,9129,0.006389556069420217,16712,0.030639955120238718,7837,0.06212583528327023,8875,0.006840030791195769,1,0.003401055058453034,True
taker_imbalance_diff_change_1h=Q5,up_first_1atr_1h,taker_imbalance_diff_change_1h,5,16448,-0.0016646634745287603,7524,-0.006055300995135127,8924,0.0018951145450409324,16388,-0.0026864099542561193,7675,-0.003668598999267414,8713,-0.0018233534130669415,-1,0.0016646634745287603,False
perp_spot_basis_bps_change_15m=Q1,direction_1h_atr,perp_spot_basis_bps_change_15m,1,16062,-0.015732143440286867,8451,-0.009949833220529405,7611,-0.024888435168949445,15881,0.003377338870001743,8573,-0.018964804965915412,7308,0.023359622290725173,,,False
perp_spot_basis_bps_change_15m=Q1,up_first_1atr_1h,perp_spot_basis_bps_change_15m,1,15670,0.001360127074216122,8244,-0.00019457932195654504,7426,0.0032210614072110677,15498,-0.005084697474911581,8360,-0.017340497133706223,7138,0.00927250348774794,,,False
perp_spot_basis_bps_change_15m=Q2,direction_1h_atr,perp_spot_basis_bps_change_15m,2,16130,0.02129509493814309,7644,0.039633577838322234,8486,0.006457165430765376,16119,-0.02975440200928619,7703,-0.005041512233258515,8416,-0.049507273852742006,,,False
perp_spot_basis_bps_change_15m=Q2,up_first_1atr_1h,perp_spot_basis_bps_change_15m,2,15778,-0.008841770456964548,7483,-0.010847449748684068,8295,-0.007113285097348154,15786,-0.0022334081703586084,7533,-0.0035737978831359984,8253,-0.0010114870813097143,-1,0.0022334081703586084,True
perp_spot_basis_bps_change_15m=Q3,direction_1h_atr,perp_spot_basis_bps_change_15m,3,16204,0.01428651524711752,7656,0.0324059448847058,8548,-0.00015304993387550703,16197,0.01674440630615362,7544,-0.0070553698198248735,8653,0.04189260259612989,1,0.01428651524711752,False
perp_spot_basis_bps_change_15m=Q3,up_first_1atr_1h,perp_spot_basis_bps_change_15m,3,15875,-0.0011239414854972707,7506,0.006580204635448117,8369,-0.00811992784180876,15830,0.0029045876340752508,7362,0.0003609673892741583,8468,0.005113652795682655,,,False
perp_spot_basis_bps_change_15m=Q4,direction_1h_atr,perp_spot_basis_bps_change_15m,4,16207,-0.02086015327009303,7764,-0.04763849406115677,8443,0.005049402141935222,16058,-0.04221282556861074,7646,-0.05035550645580857,8412,-0.03172161879362538,-1,0.02086015327009303,False
perp_spot_basis_bps_change_15m=Q4,up_first_1atr_1h,perp_spot_basis_bps_change_15m,4,15859,0.0017737916380477503,7585,-0.00130446543557039,8274,0.004530020300374804,15710,-0.005261907667491794,7481,-0.00042795505741599627,8229,-0.009658062820248281,,,False
perp_spot_basis_bps_change_15m=Q5,direction_1h_atr,perp_spot_basis_bps_change_15m,5,16429,0.0009605951408938607,8603,-0.011287652516090624,7826,0.011922635161743939,16092,0.0517412435640795,8638,0.07405232160077034,7454,0.02016188141557847,1,0.0009605951408938607,False
perp_spot_basis_bps_change_15m=Q5,up_first_1atr_1h,perp_spot_basis_bps_change_15m,5,16022,0.006734756741448578,8385,0.0051614708091520245,7637,0.008584442322292662,15693,0.009605822344506798,8434,0.020444873767623828,7259,-0.0029846452596104522,1,0.006734756741448578,False
perp_spot_basis_bps_change_1h=Q1,direction_1h_atr,perp_spot_basis_bps_change_1h,1,15521,0.03387112282405787,8231,0.07272819918390967,7290,-0.013131846455360016,15575,0.0256727297329985,8463,0.02136947320390313,7112,0.02397142544841027,1,0.0256727297329985,False
perp_spot_basis_bps_change_1h=Q1,up_first_1atr_1h,perp_spot_basis_bps_change_1h,1,15140,0.005444069415385833,8016,0.00808090028651215,7124,0.0026276715344890067,15213,0.00020820372296820322,8248,-0.005039994532524683,6965,0.00642664870850812,1,0.00020820372296820322,False
perp_spot_basis_bps_change_1h=Q2,direction_1h_atr,perp_spot_basis_bps_change_1h,2,16087,-0.01725735468991886,7659,-0.04001106011385919,8428,0.004933050577423062,16217,-0.024748622772933517,7711,-0.019277166531098486,8506,-0.026533937407303983,-1,0.01725735468991886,False
perp_spot_basis_bps_change_1h=Q2,up_first_1atr_1h,perp_spot_basis_bps_change_1h,2,15760,0.0010446903543044894,7498,-0.002351389308743901,8262,0.004051493362871639,15845,-0.003877554672743755,7542,0.004856412294706791,8303,-0.011812635321974463,,,False
perp_spot_basis_bps_change_1h=Q3,direction_1h_atr,perp_spot_basis_bps_change_1h,3,16469,0.03614011459871437,7784,0.0100573553048319,8685,0.06129321084896242,16306,0.02353430394423331,7691,0.0703537774700826,8615,-0.014602355785579245,1,0.02353430394423331,False
perp_spot_basis_bps_change_1h=Q3,up_first_1atr_1h,perp_spot_basis_bps_change_1h,3,16106,-0.0004938950705553058,7630,-0.00016672634750686255,8476,-0.0008712588933743048,15955,0.004083400518464841,7517,0.006384514053058288,8438,0.0020315141966844585,,,False
perp_spot_basis_bps_change_1h=Q4,direction_1h_atr,perp_spot_basis_bps_change_1h,4,16480,0.0020526291535998,7761,0.026683701061033474,8719,-0.017966645452994437,16236,-0.007638322499599783,7659,-0.015456537669943912,8577,0.002996393394593986,,,False
perp_spot_basis_bps_change_1h=Q4,up_first_1atr_1h,perp_spot_basis_bps_change_1h,4,16123,-0.003313659211580333,7592,-0.0026837926668856205,8531,-0.003967688874827735,15871,-0.0002709519828926199,7488,-0.0024924979107070477,8383,0.0017115204351137447,-1,0.0002709519828926199,False
perp_spot_basis_bps_change_1h=Q5,direction_1h_atr,perp_spot_basis_bps_change_1h,5,16475,-0.05323905968030525,8683,-0.06651615290777439,7792,-0.041263468188594346,16013,-0.016126828582648786,8580,-0.05302015164471289,7433,0.02089494453716757,-1,0.016126828582648786,False
perp_spot_basis_bps_change_1h=Q5,up_first_1atr_1h,perp_spot_basis_bps_change_1h,5,16075,-0.00233323355882481,8467,-0.0030114921106941805,7608,-0.001440565983747366,15633,-0.0001649028209242398,8375,-0.002911731869120082,7258,0.003007593031746192,-1,0.0001649028209242398,False
log_quote_volume_ratio_change_15m=Q1,direction_1h_atr,log_quote_volume_ratio_change_15m,1,15766,-0.007923850242938013,7485,-0.003893225010266857,8281,-0.009951367410433287,15599,-0.007035474709656217,7550,0.03535446346404306,8049,-0.04473260313056525,-1,0.007035474709656217,False
log_quote_volume_ratio_change_15m=Q1,up_first_1atr_1h,log_quote_volume_ratio_change_15m,1,15401,-0.007248783568049422,7311,-0.010345879719335815,8090,-0.004529111123272644,15271,0.0027161785450182663,7388,0.0055221302226947655,7883,8.534286066286256e-05,,,False
log_quote_volume_ratio_change_15m=Q2,direction_1h_atr,log_quote_volume_ratio_change_15m,2,15550,-0.00854749239029249,7802,-0.023224105475181125,7748,0.005674542350370154,15517,0.027125520067002286,7921,0.0206533863341153,7596,0.03224362855655495,,,False
log_quote_volume_ratio_change_15m=Q2,up_first_1atr_1h,log_quote_volume_ratio_change_15m,2,15203,0.004343156025820749,7627,0.0057977878696780505,7576,0.0029064116322117806,15152,0.008338169160603481,7720,0.009402319635017253,7432,0.007233582037308006,1,0.004343156025820749,True
log_quote_volume_ratio_change_15m=Q3,direction_1h_atr,log_quote_volume_ratio_change_15m,3,15947,-0.015434509464158058,8043,0.017278387338499984,7904,-0.04950329084629403,15886,-0.006626185745803456,8099,0.0033632927280806413,7787,-0.01855095086941421,-1,0.006626185745803456,False
log_quote_volume_ratio_change_15m=Q3,up_first_1atr_1h,log_quote_volume_ratio_change_15m,3,15594,-0.0010782627013091184,7851,0.0003602411081169432,7743,-0.0025016648250331674,15540,-0.004799045969747839,7925,-0.008430259106748994,7615,-0.001019172461878104,-1,0.0010782627013091184,False
log_quote_volume_ratio_change_15m=Q4,direction_1h_atr,log_quote_volume_ratio_change_15m,4,16412,0.0045002533829340136,8288,-0.01052016649335398,8124,0.018988483793522727,16153,0.010946976083301663,8211,-0.015264886356693895,7942,0.036730157969646716,1,0.0045002533829340136,False
log_quote_volume_ratio_change_15m=Q4,up_first_1atr_1h,log_quote_volume_ratio_change_15m,4,16036,0.003549998841680002,8111,0.007216690474106391,7925,-0.00015770583653390569,15756,0.0018140626235587654,8002,0.00038802528114456614,7754,0.003286384951904975,1,0.0018140626235587654,False
log_quote_volume_ratio_change_15m=Q5,direction_1h_atr,log_quote_volume_ratio_change_15m,5,17357,0.024780601112140616,8500,0.018653685959126254,8857,0.031099976053478563,17192,-0.022261705607229246,8323,-0.039940045444667054,8869,-0.003622115243260511,,,False
log_quote_volume_ratio_change_15m=Q5,up_first_1atr_1h,log_quote_volume_ratio_change_15m,5,16970,0.0003238751803187889,8303,-0.003606386948003526,8667,0.00406619867963548,16798,-0.007252285867921648,8135,-0.006106770810858864,8663,-0.00832902806091973,,,False
log_quote_volume_ratio_change_1h=Q1,direction_1h_atr,log_quote_volume_ratio_change_1h,1,15586,0.04144488369389135,7301,0.05981531486396287,8285,0.027349171592197345,15630,0.02172941289807078,7570,0.0353264208874705,8060,0.010981486488780242,1,0.02172941289807078,True
log_quote_volume_ratio_change_1h=Q1,up_first_1atr_1h,log_quote_volume_ratio_change_1h,1,15272,0.0036435873769569693,7147,0.00320634479416676,8125,0.003924021899452457,15293,0.003635445260793846,7404,0.003630967922037598,7889,0.0036385925702939192,1,0.003635445260793846,True
log_quote_volume_ratio_change_1h=Q2,direction_1h_atr,log_quote_volume_ratio_change_1h,2,15508,-0.017731248224259873,7700,-0.008640703788478185,7808,-0.026814559016243765,15479,-0.016615210923341773,7827,0.012584691245281332,7652,-0.04741138998307795,-1,0.016615210923341773,False
log_quote_volume_ratio_change_1h=Q2,up_first_1atr_1h,log_quote_volume_ratio_change_1h,2,15135,-0.0026485090909588727,7521,-0.002003488176291035,7614,-0.0032776268851750223,15133,-0.0023962240070237173,7661,-0.0015966469361293756,7472,-0.0032154744185988182,-1,0.0023962240070237173,True
log_quote_volume_ratio_change_1h=Q3,direction_1h_atr,log_quote_volume_ratio_change_1h,3,15968,-0.003515172785314394,8131,-0.035346315883680986,7837,0.028309540563172995,15839,-0.0059557605882229895,8112,-0.022760977030320113,7727,0.00980754361895609,-1,0.003515172785314394,False
log_quote_volume_ratio_change_1h=Q3,up_first_1atr_1h,log_quote_volume_ratio_change_1h,3,15591,-0.001495700480314055,7943,-0.003389376458248383,7648,0.0005317302998387174,15462,0.006273709806151162,7900,0.007665256606224746,7562,0.004820875481470699,,,False
log_quote_volume_ratio_change_1h=Q4,direction_1h_atr,log_quote_volume_ratio_change_1h,4,16591,-0.01358317220806439,8515,0.0026046267549404423,8076,-0.03220643920823253,16301,0.03192488868487994,8308,0.034953869151811756,7993,0.027264680948328162,,,False
log_quote_volume_ratio_change_1h=Q4,up_first_1atr_1h,log_quote_volume_ratio_change_1h,4,16227,-0.0018026431147930566,8321,-0.0002277288198946903,7906,-0.0033850753781750065,15900,0.0006512830654868407,8098,0.0025465681349347014,7802,-0.0013151216292465184,,,False
log_quote_volume_ratio_change_1h=Q5,direction_1h_atr,log_quote_volume_ratio_change_1h,5,17379,-0.005149609911460462,8471,-0.012390000828546618,8908,0.002359398721326393,17098,-0.029741384501684585,8287,-0.0569181952139814,8811,-0.002205006164194407,-1,0.005149609911460462,False
log_quote_volume_ratio_change_1h=Q5,up_first_1atr_1h,log_quote_volume_ratio_change_1h,5,16979,0.002179826531780227,8271,0.002535272282454981,8708,0.0018108527534859697,16729,-0.007573334224339756,8107,-0.011820576077828604,8622,-0.0035808064684270113,,,False
log_trade_count_ratio_change_15m=Q1,direction_1h_atr,log_trade_count_ratio_change_15m,1,15711,-0.014233895377967563,7949,0.03879506311325025,7762,-0.06945810564844015,15634,-0.006392300321860047,7301,0.015731321923171178,8333,-0.02152966373406013,-1,0.006392300321860047,False
log_trade_count_ratio_change_15m=Q1,up_first_1atr_1h,log_trade_count_ratio_change_15m,1,15369,0.0017117411418183237,7782,0.005286662239860684,7587,-0.0019077024062931769,15270,0.006743509777130119,7128,0.010016405223196134,8142,0.003875996722395858,1,0.0017117411418183237,False
log_trade_count_ratio_change_15m=Q2,direction_1h_atr,log_trade_count_ratio_change_15m,2,15404,0.007497979030067256,7336,0.0002560746344668352,8068,0.0155848151781467,15514,0.022433193739702102,8011,0.03294970535409421,7503,0.008694724534344861,1,0.007497979030067256,True
log_trade_count_ratio_change_15m=Q2,up_first_1atr_1h,log_trade_count_ratio_change_15m,2,15028,1.564676865928316e-05,7135,0.001245010048767592,7893,-0.0011745873843335142,15172,0.007213769074968068,7827,0.006856048622824185,7345,0.00759626221413795,1,1.564676865928316e-05,False
log_trade_count_ratio_change_15m=Q3,direction_1h_atr,log_trade_count_ratio_change_15m,3,15804,-0.023997131709532694,7602,-0.03145931518427586,8202,-0.015949233956859918,15678,0.0006495337164350804,8081,0.01420364628475048,7597,-0.016137050622041127,,,False
log_trade_count_ratio_change_15m=Q3,up_first_1atr_1h,log_trade_count_ratio_change_15m,3,15449,-0.005602816605717542,7429,-0.007042423532937381,8020,-0.004325047734155818,15291,-0.002119800677200634,7867,-0.004337388636762751,7424,0.00023130159114792548,-1,0.002119800677200634,False
log_trade_count_ratio_change_15m=Q4,direction_1h_atr,log_trade_count_ratio_change_15m,4,16495,0.01839006596779104,8074,-0.005045283586104871,8421,0.04131809824651,16392,-0.016204284172966276,8344,-0.01780607539644088,8048,-0.015962667402052037,,,False
log_trade_count_ratio_change_15m=Q4,up_first_1atr_1h,log_trade_count_ratio_change_15m,4,16130,0.004965010972630857,7893,0.009368092151357088,8237,0.0007231851497023212,16034,-0.005546042899855663,8155,-0.008408442064312127,7879,-0.0025826426670504388,,,False
log_trade_count_ratio_change_15m=Q5,direction_1h_atr,log_trade_count_ratio_change_15m,5,17618,0.010445929884370195,9157,-0.003316717975384839,8461,0.023197191675476785,17129,0.0004288570325889172,8367,-0.041235836437419314,8762,0.04168350725200808,1,0.0004288570325889172,False
log_trade_count_ratio_change_15m=Q5,up_first_1atr_1h,log_trade_count_ratio_change_15m,5,17228,-0.001164998983911314,8964,-0.007992875855982018,8264,0.006349801927749421,16750,-0.005437705951691407,8193,-0.0027299093814121544,8557,-0.008031021703351848,-1,0.001164998983911314,False
log_trade_count_ratio_change_1h=Q1,direction_1h_atr,log_trade_count_ratio_change_1h,1,15613,0.007691542740706339,7871,0.025402862005732565,7742,-0.011076018428670356,15547,-0.02094760817219821,7262,-0.058983617067289315,8285,0.016625212373390347,,,False
log_trade_count_ratio_change_1h=Q1,up_first_1atr_1h,log_trade_count_ratio_change_1h,1,15299,-0.0035825736950029774,7704,0.002067615329945538,7595,-0.009278267055831846,15181,0.006455149119504178,7093,0.009404821554372944,8088,0.0038661565486839966,,,False
log_trade_count_ratio_change_1h=Q2,direction_1h_atr,log_trade_count_ratio_change_1h,2,15527,0.0008666812148140635,7467,-0.0017852344615849614,8060,0.004463938972079043,15542,0.004134972144340311,7874,0.033842542703927905,7668,-0.027440080267023728,1,0.0008666812148140635,False
log_trade_count_ratio_change_1h=Q2,up_first_1atr_1h,log_trade_count_ratio_change_1h,2,15190,-0.002929086810073589,7301,-0.002419653871573557,7889,-0.0034571768485607834,15204,-0.0019324461418220862,7698,-0.001238321834336864,7506,-0.0026437690420007542,-1,0.0019324461418220862,True
log_trade_count_ratio_change_1h=Q3,direction_1h_atr,log_trade_count_ratio_change_1h,3,15871,-0.012185933468708367,7663,0.004785050761117474,8208,-0.0270408088937113,15879,0.03441483361509471,8201,0.10955468737846892,7678,-0.048367699844699005,,,False
log_trade_count_ratio_change_1h=Q3,up_first_1atr_1h,log_trade_count_ratio_change_1h,3,15470,0.0017438493619137962,7471,0.0019804489338299813,7999,0.0014750850131109439,15475,-0.0006091186780435298,7987,0.007077022244374009,7488,-0.008806146832076367,,,False
log_trade_count_ratio_change_1h=Q4,direction_1h_atr,log_trade_count_ratio_change_1h,4,16497,0.015370808288601837,7942,0.03428429975675382,8555,-0.0010874480487516672,16400,-0.010623877038500292,8364,-0.041288437000685616,8036,0.0197308195364796,,,False
log_trade_count_ratio_change_1h=Q4,up_first_1atr_1h,log_trade_count_ratio_change_1h,4,16132,0.00037744764472957826,7775,-0.0008203486625351086,8357,0.00144027451126566,16037,0.004089970252310726,8178,0.0009847213015635736,7859,0.007322097175827935,1,0.00037744764472957826,False
log_trade_count_ratio_change_1h=Q5,direction_1h_atr,log_trade_count_ratio_change_1h,5,17524,-0.011054227932450332,9175,-0.054013006405781785,8349,0.03365975134943849,16979,-0.006527759724180205,8403,-0.0465617824854412,8576,0.033288361075845124,-1,0.006527759724180205,False
log_trade_count_ratio_change_1h=Q5,up_first_1atr_1h,log_trade_count_ratio_change_1h,5,17113,0.003870524663780961,8952,-0.0007462844860339213,8161,0.009056062656147057,16620,-0.007507788750692801,8214,-0.0148226229942105,8406,-0.00036037092109703073,,,False
