run_stage,symbol,asset_class,commission_rule,day_key,broker_day_start,prior_20d_low,prior_low_age,prior_20d_high,prior_high_age,reentry_offset_ticks,side,signal_time,entry_time,exit_time,entry,initial_stop,exit,initial_risk_price,risk_money_1lot_usd,gross_r,commission_usd_1lot,commission_r,net_r,net_r_commission_x1_5,exit_reason,trade_id,mfe_r,mae_r,mfe_time,mae_time,time_to_mfe_minutes,time_to_mae_minutes,max_retracement_from_mfe_r,reached_0_5r,first_touch_0_5r_time,time_to_0_5r_minutes,mae_before_0_5r,reached_1r,first_touch_1r_time,time_to_1r_minutes,mae_before_1r,reached_2r,first_touch_2r_time,time_to_2r_minutes,mae_before_2r,reached_3r,first_touch_3r_time,time_to_3r_minutes,mae_before_3r,reached_5r,first_touch_5r_time,time_to_5r_minutes,mae_before_5r,min_r_after_first_1r_before_exit,max_r_after_first_1r_before_exit,min_r_after_first_2r_before_exit,max_r_after_first_2r_before_exit,min_r_after_first_3r_before_exit,max_r_after_first_3r_before_exit,path_ambiguous,path_ambiguity_reason,duration_minutes
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240520,2024.05.20 00:00,2815.34,13,3312.59,15,5,SHORT,2024.05.20 21:25,2024.05.20 21:25,2024.05.20 21:26,3312.40,3330.02,3330.29,17.62,17.62000000,-1.01532350,2.65707600,0.15079886,-1.16612236,-1.24152179,STOP,ETHUSD_20240520_SHORT,0.27014756,1.01532350,2024.05.20 21:26:00,2024.05.20 21:26:23,0.050850,0.448100,1.28547106,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240603,2024.06.03 00:00,1.07238,17,1.08948,12,5,SHORT,2024.06.03 20:36,2024.06.03 20:39,2024.06.03 20:39,1.08943,1.08957,1.08958,0.00014,14.00000000,-1.07142857,10.00000000,0.71428571,-1.78571429,-2.14285714,STOP,EURUSD_20240603_SHORT,0.00000000,1.07142857,,2024.06.03 20:39:32,,0.333333,1.07142857,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,0.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240603,2024.06.03 00:00,1.24450,17,1.27998,4,5,SHORT,2024.06.03 21:01,2024.06.03 21:15,2024.06.03 21:21,1.27992,1.28012,1.28013,0.00020,20.00000000,-1.05000000,10.00000000,0.50000000,-1.55000000,-1.80000000,STOP,GBPUSD_20240603_SHORT,0.35000000,1.05000000,2024.06.03 21:18:18,2024.06.03 21:21:05,3.183333,5.966667,1.40000000,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,6.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20240607,2024.06.07 00:00,2314.73,4,2450.01,14,5,LONG,2024.06.07 15:31,2024.06.07 15:31,2024.06.07 16:47,2314.82,2313.59,2313.57,1.23,123.00000000,-1.01626016,7.40542400,0.06020670,-1.07646686,-1.10657021,STOP,XAUUSD_20240607_LONG,10.73983740,1.01626016,2024.06.07 16:27:41,2024.06.07 16:47:41,56.358383,76.355700,11.75609756,1,2024.06.07 15:31:28,0.145383,0.19512195,1,2024.06.07 15:31:30,0.184400,0.19512195,1,2024.06.07 15:31:41,0.354600,0.19512195,1,2024.06.07 15:33:00,1.670217,0.19512195,1,2024.06.07 15:34:38,3.317933,0.19512195,-1.01626016,10.73983740,-1.01626016,10.73983740,-1.01626016,10.73983740,0,,76.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240610,2024.06.10 00:00,1.07655,20,1.09158,4,5,LONG,2024.06.10 00:17,2024.06.10 00:17,2024.06.10 05:35,1.07661,1.07648,1.07646,0.00013,13.00000000,-1.15384615,10.00000000,0.76923077,-1.92307692,-2.30769231,STOP,EURUSD_20240610_LONG,11.69230769,1.15384615,2024.06.10 02:05:37,2024.06.10 05:35:59,108.283333,318.650000,12.84615385,1,2024.06.10 00:24:35,7.250000,0.61538462,1,2024.06.10 00:27:18,9.966667,0.61538462,1,2024.06.10 00:28:33,11.216667,0.61538462,1,2024.06.10 00:29:59,12.650000,0.61538462,1,2024.06.10 00:31:13,13.883333,0.61538462,-1.15384615,11.69230769,-1.15384615,11.69230769,-1.15384615,11.69230769,0,,318.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240612,2024.06.12 00:00,1.25826,20,1.28165,6,5,SHORT,2024.06.12 14:30,2024.06.12 14:30,2024.06.12 14:31,1.28158,1.28239,1.28240,0.00081,81.00000000,-1.01234568,10.00000000,0.12345679,-1.13580247,-1.19753086,STOP,GBPUSD_20240612_SHORT,0.00000000,1.01234568,,2024.06.12 14:31:24,,0.414567,1.01234568,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20240614,2024.06.14 00:00,154.533,8,157.700,12,5,SHORT,2024.06.14 05:24,2024.06.14 05:24,2024.06.14 05:25,157.694,157.737,157.737,0.043,27.26000000,-1.00000000,10.00000000,0.36683786,-1.36683786,-1.55025679,STOP,USDJPY_20240614_SHORT,1.55942773,1.00000000,2024.06.14 05:25:15,2024.06.14 05:25:41,0.535617,0.963450,2.55942773,1,2024.06.14 05:24:58,0.245450,0.48862803,1,2024.06.14 05:25:02,0.313967,0.48862803,0,,,,0,,,,0,,,,-1.00000000,1.55942773,,,,,0,,1.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240617,2024.06.17 00:00,65048.39,1,71971.94,19,5,LONG,2024.06.14 19:04,2024.06.14 19:07,2024.06.17 00:00,65112.90,65048.38,66501.87,64.52,64.52000000,21.52774334,52.64590800,0.81596262,20.71178072,20.30379941,H24_REFERENCE,BTCUSD_20240614_LONG,21.52774334,0.83911965,2024.06.17 00:00:00,2024.06.14 20:24:42,3172.748783,77.458133,10.45830750,1,2024.06.14 19:07:28,0.226600,0.00464972,1,2024.06.14 19:08:00,0.762667,0.00464972,1,2024.06.14 19:08:15,1.012667,0.00464972,1,2024.06.14 19:10:29,3.234600,0.00464972,1,2024.06.14 19:15:38,8.388050,0.00464972,-0.83911965,21.52774334,-0.83911965,21.52774334,-0.83911965,21.52774334,0,,3173.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20240620,2024.06.20 00:00,154.533,12,158.248,4,5,SHORT,2024.06.20 09:41,2024.06.20 09:45,2024.06.20 09:58,158.243,158.280,158.280,0.037,23.38000000,-1.00000000,10.00000000,0.42771600,-1.42771600,-1.64157399,STOP,USDJPY_20240620_SHORT,1.08126604,1.00000000,2024.06.20 09:53:59,2024.06.20 09:58:30,8.650000,13.176467,2.08126604,1,2024.06.20 09:51:24,6.066667,0.54063302,1,2024.06.20 09:53:51,8.516667,0.54063302,0,,,,0,,,,0,,,,-1.00000000,1.08126604,,,,,0,,13.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240620,2024.06.20 00:00,1.26562,4,1.28598,6,5,LONG,2024.06.20 22:36,2024.06.20 22:36,2024.06.20 22:37,1.26567,1.26545,1.26545,0.00022,22.00000000,-1.00000000,10.00000000,0.45454545,-1.45454545,-1.68181818,STOP,GBPUSD_20240620_LONG,0.00000000,1.00000000,,2024.06.20 22:37:05,,0.100000,1.00000000,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240625,2024.06.25 00:00,3216.86,1,3931.94,20,5,LONG,2024.06.24 11:30,2024.06.24 23:31,2024.06.25 23:31,3349.40,3216.85,3405.33,132.55,132.55000000,0.42195398,2.70189200,0.02038395,0.40157003,0.39137806,H24_REFERENCE,ETHUSD_20240624_LONG,0.60648812,0.15186722,2024.06.25 21:03:16,2024.06.25 01:04:16,1292.188517,93.182467,0.36816296,1,2024.06.25 17:18:27,1067.366250,0.15186722,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1440.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240626,2024.06.26 00:00,1.06673,8,1.09158,16,5,LONG,2024.06.26 15:31,2024.06.26 15:31,2024.06.26 15:32,1.06678,1.06669,1.06669,0.00009,9.00000000,-1.00000000,10.00000000,1.11111111,-2.11111111,-2.66666667,STOP,EURUSD_20240626_LONG,0.00000000,1.00000000,,2024.06.26 15:32:19,,0.620817,1.00000000,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240704,2024.07.04 00:00,58475.62,8,71963.91,19,5,LONG,2024.07.04 03:57,2024.07.04 03:57,2024.07.04 04:00,58477.67,58437.73,58432.42,39.94,39.94000000,-1.13294942,46.76403600,1.17085719,-2.30380661,-2.88923520,STOP,BTCUSD_20240704_LONG,6.79168753,1.13294942,2024.07.04 03:58:17,2024.07.04 04:00:19,1.007700,3.034567,7.92463696,1,2024.07.04 03:57:19,0.045133,0.44942414,1,2024.07.04 03:57:26,0.152767,0.44942414,1,2024.07.04 03:57:28,0.197917,0.44942414,1,2024.07.04 03:57:36,0.326383,0.44942414,1,2024.07.04 03:58:00,0.726100,0.44942414,-1.13294942,6.79168753,-1.13294942,6.79168753,-1.13294942,6.79168753,0,,3.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240704,2024.07.04 00:00,3216.86,8,3879.76,20,5,LONG,2024.07.04 03:56,2024.07.04 03:57,2024.07.04 04:00,3216.99,3202.38,3202.21,14.61,14.61000000,-1.01163587,2.56768000,0.17574812,-1.18738398,-1.27525804,STOP,ETHUSD_20240704_LONG,0.33949350,1.01163587,2024.07.04 03:58:17,2024.07.04 04:00:21,0.655033,2.713850,1.35112936,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,3.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20240705,2024.07.05 00:00,2286.74,20,2387.65,20,5,SHORT,2024.07.05 18:33,2024.07.05 18:34,2024.07.05 20:05,2387.60,2388.53,2388.53,0.93,93.00000000,-1.00000000,7.64180800,0.08216998,-1.08216998,-1.12325497,STOP,XAUUSD_20240705_SHORT,5.21505376,1.00000000,2024.07.05 18:53:41,2024.07.05 20:05:39,19.227783,91.202983,6.21505376,1,2024.07.05 18:34:39,0.191733,0.20430108,1,2024.07.05 18:35:38,1.173150,0.20430108,1,2024.07.05 18:38:04,3.616767,0.20430108,1,2024.07.05 18:39:24,4.950283,0.20430108,1,2024.07.05 18:53:39,19.196417,0.20430108,-1.00000000,5.21505376,-1.00000000,5.21505376,-1.00000000,5.21505376,0,,91.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240719,2024.07.19 00:00,53519.37,9,66469.22,20,5,SHORT,2024.07.19 18:23,2024.07.19 18:23,2024.07.19 18:23,66468.63,66501.53,66502.48,32.90,32.90000000,-1.02887538,53.18844400,1.61667003,-2.64554541,-3.45388043,STOP,BTCUSD_20240719_SHORT,0.00000000,1.02887538,,2024.07.19 18:23:13,,0.076383,1.02887538,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,0.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240723,2024.07.23 00:00,2807.57,11,3563.84,1,5,SHORT,2024.07.22 01:07,2024.07.22 02:56,2024.07.23 02:56,3547.37,3565.35,3474.10,17.98,17.98000000,4.07508343,2.80858800,0.15620623,3.91887720,3.84077408,H24_REFERENCE,ETHUSD_20240722_SHORT,6.87597330,0.08342603,2024.07.23 01:12:42,2024.07.22 02:56:27,1336.241600,0.000000,3.61234705,1,2024.07.22 03:04:38,8.186417,0.08342603,1,2024.07.22 03:18:27,21.999883,0.08342603,1,2024.07.22 07:04:29,248.021067,0.08342603,1,2024.07.22 07:47:26,290.984867,0.08342603,1,2024.07.22 16:23:37,807.155550,0.08342603,-0.00556174,6.87597330,1.75250278,6.87597330,2.12013348,6.87597330,0,,1440.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20240724,2024.07.24 00:00,155.364,4,161.953,14,5,LONG,2024.07.24 03:12,2024.07.24 03:13,2024.07.24 03:47,155.369,155.246,155.238,0.123,79.23000000,-1.06512685,10.00000000,0.12621482,-1.19134166,-1.25444907,STOP,USDJPY_20240724_LONG,1.38760570,1.06512685,2024.07.24 03:16:15,2024.07.24 03:47:32,2.920767,34.195133,2.45273255,1,2024.07.24 03:14:40,1.332517,0.07307838,1,2024.07.24 03:15:42,2.360550,0.07307838,0,,,,0,,,,0,,,,-1.06512685,1.38760570,,,,,0,,34.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240729,2024.07.29 00:00,53519.37,15,68476.09,5,5,SHORT,2024.07.29 03:09,2024.07.29 04:15,2024.07.29 05:17,68470.63,69008.65,69011.25,538.02,538.02000000,-1.00483253,54.99275200,0.10221321,-1.10704575,-1.15815235,STOP,BTCUSD_20240729_SHORT,0.19389614,1.00483253,2024.07.29 04:15:40,2024.07.29 05:17:27,0.212133,61.985617,1.19872867,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,62.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20240731,2024.07.31 00:00,151.938,4,161.953,19,5,LONG,2024.07.31 06:56,2024.07.31 06:57,2024.07.31 10:48,151.944,151.573,151.573,0.371,244.77000000,-1.00000000,10.00000000,0.04085468,-1.04085468,-1.06128202,STOP,USDJPY_20240731_LONG,5.20292520,1.00000000,2024.07.31 07:00:43,2024.07.31 10:48:17,3.664000,231.231933,6.20292520,1,2024.07.31 06:57:13,0.158417,0.02418597,1,2024.07.31 06:57:16,0.214167,0.02418597,1,2024.07.31 06:57:29,0.424783,0.02418597,1,2024.07.31 06:58:40,1.611350,0.02418597,1,2024.07.31 06:59:43,2.659333,0.02418597,-1.00000000,5.20292520,-1.00000000,5.20292520,-1.00000000,5.20292520,0,,231.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240805,2024.08.05 00:00,53519.37,20,70042.54,5,5,LONG,2024.08.05 04:10,2024.08.05 04:11,2024.08.05 04:13,53526.01,53145.99,53136.23,380.02,380.02000000,-1.02568286,42.66489600,0.11227013,-1.13795299,-1.19408806,STOP,BTCUSD_20240805_LONG,0.67525393,1.02568286,2024.08.05 04:11:41,2024.08.05 04:13:01,0.200000,1.528767,1.70093679,1,2024.08.05 04:11:40,0.174550,0.04605021,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240805,2024.08.05 00:00,1.07774,2,1.09480,13,5,SHORT,2024.08.05 10:30,2024.08.05 10:53,2024.08.05 11:09,1.09475,1.09672,1.09673,0.00197,197.00000000,-1.00507614,10.00000000,0.05076142,-1.05583756,-1.08121827,STOP,EURUSD_20240805_SHORT,0.51776650,1.00507614,2024.08.05 10:54:16,2024.08.05 11:09:04,0.949550,15.754083,1.52284264,1,2024.08.05 10:54:16,0.949550,0.00507614,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,16.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240814,2024.08.14 00:00,1.07774,9,1.10089,7,5,SHORT,2024.08.14 11:17,2024.08.14 11:19,2024.08.14 11:23,1.10083,1.10099,1.10100,0.00016,16.00000000,-1.06250000,10.00000000,0.62500000,-1.68750000,-2.00000000,STOP,EURUSD_20240814_SHORT,0.93750000,1.06250000,2024.08.14 11:20:40,2024.08.14 11:23:27,1.445900,4.233767,2.00000000,1,2024.08.14 11:19:59,0.769933,0.25000000,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,4.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240905,2024.09.05 00:00,2303.39,1,2793.15,8,5,LONG,2024.09.04 04:03,2024.09.04 04:04,2024.09.05 04:04,2307.34,2303.38,2456.13,3.96,3.96000000,37.57323232,1.90538800,0.48115859,37.09207374,36.85149444,H24_REFERENCE,ETHUSD_20240904_LONG,46.21717172,0.39141414,2024.09.04 19:31:41,2024.09.04 04:04:45,926.947200,0.000000,13.08838384,1,2024.09.04 04:04:47,0.046667,0.39141414,1,2024.09.04 04:04:57,0.210000,0.39141414,1,2024.09.04 04:05:19,0.581100,0.39141414,1,2024.09.04 04:05:28,0.718217,0.39141414,1,2024.09.04 04:05:39,0.902167,0.39141414,0.62878788,46.21717172,2.04797980,46.21717172,3.05808081,46.21717172,0,,1440.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20240905,2024.09.05 00:00,143.445,8,149.393,15,5,LONG,2024.09.05 02:29,2024.09.05 02:29,2024.09.05 02:30,143.450,143.429,143.428,0.021,14.64000000,-1.04781421,10.00000000,0.68306011,-1.73087432,-2.07240437,STOP,USDJPY_20240905_LONG,2.33265027,1.04781421,2024.09.05 02:30:16,2024.09.05 02:30:21,0.490550,0.580967,3.38046448,1,2024.09.05 02:29:48,0.033750,0.23838798,1,2024.09.05 02:29:48,0.033750,0.23838798,1,2024.09.05 02:29:59,0.216267,0.23838798,0,,,,0,,,,-1.04781421,2.33265027,-1.04781421,2.33265027,,,0,,1.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20240912,2024.09.12 00:00,2432.20,20,2531.65,17,5,SHORT,2024.09.12 15:45,2024.09.12 15:47,2024.09.12 16:09,2531.60,2535.45,2535.46,3.85,385.00000000,-1.00259740,8.10729600,0.02105791,-1.02365531,-1.03418427,STOP,XAUUSD_20240912_SHORT,2.43896104,1.00259740,2024.09.12 16:00:43,2024.09.12 16:09:17,13.060567,21.624650,3.44155844,1,2024.09.12 15:58:38,10.978400,0.99740260,1,2024.09.12 15:59:41,12.028300,0.99740260,1,2024.09.12 16:00:39,12.993900,0.99740260,0,,,,0,,,,-1.00259740,2.43896104,-1.00259740,2.43896104,,,0,,22.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240918,2024.09.18 00:00,1.30022,5,1.32662,16,5,SHORT,2024.09.18 21:00,2024.09.18 21:01,2024.09.18 21:31,1.32657,1.32879,1.32879,0.00222,222.00000000,-1.00000000,10.00000000,0.04504505,-1.04504505,-1.06756757,STOP,GBPUSD_20240918_SHORT,1.10360360,1.00000000,2024.09.18 21:02:16,2024.09.18 21:31:41,0.730717,30.151167,2.10360360,1,2024.09.18 21:01:43,0.179433,0.00450450,1,2024.09.18 21:02:16,0.730717,0.00450450,0,,,,0,,,,0,,,,-1.00000000,1.10360360,,,,,0,,30.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20240925,2024.09.25 00:00,1.10020,10,1.11891,5,5,SHORT,2024.09.25 01:56,2024.09.25 01:56,2024.09.25 01:58,1.11886,1.11893,1.11893,0.00007,7.00000000,-1.00000000,10.00000000,1.42857143,-2.42857143,-3.14285714,STOP,EURUSD_20240925_SHORT,0.14285714,1.00000000,2024.09.25 01:57:40,2024.09.25 01:58:35,1.000017,1.916683,1.14285714,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20240930,2024.09.30 00:00,2165.53,16,2728.84,1,5,SHORT,2024.09.27 19:30,2024.09.27 20:19,2024.09.30 00:00,2704.20,2730.40,2661.41,26.20,26.20000000,1.63320611,2.14624400,0.08191771,1.55128840,1.51032954,H24_REFERENCE,ETHUSD_20240927_SHORT,1.63320611,0.23244275,2024.09.30 00:00:00,2024.09.27 22:07:15,3100.955950,108.214567,0.88206107,1,2024.09.27 20:37:40,18.628000,0.14198473,1,2024.09.30 00:00:00,3100.955950,0.23244275,0,,,,0,,,,0,,,,1.63320611,1.63320611,,,,,0,,3101.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20241011,2024.10.11 00:00,1.30141,1,1.34344,11,5,LONG,2024.10.10 15:30,2024.10.10 15:30,2024.10.11 15:30,1.30329,1.30140,1.30715,0.00189,189.00000000,2.04232804,10.00000000,0.05291005,1.98941799,1.96296296,H24_REFERENCE,GBPUSD_20241010_LONG,2.94708995,0.57671958,2024.10.10 15:32:43,2024.10.10 20:14:42,2.334417,284.314700,3.52380952,1,2024.10.10 15:30:24,0.014533,0.01058201,1,2024.10.10 15:30:59,0.610067,0.01058201,1,2024.10.10 15:31:32,1.153000,0.01058201,0,,,,0,,,,-0.57671958,2.94708995,-0.57671958,2.94708995,,,0,,1440.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241015,2024.10.15 00:00,57603.99,20,66437.52,12,5,SHORT,2024.10.15 01:58,2024.10.15 01:58,2024.10.15 01:59,66436.23,66514.25,66516.54,78.02,78.02000000,-1.02935145,53.18110800,0.68163430,-1.71098575,-2.05180290,STOP,BTCUSD_20241015_SHORT,0.98500385,1.02935145,2024.10.15 01:58:59,2024.10.15 01:59:39,0.262633,0.931550,2.01435529,1,2024.10.15 01:58:55,0.202017,0.29941041,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20241016,2024.10.16 00:00,1.30141,4,1.34344,14,5,LONG,2024.10.16 09:07,2024.10.16 09:07,2024.10.16 09:12,1.30146,1.30138,1.30136,0.00008,8.00000000,-1.25000000,10.00000000,1.25000000,-2.50000000,-3.12500000,STOP,GBPUSD_20241016_LONG,13.00000000,1.25000000,2024.10.16 09:09:42,2024.10.16 09:12:42,1.939017,4.938250,14.25000000,1,2024.10.16 09:07:47,0.026067,0.37500000,1,2024.10.16 09:07:59,0.232783,0.37500000,1,2024.10.16 09:08:21,0.592567,0.37500000,1,2024.10.16 09:08:31,0.767650,0.37500000,1,2024.10.16 09:08:42,0.939750,0.37500000,-1.25000000,13.00000000,-1.25000000,13.00000000,-1.25000000,13.00000000,0,,5.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20241017,2024.10.17 00:00,2551.09,20,2685.59,15,5,SHORT,2024.10.17 09:40,2024.10.17 09:41,2024.10.17 09:41,2685.54,2685.72,2685.73,0.18,18.00000000,-1.05555556,8.59403200,0.47744622,-1.53300178,-1.77172489,STOP,XAUUSD_20241017_SHORT,0.00000000,1.05555556,,2024.10.17 09:41:40,,0.009150,1.05555556,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,0.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241021,2024.10.21 00:00,2309.69,12,2728.84,16,5,SHORT,2024.10.21 01:02,2024.10.21 01:04,2024.10.21 01:06,2728.71,2737.99,2738.06,9.28,9.28000000,-1.00754310,2.18670800,0.23563664,-1.24317974,-1.36099806,STOP,ETHUSD_20241021_SHORT,0.30387931,1.00754310,2024.10.21 01:05:15,2024.10.21 01:06:31,0.731950,1.998400,1.31142241,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241028,2024.10.28 00:00,58894.08,12,69548.48,5,5,SHORT,2024.10.28 22:14,2024.10.28 22:15,2024.10.28 22:15,69547.85,69641.19,69644.09,93.34,93.34000000,-1.03106921,55.67677600,0.59649428,-1.62756349,-1.92581063,STOP,BTCUSD_20241028_SHORT,0.00000000,1.03106921,,2024.10.28 22:15:28,,0.388300,1.03106921,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,0.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20241029,2024.10.29 00:00,2603.39,13,2758.43,4,5,SHORT,2024.10.29 16:37,2024.10.29 16:37,2024.10.29 16:37,2758.37,2758.52,2758.53,0.15,15.00000000,-1.06666667,8.82704000,0.58846933,-1.65513600,-1.94937067,STOP,XAUUSD_20241029_SHORT,0.00000000,1.06666667,,2024.10.29 16:37:37,,0.090600,1.06666667,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,0.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20241031,2024.10.31 00:00,1.29074,6,1.32732,20,5,LONG,2024.10.31 17:05,2024.10.31 17:09,2024.10.31 18:00,1.29092,1.28854,1.28853,0.00238,238.00000000,-1.00420168,10.00000000,0.04201681,-1.04621849,-1.06722689,STOP,GBPUSD_20241031_LONG,1.07142857,1.00420168,2024.10.31 17:33:15,2024.10.31 18:00:30,23.727067,50.963767,2.07563025,1,2024.10.31 17:26:43,17.180083,0.42436975,1,2024.10.31 17:32:42,23.168117,0.42436975,0,,,,0,,,,0,,,,-1.00420168,1.07142857,,,,,0,,51.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20241106,2024.11.06 00:00,148.012,20,153.883,7,5,SHORT,2024.11.06 04:39,2024.11.06 04:40,2024.11.06 04:45,153.871,153.936,153.944,0.065,42.23000000,-1.12289841,10.00000000,0.23679848,-1.35969690,-1.47809614,STOP,USDJPY_20241106_SHORT,1.47833294,1.12289841,2024.11.06 04:41:43,2024.11.06 04:45:32,0.724683,4.542067,2.60123135,1,2024.11.06 04:41:29,0.495117,0.13852711,1,2024.11.06 04:41:39,0.663817,0.13852711,0,,,,0,,,,0,,,,-1.12289841,1.47833294,,,,,0,,5.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241106,2024.11.06 00:00,58894.08,19,73653.31,6,5,SHORT,2024.11.06 05:04,2024.11.06 05:05,2024.11.06 05:06,73652.81,73972.45,73974.50,319.64,319.64000000,-1.00641347,59.05092400,0.18474197,-1.19115544,-1.28352642,STOP,BTCUSD_20241106_SHORT,0.26138781,1.00641347,2024.11.06 05:05:42,2024.11.06 05:06:20,0.071433,0.694350,1.26780128,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20241106,2024.11.06 00:00,1.07613,10,1.09810,20,5,LONG,2024.11.06 05:00,2024.11.06 05:08,2024.11.06 05:38,1.07622,1.07463,1.07459,0.00159,159.00000000,-1.02515723,10.00000000,0.06289308,-1.08805031,-1.11949686,STOP,EURUSD_20241106_LONG,1.09433962,1.02515723,2024.11.06 05:10:42,2024.11.06 05:38:35,2.451733,30.324017,2.11949686,1,2024.11.06 05:09:42,1.452483,0.25786164,1,2024.11.06 05:10:42,2.451733,0.25786164,0,,,,0,,,,0,,,,-1.02515723,1.09433962,,,,,0,,30.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20241106,2024.11.06 00:00,1.28440,4,1.31055,20,5,LONG,2024.11.06 14:32,2024.11.06 14:33,2024.11.06 16:30,1.28453,1.28410,1.28410,0.00043,43.00000000,-1.00000000,10.00000000,0.23255814,-1.23255814,-1.34883721,STOP,GBPUSD_20241106_LONG,6.27906977,1.00000000,2024.11.06 15:53:43,2024.11.06 16:30:40,80.184500,117.138283,7.27906977,1,2024.11.06 14:34:27,0.922250,0.06976744,1,2024.11.06 14:34:42,1.175417,0.06976744,1,2024.11.06 14:35:43,2.183900,0.06976744,1,2024.11.06 14:54:38,21.113350,0.06976744,1,2024.11.06 15:11:43,38.185200,0.76744186,-1.00000000,6.27906977,-1.00000000,6.27906977,-1.00000000,6.27906977,0,,117.000000
