run_stage,symbol,asset_class,commission_rule,day_key,broker_day_start,prior_20d_low,prior_low_age,prior_20d_high,prior_high_age,reentry_offset_ticks,side,signal_time,entry_time,exit_time,entry,initial_stop,exit,initial_risk_price,risk_money_1lot_usd,gross_r,commission_usd_1lot,commission_r,net_r,net_r_commission_x1_5,exit_reason,trade_id,mfe_r,mae_r,mfe_time,mae_time,time_to_mfe_minutes,time_to_mae_minutes,max_retracement_from_mfe_r,reached_0_5r,first_touch_0_5r_time,time_to_0_5r_minutes,mae_before_0_5r,reached_1r,first_touch_1r_time,time_to_1r_minutes,mae_before_1r,reached_2r,first_touch_2r_time,time_to_2r_minutes,mae_before_2r,reached_3r,first_touch_3r_time,time_to_3r_minutes,mae_before_3r,reached_5r,first_touch_5r_time,time_to_5r_minutes,mae_before_5r,min_r_after_first_1r_before_exit,max_r_after_first_1r_before_exit,min_r_after_first_2r_before_exit,max_r_after_first_2r_before_exit,min_r_after_first_3r_before_exit,max_r_after_first_3r_before_exit,path_ambiguous,path_ambiguity_reason,duration_minutes
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20241111,2024.11.11 00:00,2638.05,19,2790.08,7,5,LONG,2024.11.11 15:41,2024.11.11 15:42,2024.11.11 15:53,2638.11,2636.32,2636.30,1.79,179.00000000,-1.01117318,8.43905600,0.04714556,-1.05831875,-1.08189153,STOP,XAUUSD_20241111_LONG,1.54189944,1.01117318,2024.11.11 15:48:16,2024.11.11 15:53:29,5.815600,11.041600,2.55307263,1,2024.11.11 15:42:40,0.228450,0.10614525,1,2024.11.11 15:43:05,0.632300,0.10614525,0,,,,0,,,,0,,,,-1.01117318,1.54189944,,,,,0,,11.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241119,2024.11.19 00:00,65221.10,19,93478.65,4,5,SHORT,2024.11.19 20:16,2024.11.19 20:17,2024.11.19 20:28,93475.78,93650.59,93653.62,174.81,174.81000000,-1.01733310,74.85176000,0.42818923,-1.44552234,-1.65961696,STOP,BTCUSD_20241119_SHORT,2.94565528,1.01733310,2024.11.19 20:19:16,2024.11.19 20:28:28,1.921533,11.131983,3.96298839,1,2024.11.19 20:17:30,0.159617,0.20250558,1,2024.11.19 20:17:38,0.300467,0.20250558,1,2024.11.19 20:18:37,1.282633,0.20250558,0,,,,0,,,,-1.01733310,2.94565528,-1.01733310,2.94565528,,,0,,11.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20241121,2024.11.21 00:00,1.25974,4,1.30480,11,5,LONG,2024.11.21 18:18,2024.11.21 18:19,2024.11.21 18:44,1.25980,1.25934,1.25934,0.00046,46.00000000,-1.00000000,10.00000000,0.21739130,-1.21739130,-1.32608696,STOP,GBPUSD_20241121_LONG,2.21739130,1.00000000,2024.11.21 18:33:42,2024.11.21 18:44:41,14.174983,25.147367,3.21739130,1,2024.11.21 18:20:05,0.549767,0.08695652,1,2024.11.21 18:22:32,2.996667,0.71739130,1,2024.11.21 18:32:41,13.156717,0.71739130,0,,,,0,,,,-1.00000000,2.21739130,-1.00000000,2.21739130,,,0,,25.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241125,2024.11.25 00:00,2355.92,15,3448.83,9,5,SHORT,2024.11.25 11:20,2024.11.25 11:27,2024.11.25 11:29,3448.77,3453.73,3453.73,4.96,4.96000000,-1.00000000,2.76100000,0.55665323,-1.55665323,-1.83497984,STOP,ETHUSD_20241125_SHORT,0.14112903,1.00000000,2024.11.25 11:28:15,2024.11.25 11:29:02,0.787283,1.569600,1.14112903,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20241127,2024.11.27 00:00,151.284,15,156.751,8,5,LONG,2024.11.27 12:07,2024.11.27 12:07,2024.11.27 16:29,151.299,151.214,151.214,0.085,56.21000000,-1.00000000,10.00000000,0.17790429,-1.17790429,-1.26685643,STOP,USDJPY_20241127_LONG,3.91869774,1.00000000,2024.11.27 15:30:16,2024.11.27 16:29:29,202.274533,261.487133,4.91869774,1,2024.11.27 12:08:42,0.714300,0.37626757,1,2024.11.27 12:11:05,3.089817,0.37626757,1,2024.11.27 12:15:29,7.489500,0.37626757,1,2024.11.27 13:16:30,68.513650,0.37626757,0,,,,-1.00000000,3.91869774,-1.00000000,3.91869774,-1.00000000,3.91869774,0,,262.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241206,2024.12.06 00:00,75468.37,20,104602.87,1,5,SHORT,2024.12.05 04:32,2024.12.05 21:46,2024.12.06 21:46,99644.04,104638.43,101736.99,4994.39,4994.39000000,-0.41906019,80.55241200,0.01612858,-0.43518876,-0.44325305,H24_REFERENCE,BTCUSD_20241205_SHORT,1.74983331,0.44438660,2024.12.06 00:28:41,2024.12.06 20:27:38,162.240100,1361.187150,2.19421991,1,2024.12.06 00:26:30,160.052817,0.03548982,1,2024.12.06 00:28:13,161.763767,0.03548982,0,,,,0,,,,0,,,,-0.44438660,1.74983331,,,,,0,,1440.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20241212,2024.12.12 00:00,2536.77,20,2721.36,13,5,SHORT,2024.12.12 02:21,2024.12.12 02:26,2024.12.12 02:31,2721.31,2721.75,2721.84,0.44,44.00000000,-1.20454545,8.70904000,0.19793273,-1.40247818,-1.50144455,STOP,XAUUSD_20241212_SHORT,0.72727273,1.20454545,2024.12.12 02:30:15,2024.12.12 02:31:42,3.490967,4.940450,1.93181818,1,2024.12.12 02:27:05,0.311700,0.59090909,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,5.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241216,2024.12.16 00:00,88735.95,20,104602.87,7,5,SHORT,2024.12.16 01:23,2024.12.16 01:24,2024.12.16 01:26,104600.21,104930.96,104934.05,330.75,330.75000000,-1.00934240,83.81370400,0.25340500,-1.26274740,-1.38944990,STOP,BTCUSD_20241216_SHORT,0.08574452,1.00934240,2024.12.16 01:25:15,2024.12.16 01:26:38,0.600133,1.972517,1.09508692,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241216,2024.12.16 00:00,3030.21,18,4089.84,6,5,SHORT,2024.12.16 20:47,2024.12.16 20:48,2024.12.16 20:50,4089.69,4097.50,4097.55,7.81,7.81000000,-1.00640205,3.27489600,0.41932087,-1.42572292,-1.63538335,STOP,ETHUSD_20241216_SHORT,0.44174136,1.00640205,2024.12.16 20:49:16,2024.12.16 20:50:31,0.830883,2.080050,1.44814341,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20241218,2024.12.18 00:00,2605.24,16,2726.18,4,5,LONG,2024.12.18 21:57,2024.12.18 21:57,2024.12.18 21:57,2605.29,2605.06,2605.06,0.23,23.00000000,-1.00000000,8.33656000,0.36245913,-1.36245913,-1.54368870,STOP,XAUUSD_20241218_LONG,0.00000000,1.00000000,,2024.12.18 21:57:38,,0.008200,1.00000000,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,0.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20241219,2024.12.19 00:00,148.645,12,155.411,20,5,SHORT,2024.12.19 05:20,2024.12.19 05:21,2024.12.19 05:21,155.404,155.445,155.446,0.041,26.38000000,-1.02426080,10.00000000,0.37907506,-1.40333586,-1.59287339,STOP,USDJPY_20241219_SHORT,0.19522365,1.02426080,2024.12.19 05:21:16,2024.12.19 05:21:43,0.271183,0.721267,1.21948446,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,0.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20241220,2024.12.20 00:00,1.24874,20,1.28114,10,5,LONG,2024.12.20 02:54,2024.12.20 02:54,2024.12.20 03:01,1.24879,1.24869,1.24866,0.00010,10.00000000,-1.30000000,10.00000000,1.00000000,-2.30000000,-2.80000000,STOP,GBPUSD_20241220_LONG,3.80000000,1.30000000,2024.12.20 02:56:14,2024.12.20 03:01:38,1.490067,6.890867,5.10000000,1,2024.12.20 02:55:04,0.334550,0.50000000,1,2024.12.20 02:55:14,0.499683,0.50000000,1,2024.12.20 02:55:26,0.701517,0.50000000,1,2024.12.20 02:55:36,0.857483,0.50000000,0,,,,-1.30000000,3.80000000,-1.30000000,3.80000000,-1.30000000,3.80000000,0,,7.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20241220,2024.12.20 00:00,3254.08,18,4106.50,4,5,LONG,2024.12.20 12:05,2024.12.20 12:06,2024.12.20 12:07,3254.15,3247.99,3247.95,6.16,6.16000000,-1.00649351,2.60084000,0.42221429,-1.42870779,-1.63981494,STOP,ETHUSD_20241220_LONG,0.10876623,1.00649351,2024.12.20 12:07:16,2024.12.20 12:07:41,0.295933,0.716517,1.11525974,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250102,2025.01.02 00:00,1.03430,7,1.06298,17,5,LONG,2025.01.02 12:32,2025.01.02 12:35,2025.01.02 12:48,1.03435,1.03396,1.03396,0.00039,39.00000000,-1.00000000,10.00000000,0.25641026,-1.25641026,-1.38461538,STOP,EURUSD_20250102_LONG,0.38461538,1.00000000,2025.01.02 12:36:40,2025.01.02 12:48:17,1.587767,13.208050,1.38461538,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,13.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20250107,2025.01.07 00:00,149.363,20,158.085,7,5,SHORT,2025.01.07 02:28,2025.01.07 02:40,2025.01.07 02:52,158.080,158.184,158.184,0.104,65.75000000,-1.00000000,10.00000000,0.15209125,-1.15209125,-1.22813688,STOP,USDJPY_20250107_SHORT,0.99163498,1.00000000,2025.01.07 02:50:16,2025.01.07 02:52:40,9.578250,11.991333,1.99163498,1,2025.01.07 02:49:42,9.021467,0.65399240,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,12.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250108,2025.01.08 00:00,1.23526,4,1.27990,20,5,LONG,2025.01.08 13:31,2025.01.08 13:32,2025.01.08 13:34,1.23532,1.23450,1.23432,0.00082,82.00000000,-1.21951220,10.00000000,0.12195122,-1.34146341,-1.40243902,STOP,GBPUSD_20250108_LONG,1.50000000,1.21951220,2025.01.08 13:33:16,2025.01.08 13:34:32,0.782750,2.048767,2.71951220,1,2025.01.08 13:32:32,0.054683,0.03658537,1,2025.01.08 13:32:43,0.231983,0.03658537,0,,,,0,,,,0,,,,-1.21951220,1.50000000,,,,,0,,2.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250110,2025.01.10 00:00,91086.19,1,108350.20,17,5,LONG,2025.01.09 22:21,2025.01.09 22:25,2025.01.10 22:25,91496.92,91086.18,94817.08,410.74,410.74000000,8.08336174,74.52560000,0.18144227,7.90191946,7.81119832,H24_REFERENCE,BTCUSD_20250109_LONG,10.50099820,0.83566246,2025.01.10 19:56:43,2025.01.09 22:32:15,1291.044867,6.589450,7.46511175,1,2025.01.09 22:43:29,17.806617,0.83566246,1,2025.01.09 22:47:20,21.662150,0.83566246,1,2025.01.09 23:23:27,57.774150,0.83566246,1,2025.01.10 02:52:14,266.573167,0.83566246,1,2025.01.10 04:31:36,365.930700,0.83566246,0.17322394,10.50099820,0.20752788,10.50099820,1.61369723,10.50099820,0,,1440.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250110,2025.01.10 00:00,1.02241,6,1.05393,20,5,LONG,2025.01.10 15:33,2025.01.10 15:33,2025.01.10 15:34,1.02253,1.02214,1.02213,0.00039,39.00000000,-1.02564103,10.00000000,0.25641026,-1.28205128,-1.41025641,STOP,EURUSD_20250110_LONG,0.00000000,1.02564103,,2025.01.10 15:34:01,,0.033683,1.02564103,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250114,2025.01.14 00:00,2910.22,1,4106.50,20,5,LONG,2025.01.13 13:32,2025.01.13 22:52,2025.01.14 22:52,3098.13,2910.21,3216.65,187.92,187.92000000,0.63069391,2.52591200,0.01344142,0.61725249,0.61053178,H24_REFERENCE,ETHUSD_20250113_LONG,0.82614943,0.09876543,2025.01.14 11:52:42,2025.01.13 23:04:41,780.346017,12.331050,0.44854193,1,2025.01.14 11:13:35,741.228533,0.09876543,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1440.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20250116,2025.01.16 00:00,2582.66,18,2697.85,4,5,SHORT,2025.01.16 02:18,2025.01.16 02:19,2025.01.16 02:23,2697.66,2698.22,2698.27,0.56,56.00000000,-1.08928571,8.63348800,0.15416943,-1.24345514,-1.32053986,STOP,XAUUSD_20250116_SHORT,0.87500000,1.08928571,2025.01.16 02:19:43,2025.01.16 02:23:43,0.359933,4.362533,1.96428571,1,2025.01.16 02:19:42,0.345433,0.39285714,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,4.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250117,2025.01.17 00:00,88988.07,4,102744.40,20,5,SHORT,2025.01.17 14:41,2025.01.17 14:50,2025.01.17 15:05,102743.05,102955.21,102956.06,212.16,212.16000000,-1.00400641,82.27964400,0.38781883,-1.39182525,-1.58573466,STOP,BTCUSD_20250117_SHORT,0.18170249,1.00400641,2025.01.17 14:57:12,2025.01.17 15:05:12,6.591317,14.603433,1.18570890,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,15.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250124,2025.01.24 00:00,1.01775,9,1.04584,18,5,SHORT,2025.01.24 08:34,2025.01.24 08:35,2025.01.24 08:36,1.04579,1.04587,1.04588,0.00008,8.00000000,-1.12500000,10.00000000,1.25000000,-2.37500000,-3.00000000,STOP,EURUSD_20250124_SHORT,2.25000000,1.12500000,2025.01.24 08:35:38,2025.01.24 08:36:41,0.616667,1.668633,3.37500000,1,2025.01.24 08:35:12,0.183333,0.25000000,1,2025.01.24 08:35:16,0.250000,0.25000000,1,2025.01.24 08:35:38,0.616667,0.25000000,0,,,,0,,,,-1.12500000,2.25000000,-1.12500000,2.25000000,,,0,,1.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20250127,2025.01.27 00:00,154.772,4,158.881,11,5,LONG,2025.01.27 11:11,2025.01.27 11:12,2025.01.27 11:14,154.777,154.711,154.710,0.066,42.66000000,-1.01523676,10.00000000,0.23441163,-1.24964838,-1.36685420,STOP,USDJPY_20250127_LONG,0.42405063,1.01523676,2025.01.27 11:13:42,2025.01.27 11:14:30,1.064250,1.856183,1.43928739,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20250130,2025.01.30 00:00,2614.59,18,2785.99,4,5,SHORT,2025.01.30 15:58,2025.01.30 15:58,2025.01.30 16:00,2785.93,2786.12,2786.17,0.19,19.00000000,-1.26315789,8.91536000,0.46922947,-1.73238737,-1.96700211,STOP,XAUUSD_20250130_SHORT,4.89473684,1.26315789,2025.01.30 15:59:17,2025.01.30 16:00:16,0.575383,1.549433,6.15789474,1,2025.01.30 15:58:48,0.088283,0.94736842,1,2025.01.30 15:58:48,0.088283,0.94736842,1,2025.01.30 15:58:59,0.275067,0.94736842,1,2025.01.30 15:59:03,0.342267,0.94736842,0,,,,-1.26315789,4.89473684,-1.26315789,4.89473684,-1.26315789,4.89473684,0,,2.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250203,2025.02.03 00:00,2910.22,15,3741.92,20,5,LONG,2025.02.03 00:00,2025.02.03 00:00,2025.02.03 00:21,2910.35,2902.97,2902.94,7.38,7.38000000,-1.00406504,2.32531600,0.31508347,-1.31914851,-1.47669024,STOP,ETHUSD_20250203_LONG,3.25880759,1.00406504,2025.02.03 00:13:41,2025.02.03 00:21:38,13.118083,21.065433,4.26287263,1,2025.02.03 00:01:21,0.785050,0.40243902,1,2025.02.03 00:01:38,1.072983,0.40243902,1,2025.02.03 00:02:39,2.095133,0.40243902,1,2025.02.03 00:12:41,12.124950,0.40243902,0,,,,-1.00406504,3.25880759,-1.00406504,3.25880759,-1.00406504,3.25880759,0,,21.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20250205,2025.02.05 00:00,153.714,7,158.881,18,5,LONG,2025.02.05 03:03,2025.02.05 03:03,2025.02.05 03:05,153.721,153.669,153.656,0.052,33.84000000,-1.25000000,10.00000000,0.29550827,-1.54550827,-1.69326241,STOP,USDJPY_20250205_LONG,0.63416076,1.25000000,2025.02.05 03:04:15,2025.02.05 03:05:31,0.270100,1.535750,1.88416076,1,2025.02.05 03:04:15,0.270100,0.07683215,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250205,2025.02.05 00:00,1.20996,17,1.25235,7,5,SHORT,2025.02.05 11:16,2025.02.05 11:20,2025.02.05 12:16,1.25229,1.25293,1.25295,0.00064,64.00000000,-1.03125000,10.00000000,0.15625000,-1.18750000,-1.26562500,STOP,GBPUSD_20250205_SHORT,1.54687500,1.03125000,2025.02.05 12:01:15,2025.02.05 12:16:16,40.574700,55.581800,2.57812500,1,2025.02.05 11:30:28,9.794150,0.62500000,1,2025.02.05 11:33:41,13.002067,0.62500000,0,,,,0,,,,0,,,,-1.03125000,1.54687500,,,,,0,,56.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20250219,2025.02.19 00:00,2730.52,17,2942.63,6,5,SHORT,2025.02.19 11:15,2025.02.19 11:16,2025.02.19 11:18,2942.57,2943.82,2943.82,1.25,125.00000000,-1.00000000,9.41822400,0.07534579,-1.07534579,-1.11301869,STOP,XAUUSD_20250219_SHORT,0.16800000,1.00000000,2025.02.19 11:17:42,2025.02.19 11:18:20,1.021850,1.662483,1.16800000,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20250220,2025.02.20 00:00,150.931,9,156.757,20,5,LONG,2025.02.20 02:55,2025.02.20 02:56,2025.02.20 03:05,150.938,150.834,150.834,0.104,68.95000000,-1.00000000,10.00000000,0.14503263,-1.14503263,-1.21754895,STOP,USDJPY_20250220_LONG,0.62436548,1.00000000,2025.02.20 02:59:43,2025.02.20 03:05:30,3.366950,9.159783,1.62436548,1,2025.02.20 02:57:05,0.735433,0.05772299,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,9.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250225,2025.02.25 00:00,91122.59,16,106404.60,18,5,LONG,2025.02.25 02:11,2025.02.25 02:11,2025.02.25 02:13,91122.92,91043.23,91041.00,79.69,79.69000000,-1.02798344,72.86556800,0.91436276,-1.94234619,-2.39952757,STOP,BTCUSD_20250225_LONG,2.59706362,1.02798344,2025.02.25 02:12:42,2025.02.25 02:13:39,0.721300,1.665117,3.62504706,1,2025.02.25 02:12:28,0.478317,0.93386874,1,2025.02.25 02:12:30,0.515700,0.93386874,1,2025.02.25 02:12:40,0.679250,0.93386874,0,,,,0,,,,-1.02798344,2.59706362,-1.02798344,2.59706362,,,0,,2.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250228,2025.02.28 00:00,2088.24,19,3434.20,20,5,LONG,2025.02.28 08:46,2025.02.28 08:47,2025.02.28 10:18,2088.29,2073.35,2073.17,14.94,14.94000000,-1.01204819,1.66458400,0.11141794,-1.12346613,-1.17917510,STOP,ETHUSD_20250228_LONG,3.02610442,1.01204819,2025.02.28 09:19:15,2025.02.28 10:18:05,31.966600,90.792117,4.03815261,1,2025.02.28 08:47:32,0.238883,0.16934404,1,2025.02.28 08:54:30,7.218583,0.42704150,1,2025.02.28 09:01:41,14.394600,0.42704150,1,2025.02.28 09:19:14,31.949017,0.42704150,0,,,,-1.01204819,3.02610442,-1.01204819,3.02610442,-1.01204819,3.02610442,0,,91.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20250304,2025.03.04 00:00,148.562,5,155.524,20,5,LONG,2025.03.04 13:32,2025.03.04 13:33,2025.03.04 13:35,148.567,148.487,148.479,0.080,53.88000000,-1.10003712,10.00000000,0.18559762,-1.28563474,-1.37843356,STOP,USDJPY_20250304_LONG,0.09985152,1.10003712,2025.03.04 13:33:42,2025.03.04 13:35:05,0.020367,1.407200,1.19988864,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,2.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250304,2025.03.04 00:00,1.02720,20,1.05289,4,5,SHORT,2025.03.04 13:51,2025.03.04 16:20,2025.03.04 20:10,1.05283,1.05601,1.05602,0.00318,318.00000000,-1.00314465,10.00000000,0.03144654,-1.03459119,-1.05031447,STOP,EURUSD_20250304_SHORT,0.99371069,1.00314465,2025.03.04 17:20:43,2025.03.04 20:10:43,60.439567,230.440483,1.99685535,1,2025.03.04 17:17:40,57.394267,0.18553459,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,230.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250310,2025.03.10 00:00,78202.13,6,99419.47,11,5,LONG,2025.03.10 20:56,2025.03.10 20:56,2025.03.10 21:07,78202.95,78149.32,78149.30,53.63,53.63000000,-1.00037293,62.54090000,1.16615514,-2.16652806,-2.74960563,STOP,BTCUSD_20250310_LONG,9.54876002,1.00037293,2025.03.10 21:03:16,2025.03.10 21:07:35,6.987883,11.314683,10.54913295,1,2025.03.10 20:56:20,0.066500,0.66343464,1,2025.03.10 20:56:27,0.180850,0.66343464,1,2025.03.10 20:56:31,0.236717,0.66343464,1,2025.03.10 20:56:39,0.380333,0.66343464,1,2025.03.10 20:57:30,1.228233,0.66343464,-1.00037293,9.54876002,-1.00037293,9.54876002,-1.00037293,9.54876002,0,,11.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20250313,2025.03.13 00:00,2832.65,9,2956.20,13,5,SHORT,2025.03.13 17:36,2025.03.13 17:36,2025.03.13 17:37,2956.09,2956.70,2956.71,0.61,61.00000000,-1.01639344,9.46048000,0.15508984,-1.17148328,-1.24902820,STOP,XAUUSD_20250313_SHORT,0.00000000,1.01639344,,2025.03.13 17:37:21,,0.355800,1.01639344,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250319,2025.03.19 00:00,1.03599,13,1.09548,1,5,SHORT,2025.03.18 11:14,2025.03.18 11:18,2025.03.19 11:18,1.09466,1.09550,1.08983,0.00084,84.00000000,5.75000000,10.00000000,0.11904762,5.63095238,5.57142857,H24_REFERENCE,EURUSD_20250318_SHORT,8.73809524,0.91666667,2025.03.19 10:43:16,2025.03.18 11:51:14,1404.587550,32.560117,7.07142857,1,2025.03.18 12:30:24,71.729283,0.91666667,1,2025.03.18 13:25:40,126.993500,0.91666667,1,2025.03.18 14:40:28,201.785283,0.91666667,1,2025.03.18 14:51:16,212.593183,0.91666667,1,2025.03.18 15:36:20,257.665800,0.91666667,-0.64285714,8.73809524,-0.64285714,8.73809524,-0.64285714,8.73809524,0,,1440.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,20250327,2025.03.27 00:00,2832.65,19,3057.54,5,5,SHORT,2025.03.27 17:39,2025.03.27 17:39,2025.03.27 17:48,3057.47,3058.36,3058.36,0.89,89.00000000,-1.00000000,9.78532800,0.10994751,-1.10994751,-1.16492126,STOP,XAUUSD_20250327_SHORT,4.15730337,1.00000000,2025.03.27 17:42:16,2025.03.27 17:48:39,2.511183,8.910067,5.15730337,1,2025.03.27 17:39:47,0.037167,0.26966292,1,2025.03.27 17:39:57,0.198217,0.26966292,1,2025.03.27 17:40:30,0.758183,0.26966292,1,2025.03.27 17:41:29,1.736967,0.26966292,0,,,,-1.00000000,4.15730337,-1.00000000,4.15730337,-1.00000000,4.15730337,0,,9.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250403,2025.04.03 00:00,1.28615,18,1.30252,1,5,SHORT,2025.04.02 23:16,2025.04.02 23:18,2025.04.03 02:07,1.30143,1.30254,1.30254,0.00111,111.00000000,-1.00000000,10.00000000,0.09009009,-1.09009009,-1.13513514,STOP,GBPUSD_20250402_SHORT,5.42342342,1.00000000,2025.04.02 23:27:43,2025.04.03 02:07:39,9.214583,169.146467,6.42342342,1,2025.04.02 23:18:43,0.212533,0.01801802,1,2025.04.02 23:19:40,1.160750,0.01801802,1,2025.04.02 23:25:43,7.212700,0.71171171,1,2025.04.02 23:26:47,8.283917,0.71171171,1,2025.04.02 23:27:42,9.193950,0.71171171,-1.00000000,5.42342342,-1.00000000,5.42342342,-1.00000000,5.42342342,0,,169.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,20250403,2025.04.03 00:00,1.07329,5,1.09548,12,5,SHORT,2025.04.03 09:34,2025.04.03 10:24,2025.04.03 11:21,1.09541,1.09909,1.09910,0.00368,368.00000000,-1.00271739,10.00000000,0.02717391,-1.02989130,-1.04347826,STOP,EURUSD_20250403_SHORT,0.29347826,1.00271739,2025.04.03 10:25:41,2025.04.03 11:21:01,0.970733,56.304067,1.29619565,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,57.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,20250403,2025.04.03 00:00,146.544,17,151.214,4,5,LONG,2025.04.03 12:12,2025.04.03 12:13,2025.04.03 12:24,146.549,146.525,146.523,0.024,16.38000000,-1.08302808,10.00000000,0.61050061,-1.69352869,-1.99877900,STOP,USDJPY_20250403_LONG,5.07814408,1.08302808,2025.04.03 12:15:42,2025.04.03 12:24:42,2.355833,11.359267,6.16117216,1,2025.04.03 12:13:31,0.177600,0.24969475,1,2025.04.03 12:13:42,0.355183,0.24969475,1,2025.04.03 12:14:28,1.126950,0.24969475,1,2025.04.03 12:14:31,1.173250,0.24969475,1,2025.04.03 12:15:42,2.355833,0.24969475,-1.08302808,5.07814408,-1.08302808,5.07814408,-1.08302808,5.07814408,0,,11.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,20250403,2025.04.03 00:00,1751.88,17,2317.55,20,5,LONG,2025.04.03 15:47,2025.04.03 15:47,2025.04.03 15:48,1751.94,1749.57,1749.57,2.37,2.37000000,-1.00000000,1.40060400,0.59097215,-1.59097215,-1.88645823,STOP,ETHUSD_20250403_LONG,0.23628692,1.00000000,2025.04.03 15:47:59,2025.04.03 15:48:03,0.274883,0.335200,1.23628692,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1.000000
