dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,confirmation_bh_q,neighbor_stress,y2024.n_selected,y2024.n_baseline,y2024.selected_mean_atr,y2024.baseline_mean_atr,y2024.edge_atr,y2024.p_fast,y2025_fast.n_selected,y2025_fast.n_baseline,y2025_fast.selected_mean_atr,y2025_fast.baseline_mean_atr,y2025_fast.edge_atr,y2025_fast.p_fast,y2025_h1_fast.n_selected,y2025_h1_fast.n_baseline,y2025_h1_fast.selected_mean_atr,y2025_h1_fast.baseline_mean_atr,y2025_h1_fast.edge_atr,y2025_h1_fast.p_fast,y2025_h2_fast.n_selected,y2025_h2_fast.n_baseline,y2025_h2_fast.selected_mean_atr,y2025_h2_fast.baseline_mean_atr,y2025_h2_fast.edge_atr,y2025_h2_fast.p_fast,y2025_hac.n_selected,y2025_hac.n_baseline,y2025_hac.edge_atr,y2025_hac.hac_lag,y2025_hac.hac_se,y2025_hac.hac_z,y2025_hac.p_hac
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,rsi14,gt,0.8,59.84054294070447,12,-1,0.0,2.0,7.157714936058301e-35,"[{'quantile': 0.7, 'cutpoint': 56.23376109378923, 'y2025_edge': {'n_selected': 581, 'n_baseline': 2771, 'selected_mean_atr': 1.2427582778913109, 'baseline_mean_atr': -0.24354281993626134, 'edge_atr': 1.4863010978275721, 'p_fast': 5.192947230899737e-38}}, {'quantile': 0.9, 'cutpoint': 64.87108022099164, 'y2025_edge': {'n_selected': 189, 'n_baseline': 3163, 'selected_mean_atr': 3.72387812534646, 'baseline_mean_atr': -0.20759644649984496, 'edge_atr': 3.9314745718463047, 'p_fast': 3.1839586337205196e-57}}]",274,3082,2.5990078220114463,-0.19951106828454396,2.7985188902959903,4.2703961179328305e-43,328,3024,2.2260089915932553,-0.22584178036743263,2.4518507719606877,2.2684603417545044e-43,189,1460,2.0163072834226092,-0.23988305412863856,2.256190337551248,3.4101396905344047e-22,139,1564,2.5111429688900326,-0.2127341974445678,2.7238771663346006,2.3469663258393955e-23,328,3024,2.4518507719606877,48,0.19279498410230753,12.717399176005545,4.733547118167017e-37
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,rsi14,gt,0.9,64.87108022099164,24,-1,0.0,2.0,1.1264165280135166e-34,"[{'quantile': 0.8, 'cutpoint': 59.84054294070447, 'y2025_edge': {'n_selected': 328, 'n_baseline': 3024, 'selected_mean_atr': 2.112033949079174, 'baseline_mean_atr': -0.3060164533860828, 'edge_atr': 2.418050402465257, 'p_fast': 7.433309010190177e-39}}, {'quantile': 0.95, 'cutpoint': 69.30248532600754, 'y2025_edge': {'n_selected': 156, 'n_baseline': 3196, 'selected_mean_atr': 4.4219461483852776, 'baseline_mean_atr': -0.2886327343209164, 'edge_atr': 4.710578882706194, 'p_fast': 1.5305140592035507e-74}}]",178,3178,3.8607370075763168,-0.21811893606433408,4.078855943640651,1.2114186556072942e-55,189,3163,3.6134587293308167,-0.2894689597170628,3.9029276890478797,9.227992018873442e-53,98,1551,3.4353513440149546,-0.22424429457695771,3.659595638591912,1.850386621186169e-21,91,1612,3.8052666827478996,-0.35222544584132026,4.15749212858922,5.432734491052881e-36,189,3163,3.9029276890478797,48,0.3077790907989241,12.680938392912825,7.542344281151924e-37
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi14,gt,0.9,64.89897664434801,24,-1,0.0,2.0,2.532502406666285e-34,"[{'quantile': 0.8, 'cutpoint': 59.856311527643356, 'y2025_edge': {'n_selected': 328, 'n_baseline': 3022, 'selected_mean_atr': 2.098732766501392, 'baseline_mean_atr': -0.3055549800248964, 'edge_atr': 2.4042877465262884, 'p_fast': 2.593730521348711e-38}}, {'quantile': 0.95, 'cutpoint': 69.3216759831874, 'y2025_edge': {'n_selected': 156, 'n_baseline': 3194, 'selected_mean_atr': 4.4184499537155055, 'baseline_mean_atr': -0.28938039918672487, 'edge_atr': 4.7078303529022305, 'p_fast': 1.6361870844551231e-74}}]",177,3179,3.8801920604828752,-0.21777662891952515,4.097968689402401,6.472617191569132e-56,188,3162,3.6227920812454766,-0.28971780945506953,3.9125098907005462,1.2166533409125782e-52,98,1551,3.4316336399902614,-0.22441938837862457,3.656053028368886,1.8873287383142933e-21,90,1611,3.8309423839456,-0.35258425954170275,4.183526643487303,6.499559186854922e-36,188,3162,3.9125098907005462,48,0.3101150931919981,12.616315608599669,1.7166669202830072e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma5,lt,0.2,-0.5027854168063667,1,1,0.0,4.0,2.9501071818603198e-34,"[{'quantile': 0.1, 'cutpoint': -0.8205174914282203, 'y2025_edge': {'n_selected': 797, 'n_baseline': 8747, 'selected_mean_atr': 0.5211637381995895, 'baseline_mean_atr': -0.07397613887699579, 'edge_atr': 0.5951398770765853, 'p_fast': 4.193661635919285e-22}}, {'quantile': 0.3, 'cutpoint': -0.2931954748325388, 'y2025_edge': {'n_selected': 2358, 'n_baseline': 7186, 'selected_mean_atr': 0.19317630927725515, 'baseline_mean_atr': -0.09563199619924534, 'edge_atr': 0.2888083054765005, 'p_fast': 1.3309933442628805e-29}}]",1347,8225,0.3789975286649542,-0.08100357240504048,0.46000110106999464,2.4848817788939944e-25,1514,8030,0.2901085420606485,-0.08355244334892044,0.37366098540956894,1.0173497069153307e-25,760,3937,0.29830279787776043,-0.08377205681403857,0.382074854691799,1.962115046430005e-13,754,4093,0.2818490799638248,-0.083341200199111,0.3651902801629358,7.165047354179502e-14,1514,8030,0.37366098540956894,48,0.029647796695398784,12.603330670692287,2.024129090637402e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret1,gt,0.9,0.8565080482374499,3,-1,0.0,2.0,4.058203968963734e-34,"[{'quantile': 0.8, 'cutpoint': 0.5505082182163473, 'y2025_edge': {'n_selected': 1644, 'n_baseline': 14050, 'selected_mean_atr': 0.5410009853686291, 'baseline_mean_atr': -0.05725649639101932, 'edge_atr': 0.5982574817596484, 'p_fast': 3.22306706382724e-26}}, {'quantile': 0.95, 'cutpoint': 1.126240692404922, 'y2025_edge': {'n_selected': 435, 'n_baseline': 15259, 'selected_mean_atr': 2.0907328554729907, 'baseline_mean_atr': -0.05403479562740325, 'edge_atr': 2.144767651100394, 'p_fast': 4.687639518224292e-34}}]",646,15122,1.451949162726795,-0.05094098261020276,1.5028901453369978,3.1454892672240794e-33,750,14944,1.2011386802092272,-0.054597307581953684,1.255735987791181,3.126125421953621e-29,372,7332,1.2200547985328853,-0.06043130024746018,1.2804860987803455,8.336551664581922e-16,378,7612,1.1825228177319766,-0.04897791264980791,1.2315007303817846,5.511590315539858e-15,750,14944,1.255735987791181,48,0.099842148543897,12.577213192072675,2.817964234049381e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret3,gt,0.8,0.8425260668890412,24,-1,0.0,2.0,4.6766782994653685e-34,"[{'quantile': 0.7, 'cutpoint': 0.5151396056913994, 'y2025_edge': {'n_selected': 644, 'n_baseline': 2706, 'selected_mean_atr': 1.082914385325195, 'baseline_mean_atr': -0.344567504202589, 'edge_atr': 1.427481889527784, 'p_fast': 6.984113355277442e-35}}, {'quantile': 0.9, 'cutpoint': 1.3392776085920988, 'y2025_edge': {'n_selected': 267, 'n_baseline': 3083, 'selected_mean_atr': 2.6478310687403512, 'baseline_mean_atr': -0.3055380141344321, 'edge_atr': 2.9533690828747834, 'p_fast': 6.373567142448026e-47}}]",325,3031,2.193109144215205,-0.2369773607719047,2.4300865049871097,2.3045256401676223e-41,396,2954,1.8267032437648616,-0.32443374636210753,2.151136990126969,7.972200667450597e-41,190,1459,1.9021464444752494,-0.2557794373588064,2.1579258818340556,2.183381668237283e-19,206,1495,1.7571197091290676,-0.3914348412355633,2.148554550364631,3.197799931685585e-23,396,2954,2.151136990126969,48,0.17119984164361754,12.565064134842704,3.286084611511584e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi14,gt,0.9,64.89897664434801,3,-1,0.0,4.0,5.285776597442413e-34,"[{'quantile': 0.8, 'cutpoint': 59.856311527643356, 'y2025_edge': {'n_selected': 1222, 'n_baseline': 8319, 'selected_mean_atr': 0.600742969517103, 'baseline_mean_atr': -0.08717699687105654, 'edge_atr': 0.6879199663881596, 'p_fast': 8.20284686653208e-28}}, {'quantile': 0.95, 'cutpoint': 69.3216759831874, 'y2025_edge': {'n_selected': 304, 'n_baseline': 9237, 'selected_mean_atr': 2.5789902454143627, 'baseline_mean_atr': -0.0839158344512705, 'edge_atr': 2.662906079865633, 'p_fast': 2.9849736477345425e-48}}]",428,9144,1.705775797962563,-0.07802358208164013,1.7837993800442031,6.861080112362298e-34,565,8976,1.350300865333225,-0.08400596224751464,1.4343068275807396,2.953546646405443e-34,289,4408,1.275379012260927,-0.08855996911644866,1.3639389813773757,4.701827988888914e-16,276,4568,1.4287516462676237,-0.07961146525139791,1.5083631115190217,4.322585259400287e-20,565,8976,1.4343068275807396,48,0.1142468736886099,12.554451437245202,3.7577646307352854e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,body,gt,0.95,1.0079408227081856,3,-1,0.0,4.0,5.574592948739238e-34,"[{'quantile': 0.9, 'cutpoint': 0.7571075403231354, 'y2025_edge': {'n_selected': 646, 'n_baseline': 8895, 'selected_mean_atr': 1.0749964287826264, 'baseline_mean_atr': -0.07707309963057854, 'edge_atr': 1.152069528413205, 'p_fast': 5.303083962095827e-27}}]",307,9265,2.403526076091739,-0.07784760910811704,2.481373685199856,2.1263782929568844e-39,381,9160,1.862224948255059,-0.07648747090672454,1.9387124191617835,1.755855564559829e-32,181,4516,1.9223962297391353,-0.08187367734824653,2.004269907087382,6.048844058540601e-16,200,4644,1.8077699385119705,-0.0712497214902919,1.8790196600022624,3.734231625214371e-18,381,9160,1.9387124191617835,48,0.15448739674885678,12.5493241517524,4.009172410848257e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret1,lt,0.1,-0.7510517711604532,12,1,0.0,2.0,5.653231300861718e-34,"[{'quantile': 0.05, 'cutpoint': -1.018379224965704, 'y2025_edge': {'n_selected': 238, 'n_baseline': 3114, 'selected_mean_atr': 1.7317798593626188, 'baseline_mean_atr': -0.14751092226710813, 'edge_atr': 1.8792907816297268, 'p_fast': 4.907283424995511e-28}}, {'quantile': 0.2, 'cutpoint': -0.46385345036345277, 'y2025_edge': {'n_selected': 384, 'n_baseline': 2968, 'selected_mean_atr': 1.1906248565721598, 'baseline_mean_atr': -0.1699411557733089, 'edge_atr': 1.3605660123454686, 'p_fast': 1.0925628581253258e-30}}]",255,3101,1.9588675668835822,-0.19243671729554507,2.1513042841791274,8.744724240608983e-30,278,3074,1.5484262812654226,-0.15538318529709141,1.703809466562514,2.1545316546676137e-29,139,1510,1.593255252018005,-0.1670962235560024,1.7603514755740073,2.080226097716954e-15,139,1564,1.5035973105128406,-0.1440745614026185,1.647671871915459,1.58752197538761e-15,278,3074,1.703809466562514,48,0.13579081961955214,12.54730968806368,4.112460564403002e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,gt,0.95,1.2242097296559387,3,-1,0.0,2.0,5.89087964235045e-34,"[{'quantile': 0.9, 'cutpoint': 0.9435343420957318, 'y2025_edge': {'n_selected': 754, 'n_baseline': 14934, 'selected_mean_atr': 1.2311912790639088, 'baseline_mean_atr': -0.056382750996183215, 'edge_atr': 1.287574030060092, 'p_fast': 2.018309401730878e-31}}]",378,15390,2.4690159165217733,-0.049749225722922306,2.5187651422446957,7.60023025505065e-39,412,15276,2.176261178708466,-0.05304539045500791,2.229306569163474,3.0204272572628246e-33,208,7496,2.1381038044314264,-0.05789092494028592,2.1959947293717126,6.422783059598442e-17,204,7780,2.2151667367948593,-0.04837673666302283,2.263543473457882,6.872180605701954e-18,412,15276,2.229306569163474,48,0.17773095980254738,12.543152704740649,4.334035613533852e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma100,gt,0.7,2.2248474678311148,6,-1,0.0,2.0,6.371771015241623e-34,"[{'quantile': 0.8, 'cutpoint': 3.335392190179709, 'y2025_edge': {'n_selected': 222, 'n_baseline': 3130, 'selected_mean_atr': 2.94249498008092, 'baseline_mean_atr': -0.1508643619185626, 'edge_atr': 3.0933593419994825, 'p_fast': 1.1259979496859804e-38}}]",412,2944,1.5807137056999678,-0.1665548879108527,1.7472685936108205,5.092688527646384e-32,496,2856,1.3728703116830179,-0.17504035077798094,1.5479106624609988,1.5350824224792517e-32,250,1399,1.3294389360650556,-0.17564890528501784,1.5050878413500735,2.343533246657858e-15,246,1457,1.417007888530541,-0.17445602150183506,1.5914639100323762,4.954826626152131e-19,496,2856,1.5479106624609988,48,0.12347676238166226,12.536048343059582,4.740509145835712e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret6,gt,0.7,0.7458475193931176,1,-1,0.0,6.0,8.842131304133276e-34,"[{'quantile': 0.8, 'cutpoint': 1.2040923313226783, 'y2025_edge': {'n_selected': 2721, 'n_baseline': 13010, 'selected_mean_atr': 0.2462622508752839, 'baseline_mean_atr': -0.03289339528618952, 'edge_atr': 0.2791556461614734, 'p_fast': 8.219986024942885e-23}}]",3755,12012,0.17318300003427453,-0.042404459674664954,0.2155874597089395,5.339387295616272e-22,4296,11435,0.1576851045270051,-0.03806547416612962,0.19575057869313472,8.928005369262948e-24,2106,5639,0.14457409058253462,-0.04004797012857806,0.18462206071111267,6.97246212539795e-11,2190,5796,0.17029323026538634,-0.03613667935380272,0.20642990961918906,1.3180403656470471e-14,4296,11435,0.19575057869313472,48,0.01564856586067166,12.509170516711672,6.651516480748352e-36
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma20,gt,0.8,1.2471588313747695,1,-1,0.0,6.0,1.525502790827027e-33,"[{'quantile': 0.7, 'cutpoint': 0.7939862413441678, 'y2025_edge': {'n_selected': 4245, 'n_baseline': 11486, 'selected_mean_atr': 0.1550001230013157, 'baseline_mean_atr': -0.036203988349491845, 'edge_atr': 0.19120411135080753, 'p_fast': 2.4234333797929837e-22}}, {'quantile': 0.9, 'cutpoint': 1.9247398410451957, 'y2025_edge': {'n_selected': 1357, 'n_baseline': 14374, 'selected_mean_atr': 0.5006118571122725, 'baseline_mean_atr': -0.030415596086199537, 'edge_atr': 0.531027453198472, 'p_fast': 8.271160845599264e-24}}]",2244,13523,0.3271320032656711,-0.04386189601505143,0.3709938992807225,3.0904565104536297e-27,2714,13017,0.24856755362637045,-0.033223924758673105,0.28179147838504354,4.0414322497198735e-23,1376,6369,0.22343356780850582,-0.03592433005067321,0.259357897859179,1.197095404576391e-10,1338,6648,0.27441535966925673,-0.03063684875013689,0.3050522084193936,3.2757875868796864e-14,2714,13017,0.28179147838504354,48,0.02260679838113231,12.464899878092751,1.1601740659344174e-35
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi7,lt,0.2,37.421111734315204,1,1,0.0,4.0,1.6737636055972866e-33,"[{'quantile': 0.1, 'cutpoint': 30.09073145984612, 'y2025_edge': {'n_selected': 589, 'n_baseline': 8952, 'selected_mean_atr': 0.7265011612780755, 'baseline_mean_atr': -0.07356840407627582, 'edge_atr': 0.8000695653543514, 'p_fast': 4.9885787739708643e-23}}, {'quantile': 0.3, 'cutpoint': 42.759598863381754, 'y2025_edge': {'n_selected': 2111, 'n_baseline': 7430, 'selected_mean_atr': 0.21051518310105, 'baseline_mean_atr': -0.09085770132225453, 'edge_atr': 0.3013728844233045, 'p_fast': 1.5278296288392875e-27}}]",1126,8446,0.43156594533501336,-0.07598031716233922,0.5075462624973526,3.8977731379372457e-22,1266,8275,0.3543812533670011,-0.08209327323995867,0.4364745266069598,1.1757148080543487e-25,609,4088,0.39628537729319735,-0.08415742907484132,0.48044280636803866,1.8914636023665994e-14,657,4187,0.3155386179468284,-0.08007792357361036,0.3956165415204388,9.30432704503424e-13,1266,8275,0.4364745266069598,48,0.03503950326053747,12.456641390191463,1.2867654403616404e-35
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma50,gt,0.9,3.2316154238280803,3,-1,0.0,2.0,2.1481008541480827e-33,"[{'quantile': 0.8, 'cutpoint': 2.144559367220334, 'y2025_edge': {'n_selected': 257, 'n_baseline': 3095, 'selected_mean_atr': 2.8340189738860655, 'baseline_mean_atr': -0.15599860328818202, 'edge_atr': 2.9900175771742474, 'p_fast': 5.0055419749854935e-46}}, {'quantile': 0.95, 'cutpoint': 4.146601943489513, 'y2025_edge': {'n_selected': 100, 'n_baseline': 3252, 'selected_mean_atr': 6.066027030044427, 'baseline_mean_atr': -0.11103182776526668, 'edge_atr': 6.177058857809693, 'p_fast': 9.625527518077304e-100}}]",110,3246,5.724421727726355,-0.1336391412112905,5.858060868937645,3.034450231465864e-93,131,3221,5.156231492792159,-0.1334800144191175,5.289711507211276,3.7725191384973327e-81,73,1576,4.6972547021888715,-0.1476335351254771,4.844888237314349,8.049452357085005e-32,58,1645,5.733909177516987,-0.11992016722566896,5.853829344742656,6.10052757262042e-67,131,3221,5.289711507211276,48,0.4253592670494723,12.435867552395527,1.669186412250308e-35
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi7,lt,0.2,37.421111734315204,1,1,0.0,2.0,2.371601593463528e-33,"[{'quantile': 0.1, 'cutpoint': 30.09073145984612, 'y2025_edge': {'n_selected': 120, 'n_baseline': 3230, 'selected_mean_atr': 3.3822625030700038, 'baseline_mean_atr': -0.2177366007680593, 'edge_atr': 3.599999103838063, 'p_fast': 2.1951865498645507e-45}}, {'quantile': 0.3, 'cutpoint': 42.759598863381754, 'y2025_edge': {'n_selected': 430, 'n_baseline': 2920, 'selected_mean_atr': 1.0021869549406341, 'baseline_mean_atr': -0.24943770915647384, 'edge_atr': 1.251624664097108, 'p_fast': 6.411768878839936e-33}}]",179,3177,2.7229484604492127,-0.22310964611473857,2.9460581065639513,7.571521114392777e-35,215,3135,1.9546592380589387,-0.22892167664915564,2.1835809147080942,3.4986070137754835e-33,105,1544,2.1504006638674595,-0.2312469637452225,2.381647627612682,2.0669260609825413e-19,110,1591,1.7678151497871684,-0.22666508125234394,1.9944802310395122,1.6720293289179191e-15,215,3135,2.1835809147080942,48,0.17571107786216617,12.42711012461588,1.862463018757007e-35
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma50,gt,0.9,3.2316154238280803,1,-1,0.0,2.0,2.6090298002336777e-33,"[{'quantile': 0.8, 'cutpoint': 2.144559367220334, 'y2025_edge': {'n_selected': 257, 'n_baseline': 3095, 'selected_mean_atr': 2.80821842589283, 'baseline_mean_atr': -0.1368678570538995, 'edge_atr': 2.9450862829467295, 'p_fast': 8.15782189027791e-45}}, {'quantile': 0.95, 'cutpoint': 4.146601943489513, 'y2025_edge': {'n_selected': 100, 'n_baseline': 3252, 'selected_mean_atr': 6.125543036609639, 'baseline_mean_atr': -0.09669378406775074, 'edge_atr': 6.22223682067739, 'p_fast': 3.3438220391037567e-107}}]",110,3246,5.748140933457277,-0.12658345733541587,5.874724390792693,1.1731513463729084e-91,131,3221,5.175953050966327,-0.11795831474819947,5.293911365714527,1.8599127365464156e-82,73,1576,4.71533143252248,-0.13489963973903768,4.850231072261518,4.870826020942056e-33,58,1645,5.755700950042203,-0.10172759852597389,5.857428548568177,8.572709090528847e-65,131,3221,5.293911365714527,48,0.4262874956627291,12.41864098660537,2.0704874003673064e-35
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret1,gt,0.9,0.7640745414428773,3,-1,0.0,4.0,4.621266732159846e-33,"[{'quantile': 0.8, 'cutpoint': 0.48139113073515816, 'y2025_edge': {'n_selected': 1342, 'n_baseline': 8199, 'selected_mean_atr': 0.5085601534181557, 'baseline_mean_atr': -0.0821570013547487, 'edge_atr': 0.5907171547729044, 'p_fast': 6.3001515443923514e-24}}, {'quantile': 0.95, 'cutpoint': 1.0221891217523322, 'y2025_edge': {'n_selected': 448, 'n_baseline': 9093, 'selected_mean_atr': 1.6118335741871197, 'baseline_mean_atr': -0.078436046349527, 'edge_atr': 1.6902696205366468, 'p_fast': 1.55442567490844e-32}}]",608,8964,1.1585496457056992,-0.07672621347786764,1.2352758591835669,5.627544542385503e-28,719,8822,0.9854126088207038,-0.07930505485859277,1.0647176636792965,6.139431248923965e-28,340,4357,1.051490094250914,-0.08705403749534281,1.1385441317462568,5.751952951760358e-15,379,4465,0.9261346535534964,-0.07174350562044722,0.9978781591739436,1.6492693036724257e-14,719,8822,1.0647176636792965,48,0.08605876984650224,12.371983303716382,3.705570579643755e-35
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,body,gt,0.95,1.0079408227081856,48,-1,0.0,2.0,1.5363054215315548e-32,"[{'quantile': 0.9, 'cutpoint': 0.7571075403231354, 'y2025_edge': {'n_selected': 198, 'n_baseline': 3152, 'selected_mean_atr': 3.129593696981297, 'baseline_mean_atr': -0.4112546438773711, 'edge_atr': 3.540848340858668, 'p_fast': 6.28255911459607e-52}}]",143,3213,4.181447284683065,-0.3277199258069558,4.509167210490021,2.629252880089398e-59,162,3188,3.6622243087796167,-0.39833608015102734,4.060560388930644,2.1057650674871463e-56,76,1573,3.7304971586668394,-0.5023073417457091,4.2328045004125485,8.692362822441368e-29,86,1615,3.6018901623676527,-0.29706871514270866,3.898958877510361,6.294673702533551e-29,162,3188,4.060560388930644,96,0.3308180001013643,12.274303053904164,1.2445889998354333e-34
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma50,gt,0.9,3.2524209508981476,3,-1,0.0,2.0,2.1530268566656785e-32,"[{'quantile': 0.8, 'cutpoint': 2.1586990656447083, 'y2025_edge': {'n_selected': 258, 'n_baseline': 3092, 'selected_mean_atr': 2.83170709163974, 'baseline_mean_atr': -0.1575903886453667, 'edge_atr': 2.989297480285107, 'p_fast': 1.4051262910320776e-46}}, {'quantile': 0.95, 'cutpoint': 4.165693418933101, 'y2025_edge': {'n_selected': 100, 'n_baseline': 3250, 'selected_mean_atr': 6.059282016752084, 'baseline_mean_atr': -0.11157453960727061, 'edge_atr': 6.170856556359355, 'p_fast': 1.4075813709404754e-99}}]",111,3245,5.646869768905021,-0.13277778132760915,5.77964755023263,1.7748648453950887e-86,129,3221,5.184261993329387,-0.13208905594160572,5.316351049270993,9.507759056547143e-81,73,1576,4.692035639411494,-0.14761400754864584,4.83964964696014,8.189746958967032e-32,56,1645,5.82591420468664,-0.11721530291261169,5.943129507599251,1.0114397451477803e-68,129,3221,5.316351049270993,48,0.43412490410697513,12.246132389495354,1.762004288748468e-34
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret3,gt,0.95,1.7851620489964288,1,-1,0.0,6.0,2.4558719289583003e-32,"[{'quantile': 0.9, 'cutpoint': 1.3392776085920988, 'y2025_edge': {'n_selected': 1343, 'n_baseline': 14388, 'selected_mean_atr': 0.5014085416395058, 'baseline_mean_atr': -0.029973252673306548, 'edge_atr': 0.5313817943128123, 'p_fast': 2.577843747900228e-23}}]",761,15006,0.8849035232169973,-0.03548392547324467,0.9203874486902419,1.0619816263448398e-24,729,15002,0.9423360804739018,-0.0296511458943576,0.9719872263682594,6.525144081649846e-26,389,7356,0.8790456521268326,-0.03579475631669,0.9148404084435227,2.0290359033970647e-13,340,7646,1.0147477764356956,-0.02374055234653166,1.0384883287822273,4.4037739118830773e-14,729,15002,0.9719872263682594,48,0.07944554232611567,12.234635171578956,2.0301495651469787e-34
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret3,lt,0.3,-0.4634741256841955,1,1,0.0,6.0,7.016829074652612e-32,"[{'quantile': 0.2, 'cutpoint': -0.7939189730428335, 'y2025_edge': {'n_selected': 2620, 'n_baseline': 13116, 'selected_mean_atr': 0.15640086772954226, 'baseline_mean_atr': -0.04975598267868643, 'edge_atr': 0.20615685040822868, 'p_fast': 3.7403235971362173e-19}}]",3919,11869,0.12692666334480449,-0.05378731267286615,0.18071397601767064,8.679623241198393e-21,4046,11690,0.11075679893976108,-0.05910617655025869,0.16986297549001977,2.2276212347768927e-23,1941,5804,0.12080600950504039,-0.054017909819959624,0.17482391932500002,5.843682553092335e-12,2105,5886,0.10149051974393823,-0.06412355679196029,0.16561407653589852,5.110675470737848e-13,4046,11690,0.16986297549001977,48,0.013982470605035213,12.148280535547887,5.858475130527518e-34
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma20,lt,0.3,-0.6148107376154018,6,1,0.0,2.0,7.808528191727878e-32,"[{'quantile': 0.2, 'cutpoint': -1.0808347045574078, 'y2025_edge': {'n_selected': 232, 'n_baseline': 3120, 'selected_mean_atr': 1.8698627251638058, 'baseline_mean_atr': -0.1970630080163033, 'edge_atr': 2.066925733180109, 'p_fast': 1.3153648426098007e-32}}]",357,2999,1.4848339694273707,-0.2304108648964347,1.7152448343238054,2.0399444190359097e-33,539,2813,0.8663709508755344,-0.23035989167962187,1.0967308425551563,7.118942554355663e-34,289,1360,0.8433541484631628,-0.24290901796204264,1.0862631664252054,6.273676809629593e-19,250,1453,0.8929783744642358,-0.21861397857288253,1.1115923530371183,1.6430627303278347e-16,539,2813,1.0967308425551563,48,0.09034972142339509,12.138729652697851,6.5840280694076505e-34
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,body,gt,0.9,0.7571075403231354,3,-1,0.0,4.0,1.2027874590223363e-31,"[{'quantile': 0.8, 'cutpoint': 0.47824914957615355, 'y2025_edge': {'n_selected': 1279, 'n_baseline': 8262, 'selected_mean_atr': 0.5265392479907296, 'baseline_mean_atr': -0.08043587828619737, 'edge_atr': 0.606975126276927, 'p_fast': 3.630428855082321e-23}}, {'quantile': 0.95, 'cutpoint': 1.0079408227081856, 'y2025_edge': {'n_selected': 381, 'n_baseline': 9160, 'selected_mean_atr': 1.862224948255059, 'baseline_mean_atr': -0.07648747090672454, 'edge_atr': 1.9387124191617835, 'p_fast': 1.755855564559829e-32}}]",525,9047,1.371907269769624,-0.07777461143534796,1.4496818812049719,9.990816655488229e-30,646,8895,1.0749964287826264,-0.07707309963057854,1.152069528413205,5.303083962095827e-27,299,4398,1.1729689246053971,-0.08469884442449103,1.257667769029888,1.666311413197673e-14,347,4497,0.9905763243128615,-0.06961523314100165,1.0601915574538632,4.9415820316848684e-14,646,8895,1.152069528413205,48,0.09519390110934416,12.102346001030929,1.026354638471402e-33
