candidate_id,year,partial_year,profile,gross,spread,slippage,commission,net,trades,expectancy,expectancy_bps,PF,win_rate,max_drawdown_realized,best_trade,worst_trade,ex_best_positive_net
R6B-347,2004,True,E1,-6.324999999999932,1.2383205000000002,1.2383205000000002,0.086682443855,-8.888323443854931,14,-0.634880245989638,-13.943392516064064,0.4894495612447977,0.42857142857142855,14.163665358034747,2.8726692462755734,-5.970537661096158,-11.760992690130504
R6B-347,2004,True,STRESS,-6.324999999999932,3.09580125,2.4766410000000003,0.1733649098475,-12.070807159847432,14,-0.8622005114176737,-19.080872570598878,0.37224483748707493,0.42857142857142855,16.07916076332898,2.6475388032401734,-6.2033742924328585,-14.718345963087605
R6B-307,2004,True,E1,0.3900000000000432,1.9464738000000001,1.9464738000000001,0.13625316545399999,-3.6392007654539573,22,-0.16541821661154352,-3.582176851883905,0.669569563457917,0.5,8.402576178919896,3.5640689302458135,-2.6722188764790133,-7.20326969569977
R6B-307,2004,True,STRESS,0.3900000000000432,4.8661845,3.8929476000000003,0.272506329543,-8.641638429542956,22,-0.3928017467974071,-8.722320239380648,0.3740167553415238,0.36363636363636365,12.3914652474244,3.3369516236061143,-2.9046597116555133,-11.97859005314907
R6B-347,2005,False,E1,1.4980000000002178,8.1304352,8.1304352,0.5691304619028,-15.332000861902586,90,-0.17035556513225095,-4.161747021295929,0.7940413927491197,0.4777777777777778,34.69658244598905,7.9008275493707565,-6.840658397326778,-23.232828411273342
R6B-347,2005,False,STRESS,1.4980000000002178,20.326088000000002,16.2608704,1.1382609185626,-36.22721931856238,90,-0.40252465909513757,-9.301741431260886,0.5758383030790782,0.45555555555555555,47.631730776951265,7.626231827168557,-7.062471017970578,-43.85345114573094
R6B-307,2005,False,E1,20.127000000000123,12.5470887,12.5470887,0.8782961808222,-5.845473580822075,140,-0.04175338272015768,-1.440896220162336,0.9110756536902521,0.45714285714285713,29.789692618243514,3.7156101904950116,-2.93799054186961,-9.561083771317087
R6B-307,2005,False,STRESS,20.127000000000123,31.36772175,25.0941774,1.7565922911999001,-38.09149144119978,140,-0.2720820817228556,-6.581590020223787,0.54984566713875,0.35,51.482842429596836,3.455643144727511,-3.15400779341321,-41.54713458592729
R6B-347,2006,False,E1,-111.80699999999956,15.2517387,15.2517387,1.0676218655298,-143.37809926552936,125,-1.1470247941242349,-17.019186544713246,0.585787945376037,0.464,152.91479160806503,20.054123835483026,-29.333111065702177,-163.43222310101237
R6B-347,2006,False,STRESS,-111.80699999999956,38.12934675,30.5034774,2.1352441223841,-182.57506827238365,125,-1.4606005461790692,-22.15587597159526,0.5037533355567687,0.448,190.38026596973998,19.69298779217353,-29.656050983159876,-202.2680560645572
R6B-307,2006,False,E1,4.368999999999119,19.2733783,19.2733783,1.3491364748834,-35.52689307488429,158,-0.22485375363850818,-3.2870441259584537,0.8056776516953083,0.45569620253164556,60.45769778269931,12.410706339779932,-8.782581995927984,-47.93759941466422
R6B-307,2006,False,STRESS,4.368999999999119,48.183445750000004,38.5467566,2.6982729344753,-85.05947528447618,158,-0.5383511093954189,-8.427263376823218,0.5988541274476776,0.3670886075949367,94.06073990242055,12.051535024009931,-9.108589621675982,-97.11101030848612
R6B-347,2007,False,E1,-10.198000000000206,17.6352206,17.6352206,1.2344654562772,-46.702906656277406,125,-0.3736232532502192,-5.437181781491289,0.7513944971814643,0.392,69.09904887197007,12.536241430023624,-11.45939542357913,-59.23914808630103
R6B-347,2007,False,STRESS,-10.198000000000206,44.0880515,35.2704412,2.4689309482474,-92.02542364824761,125,-0.7362033891859808,-10.576848343108361,0.5742604209005842,0.352,109.68772802136434,12.116898705106223,-11.870838086106328,-104.14232235335383
R6B-307,2007,False,E1,7.927000000000248,25.0221525,25.0221525,1.7515506639022,-43.868855663901954,178,-0.24645424530281995,-3.6794844920672367,0.7155564616058318,0.43820224719101125,49.23471354946421,8.309116620104474,-9.357830534636353,-52.17797228400643
R6B-307,2007,False,STRESS,7.927000000000248,62.55538125,50.044305,3.5031013000599,-108.17578755005965,178,-0.607729143539661,-8.819602866799654,0.4374302275946651,0.3707865168539326,108.66418370860201,7.890860470469871,-9.769813400863754,-116.06664802052953
R6B-347,2008,False,E1,-45.05400000000009,26.745849800000002,26.745849800000002,1.8722095490755999,-100.41790914907567,152,-0.6606441391386557,-7.104901519973825,0.8090301619528388,0.4276315789473684,171.65175326297933,20.242144899852637,-32.381727848805625,-120.6600540489283
R6B-347,2008,False,STRESS,-45.05400000000009,66.8646245,53.491699600000004,3.7444192558402003,-169.1547433558403,152,-1.112860153656844,-12.244139397052837,0.7010857395557223,0.4144736842105263,230.47713331090736,19.80437120121299,-32.85069440962522,-188.9591145570533
R6B-307,2008,False,E1,-54.60699999999963,35.756664300000004,35.756664300000004,2.5029665774498,-128.62329517744942,203,-0.6336122915145291,-7.216557745813001,0.7111705471115496,0.458128078817734,177.11072681009688,17.807300682450574,-18.515128670503785,-146.4305958599
R6B-307,2008,False,STRESS,-54.60699999999963,89.39166075,71.51332860000001,5.0059333460241,-220.51792269602373,203,-1.0862951856946983,-12.355766921848007,0.5577933111178478,0.39408866995073893,261.23257155293646,17.345818978527674,-18.885269154767084,-237.86374167455142
R6B-347,2009,False,E1,-1.661000000000172,31.1938789,31.1938789,2.1835715253253998,-66.23232932532558,159,-0.4165555303479596,-4.243398556752377,0.8472235261009061,0.4276729559748428,114.48211050869705,24.36338989464725,-15.3295624859453,-90.59571921997284
R6B-347,2009,False,STRESS,-1.661000000000172,77.98469725,62.3877578,4.3671430564643,-146.40059810646446,159,-0.9207584786570092,-9.383371978328247,0.6948549065200114,0.41509433962264153,186.42666381110578,23.885878875912447,-15.7871497742542,-170.2864769823769
R6B-307,2009,False,E1,4.842999999999506,42.2604831,42.2604831,2.9582338102198,-82.63620001022029,215,-0.3843544186521874,-4.356548761629223,0.7542690669771855,0.4604651162790698,117.11478676747629,11.711587192084174,-13.337997495165023,-94.34778720230446
R6B-307,2009,False,STRESS,4.842999999999506,105.65120775,84.5209662,5.9164676034891,-191.2456415534896,215,-0.8895146118766959,-9.496493098136307,0.5212773240481713,0.3813953488372093,207.40203455145266,11.101475676878874,-13.788675585742523,-202.34711723036847
R6B-347,2010,False,E1,55.287000000000035,40.6041187,40.6041187,2.8422882315982,-28.76352563159816,165,-0.17432439776726158,-1.854612998131625,0.9287755730739986,0.4727272727272727,124.2420813326298,18.246489194275,-22.1601826713367,-47.01001482587316
R6B-347,2010,False,STRESS,55.287000000000035,101.51029675,81.2082374,5.684576269691901,-133.11611041969186,165,-0.8067643055738901,-6.995200452995043,0.7112347407483836,0.4303030303030303,189.57925770575028,17.599009654238202,-22.770008568514793,-150.71512007393005
R6B-307,2010,False,E1,16.96799999999962,55.302381000000004,55.302381000000004,3.8711666462448,-97.50792864624518,224,-0.4353032528850231,-3.630067839182962,0.694845615654261,0.45089285714285715,123.55296270750456,10.609050793495182,-13.459379800199999,-108.11697943974036
R6B-307,2010,False,STRESS,16.96799999999962,138.2559525,110.60476200000001,7.742333233101601,-239.635047733102,224,-1.0697993202370626,-8.770198916382421,0.40527448313736647,0.3392857142857143,256.31732136169086,10.039244325728383,-14.0297209459,-249.6742920588304
R6B-347,2011,False,E1,125.00299999999925,50.9146615,50.9146615,3.5640261299958,19.609650870003453,162,0.12104722759261391,0.655785185857981,1.0357261584966262,0.5246913580246914,135.58614938801537,32.461413406401604,-34.91081940691514,-12.851762536398152
R6B-347,2011,False,STRESS,125.00299999999925,127.28665375,101.829323,7.1280518224811,-111.24102857248188,162,-0.6866730158795178,-4.485447562612647,0.8190615936834666,0.4567901234567901,176.20723373606856,31.61395092880721,-35.76229578361764,-142.85497950128908
R6B-307,2011,False,E1,149.53699999999913,72.2766253,72.2766253,5.0593635616482,-0.07561416164906871,230,-0.0003287572245611683,-0.3218101387640235,0.9998327907944634,0.46956521739130436,104.67688506951008,40.530126473752745,-29.0690221556422,-40.605740635401816
R6B-307,2011,False,STRESS,149.53699999999913,180.69156325,144.5532506,10.1187265999169,-185.8265404499178,230,-0.8079414802170338,-5.462791598009921,0.6675387117496121,0.3782608695652174,205.808104770293,39.633887491887556,-30.003933810390606,-225.46042794180534
R6B-347,2012,False,E1,-51.067000000000235,53.253364700000006,53.253364700000006,3.7277356004938,-161.30146500049406,159,-1.0144746226446169,-5.945813339869429,0.6765759908432727,0.41509433962264153,207.76916502274787,18.643347192018574,-35.38559030957569,-179.94481219251264
