run_stage;symbol;asset_class;commission_rule;day_key;broker_day_start;inside_high;inside_low;inside_range;mother_high;mother_low;side;signal_time;entry_time;exit_time;entry;initial_stop;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;XAUUSD;METAL;0.0016PCT_NOTIONAL_PER_SIDE;20231005;2023.10.05 00:00;1830.49;1816.54;13.95;1833.28;1815.18;SHORT;2023.10.05 15:38;2023.10.05 15:38;2023.10.05 23:59;1816.50;1830.49;1820.51;13.99;1399.00000000;-0.28663331;5.81921600;0.00415955;-0.29079286;-0.29287264;EOD;XAUUSD_20231005_SHORT;0.23731237;0.39099357;2023.10.05 15:39:16;2023.10.05 16:45:17;0.715833;66.744667;0.62830593;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;XAUUSD;METAL;0.0016PCT_NOTIONAL_PER_SIDE;20231017;2023.10.17 00:00;1929.31;1907.61;21.70;1930.66;1868.82;LONG;2023.10.17 16:47;2023.10.17 16:47;2023.10.17 23:59;1929.34;1907.61;1922.86;21.73;2173.00000000;-0.29820525;6.16352000;0.00283641;-0.30104166;-0.30245986;EOD;XAUUSD_20231017_LONG;0.09848136;0.47123792;2023.10.17 16:48:15;2023.10.17 21:19:41;0.913450;272.334833;0.56971928;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;

