dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,execution,y2025_quarters,confirmation_bh_q,neighbor_stress,y2024.n_selected,y2024.n_baseline,y2024.selected_mean_atr,y2024.baseline_mean_atr,y2024.edge_atr,y2024.p_fast,y2025_fast.n_selected,y2025_fast.n_baseline,y2025_fast.selected_mean_atr,y2025_fast.baseline_mean_atr,y2025_fast.edge_atr,y2025_fast.p_fast,y2025_hac.n_selected,y2025_hac.n_baseline,y2025_hac.edge_atr,y2025_hac.hac_lag,y2025_hac.hac_se,y2025_hac.hac_z,y2025_hac.p_hac
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret1,lt,0.1,-0.8594274790148229,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 7580, 'n_baseline': 78001, 'selected_mean_atr': 0.05156829200718815, 'baseline_mean_atr': 0.018949657804939547, 'edge_atr': 0.0326186342022486, 'p_fast': 0.043755186074314334}, {'n_selected': 8314, 'n_baseline': 78720, 'selected_mean_atr': 0.05757415710642431, 'baseline_mean_atr': 0.000251958800182912, 'edge_atr': 0.0573221983062414, 'p_fast': 0.00034163705608601923}, {'n_selected': 8575, 'n_baseline': 81294, 'selected_mean_atr': 0.07974224885077381, 'baseline_mean_atr': 0.007902528792541334, 'edge_atr': 0.07183972005823248, 'p_fast': 2.7519697941332777e-06}, {'n_selected': 7897, 'n_baseline': 80626, 'selected_mean_atr': 0.037727390185935364, 'baseline_mean_atr': 0.01154338282291162, 'edge_atr': 0.026184007363023745, 'p_fast': 0.10485631953508735}]",3.7181982064003305e-06,"[{'quantile': 0.05, 'cutpoint': -1.136053748714633, 'y2025_edge': {'n_selected': 15959, 'n_baseline': 335048, 'selected_mean_atr': 0.08042039855285155, 'baseline_mean_atr': 0.010860845173290015, 'edge_atr': 0.06955955337956153, 'p_fast': 2.419792246386404e-09}}, {'quantile': 0.2, 'cutpoint': -0.539610719800169, 'y2025_edge': {'n_selected': 67260, 'n_baseline': 283747, 'selected_mean_atr': 0.03444286349974625, 'baseline_mean_atr': 0.009183204034342208, 'edge_atr': 0.02525965946540404, 'p_fast': 9.913872963771198e-06}}]",35235,317124,0.04316637693321993,0.009050472445612091,0.03411590448760784,1.4512670888288761e-05,32366,318641,0.05719836185475545,0.009637966910518155,0.04756039494423729,2.2137088581418067e-09,32366,318641,0.04756039494423729,48,0.008220461279749614,5.78561145484599,7.224903775022724e-09
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret1,lt,0.05,-1.136053748714633,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3752, 'n_baseline': 81829, 'selected_mean_atr': 0.07001030748746231, 'baseline_mean_atr': 0.019629975169739546, 'edge_atr': 0.050380332317722765, 'p_fast': 0.0346667249783492}, {'n_selected': 4033, 'n_baseline': 83001, 'selected_mean_atr': 0.09791967572680525, 'baseline_mean_atr': 0.0012481257662799849, 'edge_atr': 0.09667154996052527, 'p_fast': 4.385437495923844e-05}, {'n_selected': 4286, 'n_baseline': 85583, 'selected_mean_atr': 0.11265672108543033, 'baseline_mean_atr': 0.009854424979073956, 'edge_atr': 0.10280229610635637, 'p_fast': 2.977107905141331e-06}, {'n_selected': 3888, 'n_baseline': 84635, 'selected_mean_atr': 0.03677821708684136, 'baseline_mean_atr': 0.012827273299991311, 'edge_atr': 0.023950943786850053, 'p_fast': 0.31549185067635444}]",6.06111662809647e-06,"[{'quantile': 0.1, 'cutpoint': -0.8594274790148229, 'y2025_edge': {'n_selected': 32366, 'n_baseline': 318641, 'selected_mean_atr': 0.05719836185475545, 'baseline_mean_atr': 0.009637966910518155, 'edge_atr': 0.04756039494423729, 'p_fast': 2.2137088581418067e-09}}]",17619,334740,0.04454977653230393,0.010773038185940224,0.0337767383463637,0.0030661454799053036,15959,335048,0.08042039855285155,0.010860845173290015,0.06955955337956153,2.419792246386404e-09,15959,335048,0.06955955337956153,48,0.012229020924843851,5.688072152877579,1.2848153954629507e-08
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,body,lt,0.05,-1.1238749888734236,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3732, 'n_baseline': 81849, 'selected_mean_atr': 0.06818664115085311, 'baseline_mean_atr': 0.019725437904954145, 'edge_atr': 0.04846120324589897, 'p_fast': 0.043248351570810674}, {'n_selected': 4069, 'n_baseline': 82965, 'selected_mean_atr': 0.09543230635383705, 'baseline_mean_atr': 0.0013281707271674506, 'edge_atr': 0.0941041356266696, 'p_fast': 6.760518938396523e-05}, {'n_selected': 4265, 'n_baseline': 85604, 'selected_mean_atr': 0.11634218216146022, 'baseline_mean_atr': 0.00969602533336775, 'edge_atr': 0.10664615682809248, 'p_fast': 2.0771103842129906e-06}, {'n_selected': 3919, 'n_baseline': 84604, 'selected_mean_atr': 0.033911470383488226, 'baseline_mean_atr': 0.01295128990763455, 'edge_atr': 0.020960180475853678, 'p_fast': 0.37663924023185297}]",9.073968670814204e-06,"[{'quantile': 0.1, 'cutpoint': -0.850147587970662, 'y2025_edge': {'n_selected': 32493, 'n_baseline': 318514, 'selected_mean_atr': 0.055044020870453694, 'baseline_mean_atr': 0.009838777020733089, 'edge_atr': 0.045205243849720605, 'p_fast': 1.3386121417829194e-08}}]",17618,334741,0.05019460431585185,0.010476042003362647,0.0397185623124892,0.0005987219423121001,15985,335022,0.0795674106149681,0.010896145732056895,0.0686712648829112,4.564825339729414e-09,15985,335022,0.0686712648829112,48,0.012252006562400013,5.604899453258158,2.083758924581958e-08
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,body,lt,0.3,-0.31779518060030204,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 24638, 'n_baseline': 60943, 'selected_mean_atr': 0.035217717459835145, 'baseline_mean_atr': 0.016429873637368645, 'edge_atr': 0.0187878438224665, 'p_fast': 0.049499581435346704}, {'n_selected': 26013, 'n_baseline': 61021, 'selected_mean_atr': 0.0318872800424762, 'baseline_mean_atr': -0.005424002832004109, 'edge_atr': 0.03731128287448031, 'p_fast': 0.00021414335662992714}, {'n_selected': 26563, 'n_baseline': 63306, 'selected_mean_atr': 0.04581792629405259, 'baseline_mean_atr': 0.0017242660001788508, 'edge_atr': 0.04409366029387374, 'p_fast': 3.252585725119724e-06}, {'n_selected': 26102, 'n_baseline': 62421, 'selected_mean_atr': 0.018794002054564544, 'baseline_mean_atr': 0.011824048671923871, 'edge_atr': 0.006969953382640674, 'p_fast': 0.4605383681315368}]",1.6161290365775305e-05,"[{'quantile': 0.2, 'cutpoint': -0.5333668241083107, 'y2025_edge': {'n_selected': 67436, 'n_baseline': 283571, 'selected_mean_atr': 0.035529810604946054, 'baseline_mean_atr': 0.008909039662625195, 'edge_atr': 0.02662077094232086, 'p_fast': 3.1078335595153027e-06}}]",105708,246651,0.026505086491641728,0.0064434753243482875,0.02006161116729344,4.602467195888501e-05,103316,247691,0.03295521077371863,0.006126718523595596,0.026828492250123032,2.6499304211715877e-08,103316,247691,0.026828492250123032,48,0.004885908403139457,5.490993697893373,3.9967861706563197e-08
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,body,lt,0.1,-0.850147587970662,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 7598, 'n_baseline': 77983, 'selected_mean_atr': 0.048010793249832776, 'baseline_mean_atr': 0.019288741196739626, 'edge_atr': 0.02872205205309315, 'p_fast': 0.07611236836092064}, {'n_selected': 8307, 'n_baseline': 78727, 'selected_mean_atr': 0.054931268831709755, 'baseline_mean_atr': 0.0005359240000025096, 'edge_atr': 0.05439534483170724, 'p_fast': 0.0006776555948587306}, {'n_selected': 8594, 'n_baseline': 81275, 'selected_mean_atr': 0.07867842008109723, 'baseline_mean_atr': 0.007998223529735974, 'edge_atr': 0.07068019655136125, 'p_fast': 4.643051314740877e-06}, {'n_selected': 7994, 'n_baseline': 80529, 'selected_mean_atr': 0.036437699608388795, 'baseline_mean_atr': 0.011639869029901571, 'edge_atr': 0.024797830578487223, 'p_fast': 0.12243307838919561}]",1.672338649300805e-05,"[{'quantile': 0.05, 'cutpoint': -1.1238749888734236, 'y2025_edge': {'n_selected': 15985, 'n_baseline': 335022, 'selected_mean_atr': 0.0795674106149681, 'baseline_mean_atr': 0.010896145732056895, 'edge_atr': 0.0686712648829112, 'p_fast': 4.564825339729414e-09}}, {'quantile': 0.2, 'cutpoint': -0.5333668241083107, 'y2025_edge': {'n_selected': 67436, 'n_baseline': 283571, 'selected_mean_atr': 0.035529810604946054, 'baseline_mean_atr': 0.008909039662625195, 'edge_atr': 0.02662077094232086, 'p_fast': 3.1078335595153027e-06}}]",35236,317123,0.039363676227003735,0.009472888499256094,0.029890787727747642,0.00014907396930238735,32493,318514,0.055044020870453694,0.009838777020733089,0.045205243849720605,1.3386121417829194e-08,32493,318514,0.045205243849720605,48,0.008260069737120183,5.472743607305319,4.431209987548503e-08
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma20,lt,0.2,-1.3162181341880195,6,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 263, 'n_baseline': 3558, 'selected_mean_atr': 0.24657463457039067, 'baseline_mean_atr': 0.039987742852603175, 'edge_atr': 0.2065868917177875, 'p_fast': 0.054132930180680605}, {'n_selected': 347, 'n_baseline': 3536, 'selected_mean_atr': 0.47401714865996286, 'baseline_mean_atr': 0.008211721017993832, 'edge_atr': 0.465805427641969, 'p_fast': 8.517576722667843e-12}, {'n_selected': 332, 'n_baseline': 3693, 'selected_mean_atr': 0.3230218836241751, 'baseline_mean_atr': -0.02908187330428768, 'edge_atr': 0.3521037569284628, 'p_fast': 1.2644647374329107e-05}, {'n_selected': 294, 'n_baseline': 3665, 'selected_mean_atr': 0.42923018521032535, 'baseline_mean_atr': 0.0626027196964384, 'edge_atr': 0.366627465513887, 'p_fast': 1.0957258317692924e-06}]",3.8118008113368806e-05,"[{'quantile': 0.1, 'cutpoint': -2.061683297336817, 'y2025_edge': {'n_selected': 421, 'n_baseline': 15267, 'selected_mean_atr': 0.4425280330937934, 'baseline_mean_atr': 0.0373235319004058, 'edge_atr': 0.4052045011933876, 'p_fast': 1.391961885254559e-07}}, {'quantile': 0.3, 'cutpoint': -0.7856695363428201, 'y2025_edge': {'n_selected': 2739, 'n_baseline': 12949, 'selected_mean_atr': 0.24850705347728694, 'baseline_mean_atr': 0.005827619428658069, 'edge_atr': 0.24267943404862888, 'p_fast': 8.878598294627655e-21}}]",1090,14678,0.1496709477185059,0.007059870849207385,0.1426110768692985,0.002115027949900547,1236,14452,0.3744094007217489,0.020298411580673994,0.3541109891410749,5.5403374881313264e-18,1236,14452,0.3541109891410749,48,0.06679105504117532,5.301772653879667,1.1468360561202704e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi7,lt,0.3,41.61735417025374,3,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 793, 'n_baseline': 3028, 'selected_mean_atr': 0.10836893051959727, 'baseline_mean_atr': 0.0037790712868090433, 'edge_atr': 0.10458985923278823, 'p_fast': 0.0042730187003978395}, {'n_selected': 771, 'n_baseline': 3112, 'selected_mean_atr': 0.13633352809874832, 'baseline_mean_atr': -0.006132294427737816, 'edge_atr': 0.14246582252648615, 'p_fast': 3.923974757238972e-05}, {'n_selected': 856, 'n_baseline': 3169, 'selected_mean_atr': 0.08038201062268546, 'baseline_mean_atr': -0.02061620486229679, 'edge_atr': 0.10099821548498225, 'p_fast': 0.0033031800196320436}, {'n_selected': 716, 'n_baseline': 3249, 'selected_mean_atr': 0.1494742789484843, 'baseline_mean_atr': 0.019599531541931045, 'edge_atr': 0.12987474740655325, 'p_fast': 0.0008040797975633529}]",3.8118008113368806e-05,"[{'quantile': 0.2, 'cutpoint': 36.152425318199136, 'y2025_edge': {'n_selected': 1746, 'n_baseline': 13948, 'selected_mean_atr': 0.14961427938987362, 'baseline_mean_atr': 0.006908461244625961, 'edge_atr': 0.14270581814524766, 'p_fast': 8.058371133534543e-09}}]",3106,12662,0.06683894061107376,-0.006337099258154268,0.07317603986922802,5.3439909712860815e-05,3136,12558,0.11698989058874652,-0.0007401296091373531,0.11773002019788388,6.498677202643528e-11,3136,12558,0.11773002019788388,48,0.022242816348429072,5.292945747232172,1.2036163616317e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,body,lt,0.2,-0.5335329945378791,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 16092, 'n_baseline': 70380, 'selected_mean_atr': 0.04334497781839058, 'baseline_mean_atr': 0.016598172684089845, 'edge_atr': 0.026746805134300732, 'p_fast': 0.01787103533517038}, {'n_selected': 17297, 'n_baseline': 70638, 'selected_mean_atr': 0.035677198198558524, 'baseline_mean_atr': -0.0016789690390681727, 'edge_atr': 0.0373561672376267, 'p_fast': 0.001463506559932113}, {'n_selected': 17707, 'n_baseline': 73053, 'selected_mean_atr': 0.051908802746846526, 'baseline_mean_atr': 0.0045307091439431395, 'edge_atr': 0.04737809360290339, 'p_fast': 1.713738619698802e-05}, {'n_selected': 17025, 'n_baseline': 72219, 'selected_mean_atr': 0.02160245852661167, 'baseline_mean_atr': 0.012021593692697717, 'edge_atr': 0.009580864833913951, 'p_fast': 0.39283460415666777}]",3.8118008113368806e-05,"[{'quantile': 0.1, 'cutpoint': -0.8504524443981683, 'y2025_edge': {'n_selected': 32839, 'n_baseline': 321572, 'selected_mean_atr': 0.057484735088505615, 'baseline_mean_atr': 0.009212728222253518, 'edge_atr': 0.0482720068662521, 'p_fast': 9.233297568594505e-10}}, {'quantile': 0.3, 'cutpoint': -0.31832914321203437, 'y2025_edge': {'n_selected': 104245, 'n_baseline': 250166, 'selected_mean_atr': 0.034645680481402326, 'baseline_mean_atr': 0.0049513430828895914, 'edge_atr': 0.029694337398512734, 'p_fast': 4.935898755835105e-10}}]",71174,284694,0.032012598207616726,0.006726866007333524,0.0252857322002832,7.325772500455006e-06,68121,286290,0.03819008685938232,0.007854796704425444,0.030335290154956875,8.383162423593798e-08,68121,286290,0.030335290154956875,48,0.005743384829449536,5.2817791347379215,1.2793537434269692e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret1,lt,0.3,-0.32125443911119145,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 24701, 'n_baseline': 60880, 'selected_mean_atr': 0.03670883964761115, 'baseline_mean_atr': 0.01580543468662833, 'edge_atr': 0.02090340496098282, 'p_fast': 0.028524499351055967}, {'n_selected': 26007, 'n_baseline': 61027, 'selected_mean_atr': 0.031681317724085785, 'baseline_mean_atr': -0.00533256249065313, 'edge_atr': 0.03701388021473891, 'p_fast': 0.00024238627846977868}, {'n_selected': 26587, 'n_baseline': 63282, 'selected_mean_atr': 0.043750207734665786, 'baseline_mean_atr': 0.0025762647595632543, 'edge_atr': 0.04117394297510253, 'p_fast': 1.3350822194581879e-05}, {'n_selected': 26025, 'n_baseline': 62498, 'selected_mean_atr': 0.01697703369243961, 'baseline_mean_atr': 0.012589245766787143, 'edge_atr': 0.0043877879256524685, 'p_fast': 0.6425031662079272}]",3.8118008113368806e-05,"[{'quantile': 0.2, 'cutpoint': -0.539610719800169, 'y2025_edge': {'n_selected': 67260, 'n_baseline': 283747, 'selected_mean_atr': 0.03444286349974625, 'baseline_mean_atr': 0.009183204034342208, 'edge_atr': 0.02525965946540404, 'p_fast': 9.913872963771198e-06}}]",105707,246652,0.027934419081091545,0.0058309913452124825,0.02210342773587906,7.25393214613245e-06,103320,247687,0.032285086653825415,0.006405820414685424,0.02587926623913999,7.891685045672728e-08,103320,247687,0.02587926623913999,48,0.004894676507328421,5.28722709261643,1.2418443326778007e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,lt,0.1,-0.9408859569161797,3,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 203, 'n_baseline': 3618, 'selected_mean_atr': 0.16135473912259116, 'baseline_mean_atr': 0.017861944288309502, 'edge_atr': 0.14349279483428165, 'p_fast': 0.03560817736411103}, {'n_selected': 190, 'n_baseline': 3693, 'selected_mean_atr': 0.15538282805496678, 'baseline_mean_atr': 0.015301034051174122, 'edge_atr': 0.14008179400379267, 'p_fast': 0.019982957715732455}, {'n_selected': 205, 'n_baseline': 3820, 'selected_mean_atr': 0.2606088044410404, 'baseline_mean_atr': -0.013076058966663837, 'edge_atr': 0.27368486340770426, 'p_fast': 5.8795312898482845e-06}, {'n_selected': 203, 'n_baseline': 3756, 'selected_mean_atr': 0.23088632837112166, 'baseline_mean_atr': 0.03232851583802325, 'edge_atr': 0.1985578125330984, 'p_fast': 0.0012787298611561097}]",9.209565476279462e-05,"[{'quantile': 0.05, 'cutpoint': -1.2297444717301456, 'y2025_edge': {'n_selected': 403, 'n_baseline': 15285, 'selected_mean_atr': 0.2429871597447415, 'baseline_mean_atr': 0.016830568988289114, 'edge_atr': 0.2261565907564524, 'p_fast': 1.1593984938900985e-07}}, {'quantile': 0.2, 'cutpoint': -0.5950180300062212, 'y2025_edge': {'n_selected': 1713, 'n_baseline': 13975, 'selected_mean_atr': 0.16428585583038657, 'baseline_mean_atr': 0.005277810470531501, 'edge_atr': 0.15900804535985508, 'p_fast': 5.356994139602642e-13}}]",712,15056,0.11586925420765198,0.002978831322123272,0.11289042288552871,0.000519618084702646,801,14887,0.2029618963072168,0.012937905113256484,0.19002399119396032,1.4219840030194834e-09,801,14887,0.19002399119396032,48,0.037267661793603,5.098897597771426,3.4163729906707064e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,rsi14,lt,0.3,44.655354021003795,3,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 581, 'n_baseline': 3240, 'selected_mean_atr': 0.11121559286584763, 'baseline_mean_atr': 0.010112119451213673, 'edge_atr': 0.10110347341463397, 'p_fast': 0.025982140998472437}, {'n_selected': 633, 'n_baseline': 3250, 'selected_mean_atr': 0.16804907141862405, 'baseline_mean_atr': -0.006260186500479779, 'edge_atr': 0.17430925791910382, 'p_fast': 5.067311783369579e-06}, {'n_selected': 686, 'n_baseline': 3339, 'selected_mean_atr': 0.09958146832512885, 'baseline_mean_atr': -0.019418576703588184, 'edge_atr': 0.11900004502871703, 'p_fast': 0.0026345068257754354}, {'n_selected': 603, 'n_baseline': 3356, 'selected_mean_atr': 0.1596093097395906, 'baseline_mean_atr': 0.021469432769362303, 'edge_atr': 0.13813987697022828, 'p_fast': 0.001049352399714656}]",9.209565476279462e-05,"[{'quantile': 0.2, 'cutpoint': 40.953404442029985, 'y2025_edge': {'n_selected': 1198, 'n_baseline': 14490, 'selected_mean_atr': 0.21149764565550422, 'baseline_mean_atr': 0.007025872523660176, 'edge_atr': 0.20447177313184403, 'p_fast': 2.053462273956784e-11}}]",2113,13655,0.10039849353522663,-0.006209727093240401,0.10660822062846703,2.8789858925416873e-06,2503,13185,0.1340585787882773,0.0014888471487350715,0.13256973163954222,1.286968803261569e-10,2503,13185,0.13256973163954222,48,0.025980853770078347,5.1025933486535475,3.350303961353613e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi14,lt,0.2,40.953928686959365,6,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 285, 'n_baseline': 3536, 'selected_mean_atr': 0.18453957126771925, 'baseline_mean_atr': 0.04370244861720531, 'edge_atr': 0.14083712265051393, 'p_fast': 0.15595083180974387}, {'n_selected': 316, 'n_baseline': 3567, 'selected_mean_atr': 0.4765093900455096, 'baseline_mean_atr': 0.012039141531815324, 'edge_atr': 0.46447024851369423, 'p_fast': 1.5519456815300175e-10}, {'n_selected': 296, 'n_baseline': 3729, 'selected_mean_atr': 0.3130516976613739, 'baseline_mean_atr': -0.02489123572856069, 'edge_atr': 0.3379429333899346, 'p_fast': 1.0509594257229651e-05}, {'n_selected': 303, 'n_baseline': 3662, 'selected_mean_atr': 0.33835783901356237, 'baseline_mean_atr': 0.07028978534069502, 'edge_atr': 0.26806805367286735, 'p_fast': 6.387030160869022e-05}]",9.213210614537372e-05,"[{'quantile': 0.1, 'cutpoint': 35.80251150273108, 'y2025_edge': {'n_selected': 440, 'n_baseline': 15254, 'selected_mean_atr': 0.3877391949042561, 'baseline_mean_atr': 0.03866582398563852, 'edge_atr': 0.3490733709186176, 'p_fast': 1.5455245997141094e-06}}, {'quantile': 0.3, 'cutpoint': 44.65349192542249, 'y2025_edge': {'n_selected': 2504, 'n_baseline': 13190, 'selected_mean_atr': 0.2249786950545489, 'baseline_mean_atr': 0.014940642336483111, 'edge_atr': 0.21003805271806578, 'p_fast': 3.6501134579567966e-14}}]",1011,14757,0.21882472209292128,0.0030870703347447167,0.21573765175817655,9.159570735834119e-06,1200,14494,0.3319637273287976,0.02497980212779395,0.30698392520100365,9.473929015183535e-15,1200,14494,0.30698392520100365,48,0.06031108261700476,5.090008533762404,3.580474006709454e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma5,lt,0.05,-1.1144146539095026,48,1,1.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 47, 'n_baseline': 1465, 'selected_mean_atr': 1.8207350913346974, 'baseline_mean_atr': 0.4383900392269844, 'edge_atr': 1.382345052107713, 'p_fast': 7.939767781669557e-06}, {'n_selected': 48, 'n_baseline': 1486, 'selected_mean_atr': 2.5881381540183335, 'baseline_mean_atr': 0.24463125959875387, 'edge_atr': 2.34350689441958, 'p_fast': 4.3873466846407024e-08}, {'n_selected': 48, 'n_baseline': 1536, 'selected_mean_atr': 0.989896839168483, 'baseline_mean_atr': 0.10052790342755631, 'edge_atr': 0.8893689357409267, 'p_fast': 0.030444683469784246}, {'n_selected': 30, 'n_baseline': 1528, 'selected_mean_atr': 2.4635454910342207, 'baseline_mean_atr': 0.3730827760429757, 'edge_atr': 2.090462714991245, 'p_fast': 1.202350480402796e-13}]",9.791500654215207e-05,"[{'quantile': 0.1, 'cutpoint': -0.821460098173806, 'y2025_edge': {'n_selected': 404, 'n_baseline': 5784, 'selected_mean_atr': 1.2254275898655014, 'baseline_mean_atr': 0.270815810525715, 'edge_atr': 0.9546117793397864, 'p_fast': 9.9186733202892e-13}}]",156,6050,1.0649799444280463,0.23852969255904002,0.8264502518690063,3.506127117745176e-09,173,6015,1.9146045878423388,0.28765499595838295,1.6269495918839558,9.445106187312488e-17,173,6015,1.6269495918839558,96,0.32089741135312233,5.069999115990456,3.9781754998577954e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret1,lt,0.2,-0.5393144842412559,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 16139, 'n_baseline': 70333, 'selected_mean_atr': 0.043164679084996715, 'baseline_mean_atr': 0.01662167148859031, 'edge_atr': 0.026543007596406404, 'p_fast': 0.018792147946608558}, {'n_selected': 17212, 'n_baseline': 70723, 'selected_mean_atr': 0.03547039116607614, 'baseline_mean_atr': -0.0015837406570950506, 'edge_atr': 0.037054131823171195, 'p_fast': 0.0015839594950162535}, {'n_selected': 17678, 'n_baseline': 73082, 'selected_mean_atr': 0.04811802238221786, 'baseline_mean_atr': 0.005466471438357494, 'edge_atr': 0.04265155094386036, 'p_fast': 0.00010897005332894447}, {'n_selected': 16919, 'n_baseline': 72325, 'selected_mean_atr': 0.02176192694492778, 'baseline_mean_atr': 0.011998330996574727, 'edge_atr': 0.009763595948353052, 'p_fast': 0.3855260712769447}]",0.00011088050658285293,"[{'quantile': 0.1, 'cutpoint': -0.8588557391454485, 'y2025_edge': {'n_selected': 32699, 'n_baseline': 321712, 'selected_mean_atr': 0.05883181315042404, 'baseline_mean_atr': 0.009096817020354317, 'edge_atr': 0.04973499613006972, 'p_fast': 2.8360853991100123e-10}}, {'quantile': 0.3, 'cutpoint': -0.32149726575184057, 'y2025_edge': {'n_selected': 104274, 'n_baseline': 250137, 'selected_mean_atr': 0.033954056378634086, 'baseline_mean_atr': 0.0052362160761192985, 'edge_atr': 0.028717840302514785, 'p_fast': 1.7514068449221354e-09}}]",71173,284695,0.032517600090149916,0.006600705683993337,0.02591689440615658,4.188975668019925e-06,67948,286463,0.03717506873134375,0.008113875388097588,0.02906119334324616,2.8904442005958955e-07,67948,286463,0.02906119334324616,48,0.005768240444441294,5.0381383409999305,4.7008163893101404e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,body,lt,0.05,-1.1246840800657971,1,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3775, 'n_baseline': 82697, 'selected_mean_atr': 0.030236869429269397, 'baseline_mean_atr': 0.00581208535958483, 'edge_atr': 0.02442478406968457, 'p_fast': 0.08249496394794502}, {'n_selected': 4111, 'n_baseline': 83824, 'selected_mean_atr': 0.026635932485356048, 'baseline_mean_atr': -0.0001752643281773048, 'edge_atr': 0.026811196813533354, 'p_fast': 0.06657801689051886}, {'n_selected': 4308, 'n_baseline': 86452, 'selected_mean_atr': 0.06187640503890905, 'baseline_mean_atr': 0.0009250538791562737, 'edge_atr': 0.06095135115975278, 'p_fast': 1.1412361989755737e-05}, {'n_selected': 3939, 'n_baseline': 85307, 'selected_mean_atr': 0.029943057744030825, 'baseline_mean_atr': 0.0030086180947969383, 'edge_atr': 0.026934439649233886, 'p_fast': 0.061755548095143574}]",0.00011690065530516396,"[{'quantile': 0.1, 'cutpoint': -0.8504524443981683, 'y2025_edge': {'n_selected': 32839, 'n_baseline': 321574, 'selected_mean_atr': 0.021103835958303518, 'baseline_mean_atr': 0.0022318486462821366, 'edge_atr': 0.01887198731202138, 'p_fast': 7.558342114868823e-05}}]",17794,338076,0.02363665665583162,0.002904030001754418,0.020732626654077203,0.002621557265860856,16133,338280,0.037696259710168496,0.0023725304709415656,0.03532372923922693,7.281436012358898e-07,16133,338280,0.03532372923922693,48,0.007036359466374337,5.020171213257866,5.162544396094504e-07
