dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,execution,y2025_quarters,confirmation_bh_q,neighbor_stress,y2024.n_selected,y2024.n_baseline,y2024.selected_mean_atr,y2024.baseline_mean_atr,y2024.edge_atr,y2024.p_fast,y2025_fast.n_selected,y2025_fast.n_baseline,y2025_fast.selected_mean_atr,y2025_fast.baseline_mean_atr,y2025_fast.edge_atr,y2025_fast.p_fast,y2025_hac.n_selected,y2025_hac.n_baseline,y2025_hac.edge_atr,y2025_hac.hac_lag,y2025_hac.hac_se,y2025_hac.hac_z,y2025_hac.p_hac
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,lt,0.05,-1.947485662303986,1,1,10.0,8.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 1337, 'n_baseline': 28896, 'selected_mean_atr': 0.035874224593575324, 'baseline_mean_atr': 0.0050418364347888205, 'edge_atr': 0.030832388158786504, 'p_fast': 0.20727216786185673}, {'n_selected': 1476, 'n_baseline': 29196, 'selected_mean_atr': 0.07820218095161935, 'baseline_mean_atr': -0.004616974305502758, 'edge_atr': 0.0828191552571221, 'p_fast': 0.0003313402117180732}, {'n_selected': 1451, 'n_baseline': 30227, 'selected_mean_atr': 0.061300287305181535, 'baseline_mean_atr': 0.0034549063364724187, 'edge_atr': 0.057845380968709115, 'p_fast': 0.011189564864627233}, {'n_selected': 1436, 'n_baseline': 29763, 'selected_mean_atr': 0.051602975554672824, 'baseline_mean_atr': 0.0002657787291921096, 'edge_atr': 0.05133719682548071, 'p_fast': 0.03729181282848318}]",0.00013356977427474506,"[{'quantile': 0.1, 'cutpoint': -1.4876935651530838, 'y2025_edge': {'n_selected': 11705, 'n_baseline': 112077, 'selected_mean_atr': 0.02885696246884303, 'baseline_mean_atr': 0.0009984354630336028, 'edge_atr': 0.027858527005809427, 'p_fast': 0.0006083244959454584}}]",6300,118020,0.0474343120208559,-0.0006964016763696176,0.04813071369722552,2.1284690295417003e-05,5700,118082,0.05726997318289981,0.0010436268859410902,0.05622634629695872,2.1552686461077908e-06,5700,118082,0.05622634629695872,48,0.011274741592287403,4.9869299297662755,6.13463015570283e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,lt,0.05,-1.2275741429312652,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3897, 'n_baseline': 82575, 'selected_mean_atr': 0.059897711775768074, 'baseline_mean_atr': 0.019767065016889088, 'edge_atr': 0.040130646758878986, 'p_fast': 0.11085830263070395}, {'n_selected': 4218, 'n_baseline': 83717, 'selected_mean_atr': 0.11405903446508991, 'baseline_mean_atr': 0.0002079443229573435, 'edge_atr': 0.11385109014213257, 'p_fast': 2.085350264929321e-06}, {'n_selected': 4224, 'n_baseline': 86536, 'selected_mean_atr': 0.10400834853294447, 'baseline_mean_atr': 0.009369508656833368, 'edge_atr': 0.0946388398761111, 'p_fast': 6.552638732638667e-05}, {'n_selected': 4046, 'n_baseline': 85198, 'selected_mean_atr': 0.0671371672857785, 'baseline_mean_atr': 0.011318720538865235, 'edge_atr': 0.05581844674691326, 'p_fast': 0.020306667572755573}]",0.000147668735842264,"[{'quantile': 0.1, 'cutpoint': -0.939361634893947, 'y2025_edge': {'n_selected': 32281, 'n_baseline': 322130, 'selected_mean_atr': 0.055317776017657076, 'baseline_mean_atr': 0.009513499294793889, 'edge_atr': 0.04580427672286319, 'p_fast': 2.6937473506533045e-08}}]",17794,338074,0.058945413702331084,0.00930177524595634,0.04964363845637475,1.572372225100638e-05,16385,338026,0.08699973348827188,0.01013178282810378,0.07686795066016809,2.176669476920505e-10,16385,338026,0.07686795066016809,48,0.015497028559887757,4.960173517336851,7.043023967039619e-07
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,lt,0.2,-0.5942933079074384,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 15885, 'n_baseline': 70587, 'selected_mean_atr': 0.05261142274502001, 'baseline_mean_atr': 0.0145912749692598, 'edge_atr': 0.03802014777576021, 'p_fast': 0.0011017953696221953}, {'n_selected': 17210, 'n_baseline': 70725, 'selected_mean_atr': 0.0467533516688799, 'baseline_mean_atr': -0.0043282530924376676, 'edge_atr': 0.05108160476131757, 'p_fast': 8.546651695964367e-06}, {'n_selected': 17231, 'n_baseline': 73529, 'selected_mean_atr': 0.046482287173135406, 'baseline_mean_atr': 0.0061090831515537205, 'edge_atr': 0.040373204021581684, 'p_fast': 0.000357359981541414}, {'n_selected': 16205, 'n_baseline': 73039, 'selected_mean_atr': 0.026177897980064868, 'baseline_mean_atr': 0.011114014355913264, 'edge_atr': 0.015063883624151604, 'p_fast': 0.19750412697545744}]",0.0003423015331080948,"[{'quantile': 0.1, 'cutpoint': -0.939361634893947, 'y2025_edge': {'n_selected': 32281, 'n_baseline': 322130, 'selected_mean_atr': 0.055317776017657076, 'baseline_mean_atr': 0.009513499294793889, 'edge_atr': 0.04580427672286319, 'p_fast': 2.6937473506533045e-08}}, {'quantile': 0.3, 'cutpoint': -0.35594980338543797, 'y2025_edge': {'n_selected': 102493, 'n_baseline': 251918, 'selected_mean_atr': 0.03147656731919255, 'baseline_mean_atr': 0.0064472123516856345, 'edge_atr': 0.02502935496750692, 'p_fast': 2.1584529084626776e-07}}]",71173,284695,0.034540253342138456,0.006095047699470319,0.02844520564266814,5.504313470960908e-07,66531,287880,0.043070249351029044,0.00689450429305485,0.0361757450579742,3.437859450627951e-10,66531,287880,0.0361757450579742,48,0.007557106296939662,4.786983752315881,1.6930653465865847e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma10,lt,0.05,-1.8604324023200889,1,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3815, 'n_baseline': 82657, 'selected_mean_atr': 0.029368599085900268, 'baseline_mean_atr': 0.005840340195801555, 'edge_atr': 0.023528258890098713, 'p_fast': 0.11918708677077738}, {'n_selected': 4092, 'n_baseline': 83843, 'selected_mean_atr': 0.03228362689734962, 'baseline_mean_atr': -0.0004448271157018524, 'edge_atr': 0.032728454013051474, 'p_fast': 0.03545532183891852}, {'n_selected': 4126, 'n_baseline': 86634, 'selected_mean_atr': 0.054027312323882, 'baseline_mean_atr': 0.001426918071658948, 'edge_atr': 0.05260039425222305, 'p_fast': 0.0003588352561839055}, {'n_selected': 3879, 'n_baseline': 85367, 'selected_mean_atr': 0.035224367130889084, 'baseline_mean_atr': 0.002787570936847506, 'edge_atr': 0.03243679619404158, 'p_fast': 0.039135817031384856}]",0.0006528154296760732,"[{'quantile': 0.1, 'cutpoint': -1.4215909901518908, 'y2025_edge': {'n_selected': 32095, 'n_baseline': 322318, 'selected_mean_atr': 0.02586495841103002, 'baseline_mean_atr': 0.0018013189626773954, 'edge_atr': 0.024063639448352624, 'p_fast': 1.8565385809757387e-06}}]",17794,338076,0.03480875768979688,0.0023160072914810534,0.032492750398315826,3.191889279556396e-06,15912,338501,0.03793978239854953,0.002384145240600592,0.03555563715794894,3.285899650379483e-06,15912,338501,0.03555563715794894,48,0.0076489066296047585,4.648460084521414,3.3442231868231976e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret12,lt,0.3,-1.130063361014013,12,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 607, 'n_baseline': 3214, 'selected_mean_atr': 0.40961706786636914, 'baseline_mean_atr': 0.04316854107149935, 'edge_atr': 0.3664485267948698, 'p_fast': 0.0006156426151070824}, {'n_selected': 710, 'n_baseline': 3173, 'selected_mean_atr': 0.5118676374216583, 'baseline_mean_atr': 0.02167492801013222, 'edge_atr': 0.4901927094115261, 'p_fast': 1.1400700979001355e-15}, {'n_selected': 731, 'n_baseline': 3294, 'selected_mean_atr': 0.22142466762204024, 'baseline_mean_atr': -0.04057184062893934, 'edge_atr': 0.2619965082509796, 'p_fast': 0.00037997346901422533}, {'n_selected': 675, 'n_baseline': 3284, 'selected_mean_atr': 0.5384785630871686, 'baseline_mean_atr': 0.11475567010840405, 'edge_atr': 0.42372289297876453, 'p_fast': 3.2151965688666836e-09}]",0.000762621235865268,"[{'quantile': 0.2, 'cutpoint': -1.8772675921166628, 'y2025_edge': {'n_selected': 1399, 'n_baseline': 14289, 'selected_mean_atr': 0.5363515752376675, 'baseline_mean_atr': 0.058630723375081385, 'edge_atr': 0.4777208518625861, 'p_fast': 1.4042285598343457e-17}}]",2364,13404,0.2024583553658903,-0.0015467212361844208,0.20400507660207473,1.7319135574691506e-06,2723,12965,0.4177003469995644,0.03476530776584813,0.38293503923371625,1.4547251974377002e-22,2723,12965,0.38293503923371625,48,0.08307987670986906,4.609239377797818,4.041447990806932e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,body,lt,0.2,-0.5333668241083107,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 15919, 'n_baseline': 69662, 'selected_mean_atr': 0.04038463044498796, 'baseline_mean_atr': 0.017600657170391498, 'edge_atr': 0.022783973274596463, 'p_fast': 0.04475384904776776}, {'n_selected': 17110, 'n_baseline': 69924, 'selected_mean_atr': 0.03129668834898129, 'baseline_mean_atr': -0.0005288684674483612, 'edge_atr': 0.03182555681642965, 'p_fast': 0.007305745778376216}, {'n_selected': 17523, 'n_baseline': 72346, 'selected_mean_atr': 0.04872247094394375, 'baseline_mean_atr': 0.006530479932622596, 'edge_atr': 0.04219199101132116, 'p_fast': 0.0001514335022106361}, {'n_selected': 16884, 'n_baseline': 71639, 'selected_mean_atr': 0.0215502949478549, 'baseline_mean_atr': 0.012071285247963004, 'edge_atr': 0.009479009699891896, 'p_fast': 0.40102262858708715}]",0.0007999501741892366,"[{'quantile': 0.1, 'cutpoint': -0.850147587970662, 'y2025_edge': {'n_selected': 32493, 'n_baseline': 318514, 'selected_mean_atr': 0.055044020870453694, 'baseline_mean_atr': 0.009838777020733089, 'edge_atr': 0.045205243849720605, 'p_fast': 1.3386121417829194e-08}}, {'quantile': 0.3, 'cutpoint': -0.31779518060030204, 'y2025_edge': {'n_selected': 103316, 'n_baseline': 247691, 'selected_mean_atr': 0.03295521077371863, 'baseline_mean_atr': 0.006126718523595596, 'edge_atr': 0.026828492250123032, 'p_fast': 2.6499304211715877e-08}}]",70472,281887,0.030985145887504777,0.007831166794141114,0.023153979093363662,5.3582744247941016e-05,67436,283571,0.035529810604946054,0.008909039662625195,0.02662077094232086,3.1078335595153027e-06,67436,283571,0.02662077094232086,48,0.005796629371633633,4.5924569669042805,4.38057859033145e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma5,lt,0.2,-0.5022486876022775,48,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 148, 'n_baseline': 671, 'selected_mean_atr': 0.8366465091077397, 'baseline_mean_atr': 0.3891932630684056, 'edge_atr': 0.4474532460393341, 'p_fast': 0.008467525871025863}, {'n_selected': 140, 'n_baseline': 690, 'selected_mean_atr': 0.8770973275513925, 'baseline_mean_atr': 0.21931469297968822, 'edge_atr': 0.6577826345717043, 'p_fast': 0.004651692911270527}, {'n_selected': 162, 'n_baseline': 696, 'selected_mean_atr': 0.1973277164065404, 'baseline_mean_atr': -0.048163157941054226, 'edge_atr': 0.24549087434759462, 'p_fast': 0.14491329509780054}, {'n_selected': 137, 'n_baseline': 706, 'selected_mean_atr': 0.8195513695391895, 'baseline_mean_atr': 0.3628964948283805, 'edge_atr': 0.456654874710809, 'p_fast': 0.013878562811447814}]",0.0009643963779911413,"[{'quantile': 0.1, 'cutpoint': -0.821460098173806, 'y2025_edge': {'n_selected': 398, 'n_baseline': 2952, 'selected_mean_atr': 0.8273261344849275, 'baseline_mean_atr': 0.2360251763081354, 'edge_atr': 0.5913009581767921, 'p_fast': 3.824558788327893e-08}}, {'quantile': 0.3, 'cutpoint': -0.29273031565797947, 'y2025_edge': {'n_selected': 803, 'n_baseline': 2547, 'selected_mean_atr': 0.5601895115028772, 'baseline_mean_atr': 0.22622298557118437, 'edge_atr': 0.33396652593169285, 'p_fast': 0.00019630705426604582}}]",561,2795,0.40294875572844835,0.16502619318067727,0.23792256254777108,0.004458775526207837,587,2763,0.6658653098634905,0.22988026966947084,0.4359850401940196,4.774686297612053e-06,587,2763,0.4359850401940196,96,0.09602908405381605,4.540135360967178,5.6218124843150786e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma10,lt,0.05,-1.8656781332750338,1,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3770, 'n_baseline': 81811, 'selected_mean_atr': 0.028839576912390485, 'baseline_mean_atr': 0.005972863606829311, 'edge_atr': 0.022866713305561174, 'p_fast': 0.1317394409343121}, {'n_selected': 4071, 'n_baseline': 82963, 'selected_mean_atr': 0.03242662448087207, 'baseline_mean_atr': -0.0004233544008508562, 'edge_atr': 0.032849978881722926, 'p_fast': 0.035971504042650204}, {'n_selected': 4097, 'n_baseline': 85772, 'selected_mean_atr': 0.04990506555592023, 'baseline_mean_atr': 0.00202198240204468, 'edge_atr': 0.04788308315387555, 'p_fast': 0.0011214225682777503}, {'n_selected': 3850, 'n_baseline': 84675, 'selected_mean_atr': 0.03784581353732427, 'baseline_mean_atr': 0.002699565435702897, 'edge_atr': 0.03514624810162137, 'p_fast': 0.02682888432850502}]",0.0009643963779911413,"[{'quantile': 0.1, 'cutpoint': -1.4246784449136458, 'y2025_edge': {'n_selected': 31767, 'n_baseline': 319242, 'selected_mean_atr': 0.025200349323437544, 'baseline_mean_atr': 0.0020232309758798895, 'edge_atr': 0.023177118347557656, 'p_fast': 5.14026098272806e-06}}]",17619,334742,0.03304171357255789,0.0026765603065383023,0.030365153266019587,2.3795983501561097e-05,15788,335221,0.037427250375135925,0.0025521622190639672,0.03487508815607196,5.567968599282293e-06,15788,335221,0.03487508815607196,48,0.007681318901382239,4.540247398112355,5.618825914455102e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret1,lt,0.1,-0.8588557391454485,3,1,10.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 2116, 'n_baseline': 20557, 'selected_mean_atr': 0.08735157024813059, 'baseline_mean_atr': 0.018644584192156238, 'edge_atr': 0.06870698605597435, 'p_fast': 0.023493448411727638}, {'n_selected': 2331, 'n_baseline': 20677, 'selected_mean_atr': 0.06825183035311237, 'baseline_mean_atr': -0.008764897334039429, 'edge_atr': 0.0770167276871518, 'p_fast': 0.010022227540543256}, {'n_selected': 2418, 'n_baseline': 21342, 'selected_mean_atr': 0.06594794326782619, 'baseline_mean_atr': 0.001776770796806275, 'edge_atr': 0.06417117247101992, 'p_fast': 0.02275282061110283}, {'n_selected': 2127, 'n_baseline': 21272, 'selected_mean_atr': 0.08465003982470602, 'baseline_mean_atr': 0.016173155157160477, 'edge_atr': 0.06847688466754555, 'p_fast': 0.03311203352727305}]",0.0009680236664917065,"[{'quantile': 0.05, 'cutpoint': -1.1350961867817468, 'y2025_edge': {'n_selected': 4397, 'n_baseline': 88443, 'selected_mean_atr': 0.10589671317018268, 'baseline_mean_atr': 0.009065906706335029, 'edge_atr': 0.09683080646384765, 'p_fast': 1.0573120988246799e-05}}, {'quantile': 0.2, 'cutpoint': -0.5393144842412559, 'y2025_edge': {'n_selected': 18484, 'n_baseline': 74356, 'selected_mean_atr': 0.04233463455001129, 'baseline_mean_atr': 0.006521739329916529, 'edge_atr': 0.03581289522009476, 'p_fast': 0.0009311309689627438}}]",9955,83285,0.049940129495142586,0.004761491990168647,0.04517863750497394,0.002633778980025265,8992,83848,0.07600574963599897,0.006964985854293243,0.06904076378170573,4.401780360468143e-06,8992,83848,0.06904076378170573,48,0.015230550620503953,4.53304450390391,5.813955954905144e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,lt,0.05,-1.2297444717301456,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 3851, 'n_baseline': 81730, 'selected_mean_atr': 0.06086484435295847, 'baseline_mean_atr': 0.01999987025883192, 'edge_atr': 0.04086497409412655, 'p_fast': 0.10767205507425506}, {'n_selected': 4178, 'n_baseline': 82856, 'selected_mean_atr': 0.10218917798754275, 'baseline_mean_atr': 0.0008636592799707571, 'edge_atr': 0.10132551870757199, 'p_fast': 2.755613511096094e-05}, {'n_selected': 4178, 'n_baseline': 85691, 'selected_mean_atr': 0.08949849366060232, 'baseline_mean_atr': 0.01111310701289802, 'edge_atr': 0.07838538664770431, 'p_fast': 0.0009117377195907451}, {'n_selected': 4004, 'n_baseline': 84519, 'selected_mean_atr': 0.0688655314804181, 'baseline_mean_atr': 0.01127429803630911, 'edge_atr': 0.05759123344410899, 'p_fast': 0.017483424604844696}]",0.0010788933717461055,"[{'quantile': 0.1, 'cutpoint': -0.9408859569161797, 'y2025_edge': {'n_selected': 31911, 'n_baseline': 319096, 'selected_mean_atr': 0.051516068996732854, 'baseline_mean_atr': 0.010274037645005542, 'edge_atr': 0.04124203135172731, 'p_fast': 6.595032388796728e-07}}]",17619,334740,0.056650125859124836,0.010136137741448208,0.046513988117676625,9.172844111079321e-05,16211,334796,0.08087096390085666,0.010786671281403133,0.07008429261945352,8.477393879895205e-09,16211,334796,0.07008429261945352,48,0.015560654103884046,4.5039425818198735,6.670423602033862e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret3,lt,0.3,-0.5700876508854024,12,1,0.0,2.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 620, 'n_baseline': 3201, 'selected_mean_atr': 0.2948366950257681, 'baseline_mean_atr': 0.06391205881996526, 'edge_atr': 0.23092463620580284, 'p_fast': 0.0056720520997533535}, {'n_selected': 722, 'n_baseline': 3161, 'selected_mean_atr': 0.4109756948506796, 'baseline_mean_atr': 0.042858626214279126, 'edge_atr': 0.3681170686364005, 'p_fast': 2.6087234188256896e-08}, {'n_selected': 717, 'n_baseline': 3308, 'selected_mean_atr': 0.13429750820301284, 'baseline_mean_atr': -0.020578453561540196, 'edge_atr': 0.15487596176455304, 'p_fast': 0.03618540411474478}, {'n_selected': 754, 'n_baseline': 3205, 'selected_mean_atr': 0.2841489234287172, 'baseline_mean_atr': 0.16414426285634473, 'edge_atr': 0.1200046605723725, 'p_fast': 0.1037068591838088}]",0.0011115239190257573,"[{'quantile': 0.2, 'cutpoint': -0.947618400214667, 'y2025_edge': {'n_selected': 1462, 'n_baseline': 14226, 'selected_mean_atr': 0.4048040840943517, 'baseline_mean_atr': 0.07003421124125493, 'edge_atr': 0.3347698728530968, 'p_fast': 8.789523593981901e-11}}]",2402,13366,0.12782298483576912,0.01128598616337208,0.11653699867239704,0.0044628844676019375,2813,12875,0.2808612883913899,0.06198582181118873,0.21887546658020118,3.5538726456419773e-09,2813,12875,0.21887546658020118,48,0.04872979339192424,4.491614910406626,7.068514588399093e-06
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma5,lt,0.3,-0.35630375653676905,1,1,20.0,6.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 4804, 'n_baseline': 13522, 'selected_mean_atr': 0.02865168137204541, 'baseline_mean_atr': 0.0031399189388848893, 'edge_atr': 0.02551176243316052, 'p_fast': 0.036551525319280645}, {'n_selected': 5128, 'n_baseline': 13658, 'selected_mean_atr': 0.03299693584176438, 'baseline_mean_atr': -0.00129720513825956, 'edge_atr': 0.03429414098002394, 'p_fast': 0.029563043856491767}, {'n_selected': 5309, 'n_baseline': 14103, 'selected_mean_atr': 0.02331504791374898, 'baseline_mean_atr': -0.011723537265708897, 'edge_atr': 0.035038585179457876, 'p_fast': 0.004811405910174154}, {'n_selected': 5069, 'n_baseline': 13868, 'selected_mean_atr': 0.020262118647996968, 'baseline_mean_atr': -0.00166042619193686, 'edge_atr': 0.021922544839933826, 'p_fast': 0.08682371914474483}]",0.0016261350833519893,"[{'quantile': 0.2, 'cutpoint': -0.5950180300062212, 'y2025_edge': {'n_selected': 12831, 'n_baseline': 62630, 'selected_mean_atr': 0.03813340774963713, 'baseline_mean_atr': -0.0019092064841410004, 'edge_atr': 0.04004261423377813, 'p_fast': 5.042548419258293e-07}}]",20489,55256,0.022163149340286233,0.0014588797234620305,0.020704269616824204,0.0009228592638994943,20310,55151,0.026259932698604816,-0.0029668198287396536,0.02922675252734447,1.2800391098045677e-05,20310,55151,0.02922675252734447,48,0.006636442616414588,4.403978790542839,1.0628333878117577e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,lt,0.1,-0.939361634893947,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 7669, 'n_baseline': 78803, 'selected_mean_atr': 0.05212957677925862, 'baseline_mean_atr': 0.018602147789292922, 'edge_atr': 0.0335274289899657, 'p_fast': 0.04917358315149349}, {'n_selected': 8357, 'n_baseline': 79578, 'selected_mean_atr': 0.06659735931746516, 'baseline_mean_atr': -0.0007294057347167215, 'edge_atr': 0.06732676505218188, 'p_fast': 3.406147445064428e-05}, {'n_selected': 8377, 'n_baseline': 82383, 'selected_mean_atr': 0.06547397182162741, 'baseline_mean_atr': 0.008516995052148101, 'edge_atr': 0.056956976769479306, 'p_fast': 0.0003804666680694755}, {'n_selected': 7878, 'n_baseline': 81366, 'selected_mean_atr': 0.035656487628842916, 'baseline_mean_atr': 0.011737919054254546, 'edge_atr': 0.02391856857458837, 'p_fast': 0.15070938003358028}]",0.0020778205008542463,"[{'quantile': 0.05, 'cutpoint': -1.2275741429312652, 'y2025_edge': {'n_selected': 16385, 'n_baseline': 338026, 'selected_mean_atr': 0.08699973348827188, 'baseline_mean_atr': 0.01013178282810378, 'edge_atr': 0.07686795066016809, 'p_fast': 2.176669476920505e-10}}, {'quantile': 0.2, 'cutpoint': -0.5942933079074384, 'y2025_edge': {'n_selected': 66531, 'n_baseline': 287880, 'selected_mean_atr': 0.043070249351029044, 'baseline_mean_atr': 0.00689450429305485, 'edge_atr': 0.0361757450579742, 'p_fast': 3.437859450627951e-10}}]",35587,320281,0.040081058185149586,0.00863990820025479,0.03144114998489479,6.94986721002053e-05,32281,322130,0.055317776017657076,0.009513499294793889,0.04580427672286319,2.6937473506533045e-08,32281,322130,0.04580427672286319,48,0.010542600207215952,4.344684975487561,1.3947567396654541e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret1,lt,0.2,-0.539610719800169,3,1,,,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 15963, 'n_baseline': 69618, 'selected_mean_atr': 0.04146581386334199, 'baseline_mean_atr': 0.017338348202433955, 'edge_atr': 0.024127465660908037, 'p_fast': 0.03388703643949497}, {'n_selected': 17029, 'n_baseline': 70005, 'selected_mean_atr': 0.0310594877454602, 'baseline_mean_atr': -0.0004343443737480327, 'edge_atr': 0.03149383211920823, 'p_fast': 0.007890042921222647}, {'n_selected': 17488, 'n_baseline': 72381, 'selected_mean_atr': 0.04386062468074455, 'baseline_mean_atr': 0.0077255544291924706, 'edge_atr': 0.03613507025155208, 'p_fast': 0.0011881697684540992}, {'n_selected': 16780, 'n_baseline': 71743, 'selected_mean_atr': 0.02138030935983923, 'baseline_mean_atr': 0.012124784198044426, 'edge_atr': 0.009255525161794806, 'p_fast': 0.41420391670721063}]",0.0021700052156926,"[{'quantile': 0.1, 'cutpoint': -0.8594274790148229, 'y2025_edge': {'n_selected': 32366, 'n_baseline': 318641, 'selected_mean_atr': 0.05719836185475545, 'baseline_mean_atr': 0.009637966910518155, 'edge_atr': 0.04756039494423729, 'p_fast': 2.2137088581418067e-09}}, {'quantile': 0.3, 'cutpoint': -0.32125443911119145, 'y2025_edge': {'n_selected': 103320, 'n_baseline': 247687, 'selected_mean_atr': 0.032285086653825415, 'baseline_mean_atr': 0.006405820414685424, 'edge_atr': 0.02587926623913999, 'p_fast': 7.891685045672728e-08}}]",70471,281888,0.03273806229212047,0.007393026050403961,0.02534503624171651,9.73860794684514e-06,67260,283747,0.03444286349974625,0.009183204034342208,0.02525965946540404,9.913872963771198e-06,67260,283747,0.02525965946540404,48,0.005834409893651606,4.32942832708565,1.4949691470060308e-05
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,body,lt,0.05,-1.1238749888734236,3,1,12.0,8.0,signal_after_close_entry_next_open_exit_open_after_h_bars,"[{'n_selected': 1302, 'n_baseline': 28163, 'selected_mean_atr': 0.07679826481598565, 'baseline_mean_atr': 0.004260766478056649, 'edge_atr': 0.072537498337929, 'p_fast': 0.06703047325934501}, {'n_selected': 1381, 'n_baseline': 28499, 'selected_mean_atr': 0.12405243615882902, 'baseline_mean_atr': -0.005731887883810132, 'edge_atr': 0.12978432404263915, 'p_fast': 0.0008860803842530133}, {'n_selected': 1414, 'n_baseline': 29450, 'selected_mean_atr': 0.15377720725560537, 'baseline_mean_atr': 0.013809232299327647, 'edge_atr': 0.13996797495627772, 'p_fast': 0.00034069205574956807}, {'n_selected': 1360, 'n_baseline': 29242, 'selected_mean_atr': 0.009948589623913776, 'baseline_mean_atr': 0.005529947763009971, 'edge_atr': 0.004418641860903805, 'p_fast': 0.9106454761172869}]",0.00252246818673632,"[{'quantile': 0.1, 'cutpoint': -0.850147587970662, 'y2025_edge': {'n_selected': 11397, 'n_baseline': 109414, 'selected_mean_atr': 0.048607853124061184, 'baseline_mean_atr': 0.0043260151647935416, 'edge_atr': 0.04428183795926764, 'p_fast': 0.0007550695752479798}}]",6001,115302,0.09879851232604793,0.0036962846269947055,0.09510222769905323,2.5501029999768953e-06,5457,115354,0.09204302878389314,0.0045514808088314325,0.08749154797506171,8.464771351727189e-06,5457,115354,0.08749154797506171,48,0.020391707595834148,4.290545436858633,1.782348126999696e-05
