run_stage;symbol;asset_class;commission_rule;swap_mode;day_key;broker_day_start;side;signal_time;entry_time;exit_time;entry;entry_breakout_level;entry_channel_opposite;n20_entry;initial_stop;exit_channel_level;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20241003;2024.10.03 00:00;LONG;2024.09.18 21:00;2024.09.18 21:00;2024.10.03 10:41;1.32662;1.32662;1.30022;0.00810;1.31042;1.31535;1.31532;0.01620;1619.60000000;-0.69770314;10.00000000;0.00617436;-0.70387750;-0.70696468;DONCHIAN_EXIT;GBPUSD_20240918_LONG;1.03852803;0.69770314;2024.09.26 18:57:16;2024.10.03 10:41:42;11396.579633;20981.018383;1.73623117;1;2024.09.23 17:17:40;6976.995200;0.69585083;1;2024.09.25 03:01:30;9000.826167;0.69585083;0;;;;0;;;;0;;;;-0.69770314;1.03852803;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20241106;2024.11.06 00:00;SHORT;2024.10.10 15:30;2024.10.10 15:30;2024.11.06 00:02;1.30321;1.30322;1.34344;0.00975;1.32272;1.30434;1.30460;0.01951;1950.90000000;-0.07124917;10.00000000;0.00512584;-0.07637501;-0.07893793;DONCHIAN_EXIT;GBPUSD_20241010_SHORT;0.96314522;0.36495976;2024.10.31 18:53:16;2024.10.15 16:21:40;30442.937050;7251.343133;1.03439438;1;2024.10.23 19:14:04;18943.748183;0.36495976;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20241107;2024.11.07 00:00;SHORT;2024.11.06 14:32;2024.11.06 14:32;2024.11.07 16:43;1.28436;1.28440;1.31055;0.00759;1.29955;1.30480;1.29955;0.01519;1518.90000000;-1.00006584;10.00000000;0.00658371;-1.00664955;-1.00994140;STOP;GBPUSD_20241106_SHORT;0.05991178;1.00006584;2024.11.06 16:32:42;2024.11.07 16:43:42;120.213483;1571.208533;1.05997762;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20241129;2024.11.29 00:00;SHORT;2024.11.12 07:57;2024.11.12 07:57;2024.11.29 05:45;1.28344;1.28344;1.31032;0.00918;1.30180;1.27147;1.27147;0.01836;1836.30000000;0.65185427;10.00000000;0.00544573;0.64640854;0.64368567;DONCHIAN_EXIT;GBPUSD_20241112_SHORT;1.88858030;0.00054457;2024.11.22 12:07:41;2024.11.12 07:57:19;14650.366317;0.000000;1.23672603;1;2024.11.12 18:37:33;640.232717;0.00054457;1;2024.11.14 12:11:38;3134.300933;0.00054457;0;;;;0;;;;0;;;;0.62081359;1.88858030;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250124;2025.01.24 00:00;SHORT;2024.12.20 02:54;2024.12.20 02:54;2025.01.24 04:15;1.24870;1.24874;1.28114;0.00943;1.26757;1.23764;1.23765;0.01887;1886.70000000;0.58567870;10.00000000;0.00530026;0.58037844;0.57772831;DONCHIAN_EXIT;GBPUSD_20241220_SHORT;2.05279059;0.67472306;2025.01.13 14:10:16;2024.12.20 19:26:41;35235.615850;992.036683;1.46711189;1;2025.01.02 16:35:38;19540.992733;0.67472306;1;2025.01.09 08:57:39;29163.012133;0.67472306;1;2025.01.13 11:27:40;35073.026817;0.67472306;0;;;;0;;;;0.58567870;2.05279059;0.58567870;2.05279059;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250303;2025.03.03 00:00;LONG;2025.02.05 11:16;2025.02.05 11:16;2025.03.03 00:00;1.25235;1.25235;1.20996;0.01163;1.22909;1.25593;1.25485;0.02326;2325.80000000;0.10748990;10.00000000;0.00429960;0.10319030;0.10104050;DONCHIAN_EXIT;GBPUSD_20250205_LONG;0.82767220;0.82036289;2025.02.26 19:30:16;2025.02.11 10:05:42;30734.048700;8569.480433;0.93430218;1;2025.02.19 00:41:37;19525.405417;0.82036289;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250326;2025.03.26 00:00;LONG;2025.03.03 19:55;2025.03.03 19:55;2025.03.26 11:37;1.27160;1.27160;1.22494;0.00946;1.25268;1.28878;1.28878;0.01892;1891.80000000;0.90812982;10.00000000;0.00528597;0.90284385;0.90020087;DONCHIAN_EXIT;GBPUSD_20250303_LONG;1.57944814;0.19716672;2025.03.20 03:07:40;2025.03.04 06:03:41;23472.068317;608.094317;0.67131832;1;2025.03.05 09:33:17;2257.693083;0.19716672;1;2025.03.06 03:42:38;3347.048250;0.19716672;0;;;;0;;;;0;;;;0.76910879;1.57944814;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250404;2025.04.04 00:00;LONG;2025.04.02 23:16;2025.04.02 23:16;2025.04.04 20:11;1.30150;1.30148;1.27680;0.00756;1.28638;1.28710;1.28704;0.01512;1511.90000000;-0.95641246;10.00000000;0.00661419;-0.96302666;-0.96633375;DONCHIAN_EXIT;GBPUSD_20250402_LONG;1.27653945;0.95641246;2025.04.03 13:13:16;2025.04.04 20:11:05;836.974183;2694.792950;2.23295191;1;2025.04.03 08:32:31;556.226917;0.40346584;1;2025.04.03 11:47:42;751.404400;0.40346584;0;;;;0;;;;0;;;;-0.95641246;1.27653945;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250411;2025.04.11 00:00;SHORT;2025.04.04 20:31;2025.04.04 20:31;2025.04.11 03:32;1.28611;1.28615;1.32080;0.00841;1.30293;1.32080;1.30346;0.01682;1682.00000000;-1.03151011;10.00000000;0.00594530;-1.03745541;-1.04042806;STOP;GBPUSD_20250404_SHORT;0.90665874;1.03151011;2025.04.07 23:01:42;2025.04.11 03:32:32;4470.173650;9061.010350;1.93816885;1;2025.04.07 17:39:42;4148.184517;0.43519620;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250508;2025.05.08 00:00;LONG;2025.04.15 07:26;2025.04.15 07:26;2025.05.08 14:02;1.32080;1.32080;1.27085;0.01197;1.29685;1.32484;1.32484;0.02395;2395.00000000;0.16868476;10.00000000;0.00417537;0.16450939;0.16242171;DONCHIAN_EXIT;GBPUSD_20250415_LONG;0.98538622;0.09853862;2025.04.29 01:02:59;2025.04.15 09:41:40;19776.764800;135.462450;0.81670146;1;2025.04.21 03:07:53;8381.666067;0.09853862;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
