candidate_id,lookback_bars,buffer_atr,horizon_bars,session,direction,discovery_pass,confirmation_pass,y2024_e1_net,y2024_stress_net,y2025_e1_net,y2025_stress_net,bh_q
R6B-273,48,0.2,48,ALL,LONG,False,False,-275.7436309689798,-991.4620993854029,,,
R6B-274,48,0.2,48,ALL,SHORT,False,False,-345.6210634793996,-934.8848955072996,,,
R6B-275,48,0.2,48,UTC00_08,LONG,False,False,82.20969460240825,-190.32242273916376,,,
R6B-276,48,0.2,48,UTC00_08,SHORT,False,False,86.09193523093278,-100.4975937108052,,,
R6B-277,48,0.2,48,UTC08_16,LONG,False,False,-337.5913622678624,-678.8071117553864,,,
R6B-278,48,0.2,48,UTC08_16,SHORT,False,False,-114.79645618294795,-396.59814297326596,,,
R6B-279,48,0.2,48,UTC16_24,LONG,False,False,-170.3497611102408,-408.2420731460668,,,
R6B-280,48,0.2,48,UTC16_24,SHORT,False,False,-246.0363183687438,-463.9354674843408,,,
R6B-281,48,0.2,96,ALL,LONG,False,False,100.93619647111002,-395.50064980501895,,,
R6B-282,48,0.2,96,ALL,SHORT,False,False,-370.4755805180057,-814.4717360810198,,,
R6B-283,48,0.2,96,UTC00_08,LONG,True,True,267.6211074444553,72.71219387504425,997.8502448984124,712.8040310928684,0.0021417862497322766
R6B-284,48,0.2,96,UTC00_08,SHORT,False,False,82.65850953804173,-61.28817122881831,,,
R6B-285,48,0.2,96,UTC08_16,LONG,False,False,-209.0373382027264,-457.2811349372674,,,
R6B-286,48,0.2,96,UTC08_16,SHORT,False,False,-153.84438620507635,-384.6904597978354,,,
R6B-287,48,0.2,96,UTC16_24,LONG,False,False,7.188956070789406,-197.41910275645958,,,
R6B-288,48,0.2,96,UTC16_24,SHORT,False,False,-287.7769431140411,-472.98696471318107,,,
R6B-289,96,0.0,12,ALL,LONG,False,False,-761.5405492816471,-1528.1958210674431,,,
R6B-290,96,0.0,12,ALL,SHORT,False,False,-272.07222876666725,-825.6554784249983,,,
R6B-291,96,0.0,12,UTC00_08,LONG,False,False,-79.59747725961243,-196.49830646826842,,,
R6B-292,96,0.0,12,UTC00_08,SHORT,False,False,-65.77755102806286,-140.29209507628687,,,
R6B-293,96,0.0,12,UTC08_16,LONG,False,False,-414.4822958440251,-801.3508470481371,,,
R6B-294,96,0.0,12,UTC08_16,SHORT,False,False,-126.38739120098948,-397.7115915794545,,,
R6B-295,96,0.0,12,UTC16_24,LONG,False,False,-349.89075489840684,-634.9506297178278,,,
R6B-296,96,0.0,12,UTC16_24,SHORT,False,False,-85.59647495939768,-307.69224309227667,,,
R6B-297,96,0.0,24,ALL,LONG,False,False,-546.5656837849301,-1167.569165732192,,,
R6B-298,96,0.0,24,ALL,SHORT,False,False,-242.33001332133858,-692.7628797210356,,,
R6B-299,96,0.0,24,UTC00_08,LONG,False,False,-73.1088206805264,-190.01131778738142,,,
R6B-300,96,0.0,24,UTC00_08,SHORT,False,False,-49.99428454597157,-124.50477305687357,,,
R6B-301,96,0.0,24,UTC08_16,LONG,False,False,-320.7417563001817,-630.1123428508257,,,
R6B-302,96,0.0,24,UTC08_16,SHORT,False,False,-71.56499893112158,-292.4422194900556,,,
R6B-303,96,0.0,24,UTC16_24,LONG,False,False,-228.84483008489906,-464.28517480702806,,,
R6B-304,96,0.0,24,UTC16_24,SHORT,False,False,-47.69150932148373,-229.74125729667773,,,
R6B-305,96,0.0,48,ALL,LONG,False,False,-55.24417621061958,-548.9500847228105,,,
R6B-306,96,0.0,48,ALL,SHORT,False,False,15.420129398509854,-354.31207610671214,,,
R6B-307,96,0.0,48,UTC00_08,LONG,True,True,193.61595623296444,76.64489797333142,802.3119806440707,615.3376311233296,0.0012493753123438282
R6B-308,96,0.0,48,UTC00_08,SHORT,True,False,193.48610580483052,119.03817999673551,3.7458652398977024,-97.92946122046631,0.4802598700649675
R6B-309,96,0.0,48,UTC08_16,LONG,False,False,-196.99807917450468,-446.44709533529664,,,
R6B-310,96,0.0,48,UTC08_16,SHORT,False,False,-114.55527778511744,-305.44951143303746,,,
R6B-311,96,0.0,48,UTC16_24,LONG,False,False,-80.521130770955,-268.33118179428,,,
R6B-312,96,0.0,48,UTC16_24,SHORT,False,False,-22.04618637686512,-176.35319039588913,,,
R6B-313,96,0.0,96,ALL,LONG,False,False,139.95291744107678,-237.06370056518526,,,
R6B-314,96,0.0,96,ALL,SHORT,False,False,144.64962061535962,-150.5283854308804,,,
R6B-315,96,0.0,96,UTC00_08,LONG,True,True,437.78540303487335,320.75158143191834,1216.3762521738827,1029.2954681324766,0.0012493753123438282
R6B-316,96,0.0,96,UTC00_08,SHORT,True,True,317.7918319388222,243.37584669969922,353.15817910897516,251.5726347403772,0.023738130934532736
R6B-317,96,0.0,96,UTC08_16,LONG,False,False,-245.55582794106772,-443.0557691848197,,,
R6B-318,96,0.0,96,UTC08_16,SHORT,False,False,9.39857017093254,-148.25470218080545,,,
R6B-319,96,0.0,96,UTC16_24,LONG,False,False,-40.78217362398441,-203.1666594329354,,,
R6B-320,96,0.0,96,UTC16_24,SHORT,False,False,-136.4254906671429,-272.8657859271399,,,
R6B-321,96,0.1,12,ALL,LONG,False,False,-695.267288689923,-1407.774695804685,,,
R6B-322,96,0.1,12,ALL,SHORT,False,False,-259.0594202428498,-782.1344004178248,,,
R6B-323,96,0.1,12,UTC00_08,LONG,False,False,-79.59747725961243,-196.49830646826842,,,
R6B-324,96,0.1,12,UTC00_08,SHORT,False,False,-67.02631049122662,-140.28535301052463,,,
R6B-325,96,0.1,12,UTC08_16,LONG,False,False,-366.96061791714504,-718.6665061271771,,,
R6B-326,96,0.1,12,UTC08_16,SHORT,False,False,-119.10754906018674,-373.2365348208447,,,
R6B-327,96,0.1,12,UTC16_24,LONG,False,False,-340.08074528711535,-605.2386275170144,,,
R6B-328,96,0.1,12,UTC16_24,SHORT,False,False,-81.48102308706879,-291.6635973667998,,,
R6B-329,96,0.1,24,ALL,LONG,False,False,-505.16988627307506,-1094.159117153848,,,
R6B-330,96,0.1,24,ALL,SHORT,False,False,-240.23095687752274,-673.7054778738637,,,
R6B-331,96,0.1,24,UTC00_08,LONG,False,False,-73.1088206805264,-190.01131778738142,,,
R6B-332,96,0.1,24,UTC00_08,SHORT,False,False,-51.75314957984955,-125.00826763432455,,,
R6B-333,96,0.1,24,UTC08_16,LONG,False,False,-276.15401974676587,-568.6672231354609,,,
R6B-334,96,0.1,24,UTC08_16,SHORT,False,False,-64.35265991210277,-275.40634845446675,,,
R6B-335,96,0.1,24,UTC16_24,LONG,False,False,-244.79535292435202,-465.05224058456304,,,
R6B-336,96,0.1,24,UTC16_24,SHORT,False,False,-52.546431774923406,-228.70494823715742,,,
R6B-337,96,0.1,48,ALL,LONG,False,False,40.07179236230203,-435.438058294655,,,
R6B-338,96,0.1,48,ALL,SHORT,False,False,-1.4732094974126306,-360.32120298836867,,,
R6B-339,96,0.1,48,UTC00_08,LONG,True,True,193.61595623296444,76.64489797333142,802.3119806440707,615.3376311233296,0.0012493753123438282
R6B-340,96,0.1,48,UTC00_08,SHORT,True,False,190.20692612882453,117.01398012970854,34.60177098729174,-61.92622313219328,0.4197901049475262
R6B-341,96,0.1,48,UTC08_16,LONG,False,False,-77.30059213021197,-314.970457360975,,,
R6B-342,96,0.1,48,UTC08_16,SHORT,False,False,-116.3532595846234,-301.0496735558144,,,
R6B-343,96,0.1,48,UTC16_24,LONG,False,False,-118.3017612722761,-298.6384889502211,,,
R6B-344,96,0.1,48,UTC16_24,SHORT,False,False,-39.404127445032096,-190.2819086026441,,,
R6B-345,96,0.1,96,ALL,LONG,False,False,279.9016134349089,-86.38966661793414,,,
R6B-346,96,0.1,96,ALL,SHORT,False,False,139.2484509394548,-148.53139382244922,,,
R6B-347,96,0.1,96,UTC00_08,LONG,True,True,437.78540303487335,320.75158143191834,1216.3762521738827,1029.2954681324766,0.0012493753123438282
R6B-348,96,0.1,96,UTC00_08,SHORT,True,True,313.03234590074425,239.87096010334824,377.1826710368073,280.7427036656213,0.010222161646449502
R6B-349,96,0.1,96,UTC08_16,LONG,False,False,-125.27899989044798,-315.89229918202295,,,
R6B-350,96,0.1,96,UTC08_16,SHORT,False,False,-13.25383737520208,-166.98681386340908,,,
R6B-351,96,0.1,96,UTC16_24,LONG,False,False,-50.644772921933495,-209.35751007370249,,,
R6B-352,96,0.1,96,UTC16_24,SHORT,False,False,-145.1928912119406,-279.3951765537306,,,
R6B-353,96,0.2,12,ALL,LONG,False,False,-704.6402768454575,-1370.6679157795884,,,
R6B-354,96,0.2,12,ALL,SHORT,False,False,-217.95513479387964,-706.8202049724596,,,
R6B-355,96,0.2,12,UTC00_08,LONG,False,False,-79.59747725961243,-196.49830646826842,,,
R6B-356,96,0.2,12,UTC00_08,SHORT,False,False,-65.08924361005047,-136.98622724523247,,,
R6B-357,96,0.2,12,UTC08_16,LONG,False,False,-348.9977843514746,-674.5656135066477,,,
R6B-358,96,0.2,12,UTC08_16,SHORT,False,False,-129.57944790763582,-363.49842410936884,,,
R6B-359,96,0.2,12,UTC16_24,LONG,False,False,-349.69597727775414,-590.7495340999002,,,
R6B-360,96,0.2,12,UTC16_24,SHORT,False,False,-38.954606253207324,-235.2363150894213,,,
R6B-361,96,0.2,24,ALL,LONG,False,False,-488.5632445347081,-1046.6173212062001,,,
R6B-362,96,0.2,24,ALL,SHORT,False,False,-214.66680477387433,-628.5073301324404,,,
R6B-363,96,0.2,24,UTC00_08,LONG,False,False,-73.1088206805264,-190.01131778738142,,,
R6B-364,96,0.2,24,UTC00_08,SHORT,False,False,-51.74648221137569,-123.6400374011917,,,
R6B-365,96,0.2,24,UTC08_16,LONG,False,False,-250.21985368982823,-525.5573049792332,,,
R6B-366,96,0.2,24,UTC08_16,SHORT,False,False,-53.60152401064749,-252.5983916479155,,,
R6B-367,96,0.2,24,UTC16_24,LONG,False,False,-244.9633741014578,-450.25717698154676,,,
R6B-368,96,0.2,24,UTC16_24,SHORT,False,False,-51.51640583465436,-217.76735388094338,,,
R6B-369,96,0.2,48,ALL,LONG,False,False,3.315083949668337,-453.41850630150066,,,
R6B-370,96,0.2,48,ALL,SHORT,False,False,70.451087176628,-273.62959093018105,,,
R6B-371,96,0.2,48,UTC00_08,LONG,True,True,193.61595623296444,76.64489797333142,827.2079879970266,641.9171839116316,0.0012493753123438282
R6B-372,96,0.2,48,UTC00_08,SHORT,True,False,188.33320433466673,116.50133803099774,38.89593573177201,-56.273602632033004,0.4197901049475262
R6B-373,96,0.2,48,UTC08_16,LONG,False,False,-87.77582067768236,-314.0920325245834,,,
R6B-374,96,0.2,48,UTC08_16,SHORT,False,False,-80.37042603667086,-254.05080986502287,,,
R6B-375,96,0.2,48,UTC16_24,LONG,False,False,-157.40805343661876,-329.23558843976775,,,
R6B-376,96,0.2,48,UTC16_24,SHORT,False,False,-18.09766540198874,-162.95834145894676,,,
R6B-377,96,0.2,96,ALL,LONG,False,False,289.6865501375396,-66.79038820609141,,,
R6B-378,96,0.2,96,ALL,SHORT,False,False,189.73983031763808,-86.95129692062194,,,
R6B-379,96,0.2,96,UTC00_08,LONG,True,True,437.78540303487335,320.75158143191834,1232.3840997443926,1046.9891458247716,0.0012493753123438282
R6B-380,96,0.2,96,UTC00_08,SHORT,True,True,311.54870483713233,239.74849896709432,368.4941489031155,273.40930136400755,0.010222161646449502
R6B-381,96,0.2,96,UTC08_16,LONG,False,False,-73.30849654487366,-257.5520403269327,,,
R6B-382,96,0.2,96,UTC08_16,SHORT,False,False,11.816489064323386,-136.9747294105426,,,
R6B-383,96,0.2,96,UTC16_24,LONG,False,False,-59.808469023016066,-211.20067432857908,,,
R6B-384,96,0.2,96,UTC16_24,SHORT,False,False,-127.97890696462225,-256.16716351579925,,,
