candidate_id,year,profile,gross,spread,slippage,commission,net,trades,expectancy,expectancy_bps,PF,win_rate,max_drawdown_realized,best_trade,worst_trade,ex_best_positive_net
R6B-347,2021,STRESS,48.21199999999908,138.6193015,110.89544120000001,7.7626805802644006,-209.06542328026532,154,-1.3575676836380866,-7.431207995502625,0.5680930430537033,0.38961038961038963,233.40622416684323,14.265758389096126,-17.179899585687657,-223.33118166936146
R6B-307,2021,E1,74.64999999999918,61.5180304,61.5180304,4.3062620234899995,-52.69232282349083,171,-0.3081422387338645,-1.7145124811967882,0.8183742375536186,0.4619883040935672,85.68752643894473,10.88225603234656,-10.155785704183717,-63.57457885583739
R6B-307,2021,STRESS,74.64999999999918,153.795076,123.0360608,8.612523785705001,-210.79366058570582,171,-1.2327114654134843,-6.8551359486611245,0.44853909636238776,0.3567251461988304,222.5104465183008,9.89678650555896,-11.073022091327015,-220.6904470912648
R6B-347,2022,E1,-77.0340000000017,44.095991000000005,44.095991000000005,3.0867194778475997,-168.3127014778493,123,-1.3683959469743845,-7.2820284513354325,0.6547823485042339,0.43902439024390244,218.46162035860547,30.40200345167982,-43.63259894190596,-198.71470492952912
R6B-347,2022,STRESS,-77.0340000000017,110.23997750000001,88.19198200000001,6.1734392253142,-281.6393987253159,123,-2.28975120914891,-12.421220798236318,0.49003623325363643,0.4065040650406504,308.24478232872093,29.411254212559818,-44.678724333576966,-311.0506529378757
R6B-307,2022,E1,-26.12600000000066,49.821047400000005,49.821047400000005,3.4874733545764,-129.25556815457708,139,-0.9298961737739359,-5.079920456816299,0.6192531997202101,0.4244604316546763,149.85062738619266,17.584657173731884,-14.516627155135094,-146.84022532830897
R6B-307,2022,STRESS,-26.12600000000066,124.55261850000001,99.64209480000001,6.9749468005938,-257.2956601005945,139,-1.851047914392766,-10.219678851852619,0.388083194749091,0.3237410071942446,261.73245521631213,16.597202611793882,-15.570236758108294,-273.89286271238836
R6B-347,2023,E1,-118.73200000000224,55.6041952,55.6041952,3.8922938302248,-233.83268423022704,143,-1.6351935960155737,-8.10983116902058,0.5148017450167696,0.4195804195804196,266.84792350358464,19.363677748182106,-50.182695339048166,-253.19636197840916
R6B-347,2023,STRESS,-118.73200000000224,139.010488,111.2083904,7.7845880760116,-376.73546647601387,143,-2.6345137515805166,-13.248810730632997,0.33873453875436144,0.34965034965034963,407.85640389362203,18.41225356681911,-51.253771350716164,-395.147720042833
R6B-307,2023,E1,-58.4100000000019,61.815468200000005,61.815468200000005,4.327082855774,-186.36801925577592,159,-1.1721259072690309,-5.905076006706323,0.5184311631624786,0.389937106918239,206.72824669511314,11.548996843231194,-24.81494751452592,-197.91701609900713
R6B-307,2023,STRESS,-58.4100000000019,154.5386705,123.63093640000001,8.654165915983,-345.23377281598493,159,-2.171281590037641,-11.044622296904178,0.2959367075583675,0.31446540880503143,356.7617825528671,10.606659629540392,-25.892544262866213,-355.8404324455253
R6B-347,2024,E1,103.81000000000518,78.5394706,78.5394706,5.497762796666,-58.76670399666082,163,-0.36053192635988235,-1.2272509304586163,0.9116804325469001,0.5214723926380368,120.71493969499014,21.825850090790137,-48.28817592704243,-80.59255408745096
R6B-347,2024,STRESS,103.81000000000518,196.3486765,157.0789412,10.995525229997,-260.61314292999185,163,-1.598853637607312,-6.367999647680436,0.6610377318081075,0.4723926380368098,270.24107394602174,20.731862111054436,-49.672718169190134,-281.3450050410463
R6B-307,2024,E1,20.73400000000288,88.7853374,88.7853374,6.2149735889724,-163.0516483889695,185,-0.8813602615619973,-3.60805056242685,0.7039637731795025,0.4702702702702703,167.2265029801482,19.276367928294036,-43.69912605061628,-182.32801631726355
R6B-307,2024,STRESS,20.73400000000288,221.9633435,177.5706748,12.4299471053758,-391.2299654053729,185,-2.1147565697587725,-8.74818729913006,0.4272510498930978,0.372972972972973,392.1088899151089,18.117220927323036,-45.084847900272976,-409.34718633269597
R6B-347,2025,E1,502.33900000000085,115.4731215,115.4731215,8.0831178017254,263.3096391982754,168,1.5673192809421157,4.452425614129257,1.2255883090962865,0.5654761904761905,239.99799891161194,63.76568260128027,-118.30923815326835,199.54395659699514
R6B-347,2025,STRESS,502.33900000000085,288.68280375,230.946243,16.1662338452643,-33.45628059526344,168,-0.1991445273527586,-0.6897830543419692,0.9743386565889952,0.5178571428571429,277.32920882996166,61.98491193076027,-120.40650521470634,-95.44119252602371
R6B-307,2025,E1,539.4049999999988,140.9943743,140.9943743,9.869605445833,247.54664595416583,204,1.2134639507557148,3.332951527869275,1.2438685091630093,0.5441176470588235,190.11460050581556,51.42053344392018,-43.809800299373855,196.12611251024566
R6B-307,2025,STRESS,539.4049999999988,352.48593575,281.9887486,19.7392090037485,-114.80889335374967,204,-0.5627886929105376,-1.8089693816815136,0.9036971504784154,0.4803921568627451,357.1817315424264,49.70786257264018,-45.54771674718285,-164.51675592638986
