dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,confirmation_bh_q,neighbor_stress,y2024.n,y2024.mean_atr,y2024.sd_atr,y2024.p,y2025.n,y2025.mean_atr,y2025.sd_atr,y2025.p,y2025_h1.n,y2025_h1.mean_atr,y2025_h1.sd_atr,y2025_h1.p,y2025_h2.n,y2025_h2.mean_atr,y2025_h2.sd_atr,y2025_h2.p
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma50,lt,0.95,4.165693418933101,48,1,,,2.940467420439284e-149,"[{'quantile': 0.9, 'cutpoint': 3.2524209508981476, 'y2025': {'n': 62164, 'mean_atr': 0.5436051074156542, 'sd_atr': 5.31328481565664, 'p': 1.5747010086700022e-143}}]",66876,0.3897467949096299,5.703229099892222,6.835653756778139e-70,66141,0.5455355988490779,5.3130660883830325,1.1493384226232349e-153,32624,0.5149383480818349,5.172473064910537,2.720966472810919e-72,33517,0.5753176410673713,5.4463410177712746,2.5201231796641555e-83
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma100,lt,0.95,6.124576007421474,48,1,,,8.809793227346128e-147,"[{'quantile': 0.9, 'cutpoint': 4.893026995803664, 'y2025': {'n': 61727, 'mean_atr': 0.53776868843104, 'sd_atr': 5.302190873587192, 'p': 4.141678086646139e-140}}]",66828,0.4127238631389524,5.649430742072687,1.4941475871641082e-79,65345,0.5413242853326025,5.29749051340945,2.093049413284999e-150,32255,0.485486432404764,5.153499839297052,3.262055524540112e-64,33090,0.5957531141687291,5.4337024588396385,1.6797668133018369e-88
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret48,lt,0.95,7.425274109003823,48,1,,,8.809793227346128e-147,"[{'quantile': 0.9, 'cutpoint': 5.890079132382748, 'y2025': {'n': 62092, 'mean_atr': 0.535157114738188, 'sd_atr': 5.283631860906002, 'p': 1.5079991047949542e-140}}]",66877,0.3892064488229704,5.688943678618667,4.7986087815153606e-70,65783,0.5384907749462566,5.282418081482914,1.0994032495324051e-150,32394,0.4703705413708825,5.1290072437620085,3.327599647472912e-61,33389,0.6045810096475257,5.426373801271238,3.9008193048434504e-92
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma50,lt,0.95,4.146601943489513,48,1,,,8.809793227346128e-147,"[{'quantile': 0.9, 'cutpoint': 3.2316154238280803, 'y2025': {'n': 63024, 'mean_atr': 0.531094891738958, 'sd_atr': 5.256130979684759, 'p': 5.924282781757227e-142}}]",67785,0.38248117552736816,5.622941775292493,3.52418452843794e-70,67060,0.530989763961739,5.258607586051728,1.0243920575137496e-150,33125,0.5030552196587258,5.136727795584641,4.596134200074012e-71,33935,0.5582575341116524,5.3748490197684555,1.3309203378789968e-81
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,dow,lt,0.9,4.0,48,1,,,8.809793227346128e-147,"[{'quantile': 0.8, 'cutpoint': 3.0, 'y2025': {'n': 42425, 'mean_atr': 0.605828330430083, 'sd_atr': 5.10388913223768, 'p': 5.170172869602965e-132}}, {'quantile': 0.95, 'cutpoint': 4.0, 'y2025': {'n': 56242, 'mean_atr': 0.5646803827881488, 'sd_atr': 5.126400109027105, 'p': 2.005755172919975e-150}}]",56527,0.3157689401619216,5.580076125576529,2.9094648281884464e-41,56242,0.5646803827881488,5.126400109027105,2.005755172919975e-150,27691,0.7064821757833936,5.065806149215953,3.855229446167355e-119,28551,0.4271498777329379,5.180874766970514,4.0954216870686825e-44
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,dow,lt,0.95,4.0,48,1,,,8.809793227346128e-147,"[{'quantile': 0.9, 'cutpoint': 4.0, 'y2025': {'n': 56242, 'mean_atr': 0.5646803827881488, 'sd_atr': 5.126400109027105, 'p': 2.005755172919975e-150}}]",56527,0.3157689401619216,5.580076125576529,2.9094648281884464e-41,56242,0.5646803827881488,5.126400109027105,2.005755172919975e-150,27691,0.7064821757833936,5.065806149215953,3.855229446167355e-119,28551,0.4271498777329379,5.180874766970514,4.0954216870686825e-44
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,dow,lt,0.95,4.0,48,1,,,8.809793227346128e-147,"[{'quantile': 0.9, 'cutpoint': 4.0, 'y2025': {'n': 284449, 'mean_atr': 0.2673195639261662, 'sd_atr': 5.460269976748716, 'p': 2.7547821223721474e-150}}]",285959,0.18790418608765466,5.819014926774026,8.211218223362829e-67,284449,0.2673195639261662,5.460269976748716,2.7547821223721474e-150,139969,0.31438325175496945,5.467241644171085,1.1688246237200636e-102,144480,0.22172531336062243,5.453139052699387,6.967437851920374e-54
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,dow,lt,0.9,4.0,48,1,,,8.809793227346128e-147,"[{'quantile': 0.8, 'cutpoint': 3.0, 'y2025': {'n': 214406, 'mean_atr': 0.29685547321438105, 'sd_atr': 5.440586869446918, 'p': 7.766788644547396e-141}}, {'quantile': 0.95, 'cutpoint': 4.0, 'y2025': {'n': 284449, 'mean_atr': 0.2673195639261662, 'sd_atr': 5.460269976748716, 'p': 2.7547821223721474e-150}}]",285959,0.18790418608765466,5.819014926774026,8.211218223362829e-67,284449,0.2673195639261662,5.460269976748716,2.7547821223721474e-150,139969,0.31438325175496945,5.467241644171085,1.1688246237200636e-102,144480,0.22172531336062243,5.453139052699387,6.967437851920374e-54
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma100,lt,0.95,6.057325788441269,48,1,,,3.5781030148171373e-146,"[{'quantile': 0.9, 'cutpoint': 4.855091562709894, 'y2025': {'n': 62526, 'mean_atr': 0.5213861631104857, 'sd_atr': 5.244810147573059, 'p': 2.137518299410998e-136}}]",67737,0.40606281570929376,5.568045248695888,2.4809803812757027e-80,66240,0.5302347941323575,5.2381523501185105,1.258713537107342e-149,32725,0.47568002814415106,5.1113695738056295,1.3480462424418173e-63,33515,0.583503620537372,5.358593655504366,2.0302988030196676e-88
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret48,lt,0.95,7.337800497498546,48,1,,,8.678016173166787e-146,"[{'quantile': 0.9, 'cutpoint': 5.820849461766548, 'y2025': {'n': 62876, 'mean_atr': 0.5217925399569661, 'sd_atr': 5.22769631737775, 'p': 3.014560644540927e-138}}]",67786,0.3851197602875822,5.611547439590321,2.0825472847291232e-71,66607,0.5269530099196106,5.227762697342574,3.3919700489238534e-149,32822,0.4619457659667579,5.0916203443331,1.0426698037904819e-60,33785,0.5901073020913002,5.3560317758368114,3.470052978833014e-91
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,dow,lt,0.95,4.0,48,1,,,1.2801778073638581e-144,"[{'quantile': 0.9, 'cutpoint': 4.0, 'y2025': {'n': 57056, 'mean_atr': 0.5508558642130265, 'sd_atr': 5.079511443105863, 'p': 6.004586338479635e-148}}]",57361,0.3095519630263851,5.500761812913194,2.1130780167678084e-41,57056,0.5508558642130265,5.079511443105863,6.004586338479635e-148,28110,0.687914509110215,5.0333464752524995,3.3403265975404e-116,28946,0.4177556601067606,5.120521868254269,8.326250666339224e-44
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,dow,lt,0.9,4.0,48,1,,,1.2801778073638581e-144,"[{'quantile': 0.8, 'cutpoint': 3.0, 'y2025': {'n': 42997, 'mean_atr': 0.5923672625919568, 'sd_atr': 5.058303668094958, 'p': 2.953031583553561e-130}}, {'quantile': 0.95, 'cutpoint': 4.0, 'y2025': {'n': 57056, 'mean_atr': 0.5508558642130265, 'sd_atr': 5.079511443105863, 'p': 6.004586338479635e-148}}]",57361,0.3095519630263851,5.500761812913194,2.1130780167678084e-41,57056,0.5508558642130265,5.079511443105863,6.004586338479635e-148,28110,0.687914509110215,5.0333464752524995,3.3403265975404e-116,28946,0.4177556601067606,5.120521868254269,8.326250666339224e-44
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,atr_regime,gt,0.05,0.7008502408058511,48,1,,,1.886407353791605e-144,"[{'quantile': 0.1, 'cutpoint': 0.750518476438419, 'y2025': {'n': 65224, 'mean_atr': 0.5158307912481153, 'sd_atr': 5.295465375629518, 'p': 1.3034941594475141e-136}}]",66876,0.3422186689558013,5.749575458326608,1.8440674118866923e-53,67988,0.5258508418366532,5.29681114093753,9.585403220485798e-148,33437,0.49998608080756,5.157829403276688,2.6535594152747474e-70,34551,0.5508816662564899,5.427881817890501,2.210102300851279e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret24,lt,0.95,5.030150634485174,48,1,,,4.460080272616127e-144,"[{'quantile': 0.9, 'cutpoint': 3.9402679908463076, 'y2025': {'n': 62363, 'mean_atr': 0.5355552271470806, 'sd_atr': 5.324477694174379, 'p': 3.1365586572629212e-139}}]",66899,0.38479638934913674,5.71549152383292,6.512244798069572e-68,66174,0.5343493883476471,5.317536367209372,2.4406317939581682e-147,32558,0.5107359545845951,5.18444340018449,1.0931180219076848e-70,33616,0.5572196339585898,5.4433186749370766,1.3601387316554127e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi14,lt,0.95,69.3216759831874,48,1,,,2.794808016312161e-143,"[{'quantile': 0.9, 'cutpoint': 64.89897664434801, 'y2025': {'n': 62049, 'mean_atr': 0.5243062462636373, 'sd_atr': 5.304452557762075, 'p': 7.462759331970171e-134}}]",66909,0.3846596676323277,5.694797233796183,2.344658152116116e-68,66079,0.5316138472608313,5.3016217205911,1.6386069514025335e-146,32546,0.5080982025941523,5.174942531842251,3.331353156494275e-70,33533,0.5544373396808874,5.4217222018421305,3.0234091179794227e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret24,lt,0.95,5.430892405695557,48,1,,,2.948174567796452e-143,"[{'quantile': 0.9, 'cutpoint': 4.271153173787598, 'y2025': {'n': 319469, 'mean_atr': 0.25254080073511725, 'sd_atr': 5.558294460022834, 'p': 1.9278647623707735e-145}}]",338067,0.2223954874278679,5.991817910208895,2.717641750897264e-103,336803,0.2471485295359763,5.565494157879381,1.8437614557826467e-146,166046,0.23144392082792004,5.641441248548072,9.782324429654823e-63,170757,0.2624198651622634,5.490608475923488,8.033421501977491e-87
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret24,lt,0.95,5.006526644610674,48,1,,,1.4374140933193918e-142,"[{'quantile': 0.9, 'cutpoint': 3.919888409674747, 'y2025': {'n': 63176, 'mean_atr': 0.5205083161701733, 'sd_atr': 5.26607067851496, 'p': 3.021475054444233e-136}}]",67809,0.37580450556192113,5.627397955378751,9.834122467532389e-68,67071,0.5221569273836583,5.260206084345562,9.551297524401836e-146,33035,0.50290513729252,5.145341375302405,1.3253574202559962e-70,34036,0.5408425216268347,5.369352801930586,4.403259230778252e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,atr_regime,gt,0.05,0.7036569762950827,48,1,,,1.5108889473499019e-142,"[{'quantile': 0.1, 'cutpoint': 0.7520764528361122, 'y2025': {'n': 66128, 'mean_atr': 0.5053580198502383, 'sd_atr': 5.234643707300663, 'p': 4.711516798011057e-136}}]",67785,0.3367448648411156,5.666525855284671,5.348316280790436e-54,68879,0.5134686466136108,5.242783170746446,1.0630081712124075e-145,33945,0.4904509157090956,5.118648335269817,9.582425395014731e-70,34934,0.535834733393074,5.360629372447155,6.84889768089967e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma20,lt,0.95,2.5413055779642115,48,1,,,1.8033254243426824e-142,"[{'quantile': 0.9, 'cutpoint': 1.9247398410451957, 'y2025': {'n': 62639, 'mean_atr': 0.5235170429242971, 'sd_atr': 5.290630283434465, 'p': 2.1147540055991324e-135}}]",66904,0.3830668932457789,5.695106565678248,8.546522849774843e-68,66546,0.5268613929637213,5.289487260521969,1.3392426150137182e-145,32774,0.5092212029057962,5.165205527442182,3.0089101205155735e-71,33772,0.5439802958702246,5.407387404850254,2.611942765235357e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret24,lt,0.9,4.271153173787598,48,1,,,2.4661246040246935e-142,"[{'quantile': 0.8, 'cutpoint': 2.824599790363645, 'y2025': {'n': 283726, 'mean_atr': 0.25009058644690785, 'sd_atr': 5.552158903767299, 'p': 3.288308340159834e-127}}, {'quantile': 0.95, 'cutpoint': 5.430892405695557, 'y2025': {'n': 336803, 'mean_atr': 0.2471485295359763, 'sd_atr': 5.565494157879381, 'p': 1.8437614557826467e-146}}]",320274,0.22648978876629988,5.979162218116981,6.005565662352615e-102,319469,0.25254080073511725,5.558294460022834,1.9278647623707735e-145,157475,0.22993435405722062,5.6406412182478185,7.402695603349059e-59,161994,0.274516615830749,5.476986220655241,1.6812081065104954e-90
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi14,lt,0.95,69.30561344687472,48,1,,,4.481350233548483e-142,"[{'quantile': 0.9, 'cutpoint': 65.12325745737388, 'y2025': {'n': 317279, 'mean_atr': 0.24650717342267067, 'sd_atr': 5.551660809752723, 'p': 4.666453703547917e-138}}]",338077,0.21976438981605823,5.9979288428123,1.0393809613289045e-100,335462,0.24618408488673132,5.557794737822032,3.6784066175937355e-145,165291,0.22957697293271925,5.639146631090511,1.5594713336113547e-61,170171,0.26231495408295524,5.477587538322026,7.269075275762876e-87
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,rsi14,lt,0.95,69.30248532600754,48,1,,,1.849327653396095e-141,"[{'quantile': 0.9, 'cutpoint': 64.87108022099164, 'y2025': {'n': 62877, 'mean_atr': 0.5092075615552324, 'sd_atr': 5.24753856762298, 'p': 8.902181343392011e-131}}]",67818,0.37773607732157666,5.612177090439831,8.776958367535668e-69,66980,0.5186280666598236,5.243437732794058,1.5902598645526145e-144,33036,0.49674908112625094,5.136999790739808,3.7587389015014687e-69,33944,0.5399217906194956,5.344983272407636,2.624619849586667e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,dow,lt,0.95,4.0,48,1,,,4.2095392299395227e-141,"[{'quantile': 0.9, 'cutpoint': 4.0, 'y2025': {'n': 281463, 'mean_atr': 0.2654056222467172, 'sd_atr': 5.508216902825108, 'p': 3.9489110975042425e-144}}]",282901,0.19080059943588845,5.8985911507963875,2.4457759461818703e-66,281463,0.2654056222467172,5.508216902825108,3.9489110975042425e-144,138430,0.31652589783365687,5.4983902053531635,8.985927447350424e-102,143033,0.21593046791519896,5.517278898454911,1.431516926093201e-49
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,dow,lt,0.9,4.0,48,1,,,4.2095392299395227e-141,"[{'quantile': 0.8, 'cutpoint': 3.0, 'y2025': {'n': 212310, 'mean_atr': 0.2940404243928527, 'sd_atr': 5.490003107434924, 'p': 1.817704721515167e-134}}, {'quantile': 0.95, 'cutpoint': 4.0, 'y2025': {'n': 281463, 'mean_atr': 0.2654056222467172, 'sd_atr': 5.508216902825108, 'p': 3.9489110975042425e-144}}]",282901,0.19080059943588845,5.8985911507963875,2.4457759461818703e-66,281463,0.2654056222467172,5.508216902825108,3.9489110975042425e-144,138430,0.31652589783365687,5.4983902053531635,8.985927447350424e-102,143033,0.21593046791519896,5.517278898454911,1.431516926093201e-49
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret12,lt,0.95,3.5615045983981637,48,1,,,5.428879247509045e-141,"[{'quantile': 0.9, 'cutpoint': 2.7205665590023433, 'y2025': {'n': 62698, 'mean_atr': 0.5244022446029389, 'sd_atr': 5.290442612212263, 'p': 5.472433932888767e-136}}]",66910,0.3800536586287974,5.70968098772045,1.9514653132101775e-66,66470,0.5254134101040046,5.301633960193953,5.381423290441625e-144,32744,0.5061224735415067,5.172710474681032,3.8163429385400686e-70,33726,0.5441426524334368,5.42388352686823,8.427479532399503e-76
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret24,lt,0.95,5.449101948101351,48,1,,,5.428879247509045e-141,"[{'quantile': 0.9, 'cutpoint': 4.283284773102547, 'y2025': {'n': 316300, 'mean_atr': 0.2535396541325944, 'sd_atr': 5.609853640861459, 'p': 1.5889626444841806e-142}}]",334734,0.22627990320058278,6.0623378393891585,1.9959435671281558e-103,333528,0.24836682569941787,5.613995100734622,5.517153706818135e-144,164334,0.23202510596715203,5.6755546219268105,1.099847751707544e-61,169194,0.26423913896396733,5.553521376211378,2.713021567250093e-85
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,lwick,lt,0.95,0.6582086425239945,48,1,,,6.646162025249587e-141,"[{'quantile': 0.9, 'cutpoint': 0.5205162016793521, 'y2025': {'n': 316849, 'mean_atr': 0.2426617142026455, 'sd_atr': 5.549995175155674, 'p': 9.557610817042801e-134}}]",338078,0.2141294081603608,5.984238516884807,3.867956362763716e-96,335664,0.24489409716332447,5.555235929789036,7.014007765859085e-144,165418,0.23370407054631737,5.635415215440357,7.900925608937206e-64,170246,0.2557667862305101,5.476200752155105,9.418144869429008e-83
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi7,lt,0.95,77.5145521981275,48,1,,,7.298948630853466e-141,"[{'quantile': 0.9, 'cutpoint': 72.06625956989893, 'y2025': {'n': 318322, 'mean_atr': 0.24347728953111258, 'sd_atr': 5.54357140287508, 'p': 1.4713061981872553e-135}}]",338078,0.2212938473866014,5.9896091118619275,2.282919599566078e-102,336004,0.24448338192926863,5.549832184458388,7.988217701059141e-144,165475,0.2334641349296409,5.64150739881516,1.37142449599237e-63,170529,0.2551760494360469,5.459397794456056,5.202773677391802e-83
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret1,lt,0.95,1.0221891217523322,48,1,,,8.29939388424353e-141,"[{'quantile': 0.9, 'cutpoint': 0.7640745414428773, 'y2025': {'n': 63389, 'mean_atr': 0.5260222611303438, 'sd_atr': 5.270248188298777, 'p': 2.3812502650284524e-139}}]",66910,0.3638125296200186,5.672155515970345,8.08337358355757e-62,66855,0.5208038004834336,5.2748262863590964,9.407536845022764e-144,32921,0.48914070456288783,5.158819605906516,2.4942644866209734e-66,33934,0.5515216875819273,5.384880266301412,2.1284155295525222e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma50,lt,0.9,3.2524209508981476,48,1,,,1.342905020193778e-140,"[{'quantile': 0.8, 'cutpoint': 2.1586990656447083, 'y2025': {'n': 54987, 'mean_atr': 0.5061310363870577, 'sd_atr': 5.322885115223771, 'p': 3.953633805443135e-110}}, {'quantile': 0.95, 'cutpoint': 4.165693418933101, 'y2025': {'n': 66141, 'mean_atr': 0.5455355988490779, 'sd_atr': 5.3130660883830325, 'p': 1.1493384226232349e-153}}]",63356,0.3987243523228311,5.7270908570721035,9.402481488125462e-69,62164,0.5436051074156542,5.31328481565664,1.5747010086700022e-143,30574,0.4994065972555663,5.17654523377244,7.602061759719059e-64,31590,0.586382101706079,5.442096066558538,9.5118269194615e-82
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,body,lt,0.95,1.0079408227081856,48,1,,,1.453233792419675e-140,"[{'quantile': 0.9, 'cutpoint': 0.7571075403231354, 'y2025': {'n': 63407, 'mean_atr': 0.5258525616781335, 'sd_atr': 5.2684303855914205, 'p': 2.146218148179378e-139}}]",66910,0.3631290516119992,5.667957954164485,1.1071980540017554e-61,66841,0.5200501171047078,5.271706719209265,1.7608758429100189e-143,32929,0.48742131460576155,5.15416509467439,5.226324201370137e-66,33912,0.5517331153792949,5.38327260275673,1.8732576079715898e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret3,lt,0.95,1.7851620489964288,48,1,,,1.5471710445577673e-140,"[{'quantile': 0.9, 'cutpoint': 1.3392776085920988, 'y2025': {'n': 63213, 'mean_atr': 0.5160216042951344, 'sd_atr': 5.2742315652951905, 'p': 1.3047796572139835e-133}}]",66910,0.37143821231968494,5.679641040316038,3.398913813273059e-64,66778,0.5204254288131411,5.273788584041928,1.9351732890028358e-143,32900,0.49514538896703403,5.1605743512384485,7.782719885958135e-68,33878,0.5449756770844947,5.381417878722492,1.5305201572612452e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma50,lt,0.95,4.407380591828296,48,1,,,1.9767085906785801e-140,"[{'quantile': 0.9, 'cutpoint': 3.4637538728109556, 'y2025': {'n': 318664, 'mean_atr': 0.24961022766891752, 'sd_atr': 5.559533267353984, 'p': 1.0229143513667248e-141}}]",338044,0.22409327464995496,5.9845258500232985,4.335106735412293e-105,336545,0.2445994268299112,5.566836716422096,2.549694476719557e-143,165947,0.22633229807769248,5.644560286883671,5.625388695819883e-60,170598,0.26236854027229883,5.49013472625939,1.0058109665229638e-86
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,lwick,lt,0.95,0.6658351130934472,48,1,,,2.1757596981306754e-140,"[{'quantile': 0.9, 'cutpoint': 0.526720961575927, 'y2025': {'n': 62654, 'mean_atr': 0.5303336503812631, 'sd_atr': 5.245290057333023, 'p': 2.622521947311391e-141}}]",66910,0.37174932228018215,5.663902385076086,1.200145406849341e-64,66290,0.5213937373636729,5.26750879273411,2.8914880290979895e-143,32636,0.4937489428199427,5.148368869921335,3.022245563165187e-67,33654,0.5482023043907479,5.380466694646753,5.828748289273337e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma20,lt,0.95,2.7576520743474,48,1,,,3.4847667235771747e-140,"[{'quantile': 0.9, 'cutpoint': 2.144559459473756, 'y2025': {'n': 321115, 'mean_atr': 0.24062277144269167, 'sd_atr': 5.560702508607236, 'p': 8.830868316819819e-133}}]",338072,0.2201048872098184,5.99610834758011,4.4850140677487625e-101,337893,0.2436741446441869,5.562225423471095,4.767309073061332e-143,166389,0.23042546370984493,5.643527127493469,2.7878668433706645e-62,171504,0.2565276919199601,5.4821821688728525,1.1744174591036148e-83
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret1,lt,0.95,1.02042580595641,48,1,,,3.7866702864661494e-140,"[{'quantile': 0.9, 'cutpoint': 0.7631998517047763, 'y2025': {'n': 64227, 'mean_atr': 0.5161184880572852, 'sd_atr': 5.2127566282920865, 'p': 6.03259604699819e-139}}]",67819,0.3581335156403659,5.590564127443934,1.7527008185023073e-62,67753,0.5103284077337928,5.217205638245028,5.3283352999054635e-143,33386,0.47896487529998094,5.11479393648378,1.2434939433878351e-65,34367,0.5407966736236073,5.314701849179558,2.2696005315052917e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma20,lt,0.95,2.5274555664379244,48,1,,,5.056479964009407e-140,"[{'quantile': 0.9, 'cutpoint': 1.9145746898584324, 'y2025': {'n': 63496, 'mean_atr': 0.50823513231721, 'sd_atr': 5.234762183674934, 'p': 3.505632088792674e-132}}]",67813,0.37607486735900814,5.612764747648335,3.544241309621283e-68,67446,0.5126915901216755,5.232028552806709,7.312764175592092e-143,33238,0.4955885766206322,5.124018731994667,1.3729623139344244e-69,34208,0.5293096315958241,5.334903826998279,3.273069589132643e-75
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret3,lt,0.95,1.7810559051937633,48,1,,,5.6983571877446815e-140,"[{'quantile': 0.9, 'cutpoint': 1.3356489793956041, 'y2025': {'n': 64051, 'mean_atr': 0.5050626290308116, 'sd_atr': 5.218484744777052, 'p': 1.701850051720849e-132}}]",67819,0.36788493821048074,5.60233141943355,1.4613666301700166e-65,67660,0.5105042362521965,5.219141298398944,8.463788818570118e-143,33354,0.484997660191996,5.1198313337283,4.665509045703482e-67,34306,0.5353029985069603,5.313873505407748,1.0799181922771072e-77
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,body,lt,0.95,1.0110450270350626,48,1,,,9.461569412142382e-140,"[{'quantile': 0.9, 'cutpoint': 0.7582541662738711, 'y2025': {'n': 64229, 'mean_atr': 0.5144621999205471, 'sd_atr': 5.211679494011039, 'p': 3.958332750065895e-138}}]",67819,0.35750726781004766,5.586097830358796,2.285333254064943e-62,67743,0.5093251739591456,5.214568957210964,1.4423124103875583e-142,33391,0.47886620757693854,5.112151067619359,1.110245090150839e-65,34352,0.5389320482741279,5.312136575914835,7.057290558080754e-79
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,lwick,lt,0.95,0.6686635879947169,48,1,,,9.915126901581287e-140,"[{'quantile': 0.9, 'cutpoint': 0.5282455825447391, 'y2025': {'n': 63468, 'mean_atr': 0.5174509556681043, 'sd_atr': 5.19065884224979, 'p': 3.4558581491784e-139}}]",67819,0.36289060439762355,5.579749039959402,2.4001716195243014e-64,67175,0.5111807127707877,5.21227916648452,1.5732498427521616e-142,33095,0.48219803037721193,5.107441686336752,4.0685697815887194e-66,34080,0.5393257208052771,5.312030355799045,2.20591502164804e-78
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret24,lt,0.9,4.283284773102547,48,1,,,9.915126901581287e-140,"[{'quantile': 0.8, 'cutpoint': 2.8343795058136543, 'y2025': {'n': 281045, 'mean_atr': 0.24888626058988608, 'sd_atr': 5.603734369994491, 'p': 1.389898805158593e-122}}, {'quantile': 0.95, 'cutpoint': 5.449101948101351, 'y2025': {'n': 333528, 'mean_atr': 0.24836682569941787, 'sd_atr': 5.613995100734622, 'p': 5.517153706818135e-144}}]",317116,0.23012976597838672,6.047570425894495,7.177709623021575e-102,316300,0.2535396541325944,5.609853640861459,1.5889626444841806e-142,155823,0.2318613633535124,5.677918725574953,1.857262068152952e-58,160477,0.2745892519196224,5.542899342102162,1.2152547001192233e-87
