dataset,feature,operator,quantile,cutpoint,horizon_bars,direction,hour_start,hour_width,confirmation_bh_q,neighbor_stress,y2024.n,y2024.mean_atr,y2024.sd_atr,y2024.p,y2025.n,y2025.mean_atr,y2025.sd_atr,y2025.p,y2025_h1.n,y2025_h1.mean_atr,y2025_h1.sd_atr,y2025_h1.p,y2025_h2.n,y2025_h2.mean_atr,y2025_h2.sd_atr,y2025_h2.p
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma20,lt,0.95,2.7683823246482455,48,1,21.0,8.0,7.271817277127192e-115,"[{'quantile': 0.9, 'cutpoint': 2.1513439903268066, 'y2025': {'n': 96602, 'mean_atr': 0.44255566956442877, 'sd_atr': 6.282164788055437, 'p': 2.877661176635407e-106}}]",101731,0.3458946981211109,6.737130201308853,2.859597214528446e-60,101269,0.452921712319292,6.2769217213092405,1.1113510613495669e-116,49650,0.6316836397244744,6.641470621991387,1.105135929170893e-99,51619,0.2809786352417178,5.90003930321051,2.7708401426812754e-27
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma5,gt,0.2,-0.5942933079074384,48,1,,,8.58885891782739e-115,"[{'quantile': 0.1, 'cutpoint': -0.939361634893947, 'y2025': {'n': 322090, 'mean_atr': 0.23837242960848337, 'sd_atr': 5.56604575582129, 'p': 1.730360860680905e-130}}, {'quantile': 0.3, 'cutpoint': -0.35594980338543797, 'y2025': {'n': 251884, 'mean_atr': 0.23184336451158813, 'sd_atr': 5.5563902132119285, 'p': 2.255520834371729e-97}}]",284697,0.2086371382973362,6.024408323751346,3.0714286069680335e-76,287843,0.23850851524073963,5.574501421298928,1.3159915164901254e-116,141312,0.23660026307073592,5.665828723278607,1.5635476052533842e-55,146531,0.24034880112323245,5.485005481222313,3.7989375040181365e-63
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,volz,lt,0.7,0.26750542670379557,48,1,,,8.676330385712672e-115,"[{'quantile': 0.3, 'cutpoint': -0.7384085774878806, 'y2025': {'n': 19168, 'mean_atr': 0.5970248744446448, 'sd_atr': 5.689576505386718, 'p': 8.07324407862678e-48}}, {'quantile': 0.8, 'cutpoint': 0.7784421701920526, 'y2025': {'n': 58615, 'mean_atr': 0.5119949502846138, 'sd_atr': 5.152242519521452, 'p': 6.754532298850226e-128}}]",49948,0.36607635401745886,5.431472861261031,2.833755006416331e-51,51620,0.5186978007743346,5.134026949804516,1.332785272664587e-116,25622,0.49073921730108777,5.104608050831118,1.9566330757208146e-53,25998,0.5462520290131042,5.162806393826651,2.9491853704821838e-65
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,volz,gt,0.2,-0.9442870671956561,48,1,,,1.1876250227046173e-114,"[{'quantile': 0.1, 'cutpoint': -1.3000883956641807, 'y2025': {'n': 322862, 'mean_atr': 0.2397764894703191, 'sd_atr': 5.586870257198942, 'p': 2.388271824917442e-131}}, {'quantile': 0.3, 'cutpoint': -0.6632869210827671, 'y2025': {'n': 248089, 'mean_atr': 0.22717022630744219, 'sd_atr': 5.52881302032079, 'p': 4.367935615879031e-93}}]",281863,0.19618659143362174,5.97360834037679,4.383335725735722e-68,286439,0.23817155022991437,5.556498699769944,1.8289722441589244e-116,140848,0.2301751619109184,5.574991560175193,3.753763252589072e-54,145591,0.24590743570328805,5.538557691797515,2.2380419569410948e-64
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma20,lt,0.8,1.4066621016861285,48,1,,,1.36347481915976e-114,"[{'quantile': 0.7, 'cutpoint': 0.8890630579794283, 'y2025': {'n': 249470, 'mean_atr': 0.24001667425979642, 'sd_atr': 5.570060462131899, 'p': 9.606247478902151e-103}}, {'quantile': 0.9, 'cutpoint': 2.144559459473756, 'y2025': {'n': 321115, 'mean_atr': 0.24062277144269167, 'sd_atr': 5.560702508607236, 'p': 8.830868316819819e-133}}]",284692,0.2349595197143805,5.967485258205009,5.5160385618791163e-98,285685,0.23868079217481075,5.562529161214001,2.1051147340842133e-116,140699,0.21549447429515178,5.655514869597802,2.4355223711472792e-46,144986,0.26118152837934183,5.470707615976106,7.616531192056131e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,ret6,lt,0.8,1.3961151856305691,48,1,,,3.005856021445154e-114,"[{'quantile': 0.7, 'cutpoint': 0.8776906691309517, 'y2025': {'n': 248128, 'mean_atr': 0.2457311225581303, 'sd_atr': 5.609862725834587, 'p': 1.5133643942119343e-105}}, {'quantile': 0.9, 'cutpoint': 2.130480712815412, 'y2025': {'n': 318455, 'mean_atr': 0.24034358331328215, 'sd_atr': 5.617320007694164, 'p': 8.424370560229038e-129}}]",281890,0.22113193214417012,6.051699295340468,7.6355957659431455e-84,283528,0.2413261422801589,5.611358370106796,4.6525914027997223e-116,139464,0.222642868620549,5.681955067127287,1.722459190757784e-48,144064,0.25941285428082417,5.54211898772665,1.2925831473932093e-70
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,rsi7,lt,0.8,64.46930080948137,48,1,,,3.1871315840016435e-114,"[{'quantile': 0.7, 'cutpoint': 59.168139240689584, 'y2025': {'n': 47732, 'mean_atr': 0.5178728552789377, 'sd_atr': 5.283843137152382, 'p': 1.0103428777359789e-101}}, {'quantile': 0.9, 'cutpoint': 71.66414641360659, 'y2025': {'n': 62313, 'mean_atr': 0.5129446684814715, 'sd_atr': 5.277458702490561, 'p': 4.8838281216673355e-130}}]",56344,0.38061751099265967,5.682060697062332,6.300989375999448e-57,54955,0.5149726145856639,5.272345884260712,4.945634923579786e-116,26966,0.47896469820978993,5.1596878210469495,1.8150539436553315e-52,27989,0.5496644389806696,5.3785190467229524,1.5532631555566767e-65
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,lwick,gt,0.2,0.02211281862445064,48,1,,,3.275332011069082e-114,"[{'quantile': 0.1, 'cutpoint': 0.0, 'y2025': {'n': 319246, 'mean_atr': 0.2317670856050137, 'sd_atr': 5.540459472869557, 'p': 1.6556067906756754e-123}}, {'quantile': 0.3, 'cutpoint': 0.05847459240432104, 'y2025': {'n': 264991, 'mean_atr': 0.2280063605186961, 'sd_atr': 5.5619001826532575, 'p': 7.502077230892283e-99}}]",284697,0.21866949390994417,6.007718165327716,5.134835777109648e-84,299302,0.23278286518491859,5.562200281693305,5.095302299896398e-116,147496,0.22652392402666005,5.634556150885785,8.82368128972672e-54,151806,0.23886410561730262,5.490997290271513,1.9574828258268658e-64
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,hour,gt,0.3,7.0,48,1,,,3.6249725820313e-114,"[{'quantile': 0.2, 'cutpoint': 5.0, 'y2025': {'n': 54440, 'mean_atr': 0.589527699890851, 'sd_atr': 5.654649139162805, 'p': 1.0594725519520322e-130}}, {'quantile': 0.7, 'cutpoint': 16.0, 'y2025': {'n': 20816, 'mean_atr': 0.6590624267723181, 'sd_atr': 4.779698021616154, 'p': 4.5756828966720806e-88}}]",48449,0.3598116310240816,6.182262860700403,1.4298797132237697e-37,48248,0.5923752881860789,5.684121528780263,5.653392980888403e-116,23746,0.5914455515256241,5.441490602487086,5.74655028199892e-63,24502,0.5932763381713521,5.909879800614064,1.2180710385328927e-55
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,atr_regime,gt,0.05,0.8100422429414695,48,1,,,3.7114500307685895e-114,"[{'quantile': 0.1, 'cutpoint': 0.8545730343152567, 'y2025': {'n': 315010, 'mean_atr': 0.2183420815439492, 'sd_atr': 5.593849817305214, 'p': 2.213300209920598e-106}}]",334710,0.1984195951612877,6.063995502384065,6.40611813330382e-80,333256,0.22332518334387538,5.632160541762389,5.80276740270261e-116,164329,0.22655816545890012,5.684812497713433,1.0385555628312733e-58,168927,0.22018019930947064,5.580480093218916,3.8575807900949526e-59
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma10,lt,0.8,0.823263839652928,48,1,,,5.035937113749689e-114,"[{'quantile': 0.7, 'cutpoint': 0.5189921811776521, 'y2025': {'n': 49229, 'mean_atr': 0.5061699111400615, 'sd_atr': 5.241192461925337, 'p': 7.364249535460136e-102}}, {'quantile': 0.9, 'cutpoint': 1.2833002734077723, 'y2025': {'n': 63754, 'mean_atr': 0.49700054459478415, 'sd_atr': 5.213491123222931, 'p': 5.114815714224837e-128}}]",57111,0.3739647494944503,5.600114087208923,2.484003775742971e-57,56532,0.5020894705988679,5.218327241817293,7.893256654993846e-116,27839,0.4705145272715203,5.11906098582895,4.400628255030376e-53,28693,0.5327246376183511,5.312776428189169,1.057944898357726e-64
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,volz,lt,0.7,0.39746370419320276,48,1,,,5.747227352044879e-114,"[{'quantile': 0.3, 'cutpoint': -0.6632869210827671, 'y2025': {'n': 102874, 'mean_atr': 0.276159697704258, 'sd_atr': 5.842206587974086, 'p': 6.380214774346985e-52}}, {'quantile': 0.8, 'cutpoint': 0.8102287293999189, 'y2025': {'n': 282745, 'mean_atr': 0.25462454563993553, 'sd_atr': 5.6245533303420725, 'p': 4.928601397030425e-128}}]",246630,0.2666625734191564,5.987080871897759,2.064474867801424e-108,249156,0.25799996647751905,5.630796924783484,9.030587068175585e-116,122716,0.24029889316738962,5.71277598563398,3.832278130453608e-49,126440,0.27517969530008973,5.550043188850693,1.439346737437271e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma50,lt,0.7,1.4796330572497223,48,1,,,5.7821002130265836e-114,"[{'quantile': 0.3, 'cutpoint': -1.2210850566782967, 'y2025': {'n': 101843, 'mean_atr': 0.3124573618827694, 'sd_atr': 5.472131607098168, 'p': 3.443015855906496e-74}}, {'quantile': 0.8, 'cutpoint': 2.312886941360768, 'y2025': {'n': 282359, 'mean_atr': 0.2553913753808789, 'sd_atr': 5.5468677968589715, 'p': 3.4180865689220203e-132}}]",249085,0.2518482039903182,5.982900157253878,5.451429000155143e-98,246226,0.25550709593517745,5.5435954932412725,9.107983059137404e-116,120953,0.2430393873772769,5.590167298005802,1.1901366556063886e-51,125273,0.26754485948521417,5.49825090479826,1.79473578832156e-66
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,body,lt,0.7,0.3347060241063292,48,1,,,6.259661414050318e-114,"[{'quantile': 0.3, 'cutpoint': -0.31832914321203437, 'y2025': {'n': 104234, 'mean_atr': 0.2596773235093424, 'sd_atr': 5.5619103437641435, 'p': 2.4186737999569122e-51}}, {'quantile': 0.8, 'cutpoint': 0.5465878894885537, 'y2025': {'n': 286000, 'mean_atr': 0.24796553203121574, 'sd_atr': 5.585852469724765, 'p': 1.3862848594494e-124}}]",249110,0.22731867176957152,6.004017608277147,1.211364388652772e-79,249512,0.25543332058023405,5.579723906643634,9.884706110367137e-116,123079,0.24571152474680746,5.658412888307894,2.0931595677300372e-52,126433,0.26489721773827285,5.50204737037408,1.067445068878141e-65
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,uwick,gt,0.2,0.022332498530379438,48,1,,,6.781929684882904e-114,"[{'quantile': 0.1, 'cutpoint': 0.0, 'y2025': {'n': 319613, 'mean_atr': 0.23815241248827165, 'sd_atr': 5.53169412328495, 'p': 7.51579106114944e-131}}, {'quantile': 0.3, 'cutpoint': 0.05782292431433243, 'y2025': {'n': 263666, 'mean_atr': 0.23534039642777538, 'sd_atr': 5.556425069401273, 'p': 7.147097491786387e-105}}]",284697,0.20172645248035398,5.948683599407153,3.5564660407122e-73,298338,0.23258170493290595,5.556326638989566,1.0735934655947374e-115,147444,0.2289245274927845,5.613296456188193,2.8451894633159967e-55,150894,0.23615526564758818,5.500105644508555,1.8720251828186063e-62
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,sma10,lt,0.8,0.953764395719667,48,1,,,9.299640454084052e-114,"[{'quantile': 0.7, 'cutpoint': 0.6040237319955465, 'y2025': {'n': 248022, 'mean_atr': 0.24707297860654173, 'sd_atr': 5.62021874311993, 'p': 2.9896236628785063e-106}}, {'quantile': 0.9, 'cutpoint': 1.4499965230717708, 'y2025': {'n': 318332, 'mean_atr': 0.2380716729328146, 'sd_atr': 5.608893564557023, 'p': 9.676094067830173e-127}}]",281890,0.2244551842760074,6.050390552358324,2.3167137342679073e-86,283620,0.2408635160917091,5.613857489329051,1.4757872202775661e-115,139462,0.22065401625811165,5.694172497704534,1.8381818007586604e-47,144158,0.26041468401713236,5.534999361831105,2.268318501470381e-71
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret6,gt,0.2,-1.339606100262174,48,1,,,9.426378329886792e-114,"[{'quantile': 0.1, 'cutpoint': -2.0833698210138367, 'y2025': {'n': 322645, 'mean_atr': 0.2343837465798805, 'sd_atr': 5.566418127202398, 'p': 2.0184884741166673e-126}}, {'quantile': 0.3, 'cutpoint': -0.8089175613847972, 'y2025': {'n': 252296, 'mean_atr': 0.22818909860148281, 'sd_atr': 5.5714753500232295, 'p': 4.874740099741012e-94}}]",284697,0.20651250410869607,6.01848523303212,7.091195816030948e-75,288513,0.23682993547000128,5.567426681977618,1.4995841073576942e-115,141911,0.23931127542903857,5.650448755549012,2.643012071326334e-57,146602,0.2344279939212711,5.485882737503008,3.579734990433606e-60
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret12,lt,0.8,1.9925336519670263,48,1,,,1.0122787418051522e-113,"[{'quantile': 0.7, 'cutpoint': 1.252081694890845, 'y2025': {'n': 249453, 'mean_atr': 0.23795457151593213, 'sd_atr': 5.571859136123806, 'p': 5.996919442806434e-101}}, {'quantile': 0.9, 'cutpoint': 3.0221243283246215, 'y2025': {'n': 321006, 'mean_atr': 0.2394172342188686, 'sd_atr': 5.565615229638444, 'p': 3.3537878737306256e-131}}]",284697,0.2326099837315788,5.977377455723735,9.178817947221626e-96,285730,0.23793511849875776,5.567149843513851,1.6143281998768844e-115,140617,0.21251094521172262,5.658783601209498,4.871627039057164e-45,145113,0.2625715809459749,5.476799663604081,1.6284039249955336e-74
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret3,lt,0.8,0.8422735838686819,48,1,,,1.1195959792804952e-113,"[{'quantile': 0.7, 'cutpoint': 0.5140180868182025, 'y2025': {'n': 49332, 'mean_atr': 0.514478230780768, 'sd_atr': 5.196618603773205, 'p': 3.649275568121074e-107}}, {'quantile': 0.9, 'cutpoint': 1.3356489793956041, 'y2025': {'n': 64051, 'mean_atr': 0.5050626290308116, 'sd_atr': 5.218484744777052, 'p': 1.701850051720849e-132}}]",57111,0.3721134900171044,5.579818702804749,3.490208350208023e-57,56666,0.4992535140040782,5.203128936508697,1.7898481688779022e-115,27917,0.4627707650182618,5.108401768679152,9.354026669586052e-52,28749,0.5346804472343484,5.293340885471565,9.369333274344032e-66
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,lwick,gt,0.2,0.04756679213298499,48,1,,,1.1481919272361595e-113,"[{'quantile': 0.1, 'cutpoint': 0.012970758992676159, 'y2025': {'n': 64714, 'mean_atr': 0.5037084937759012, 'sd_atr': 5.299855824064768, 'p': 3.822215566542716e-129}}, {'quantile': 0.3, 'cutpoint': 0.08486220757905313, 'y2025': {'n': 51119, 'mean_atr': 0.5005235921894574, 'sd_atr': 5.352975163812567, 'p': 3.356631623109165e-99}}]",56345,0.36314750779032756,5.806765476330319,7.509738904958974e-50,57848,0.5069580728613693,5.338526232698326,1.8400511654425632e-115,28456,0.4674981561333374,5.1823482038161774,2.7112416371275153e-52,29392,0.5451613727529342,5.485313706808747,4.235641935178168e-65
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,sma100,lt,0.8,3.335392190179709,48,1,,,1.3063827396533706e-113,"[{'quantile': 0.7, 'cutpoint': 2.2248474678311148, 'y2025': {'n': 48804, 'mean_atr': 0.462637493266208, 'sd_atr': 5.284847481616545, 'p': 2.518715389990808e-83}}, {'quantile': 0.9, 'cutpoint': 4.855091562709894, 'y2025': {'n': 62526, 'mean_atr': 0.5213861631104857, 'sd_atr': 5.244810147573059, 'p': 2.137518299410998e-136}}]",57042,0.4348702012379612,5.545153860401289,2.806301630756379e-78,55710,0.5092096977220854,5.263537387187138,2.0986683317602223e-115,27448,0.39496867940031205,5.151036410305882,5.654323421106828e-37,28262,0.6201603548198148,5.368307262307271,5.143849402022311e-84
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,ret3,gt,0.2,-0.9462237703884652,48,1,,,1.596634302492885e-113,"[{'quantile': 0.1, 'cutpoint': -1.4876935651530838, 'y2025': {'n': 321903, 'mean_atr': 0.23710107256517052, 'sd_atr': 5.570375564006234, 'p': 7.522902910586678e-129}}, {'quantile': 0.3, 'cutpoint': -0.5695717953480864, 'y2025': {'n': 251612, 'mean_atr': 0.23604418574619163, 'sd_atr': 5.546293790712472, 'p': 4.074504538239174e-101}}]",284697,0.20349360339395545,6.024216750234563,1.2718359388634915e-72,287626,0.23661777748476615,5.559615959512122,2.571190324527316e-115,141301,0.23358083886509667,5.654187474292204,2.212720730352797e-54,146325,0.23955044424641248,5.466756735778959,4.625920114017188e-63
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,ret12,lt,0.8,1.7515832332536405,48,1,,,2.0949385851933564e-113,"[{'quantile': 0.7, 'cutpoint': 1.09989479532474, 'y2025': {'n': 48660, 'mean_atr': 0.4990905928035134, 'sd_atr': 5.248661180725536, 'p': 1.092972597455255e-97}}, {'quantile': 0.9, 'cutpoint': 2.7109974156424914, 'y2025': {'n': 63563, 'mean_atr': 0.512214012675146, 'sd_atr': 5.230736573291768, 'p': 1.429196603792095e-134}}]",57111,0.3587583935287367,5.643071167269316,3.92884883205283e-52,55946,0.5060072432952528,5.246295323505445,3.3818387886368673e-115,27542,0.4643459731596304,5.154488799313398,1.5473581834632943e-50,28404,0.5464041839400674,5.333586929072009,8.525189931268722e-67
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,rsi14,lt,0.7,56.38214594507686,48,1,,,3.586998577912903e-113,"[{'quantile': 0.3, 'cutpoint': 44.65349192542249, 'y2025': {'n': 102991, 'mean_atr': 0.3181694357700972, 'sd_atr': 5.544154874658658, 'p': 9.568838227004791e-76}}, {'quantile': 0.8, 'cutpoint': 60.06422239959874, 'y2025': {'n': 281583, 'mean_atr': 0.2466578298479975, 'sd_atr': 5.5488595460288215, 'p': 5.096620671176681e-123}}]",249109,0.24673755932509508,5.979470601230216,3.026705751637926e-94,245357,0.2550600243043401,5.54374816295715,5.804477060881574e-115,120302,0.2364155011903078,5.614661415483024,2.6263070045785393e-48,125055,0.27299591986760674,5.474625908143838,1.3492865184683594e-69
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,hour,lt,0.95,22.0,48,1,,,4.189323466408454e-113,"[{'quantile': 0.9, 'cutpoint': 21.0, 'y2025': {'n': 61279, 'mean_atr': 0.44667816468859106, 'sd_atr': 5.217783949477898, 'p': 1.1406687398464463e-99}}]",64522,0.30510307094680644,5.7849549923590144,6.314171846584096e-41,64262,0.46770846657605847,5.2041022709163345,6.79553329643335e-115,31622,0.4187219343749497,4.932899822610993,1.7607729582061318e-51,32640,0.5151671712716304,5.453656264365279,2.6512839663240802e-65
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma50,gt,0.2,-1.7570093251231185,48,1,,,4.197410521024766e-113,"[{'quantile': 0.1, 'cutpoint': -2.842701641884215, 'y2025': {'n': 63781, 'mean_atr': 0.5075308773572631, 'sd_atr': 5.314228424127504, 'p': 1.561657723248491e-128}}, {'quantile': 0.3, 'cutpoint': -0.9612014776340277, 'y2025': {'n': 49668, 'mean_atr': 0.5403253737813019, 'sd_atr': 5.331040392822045, 'p': 5.660075968791385e-113}}]",56316,0.3277221433003611,5.736430519223166,7.152258638394907e-42,56922,0.5103905307300951,5.344902364710128,6.825057757763847e-115,27870,0.4820420622183605,5.252008098679751,5.414308770015497e-53,29052,0.5375856228897411,5.432475888983518,7.86922272304855e-64
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,sma50,gt,0.1,-3.2130407116652764,48,1,,,4.335227960448699e-113,"[{'quantile': 0.05, 'cutpoint': -4.152851680367627, 'y2025': {'n': 339872, 'mean_atr': 0.2270001913230653, 'sd_atr': 5.575938722300475, 'p': 1.6180479217522618e-124}}, {'quantile': 0.2, 'cutpoint': -2.05997920197909, 'y2025': {'n': 287928, 'mean_atr': 0.21562800919945502, 'sd_atr': 5.59686573625431, 'p': 6.070406645746147e-95}}]",320252,0.21458245186992808,6.021231270990844,1.8846398015224414e-90,323116,0.2239211496605369,5.587279873742565,7.066096230093446e-115,158608,0.2247408418409616,5.687970988941415,8.604469740174204e-56,164508,0.223130855344438,5.488468380281298,4.380616103977423e-61
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,ret24,gt,0.2,-2.1787493808702836,48,1,,,4.477317039885611e-113,"[{'quantile': 0.1, 'cutpoint': -3.5545638689690704, 'y2025': {'n': 63674, 'mean_atr': 0.4968519389286959, 'sd_atr': 5.302219126826078, 'p': 1.3099118234559714e-123}}, {'quantile': 0.3, 'cutpoint': -1.2166040421200954, 'y2025': {'n': 49335, 'mean_atr': 0.5383987107771353, 'sd_atr': 5.316724727042484, 'p': 4.916975825321961e-112}}]",56336,0.33397835454711045,5.703708774726628,6.50873698679482e-44,56536,0.510032965079045,5.323727326135161,7.315191223703038e-115,27669,0.5021887355341822,5.1939660455129975,3.362160681859515e-58,28867,0.5175516537989262,5.445281140421429,1.1621451494675208e-58
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,atr_regime,lt,0.7,1.049409500153176,48,1,,,4.7002944780658176e-113,"[{'quantile': 0.3, 'cutpoint': 0.932099848617974, 'y2025': {'n': 108484, 'mean_atr': 0.33266928873926627, 'sd_atr': 5.885505649365701, 'p': 2.3357095310953835e-77}}, {'quantile': 0.8, 'cutpoint': 1.0940779117319044, 'y2025': {'n': 284310, 'mean_atr': 0.2500636072056877, 'sd_atr': 5.668715727949385, 'p': 2.467963607159144e-122}}]",249085,0.2480646729199028,6.075751646678796,2.6795747421586087e-92,249295,0.25981944837150034,5.695423939415458,7.697871272316985e-115,122905,0.2680247971226447,5.801751104516924,5.4048186535570834e-59,126390,0.2518403488520811,5.590100805420572,9.83395526482291e-58
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,lwick,gt,0.2,0.04769118566331646,48,1,,,4.7215637100106417e-113,"[{'quantile': 0.1, 'cutpoint': 0.01298678870300633, 'y2025': {'n': 65573, 'mean_atr': 0.4939780741998226, 'sd_atr': 5.245917145527952, 'p': 1.8322963762926345e-128}}, {'quantile': 0.3, 'cutpoint': 0.08521733806901075, 'y2025': {'n': 51793, 'mean_atr': 0.48757575263521225, 'sd_atr': 5.292252074503487, 'p': 1.3117709917440294e-97}}]",57111,0.35702785158814404,5.72540949763775,3.180795847256778e-50,58617,0.49648775601656325,5.27744500574362,7.751159936696644e-115,28863,0.4571947758704484,5.135116178886743,1.0926744906904857e-51,29754,0.5346040861220049,5.411749976352993,4.153890499953215e-65
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_news_clean.csv,body,gt,0.2,-0.5333668241083107,48,1,,,5.180129028130549e-113,"[{'quantile': 0.1, 'cutpoint': -0.850147587970662, 'y2025': {'n': 318472, 'mean_atr': 0.24005445498899772, 'sd_atr': 5.617436877995099, 'p': 1.6941943259356442e-128}}, {'quantile': 0.3, 'cutpoint': -0.31779518060030204, 'y2025': {'n': 247658, 'mean_atr': 0.23333406544598256, 'sd_atr': 5.628559906115246, 'p': 1.4652201193917873e-94}}]",281890,0.2110533874725418,6.077422903773117,6.516183171334083e-76,283532,0.24042976387266604,5.62175735016422,8.524211698104132e-115,139586,0.2386192179376577,5.671125306054068,1.1003639767747293e-55,143946,0.24218546993524562,5.573486249712257,4.609372930447492e-61
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_raw.csv,hour,gt,0.3,7.0,48,1,,,7.024319767363955e-113,"[{'quantile': 0.2, 'cutpoint': 5.0, 'y2025': {'n': 55363, 'mean_atr': 0.5742004133295316, 'sd_atr': 5.582747280393609, 'p': 2.1949512374390264e-129}}, {'quantile': 0.7, 'cutpoint': 16.0, 'y2025': {'n': 21307, 'mean_atr': 0.6471840987500727, 'sd_atr': 4.757367481851397, 'p': 9.511646529166146e-88}}]",49385,0.35114452311790884,6.065276068571883,7.021825096721514e-38,49171,0.5750725159808733,5.602948653626854,1.1586393612521846e-114,24234,0.5743767596212829,5.380923048248673,5.249422415546341e-62,24937,0.5757486582441093,5.810700484837592,3.4914901672565176e-55
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m5_2024_2025_news_clean.csv,sma20,lt,0.8,1.2471588313747695,48,1,,,9.660053267530053e-113,"[{'quantile': 0.7, 'cutpoint': 0.7939862413441678, 'y2025': {'n': 48207, 'mean_atr': 0.5107561251638586, 'sd_atr': 5.300555411942585, 'p': 2.3956860365760795e-99}}, {'quantile': 0.9, 'cutpoint': 1.9247398410451957, 'y2025': {'n': 62639, 'mean_atr': 0.5235170429242971, 'sd_atr': 5.290630283434465, 'p': 2.1147540055991324e-135}}]",56340,0.377942894791103,5.704952259461338,1.0242177677122797e-55,55200,0.5133336977067098,5.302462382345815,1.5971710960620748e-114,27112,0.47010962494124076,5.190790261741913,2.738893968561429e-50,28088,0.5550558231986421,5.407832158454692,2.5741408747483527e-66
D:\MT5_Backtests\Research\PhenomenonDiscovery\phase_ib_v1\xauusd_m1_2024_2025_raw.csv,range,lt,0.9,1.5163081196338175,48,1,20.0,8.0,1.2769928073631824e-112,"[{'quantile': 0.8, 'cutpoint': 1.2642866322551307, 'y2025': {'n': 87200, 'mean_atr': 0.45116121951381816, 'sd_atr': 6.298041480960994, 'p': 2.556138094110465e-99}}, {'quantile': 0.95, 'cutpoint': 1.7625632774703484, 'y2025': {'n': 101441, 'mean_atr': 0.4593951663123838, 'sd_atr': 6.293455318938118, 'p': 1.4565059015581107e-119}}]",97061,0.3886081416746486,6.850904517541958,6.887718840097037e-70,96691,0.4587881102549158,6.2755155181991,2.1163420509771314e-114,47591,0.6241005998375886,6.583305857132942,5.1291642697556056e-95,49100,0.2985562020730628,5.9577303929182195,1.1972806378752236e-28
