run_stage,symbol,asset_class,day_key,side,entry_time,exit_time,duration_minutes,entry,initial_stop,exit,exit_reason,gross_r,commission_r,net_r,net_r_commission_x1_5
RUN,USDJPY,FOREX,20240208,LONG,2024.02.08 02:34,2024.02.08 23:59,1285.000000,148.252,147.624,149.262,EOD,1.59060671,0.02350673,1.56709997,1.55534661
RUN,EURUSD,FOREX,20240208,LONG,2024.02.08 03:45,2024.02.08 13:36,591.000000,1.07837,1.07526,1.07526,STOP,-1.00000000,0.03215434,-1.03215434,-1.04823151
RUN,XAUUSD,METAL,20240208,SHORT,2024.02.08 10:29,2024.02.08 23:59,810.000000,2030.54,2044.52,2034.39,EOD,-0.27539342,0.00465228,-0.28004570,-0.28237184
RUN,GBPUSD,FOREX,20240208,SHORT,2024.02.08 13:30,2024.02.08 23:59,629.000000,1.25945,1.26408,1.26185,EOD,-0.51835853,0.02159827,-0.53995680,-0.55075594
RUN,GBPUSD,FOREX,20240212,LONG,2024.02.12 01:32,2024.02.12 23:59,1347.000000,1.26422,1.25981,1.26255,EOD,-0.37868481,0.02267574,-0.40136054,-0.41269841
RUN,USDJPY,FOREX,20240212,SHORT,2024.02.12 09:08,2024.02.12 23:59,891.000000,148.995,149.568,149.351,EOD,-0.62218742,0.02610285,-0.64829026,-0.66134169
RUN,USDJPY,FOREX,20240213,LONG,2024.02.13 03:40,2024.02.13 23:59,1219.000000,149.474,148.919,150.611,EOD,2.02559768,0.02683195,1.99876573,1.98534975
RUN,USDJPY,FOREX,20240215,SHORT,2024.02.15 01:43,2024.02.15 23:59,1336.000000,150.334,150.772,149.927,EOD,0.93449225,0.03442341,0.90006885,0.88285714
RUN,XAUUSD,METAL,20240215,LONG,2024.02.15 10:16,2024.02.15 23:59,823.000000,1996.05,1984.18,2004.06,EOD,0.67481045,0.00539189,0.66941855,0.66672261
RUN,USDJPY,FOREX,20240220,LONG,2024.02.20 00:21,2024.02.20 15:21,900.000000,150.185,149.867,149.867,STOP,-1.00000000,0.04712757,-1.04712757,-1.07069136
RUN,BTCUSD,CRYPTO,20240220,SHORT,2024.02.20 01:40,2024.02.20 14:34,774.000000,51689.36,52492.28,52493.95,STOP,-1.00207991,0.05190221,-1.05398212,-1.07993323
RUN,EURUSD,FOREX,20240220,SHORT,2024.02.20 03:06,2024.02.20 10:26,440.000000,1.07618,1.07891,1.07891,STOP,-1.00000000,0.03663004,-1.03663004,-1.05494505
RUN,XAUUSD,METAL,20240220,LONG,2024.02.20 09:26,2024.02.20 23:59,873.000000,2022.97,2011.38,2024.10,EOD,0.09749784,0.00558698,0.09191086,0.08911737
RUN,GBPUSD,FOREX,20240222,LONG,2024.02.22 00:01,2024.02.22 23:59,1438.000000,1.26409,1.26014,1.26561,EOD,0.38481013,0.02531646,0.35949367,0.34683544
RUN,ETHUSD,CRYPTO,20240226,LONG,2024.02.26 00:00,2024.02.26 23:59,1439.000000,3104.43,2906.56,3185.43,EOD,0.40935968,0.01271514,0.39664454,0.39028698
RUN,GBPUSD,FOREX,20240228,SHORT,2024.02.28 06:30,2024.02.28 23:59,1049.000000,1.26595,1.26960,1.26621,EOD,-0.07123288,0.02739726,-0.09863014,-0.11232877
RUN,XAUUSD,METAL,20240228,SHORT,2024.02.28 08:52,2024.02.28 23:59,907.000000,2028.72,2039.42,2034.59,EOD,-0.54859813,0.00607598,-0.55467411,-0.55771210
RUN,USDJPY,FOREX,20240229,SHORT,2024.02.29 02:35,2024.02.29 23:59,1284.000000,150.363,150.837,149.987,EOD,0.79774065,0.03182180,0.76591885,0.75000796
RUN,USDJPY,FOREX,20240312,LONG,2024.03.12 04:06,2024.03.12 23:59,1193.000000,147.139,146.475,147.612,EOD,0.70685167,0.02205947,0.68479220,0.67376246
RUN,XAUUSD,METAL,20240312,SHORT,2024.03.12 08:44,2024.03.12 23:59,915.000000,2174.78,2188.94,2158.53,EOD,1.14759887,0.00489640,1.14270247,1.14025428
RUN,GBPUSD,FOREX,20240314,LONG,2024.03.14 10:12,2024.03.14 15:47,335.000000,1.28104,1.27732,1.27732,STOP,-1.00000000,0.02688172,-1.02688172,-1.04032258
RUN,ETHUSD,CRYPTO,20240314,SHORT,2024.03.14 14:23,2024.03.14 23:59,576.000000,3930.76,4086.84,3866.54,EOD,0.41145566,0.01998283,0.39147283,0.38148142
RUN,EURUSD,FOREX,20240318,LONG,2024.03.18 11:34,2024.03.18 18:17,403.000000,1.08998,1.08726,1.08726,STOP,-1.00000000,0.03676471,-1.03676471,-1.05514706
RUN,GBPUSD,FOREX,20240318,SHORT,2024.03.18 16:41,2024.03.18 23:59,438.000000,1.27239,1.27581,1.27307,EOD,-0.19883041,0.02923977,-0.22807018,-0.24269006
RUN,USDJPY,FOREX,20240319,LONG,2024.03.19 03:11,2024.03.19 23:59,1248.000000,149.321,148.900,150.795,EOD,3.45720450,0.03536818,3.42183632,3.40415222
RUN,BTCUSD,CRYPTO,20240319,SHORT,2024.03.19 03:21,2024.03.19 23:59,1238.000000,66566.93,68936.36,63925.63,EOD,1.11474068,0.02202936,1.09271132,1.08169664
RUN,GBPUSD,FOREX,20240319,SHORT,2024.03.19 03:22,2024.03.19 23:59,1237.000000,1.27169,1.27458,1.27232,EOD,-0.21799308,0.03460208,-0.25259516,-0.26989619
RUN,USDJPY,FOREX,20240327,LONG,2024.03.27 03:20,2024.03.27 11:21,481.000000,151.592,151.199,151.198,STOP,-1.00257772,0.03847338,-1.04105109,-1.06028778
RUN,EURUSD,FOREX,20240327,SHORT,2024.03.27 03:27,2024.03.27 23:59,1232.000000,1.08240,1.08641,1.08276,EOD,-0.08977556,0.02493766,-0.11471322,-0.12718204
RUN,ETHUSD,CRYPTO,20240327,SHORT,2024.03.27 11:03,2024.03.27 23:59,776.000000,3543.82,3679.34,3508.09,EOD,0.26365112,0.02081437,0.24283675,0.23242956
RUN,BTCUSD,CRYPTO,20240327,LONG,2024.03.27 15:29,2024.03.27 16:03,34.000000,71565.93,69284.78,69279.09,STOP,-1.00249436,0.02469720,-1.02719155,-1.03954015
RUN,EURUSD,FOREX,20240328,SHORT,2024.03.28 00:48,2024.03.28 23:59,1391.000000,1.08105,1.08390,1.07897,EOD,0.72982456,0.03508772,0.69473684,0.67719298
RUN,GBPUSD,FOREX,20240328,SHORT,2024.03.28 10:35,2024.03.28 14:57,262.000000,1.26047,1.26406,1.26406,STOP,-1.00000000,0.02785515,-1.02785515,-1.04178273
RUN,ETHUSD,CRYPTO,20240401,LONG,2024.04.01 00:00,2024.04.01 17:07,1027.000000,3628.00,3473.95,3473.59,STOP,-1.00233690,0.01843970,-1.02077660,-1.02999646
RUN,BTCUSD,CRYPTO,20240401,LONG,2024.04.01 00:33,2024.04.01 07:57,444.000000,71071.28,69023.72,69022.48,STOP,-1.00060560,0.02736794,-1.02797354,-1.04165751
RUN,USDJPY,FOREX,20240401,LONG,2024.04.01 14:23,2024.04.01 23:59,576.000000,151.490,151.162,151.622,EOD,0.40121665,0.04608507,0.35513157,0.33208904
RUN,EURUSD,FOREX,20240410,SHORT,2024.04.10 14:30,2024.04.10 23:59,569.000000,1.08469,1.08848,1.07437,EOD,2.72295515,0.02638522,2.69656992,2.68337731
RUN,BTCUSD,CRYPTO,20240412,SHORT,2024.04.12 16:38,2024.04.12 22:54,376.000000,69557.60,71296.56,66978.68,EOD,1.48302434,0.03140642,1.45161791,1.43591470
RUN,ETHUSD,CRYPTO,20240417,SHORT,2024.04.17 16:18,2024.04.17 23:59,461.000000,2985.88,3127.84,2999.79,EOD,-0.09798535,0.01686579,-0.11485114,-0.12328404
RUN,GBPUSD,FOREX,20240419,SHORT,2024.04.19 02:17,2024.04.19 22:58,1241.000000,1.24287,1.24839,1.23718,EOD,1.03079710,0.01811594,1.01268116,1.00362319
RUN,XAUUSD,METAL,20240419,LONG,2024.04.19 04:13,2024.04.19 23:44,1171.000000,2392.75,2361.52,2389.88,EOD,-0.09189882,0.00245027,-0.09434909,-0.09557423
RUN,BTCUSD,CRYPTO,20240423,LONG,2024.04.23 00:53,2024.04.23 23:59,1386.000000,66842.76,64517.37,66350.49,EOD,-0.21169352,0.02291112,-0.23460465,-0.24606021
RUN,USDJPY,FOREX,20240423,LONG,2024.04.23 01:49,2024.04.23 23:59,1330.000000,154.843,154.471,154.757,EOD,-0.23075326,0.04152479,-0.27227805,-0.29304045
RUN,ETHUSD,CRYPTO,20240423,LONG,2024.04.23 16:13,2024.04.23 23:59,466.000000,3236.51,3128.04,3209.15,EOD,-0.25223564,0.02376937,-0.27600502,-0.28788970
RUN,USDJPY,FOREX,20240424,LONG,2024.04.24 06:00,2024.04.24 23:59,1079.000000,154.868,154.541,155.221,EOD,1.07481450,0.04726121,1.02755329,1.00392268
RUN,BTCUSD,CRYPTO,20240424,SHORT,2024.04.24 16:22,2024.04.24 23:59,457.000000,65792.31,67240.20,64370.55,EOD,0.98195305,0.03595932,0.94599373,0.92801406
RUN,GBPUSD,FOREX,20240425,LONG,2024.04.25 04:48,2024.04.25 23:59,1151.000000,1.24690,1.24217,1.25100,EOD,0.86680761,0.02114165,0.84566596,0.83509514
RUN,XAUUSD,METAL,20240425,SHORT,2024.04.25 06:11,2024.04.25 17:35,684.000000,2311.76,2337.19,2337.28,STOP,-1.00353913,0.00292507,-1.00646420,-1.00792674
RUN,EURUSD,FOREX,20240425,LONG,2024.04.25 08:12,2024.04.25 23:59,947.000000,1.07140,1.06776,1.07280,EOD,0.38461538,0.02747253,0.35714286,0.34340659
RUN,ETHUSD,CRYPTO,20240429,LONG,2024.04.29 00:00,2024.04.29 23:59,1439.000000,3307.01,3102.34,3175.57,EOD,-0.64220452,0.01266933,-0.65487386,-0.66120852
RUN,USDJPY,FOREX,20240507,LONG,2024.05.07 01:01,2024.05.07 23:59,1378.000000,154.001,152.809,154.594,EOD,0.49174422,0.01281953,0.47892470,0.47251493
RUN,GBPUSD,FOREX,20240507,SHORT,2024.05.07 08:00,2024.05.07 23:59,959.000000,1.25371,1.25934,1.25085,EOD,0.50799290,0.01776199,0.49023091,0.48134991
RUN,EURUSD,FOREX,20240507,SHORT,2024.05.07 08:32,2024.05.07 23:59,927.000000,1.07548,1.07905,1.07565,EOD,-0.04761905,0.02801120,-0.07563025,-0.08963585
RUN,BTCUSD,CRYPTO,20240508,SHORT,2024.05.08 00:15,2024.05.08 23:59,1424.000000,62801.26,64397.72,61476.70,EOD,0.82968568,0.03113838,0.79854730,0.78297810
RUN,USDJPY,FOREX,20240508,LONG,2024.05.08 00:43,2024.05.08 23:59,1396.000000,154.741,153.850,155.505,EOD,0.84832683,0.01726698,0.83105985,0.82242636
RUN,ETHUSD,CRYPTO,20240508,SHORT,2024.05.08 01:03,2024.05.08 23:59,1376.000000,3020.46,3130.44,2971.99,EOD,0.44071649,0.02179469,0.41892180,0.40802446
RUN,XAUUSD,METAL,20240508,SHORT,2024.05.08 04:33,2024.05.08 23:59,1166.000000,2309.95,2329.86,2308.89,EOD,0.05323958,0.00371177,0.04952780,0.04767192
RUN,EURUSD,FOREX,20240509,SHORT,2024.05.09 09:40,2024.05.09 14:38,298.000000,1.07347,1.07573,1.07573,STOP,-1.00000000,0.04424779,-1.04424779,-1.06637168
RUN,GBPUSD,FOREX,20240509,SHORT,2024.05.09 13:00,2024.05.09 14:38,98.000000,1.24669,1.25078,1.25078,STOP,-1.00000000,0.02444988,-1.02444988,-1.03667482
RUN,XAUUSD,METAL,20240509,LONG,2024.05.09 15:30,2024.05.09 23:59,509.000000,2321.40,2303.64,2346.26,EOD,1.39977477,0.00420510,1.39556968,1.39346713
RUN,ETHUSD,CRYPTO,20240510,LONG,2024.05.10 00:36,2024.05.10 16:50,974.000000,3029.84,2951.41,2951.09,STOP,-1.00408007,0.03050328,-1.03458335,-1.04983499
RUN,USDJPY,FOREX,20240513,LONG,2024.05.13 02:11,2024.05.13 23:59,1308.000000,155.895,155.258,156.188,EOD,0.45722433,0.02437360,0.43285074,0.42066394
RUN,GBPUSD,FOREX,20240513,LONG,2024.05.13 13:10,2024.05.13 23:59,649.000000,1.25404,1.25017,1.25575,EOD,0.44186047,0.02583979,0.41602067,0.40310078
RUN,USDJPY,FOREX,20240515,SHORT,2024.05.15 07:13,2024.05.15 23:59,1006.000000,156.169,156.772,154.827,EOD,2.25345778,0.02599834,2.22745944,2.21446027
RUN,GBPUSD,FOREX,20240521,LONG,2024.05.21 11:58,2024.05.21 15:02,184.000000,1.27247,1.26882,1.26881,STOP,-1.00273973,0.02739726,-1.03013699,-1.04383562
RUN,BTCUSD,CRYPTO,20240523,SHORT,2024.05.23 15:37,2024.05.23 23:59,502.000000,68900.96,70657.71,67974.90,EOD,0.52714387,0.03116570,0.49597817,0.48039532
RUN,USDJPY,FOREX,20240527,SHORT,2024.05.27 00:01,2024.05.27 23:59,1438.000000,156.813,157.138,156.933,EOD,-0.36974180,0.04835122,-0.41809303,-0.44226864
RUN,XAUUSD,METAL,20240527,LONG,2024.05.27 06:00,2024.05.27 21:30,930.000000,2347.37,2325.34,2352.57,EOD,0.23604176,0.00341348,0.23262828,0.23092154
RUN,USDJPY,FOREX,20240528,LONG,2024.05.28 00:33,2024.05.28 05:24,291.000000,156.958,156.655,156.653,STOP,-1.00661772,0.05170096,-1.05831868,-1.08416917
RUN,EURUSD,FOREX,20240528,LONG,2024.05.28 02:41,2024.05.28 23:59,1278.000000,1.08696,1.08402,1.08565,EOD,-0.44557823,0.03401361,-0.47959184,-0.49659864
RUN,ETHUSD,CRYPTO,20240528,SHORT,2024.05.28 20:36,2024.05.28 23:59,203.000000,3818.25,3978.57,3843.91,EOD,-0.16005489,0.01911717,-0.17917206,-0.18873064
RUN,ETHUSD,CRYPTO,20240529,SHORT,2024.05.29 16:29,2024.05.29 23:59,450.000000,3774.84,3931.94,3778.06,EOD,-0.02049650,0.01923081,-0.03972731,-0.04934271
RUN,ETHUSD,CRYPTO,20240530,SHORT,2024.05.30 08:55,2024.05.30 23:59,904.000000,3744.29,3888.66,3752.28,EOD,-0.05534391,0.02077044,-0.07611435,-0.08649956
RUN,ETHUSD,CRYPTO,20240531,LONG,2024.05.31 14:30,2024.05.31 22:54,504.000000,3826.09,3703.11,3793.67,EOD,-0.26362010,0.02478374,-0.28840384,-0.30079571
RUN,ETHUSD,CRYPTO,20240604,SHORT,2024.06.04 02:19,2024.06.04 23:59,1300.000000,3757.39,3851.92,3813.42,EOD,-0.59272189,0.03203559,-0.62475747,-0.64077527
RUN,GBPUSD,FOREX,20240606,LONG,2024.06.06 01:41,2024.06.06 23:59,1338.000000,1.27947,1.27545,1.27905,EOD,-0.10447761,0.02487562,-0.12935323,-0.14179104
RUN,BTCUSD,CRYPTO,20240606,SHORT,2024.06.06 22:01,2024.06.06 23:59,118.000000,70379.57,71761.68,70732.20,EOD,-0.25513888,0.04083952,-0.29597840,-0.31639816
RUN,XAUUSD,METAL,20240607,LONG,2024.06.07 03:20,2024.06.07 11:07,467.000000,2378.46,2353.43,2353.40,STOP,-1.00119856,0.00302476,-1.00422332,-1.00573570
RUN,USDJPY,FOREX,20240611,LONG,2024.06.11 02:09,2024.06.11 23:59,1310.000000,157.187,156.701,157.103,EOD,-0.17240601,0.03224350,-0.20464951,-0.22077126
RUN,BTCUSD,CRYPTO,20240611,SHORT,2024.06.11 03:52,2024.06.11 23:59,1207.000000,69168.04,70184.45,67394.34,EOD,1.74506351,0.05374303,1.69132048,1.66444896
RUN,ETHUSD,CRYPTO,20240611,SHORT,2024.06.11 03:52,2024.06.11 23:59,1207.000000,3643.38,3718.31,3501.43,EOD,1.89443481,0.03814125,1.85629355,1.83722293
RUN,XAUUSD,METAL,20240612,LONG,2024.06.12 15:30,2024.06.12 23:59,509.000000,2319.88,2297.72,2324.64,EOD,0.21480144,0.00335344,0.21144800,0.20977128
RUN,EURUSD,FOREX,20240620,LONG,2024.06.20 01:29,2024.06.20 09:59,510.000000,1.07530,1.07244,1.07244,STOP,-1.00000000,0.03496503,-1.03496503,-1.05244755
RUN,USDJPY,FOREX,20240620,LONG,2024.06.20 03:31,2024.06.20 23:59,1228.000000,158.125,157.595,158.904,EOD,1.45767298,0.02973447,1.42793851,1.41307127
RUN,ETHUSD,CRYPTO,20240620,LONG,2024.06.20 03:33,2024.06.20 23:59,1226.000000,3588.00,3465.33,3516.57,EOD,-0.58229396,0.02316645,-0.60546041,-0.61704363
RUN,XAUUSD,METAL,20240620,LONG,2024.06.20 04:33,2024.06.20 23:59,1166.000000,2334.95,2323.72,2359.67,EOD,2.20124666,0.00668868,2.19455798,2.19121363
RUN,BTCUSD,CRYPTO,20240620,LONG,2024.06.20 09:17,2024.06.20 16:21,424.000000,65717.15,64666.62,64665.57,STOP,-1.00099950,0.04964455,-1.05064404,-1.07546632
RUN,GBPUSD,FOREX,20240620,SHORT,2024.06.20 10:15,2024.06.20 23:59,824.000000,1.26993,1.27392,1.26602,EOD,0.97994987,0.02506266,0.95488722,0.94235589
RUN,ETHUSD,CRYPTO,20240624,SHORT,2024.06.24 00:00,2024.06.24 23:59,1439.000000,3435.67,3547.49,3351.46,EOD,0.75308532,0.02427877,0.72880655,0.71666716
RUN,GBPUSD,FOREX,20240626,SHORT,2024.06.26 09:14,2024.06.26 23:59,885.000000,1.26695,1.27017,1.26243,EOD,1.40372671,0.03105590,1.37267081,1.35714286
RUN,ETHUSD,CRYPTO,20240626,SHORT,2024.06.26 19:09,2024.06.26 23:59,290.000000,3329.19,3429.79,3389.90,EOD,-0.60347913,0.02671606,-0.63019519,-0.64355322
RUN,ETHUSD,CRYPTO,20240627,LONG,2024.06.27 14:07,2024.06.27 23:59,592.000000,3425.96,3326.20,3448.90,EOD,0.22995188,0.02756560,0.20238629,0.18860349
RUN,EURUSD,FOREX,20240701,LONG,2024.07.01 00:00,2024.07.01 23:59,1439.000000,1.07332,1.06853,1.07385,EOD,0.11064718,0.02087683,0.08977035,0.07933194
RUN,EURUSD,FOREX,20240703,LONG,2024.07.03 00:00,2024.07.03 23:59,1439.000000,1.07473,1.07099,1.07851,EOD,1.01069519,0.02673797,0.98395722,0.97058824
RUN,BTCUSD,CRYPTO,20240703,SHORT,2024.07.03 03:55,2024.07.03 23:59,1204.000000,61762.96,63252.01,60207.41,EOD,1.04465935,0.03276461,1.01189473,0.99551243
RUN,ETHUSD,CRYPTO,20240703,SHORT,2024.07.03 03:55,2024.07.03 23:59,1204.000000,3400.95,3464.85,3298.60,EOD,1.60172144,0.04193772,1.55978372,1.53881487
RUN,USDJPY,FOREX,20240703,LONG,2024.07.03 06:57,2024.07.03 16:01,544.000000,161.747,161.269,161.251,STOP,-1.03775304,0.03373819,-1.07149123,-1.08836032
RUN,EURUSD,FOREX,20240705,LONG,2024.07.05 00:00,2024.07.05 22:59,1379.000000,1.08138,1.07836,1.08366,EOD,0.75496689,0.03311258,0.72185430,0.70529801
RUN,GBPUSD,FOREX,20240705,LONG,2024.07.05 02:47,2024.07.05 22:58,1211.000000,1.27676,1.27409,1.28139,EOD,1.73408240,0.03745318,1.69662921,1.67790262
RUN,XAUUSD,METAL,20240705,LONG,2024.07.05 05:39,2024.07.05 23:58,1099.000000,2362.50,2350.43,2391.28,EOD,2.38442419,0.00630161,2.37812258,2.37497177
RUN,EURUSD,FOREX,20240710,LONG,2024.07.10 23:02,2024.07.10 23:59,57.000000,1.08334,1.08053,1.08289,EOD,-0.16014235,0.03558719,-0.19572954,-0.21352313
RUN,EURUSD,FOREX,20240711,LONG,2024.07.11 00:00,2024.07.11 23:59,1439.000000,1.08306,1.08108,1.08657,EOD,1.77272727,0.05050505,1.72222222,1.69696970
RUN,BTCUSD,CRYPTO,20240715,LONG,2024.07.15 00:00,2024.07.15 07:47,467.000000,61284.30,56543.77,62805.92,EOD,0.32098099,0.01047058,0.31051041,0.30527512
RUN,ETHUSD,CRYPTO,20240715,LONG,2024.07.15 00:00,2024.07.15 07:47,467.000000,3255.17,3046.44,3334.85,EOD,0.38173717,0.01262879,0.36910838,0.36279398
RUN,EURUSD,FOREX,20240717,LONG,2024.07.17 00:30,2024.07.17 22:49,1339.000000,1.08995,1.08832,1.09392,EOD,2.43558282,0.06134969,2.37423313,2.34355828
RUN,GBPUSD,FOREX,20240717,LONG,2024.07.17 02:00,2024.07.17 22:50,1250.000000,1.29781,1.29618,1.30085,EOD,1.86503067,0.06134969,1.80368098,1.77300613
RUN,BTCUSD,CRYPTO,20240719,LONG,2024.07.19 15:56,2024.07.19 22:50,414.000000,65109.52,63228.03,66992.94,EOD,1.00102578,0.02808465,0.97294113,0.95889881
RUN,XAUUSD,METAL,20240724,LONG,2024.07.24 04:14,2024.07.24 23:59,1185.000000,2412.01,2388.30,2397.72,EOD,-0.60269928,0.00324571,-0.60594499,-0.60756784
RUN,BTCUSD,CRYPTO,20240725,SHORT,2024.07.25 00:32,2024.07.25 22:50,1338.000000,65473.59,67104.21,64974.22,EOD,0.30624548,0.03199956,0.27424592,0.25824614
RUN,GBPUSD,FOREX,20240729,LONG,2024.07.29 03:39,2024.07.29 10:18,399.000000,1.28779,1.28498,1.28498,STOP,-1.00000000,0.03558719,-1.03558719,-1.05338078
RUN,EURUSD,FOREX,20240729,LONG,2024.07.29 04:34,2024.07.29 11:00,386.000000,1.08682,1.08421,1.08420,STOP,-1.00383142,0.03831418,-1.04214559,-1.06130268
RUN,XAUUSD,METAL,20240802,LONG,2024.08.02 08:48,2024.08.02 17:51,543.000000,2462.32,2430.26,2430.26,STOP,-1.00000000,0.00244171,-1.00244171,-1.00366257
RUN,EURUSD,FOREX,20240808,LONG,2024.08.08 07:02,2024.08.08 15:40,518.000000,1.09366,1.09054,1.09046,STOP,-1.02564103,0.03205128,-1.05769231,-1.07371795
RUN,XAUUSD,METAL,20240808,LONG,2024.08.08 14:05,2024.08.08 23:59,594.000000,2407.10,2379.04,2427.12,EOD,0.71347113,0.00275650,0.71071463,0.70933638
RUN,USDJPY,FOREX,20240809,LONG,2024.08.09 02:11,2024.08.09 23:58,1307.000000,147.547,145.444,146.580,EOD,-0.45625622,0.00691601,-0.46317224,-0.46663024
RUN,GBPUSD,FOREX,20240812,LONG,2024.08.12 00:00,2024.08.12 23:59,1439.000000,1.27756,1.27262,1.27600,EOD,-0.31578947,0.02024291,-0.33603239,-0.34615385
RUN,XAUUSD,METAL,20240812,LONG,2024.08.12 09:53,2024.08.12 23:59,846.000000,2437.06,2416.90,2472.26,EOD,1.74603175,0.00389629,1.74213546,1.74018732
RUN,USDJPY,FOREX,20240812,LONG,2024.08.12 16:07,2024.08.12 23:59,472.000000,147.817,146.267,147.140,EOD,-0.43418482,0.00943654,-0.44362137,-0.44833964
RUN,EURUSD,FOREX,20240812,LONG,2024.08.12 16:45,2024.08.12 23:59,434.000000,1.09315,1.09057,1.09313,EOD,-0.00775194,0.03875969,-0.04651163,-0.06589147
RUN,GBPUSD,FOREX,20240813,LONG,2024.08.13 09:00,2024.08.13 23:59,899.000000,1.27940,1.27467,1.28593,EOD,1.38054968,0.02114165,1.35940803,1.34883721
RUN,BTCUSD,CRYPTO,20240813,LONG,2024.08.13 19:42,2024.08.13 23:59,257.000000,60690.89,57660.90,60574.19,EOD,-0.03851498,0.01600864,-0.05452362,-0.06252794
