run_stage;symbol;asset_class;commission_rule;swap_mode;day_key;broker_day_start;side;signal_time;entry_time;exit_time;entry;entry_breakout_level;entry_channel_opposite;n20_entry;initial_stop;exit_channel_level;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250115;2025.01.15 00:00;LONG;2024.12.19 05:20;2024.12.19 05:20;2025.01.15 16:27;155.411;155.411;148.645;1.478;152.454;156.023;156.023;2.957;1939.40000000;0.20225327;10.00000000;0.00515623;0.19709704;0.19451892;DONCHIAN_EXIT;USDJPY_20241219_LONG;1.12613179;0.16609261;2025.01.10 15:34:43;2024.12.19 08:33:43;32294.214600;193.210367;0.92387852;1;2024.12.19 10:37:32;317.028100;0.16609261;1;2025.01.08 13:31:42;29291.188983;0.16609261;0;;;;0;;;;0;;;;0.20225327;1.12613179;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250324;2025.03.24 00:00;SHORT;2025.01.21 02:20;2025.01.21 02:20;2025.03.24 16:53;154.975;154.975;158.881;1.221;157.417;150.148;150.148;2.442;1551.17000000;2.07251945;10.00000000;0.00644675;2.06607271;2.06284933;DONCHIAN_EXIT;USDJPY_20250121_SHORT;3.70709207;0.73448429;2025.03.11 03:52:16;2025.01.23 07:31:41;70651.751850;3191.177600;1.65518931;1;2025.01.27 12:52:32;9272.020633;0.73448429;1;2025.02.05 12:34:26;22213.919500;0.73448429;1;2025.02.20 06:20:42;43440.189600;0.73448429;1;2025.03.06 10:45:41;63865.170933;0.73448429;0;;;;0.07037913;3.70709207;1.56151808;3.70709207;2.07074660;3.70709207;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250501;2025.05.01 00:00;SHORT;2025.04.03 12:12;2025.04.03 12:12;2025.05.01 08:23;146.544;146.544;151.214;1.296;149.137;144.032;144.032;2.593;1738.34000000;1.00329050;10.00000000;0.00575261;0.99753788;0.99466157;DONCHIAN_EXIT;USDJPY_20250403_SHORT;2.73283707;0.67617382;2025.04.22 09:00:16;2025.04.09 21:08:17;27167.295317;9175.325767;1.73239412;1;2025.04.03 17:00:42;287.740133;0.09288747;1;2025.04.09 15:35:16;8842.296767;0.62629290;1;2025.04.17 02:35:40;19582.709150;0.67617382;0;;;;0;;;;-0.67617382;2.73283707;1.00044295;2.73283707;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250522;2025.05.22 00:00;LONG;2025.05.09 03:22;2025.05.09 03:22;2025.05.22 03:42;146.176;146.176;139.887;1.679;142.818;143.283;143.283;3.358;2351.53000000;-0.85862396;10.00000000;0.00425255;-0.86287651;-0.86500279;DONCHIAN_EXIT;USDJPY_20250509_LONG;0.70803690;0.85862396;2025.05.12 21:19:15;2025.05.21 20:27:40;5396.637617;18305.060283;1.56666085;1;2025.05.12 10:57:19;4774.714850;0.39640149;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250626;2025.06.26 00:00;LONG;2025.06.23 00:00;2025.06.23 00:00;2025.06.26 10:49;146.754;146.285;142.115;1.373;144.008;142.794;144.008;2.746;1906.77000000;-1.00003671;10.00000000;0.00524447;-1.00528118;-1.00790342;STOP;USDJPY_20250623_LONG;0.45206816;1.00003671;2025.06.23 14:07:40;2025.06.26 10:49:39;847.674683;4969.652533;1.45210487;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250814;2025.08.14 00:00;LONG;2025.07.15 15:38;2025.07.15 15:38;2025.08.14 03:55;148.030;148.030;142.683;1.248;145.535;146.619;146.619;2.495;1714.43000000;-0.56132942;10.00000000;0.00583284;-0.56716226;-0.57007869;DONCHIAN_EXIT;USDJPY_20250715_LONG;1.11732179;0.86939099;2025.08.01 04:47:15;2025.07.24 04:43:40;23828.586733;12305.004917;1.67865121;1;2025.07.30 21:53:15;21974.596250;0.86939099;1;2025.07.31 17:02:39;23123.989583;0.86939099;0;;;;0;;;;0;;;;-0.56132942;1.11732179;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250909;2025.09.09 00:00;LONG;2025.09.02 11:07;2025.09.02 11:07;2025.09.09 11:30;148.778;148.778;146.215;1.057;146.664;146.662;146.657;2.114;1441.39000000;-1.00335787;10.00000000;0.00693775;-1.01029562;-1.01376449;STOP_AND_DONCHIAN;USDJPY_20250902_LONG;0.16793512;1.00335787;2025.09.03 10:23:41;2025.09.09 11:30:05;1396.029700;10102.430183;1.17129299;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20250924;2025.09.24 00:00;SHORT;2025.09.16 20:12;2025.09.16 20:12;2025.09.24 13:12;146.308;146.308;149.139;1.087;148.481;148.376;148.377;2.173;1463.62000000;-0.95271997;10.00000000;0.00683237;-0.95955234;-0.96296853;DONCHIAN_EXIT;USDJPY_20250916_SHORT;0.38320056;0.95589702;2025.09.17 21:09:43;2025.09.22 06:00:40;1497.636750;7788.586867;1.33909758;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20251001;2025.10.01 00:00;LONG;2025.09.25 15:32;2025.09.25 15:32;2025.10.01 11:36;149.139;149.139;145.481;1.086;146.968;145.481;146.965;2.171;1477.26000000;-1.00135386;10.00000000;0.00676929;-1.00812315;-1.01150779;STOP;USDJPY_20250925_LONG;0.36925795;1.00135386;2025.09.26 02:30:40;2025.10.01 11:36:05;658.174683;8403.578617;1.37061181;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20251204;2025.12.04 00:00;LONG;2025.10.06 06:12;2025.10.06 06:12;2025.12.04 13:05;149.958;149.957;145.481;1.062;147.835;154.664;154.664;2.123;1436.33000000;2.11839898;10.00000000;0.00696219;2.11143679;2.10795569;DONCHIAN_EXIT;USDJPY_20251006_LONG;3.49930726;0.27032785;2025.11.20 17:42:14;2025.10.17 10:21:16;65489.597633;16088.619733;1.77789227;1;2025.10.07 17:06:18;2093.667817;0.09483893;1;2025.10.08 03:00:41;2688.045567;0.09483893;1;2025.10.30 16:06:31;35153.878550;0.27032785;1;2025.11.19 17:07:05;64014.447050;0.27032785;0;;;;-0.27032785;3.49930726;1.30342609;3.49930726;2.11839898;3.49930726;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20251230;2025.12.30 00:00;LONG;2025.12.19 19:13;2025.12.19 19:13;2025.12.30 23:59;157.544;157.544;154.344;1.023;155.498;154.394;156.409;2.046;1315.58000000;-0.55158941;10.00000000;0.00760121;-0.55919062;-0.56299123;TEST_END;USDJPY_20251219_LONG;0.10744310;0.97143465;2025.12.19 23:55:40;2025.12.24 04:11:16;282.359233;6297.947500;1.07887776;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;

