london_day;symbol;fundednext_model;commission_usd_per_lot_side;side;entry_time_server;exit_time_server;entry_time_london;exit_time_london;server_utc_offset_h;london_utc_offset_h;or_high;or_low;entry;stop;exit;risk_price;gross_r;commission_r;net_r;exit_reason
2023-07-10;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.07.10 11:15;2023.07.10 11:45;2023.07.10 09:15;2023.07.10 09:45;3;1;142.508;142.284;142.279;142.508;142.508;0.229;-1.00000000;0.06223163;-1.06223163;STOP
2023-07-11;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.07.11 12:00;2023.07.11 14:30;2023.07.11 10:00;2023.07.11 12:30;3;1;140.618;140.430;140.410;140.618;140.618;0.208;-1.00000000;0.06760411;-1.06760411;STOP
2023-07-13;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.07.13 11:30;2023.07.13 15:30;2023.07.13 09:30;2023.07.13 13:30;3;1;138.520;138.226;138.556;138.226;138.226;0.330;-1.00000000;0.04188657;-1.04188657;STOP
2023-07-14;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.07.14 11:30;2023.07.14 17:45;2023.07.14 09:30;2023.07.14 15:45;3;1;138.341;138.137;138.364;138.137;138.736;0.227;1.63876652;0.06085316;1.57791336;TIME_1600
2023-07-17;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.07.17 11:45;2023.07.17 14:30;2023.07.17 09:45;2023.07.17 12:30;3;1;138.674;138.307;138.205;138.674;138.674;0.469;-1.00000000;0.02956830;-1.02956830;STOP
2023-07-19;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.07.19 11:15;2023.07.19 14:30;2023.07.19 09:15;2023.07.19 12:30;3;1;139.740;139.401;139.792;139.401;139.401;0.391;-1.00000000;0.03565189;-1.03565189;STOP
2023-07-24;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.07.24 11:30;2023.07.24 17:45;2023.07.24 09:30;2023.07.24 15:45;3;1;141.578;141.363;141.357;141.578;141.185;0.221;0.77828054;0.06406150;0.71421904;TIME_1600
2023-07-25;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.07.25 11:45;2023.07.25 14:45;2023.07.25 09:45;2023.07.25 12:45;3;1;141.432;141.205;141.461;141.205;141.205;0.256;-1.00000000;0.05515720;-1.05515720;STOP
2023-07-27;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.07.27 11:30;2023.07.27 17:45;2023.07.27 09:30;2023.07.27 15:45;3;1;140.043;139.836;140.138;139.836;141.030;0.302;2.95364238;0.04630273;2.90733966;TIME_1600
2023-07-28;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.07.28 11:30;2023.07.28 14:45;2023.07.28 09:30;2023.07.28 12:45;3;1;140.060;139.606;139.558;140.060;140.060;0.502;-1.00000000;0.02790023;-1.02790023;STOP
2023-08-01;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.08.01 11:45;2023.08.01 13:00;2023.08.01 09:45;2023.08.01 11:00;3;1;142.808;142.637;142.625;142.808;142.808;0.183;-1.00000000;0.07803964;-1.07803964;STOP
2023-08-02;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.02 12:00;2023.08.02 17:45;2023.08.02 10:00;2023.08.02 15:45;3;1;142.635;142.228;142.657;142.228;143.199;0.429;1.26340326;0.03315320;1.23025006;TIME_1600
2023-08-04;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.04 11:45;2023.08.04 14:00;2023.08.04 09:45;2023.08.04 12:00;3;1;142.716;142.602;142.736;142.602;142.602;0.134;-1.00000000;0.10641694;-1.10641694;STOP
2023-08-08;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.08 12:45;2023.08.08 13:00;2023.08.08 10:45;2023.08.08 11:00;3;1;143.184;142.993;143.250;142.993;142.993;0.257;-1.00000000;0.05563901;-1.05563901;STOP
2023-08-09;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.09 11:15;2023.08.09 17:45;2023.08.09 09:15;2023.08.09 15:45;3;1;143.334;143.212;143.382;143.212;143.579;0.170;1.15882353;0.08423890;1.07458463;TIME_1600
2023-08-10;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.10 12:00;2023.08.10 14:15;2023.08.10 10:00;2023.08.10 12:15;3;1;143.846;143.708;143.874;143.708;143.708;0.166;-1.00000000;0.08657259;-1.08657259;STOP
2023-08-14;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.14 11:45;2023.08.14 17:45;2023.08.14 09:45;2023.08.14 15:45;3;1;144.968;144.756;145.033;144.756;145.294;0.277;0.94223827;0.05225753;0.88998074;TIME_1600
2023-08-15;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.08.15 11:45;2023.08.15 17:45;2023.08.15 09:45;2023.08.15 15:45;3;1;145.859;145.571;145.532;145.859;145.406;0.327;0.38532110;0.04460502;0.34071608;TIME_1600
2023-08-16;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.16 11:45;2023.08.16 17:45;2023.08.16 09:45;2023.08.16 15:45;3;1;145.549;145.358;145.622;145.358;145.812;0.264;0.71969697;0.05506002;0.66463695;TIME_1600
2023-08-17;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.08.17 12:30;2023.08.17 17:45;2023.08.17 10:30;2023.08.17 15:45;3;1;146.257;146.091;146.069;146.257;146.174;0.188;-0.55851064;0.07779679;-0.63630743;TIME_1600
2023-08-21;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.21 11:30;2023.08.21 17:45;2023.08.21 09:30;2023.08.21 15:45;3;1;145.688;145.425;145.736;145.425;146.258;0.311;1.67845659;0.04675956;1.63169703;TIME_1600
2023-08-22;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.08.22 11:45;2023.08.22 13:00;2023.08.22 09:45;2023.08.22 11:00;3;1;145.761;145.584;145.579;145.761;145.761;0.182;-1.00000000;0.08008970;-1.08008970;STOP
2023-08-23;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.23 11:45;2023.08.23 13:30;2023.08.23 09:45;2023.08.23 11:30;3;1;145.427;145.255;145.453;145.255;145.255;0.198;-1.00000000;0.07336219;-1.07336219;STOP
2023-08-24;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.24 11:30;2023.08.24 17:45;2023.08.24 09:30;2023.08.24 15:45;3;1;145.351;145.183;145.372;145.183;145.745;0.189;1.97354497;0.07681672;1.89672826;TIME_1600
2023-08-25;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.25 12:15;2023.08.25 12:45;2023.08.25 10:15;2023.08.25 10:45;3;1;146.072;145.976;146.109;145.976;145.976;0.133;-1.00000000;0.10975744;-1.10975744;STOP
2023-08-29;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.08.29 11:30;2023.08.29 16:00;2023.08.29 09:30;2023.08.29 14:00;3;1;146.517;146.395;146.575;146.395;146.395;0.180;-1.00000000;0.08132726;-1.08132726;STOP
2023-08-30;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.08.30 11:30;2023.08.30 17:45;2023.08.30 09:30;2023.08.30 15:45;3;1;146.530;146.340;146.291;146.530;145.939;0.239;1.47280335;0.06130832;1.41149503;TIME_1600
2023-09-05;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.05 11:30;2023.09.05 17:45;2023.09.05 09:30;2023.09.05 15:45;3;1;147.029;146.832;147.096;146.832;147.623;0.264;1.99621212;0.05561735;1.94059477;TIME_1600
2023-09-06;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.06 11:30;2023.09.06 12:00;2023.09.06 09:30;2023.09.06 10:00;3;1;147.479;147.354;147.543;147.354;147.354;0.189;-1.00000000;0.07796663;-1.07796663;STOP
2023-09-08;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.09.08 11:15;2023.09.08 13:00;2023.09.08 09:15;2023.09.08 11:00;3;1;147.449;147.359;147.328;147.449;147.449;0.121;-1.00000000;0.12186205;-1.12186205;STOP
2023-09-11;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.11 11:45;2023.09.11 17:45;2023.09.11 09:45;2023.09.11 15:45;3;1;146.483;146.126;146.551;146.126;146.463;0.425;-0.20705882;0.03438317;-0.24144199;TIME_1600
2023-09-12;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.12 12:45;2023.09.12 17:45;2023.09.12 10:45;2023.09.12 15:45;3;1;146.830;146.652;146.986;146.652;147.115;0.334;0.38622754;0.04390779;0.34231975;TIME_1600
2023-09-13;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.13 12:00;2023.09.13 14:30;2023.09.13 10:00;2023.09.13 12:30;3;1;147.365;147.200;147.393;147.200;147.200;0.193;-1.00000000;0.07627183;-1.07627183;STOP
2023-09-14;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.14 11:45;2023.09.14 14:15;2023.09.14 09:45;2023.09.14 12:15;3;1;147.350;147.240;147.378;147.240;147.240;0.138;-1.00000000;0.10670081;-1.10670081;STOP
2023-09-15;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.15 12:15;2023.09.15 16:00;2023.09.15 10:15;2023.09.15 14:00;3;1;147.818;147.692;147.844;147.692;147.692;0.152;-1.00000000;0.09716284;-1.09716284;STOP
2023-09-18;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.09.18 11:15;2023.09.18 14:45;2023.09.18 09:15;2023.09.18 12:45;3;1;147.747;147.625;147.606;147.747;147.747;0.141;-1.00000000;0.10478885;-1.10478885;STOP
2023-09-20;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.09.20 11:15;2023.09.20 17:45;2023.09.20 09:15;2023.09.20 15:45;3;1;148.140;148.027;148.011;148.140;147.729;0.129;2.18604651;0.11483693;2.07120958;TIME_1600
2023-09-21;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.09.21 12:00;2023.09.21 17:45;2023.09.21 10:00;2023.09.21 15:45;3;1;148.261;148.146;148.127;148.261;147.415;0.134;5.31343284;0.11064395;5.20278889;TIME_1600
2023-09-22;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.09.22 11:30;2023.09.22 17:45;2023.09.22 09:30;2023.09.22 15:45;3;1;148.366;148.246;148.194;148.366;148.233;0.172;-0.22674419;0.08625895;-0.31300314;TIME_1600
2023-09-25;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.25 11:45;2023.09.25 17:45;2023.09.25 09:45;2023.09.25 15:45;3;1;148.570;148.425;148.589;148.425;148.736;0.164;0.89634146;0.09050593;0.80583554;TIME_1600
2023-09-26;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.26 11:15;2023.09.26 17:45;2023.09.26 09:15;2023.09.26 15:45;3;1;148.911;148.754;148.966;148.754;148.895;0.212;-0.33490566;0.07016559;-0.40507125;TIME_1600
2023-09-27;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.27 11:15;2023.09.27 17:45;2023.09.27 09:15;2023.09.27 15:45;3;1;149.072;148.965;149.107;148.965;149.478;0.142;2.61267606;0.10490978;2.50776628;TIME_1600
2023-09-28;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.09.28 11:45;2023.09.28 14:45;2023.09.28 09:45;2023.09.28 12:45;3;1;149.422;149.284;149.246;149.422;149.422;0.176;-1.00000000;0.08489685;-1.08489685;STOP
2023-09-29;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.09.29 12:30;2023.09.29 17:45;2023.09.29 10:30;2023.09.29 15:45;3;1;149.075;148.761;149.117;148.761;149.424;0.356;0.86235955;0.04178680;0.82057275;TIME_1600
2023-10-03;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.03 11:15;2023.10.03 16:00;2023.10.03 09:15;2023.10.03 14:00;3;1;149.837;149.729;149.865;149.729;149.729;0.136;-1.00000000;0.11009578;-1.11009578;STOP
2023-10-04;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.04 12:00;2023.10.04 13:15;2023.10.04 10:00;2023.10.04 11:15;3;1;149.078;148.835;149.155;148.835;148.835;0.320;-1.00000000;0.04651163;-1.04651163;STOP
2023-10-05;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.10.05 11:15;2023.10.05 14:30;2023.10.05 09:15;2023.10.05 12:30;3;1;149.081;148.913;148.896;149.081;149.081;0.185;-1.00000000;0.08058667;-1.08058667;STOP
2023-10-06;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.06 11:30;2023.10.06 17:45;2023.10.06 09:30;2023.10.06 15:45;3;1;148.940;148.835;148.972;148.835;149.079;0.137;0.78102190;0.10863661;0.67238529;TIME_1600
2023-10-09;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.10.09 11:15;2023.10.09 13:15;2023.10.09 09:15;2023.10.09 11:15;3;1;149.170;149.127;149.121;149.170;149.170;0.049;-1.00000000;0.30441400;-1.30441400;STOP
2023-10-13;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.13 11:15;2023.10.13 12:00;2023.10.13 09:15;2023.10.13 10:00;3;1;149.706;149.613;149.756;149.613;149.613;0.143;-1.00000000;0.10462440;-1.10462440;STOP
2023-10-17;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.10.17 12:15;2023.10.17 14:30;2023.10.17 10:15;2023.10.17 12:30;3;1;149.682;149.577;149.441;149.682;149.682;0.241;-1.00000000;0.06210794;-1.06210794;STOP
2023-10-18;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.10.18 12:45;2023.10.18 14:45;2023.10.18 10:45;2023.10.18 12:45;3;1;149.774;149.716;149.683;149.774;149.774;0.091;-1.00000000;0.16458196;-1.16458196;STOP
2023-10-19;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.19 11:45;2023.10.19 12:30;2023.10.19 09:45;2023.10.19 10:30;3;1;149.846;149.780;149.879;149.780;149.780;0.099;-1.00000000;0.15128593;-1.15128593;STOP
2023-10-23;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.23 12:00;2023.10.23 16:15;2023.10.23 10:00;2023.10.23 14:15;3;1;149.936;149.858;149.995;149.858;149.858;0.137;-1.00000000;0.10938525;-1.10938525;STOP
2023-10-24;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.24 11:15;2023.10.24 17:45;2023.10.24 09:15;2023.10.24 15:45;3;1;149.545;149.320;149.609;149.320;149.834;0.289;0.77854671;0.05166891;0.72687781;TIME_1600
2023-10-25;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.25 11:45;2023.10.25 17:45;2023.10.25 09:45;2023.10.25 15:45;3;1;149.917;149.861;149.944;149.861;149.929;0.083;-0.18072289;0.18057060;-0.36129349;TIME_1600
2023-10-26;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.10.26 11:30;2023.10.26 14:30;2023.10.26 09:30;2023.10.26 12:30;3;1;150.469;150.310;150.298;150.469;150.469;0.171;-1.00000000;0.08799718;-1.08799718;STOP
2023-10-27;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.10.27 11:15;2023.10.27 17:45;2023.10.27 09:15;2023.10.27 15:45;3;1;150.173;150.059;150.010;150.173;149.609;0.163;2.46012270;0.09213193;2.36799077;TIME_1600
2023-10-30;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.30 13:15;2023.10.30 16:00;2023.10.30 10:15;2023.10.30 13:00;3;0;149.681;149.548;149.752;149.548;149.548;0.204;-1.00000000;0.07330841;-1.07330841;STOP
2023-10-31;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.10.31 14:00;2023.10.31 18:45;2023.10.31 11:00;2023.10.31 15:45;3;0;150.715;150.071;150.747;150.071;151.693;0.676;1.39940828;0.02220002;1.37720826;TIME_1600
2023-11-01;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.11.01 12:30;2023.11.01 15:00;2023.11.01 09:30;2023.11.01 12:00;3;0;151.285;151.203;151.178;151.285;151.285;0.107;-1.00000000;0.14138272;-1.14138272;STOP
2023-11-03;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.11.03 12:15;2023.11.03 18:45;2023.11.03 09:15;2023.11.03 15:45;3;0;150.418;150.271;150.262;150.418;149.340;0.156;5.91025641;0.09642272;5.81383369;TIME_1600
2023-11-09;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.11.09 11:15;2023.11.09 14:15;2023.11.09 09:15;2023.11.09 12:15;2;0;151.050;150.992;151.099;150.992;150.992;0.107;-1.00000000;0.14112334;-1.14112334;STOP
2023-11-10;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.11.10 11:15;2023.11.10 14:45;2023.11.10 09:15;2023.11.10 12:45;2;0;151.446;151.372;151.477;151.372;151.372;0.105;-1.00000000;0.14415453;-1.14415453;STOP
2023-11-15;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.11.15 13:00;2023.11.15 14:30;2023.11.15 11:00;2023.11.15 12:30;2;0;150.527;150.324;150.267;150.527;150.527;0.260;-1.00000000;0.05789382;-1.05789382;STOP
2023-11-17;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.11.17 11:15;2023.11.17 17:30;2023.11.17 09:15;2023.11.17 15:30;2;0;149.828;149.507;149.343;149.828;149.828;0.485;-1.00000000;0.03089280;-1.03089280;STOP
2023-11-22;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.11.22 12:00;2023.11.22 15:00;2023.11.22 10:00;2023.11.22 13:00;2;0;149.316;148.942;148.892;149.316;149.316;0.424;-1.00000000;0.03521623;-1.03521623;STOP
2023-11-27;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.11.27 12:00;2023.11.27 17:45;2023.11.27 10:00;2023.11.27 15:45;2;0;149.317;149.041;148.984;149.317;148.889;0.333;0.28528529;0.04483903;0.24044626;TIME_1600
2023-11-28;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.11.28 12:45;2023.11.28 14:00;2023.11.28 10:45;2023.11.28 12:00;2;0;148.682;148.510;148.504;148.682;148.682;0.178;-1.00000000;0.08352823;-1.08352823;STOP
2023-11-29;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.11.29 11:45;2023.11.29 16:00;2023.11.29 09:45;2023.11.29 14:00;2;0;147.648;147.171;147.736;147.171;147.171;0.565;-1.00000000;0.02604777;-1.02604777;STOP
2023-11-30;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.11.30 11:15;2023.11.30 17:45;2023.11.30 09:15;2023.11.30 15:45;2;0;147.453;147.050;147.588;147.050;147.863;0.538;0.51115242;0.02733286;0.48381956;TIME_1600
2023-12-01;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.12.01 11:30;2023.12.01 16:00;2023.12.01 09:30;2023.12.01 14:00;2;0;147.899;147.681;147.942;147.681;147.681;0.261;-1.00000000;0.05658349;-1.05658349;STOP
2023-12-04;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.04 11:45;2023.12.04 15:00;2023.12.04 09:45;2023.12.04 13:00;2;0;146.787;146.561;146.549;146.787;146.787;0.238;-1.00000000;0.06167510;-1.06167510;STOP
2023-12-05;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.05 12:15;2023.12.05 13:00;2023.12.05 10:15;2023.12.05 11:00;2;0;147.141;146.998;146.950;147.141;147.141;0.191;-1.00000000;0.07703567;-1.07703567;STOP
2023-12-06;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.12.06 11:30;2023.12.06 14:15;2023.12.06 09:30;2023.12.06 12:15;2;0;147.363;147.081;147.412;147.081;147.081;0.331;-1.00000000;0.04443457;-1.04443457;STOP
2023-12-07;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.07 11:15;2023.12.07 17:45;2023.12.07 09:15;2023.12.07 15:45;2;0;145.414;144.808;144.637;145.414;144.094;0.777;0.69884170;0.01871468;0.68012702;TIME_1600
2023-12-08;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.12.08 12:00;2023.12.08 14:45;2023.12.08 10:00;2023.12.08 12:45;2;0;144.398;143.954;144.449;143.954;143.954;0.495;-1.00000000;0.02908160;-1.02908160;STOP
2023-12-12;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.12 12:00;2023.12.12 14:45;2023.12.12 10:00;2023.12.12 12:45;2;0;145.605;145.317;145.282;145.605;145.605;0.323;-1.00000000;0.04507957;-1.04507957;STOP
2023-12-13;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.13 12:00;2023.12.13 17:45;2023.12.13 10:00;2023.12.13 15:45;2;0;145.901;145.712;145.636;145.901;145.171;0.265;1.75471698;0.05505698;1.69966000;TIME_1600
2023-12-14;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.14 12:30;2023.12.14 14:15;2023.12.14 10:30;2023.12.14 12:15;2;0;141.970;141.387;141.273;141.970;141.970;0.697;-1.00000000;0.02036867;-1.02036867;STOP
2023-12-15;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.15 11:30;2023.12.15 14:30;2023.12.15 09:30;2023.12.15 12:30;2;0;141.839;141.582;141.525;141.839;141.839;0.314;-1.00000000;0.04517120;-1.04517120;STOP
2023-12-18;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.12.18 11:15;2023.12.18 17:45;2023.12.18 09:15;2023.12.18 15:45;2;0;142.486;142.231;142.514;142.231;143.039;0.283;1.85512367;0.05025883;1.80486484;TIME_1600
2023-12-19;USDJPY;STELLAR_1STEP_2STEP;5.00;LONG;2023.12.19 11:30;2023.12.19 13:45;2023.12.19 09:30;2023.12.19 11:45;2;0;144.686;144.396;144.801;144.396;144.396;0.405;-1.00000000;0.03565317;-1.03565317;STOP
2023-12-21;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.21 12:15;2023.12.21 17:45;2023.12.21 10:15;2023.12.21 15:45;2;0;143.391;142.990;142.950;143.391;142.175;0.441;1.75736961;0.03251504;1.72485458;TIME_1600
2023-12-22;USDJPY;STELLAR_1STEP_2STEP;5.00;SHORT;2023.12.22 11:30;2023.12.22 14:30;2023.12.22 09:30;2023.12.22 12:30;2;0;142.210;142.043;142.024;142.210;142.210;0.186;-1.00000000;0.07645844;-1.07645844;STOP

