state,outcome,discovery_sign,discovery_worst_abs_effect,btc_2024_n,btc_2024_effect,eth_2024_n,eth_2024_effect,btcusdt_2025_n,btcusdt_2025_effect,ethusdt_2025_n,ethusdt_2025_effect,confirm_same_sign_both,confirm_worst_abs_effect,confirm_retains_25pct_effect,phase_b_survivor,btcusdt_2025_n_recalc,btcusdt_2025_effect_recalc,btcusdt_block_p,ethusdt_2025_n_recalc,ethusdt_2025_effect_recalc,ethusdt_block_p,worst_symbol_p,quarter_eligible,quarter_match,quarter_match_rate,plateau_eligible,plateau_match,plateau_match_rate,worst_symbol_bh_q,dedup_cluster,cluster_representative,phase_c_screen_pass
rsi14=Q3 & body_atr=Q5,up_first_1atr_1h,1,0.01719583006842157,3566,0.01719583006842157,3545,0.025646093217140398,3619,0.012346199698001825,3495,0.0038808493535376076,True,0.0038808493535376076,False,False,3619,0.012346199698001825,0.09096967677440854,3495,0.0038808493535376076,0.31322892369210265,0.31322892369210265,8,5,0.625,3,2,0.6666666666666666,0.6349234939704783,,False,False
price_change_1h_pct=Q2 & oi_change_1h_pct=Q2,up_first_1atr_1h,-1,0.01707439114656567,4492,-0.020761223513218463,5091,-0.01707439114656567,5281,0.004233365097598363,3700,-0.012859667987838164,False,,False,False,5281,0.004233365097598363,0.6737754081972676,3700,-0.012859667987838164,0.09530156614461846,0.6737754081972676,8,6,0.75,4,1,0.25,0.928781315319136,,False,False
rsi14=Q2 & range_atr=Q5,up_first_1atr_1h,-1,0.016935705266214907,3018,-0.016935705266214907,3065,-0.021307431380378772,3166,-0.02150773013850893,2803,-0.007719229654392312,True,0.007719229654392312,True,True,3166,-0.02150773013850893,0.007330889703432189,2803,-0.007719229654392312,0.20959680106631123,0.20959680106631123,8,7,0.875,3,1,0.3333333333333333,0.5239920026657781,C30,True,False
rsi14=Q2 & atr_slope_1bar_pct=Q5,up_first_1atr_1h,-1,0.016935705266214907,3018,-0.016935705266214907,3065,-0.021307431380378772,3166,-0.02150773013850893,2803,-0.007719229654392312,True,0.007719229654392312,True,True,3166,-0.02150773013850893,0.007664111962679107,2803,-0.007719229654392312,0.22525824725091637,0.22525824725091637,8,7,0.875,3,1,0.3333333333333333,0.5449796304457655,C30,False,False
price_change_1h_pct=Q5 & oi_change_5m_pct=Q4,up_first_1atr_1h,-1,0.01668754643111614,3549,-0.01668754643111614,3678,-0.02011112904215151,2828,-0.02052486856383956,3558,0.006793948529184801,False,,False,False,2828,-0.02052486856383956,0.02465844718427191,3558,0.006793948529184801,0.7444185271576141,0.7444185271576141,8,5,0.625,3,0,0.0,0.9462947379122214,,False,False
rsi14=Q1 & oi_change_1h_pct=Q1,up_first_1atr_1h,1,0.016598062977773775,5501,0.024336988209963717,6643,0.016598062977773775,5677,-9.328515536660698e-05,7440,-0.0018941056513080423,False,,False,False,5677,-9.328515536660698e-05,0.5168277240919693,7440,-0.0018941056513080423,0.5918027324225258,0.5918027324225258,8,3,0.375,2,1,0.5,0.9246917694101966,,False,False
rsi14=Q3 & price_change_1h_pct=Q1,up_first_1atr_1h,1,0.016541241779459093,1436,0.016541241779459093,1360,0.023748225466373007,851,0.010451252382147891,1523,0.028327178740702563,True,0.010451252382147891,True,True,851,0.010451252382147891,0.33188937020993003,1523,0.028327178740702563,0.051649450183272244,0.33188937020993003,8,6,0.75,2,0,0.0,0.6550448096248619,C31,True,False
oi_change_1h_pct=Q1 & oi_accel_15m_pctpt=Q3,up_first_1atr_1h,1,0.016478483202051197,2308,0.016478483202051197,2441,0.024909152762322084,2521,0.0022181775433438022,2474,-0.009178573797447243,False,,False,False,2521,0.0022181775433438022,0.3898700433188937,2474,-0.009178573797447243,0.7764078640453183,0.7764078640453183,8,3,0.375,3,2,0.6666666666666666,0.9516988960669024,,False,False
oi_accel_5m_pctpt=Q2 & body_atr=Q5,up_first_1atr_1h,1,0.016186665911463505,4089,0.016186665911463505,4041,0.019849583604282905,4292,0.008870961446534598,3529,0.008394036836283258,True,0.008394036836283258,True,True,4292,0.008870961446534598,0.1036321226257914,3529,0.008394036836283258,0.18893702099300233,0.18893702099300233,8,6,0.75,3,0,0.0,0.4886302267060405,C32,True,False
rsi14=Q1 & body_atr=Q4,up_first_1atr_1h,1,0.01615292477626451,2709,0.01682555148269732,2864,0.01615292477626451,2984,0.01889897041140226,3007,-0.0014243683716273492,False,,False,False,2984,0.01889897041140226,0.05764745084971676,3007,-0.0014243683716273492,0.5598133955348217,0.5598133955348217,8,5,0.625,3,0,0.0,0.9127392318502529,,False,False
price_change_15m_pct=Q3 & oi_accel_5m_pctpt=Q1,up_first_1atr_1h,-1,0.015740061184837395,2697,-0.015740061184837395,2911,-0.022679624271942145,2833,-0.014659464313768078,3492,0.004312246194385305,False,,False,False,2833,-0.014659464313768078,0.06164611796067977,3492,0.004312246194385305,0.6811062979006998,0.6811062979006998,8,4,0.5,3,0,0.0,0.928781315319136,,False,False
price_change_5m_pct=Q3 & oi_change_1h_pct=Q5,up_first_1atr_1h,-1,0.01572340389333554,3419,-0.015959016892993172,3390,-0.01572340389333554,3803,-0.012832363465690666,3999,0.004110520505231086,False,,False,False,3803,-0.012832363465690666,0.12929023658780406,3999,0.004110520505231086,0.6751082972342553,0.6751082972342553,8,5,0.625,3,1,0.3333333333333333,0.928781315319136,,False,False
oi_change_5m_pct=Q5 & oi_change_1h_pct=Q3,up_first_1atr_1h,1,0.015644193844950804,2686,0.015644193844950804,2667,0.016816555160455327,2191,0.009887574779992747,2824,-0.021990285857832803,False,,False,False,2191,0.009887574779992747,0.20093302232589136,2824,-0.021990285857832803,0.9773408863712096,0.9773408863712096,8,4,0.5,3,2,0.6666666666666666,0.9950016661112961,,False,False
