year,cell,signal_time,entry_time,exit_time,entry_open,exit_open,direction,profiles
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-02T01:00:00+00:00,2024-01-02T01:05:00+00:00,2024-01-02T09:05:00+00:00,2065.185,2074.305,1,"{'E1': {'gross': 9.11999999999989, 'spread': 0.413949, 'slippage': 0.413949, 'commission': 0.028976417232, 'net': 8.26312558276789, 'entry_model': 2065.5980369999997, 'exit_model': 2073.890139}, 'STRESS': {'gross': 9.11999999999989, 'spread': 1.0348724999999999, 'slippage': 0.827898, 'commission': 0.057952802544, 'net': 7.19927669745589, 'entry_model': 2066.11433325, 'exit_model': 2073.37156275}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-03T04:35:00+00:00,2024-01-03T04:40:00+00:00,2024-01-03T12:40:00+00:00,2064.725,2054.815,1,"{'E1': {'gross': -9.909999999999854, 'spread': 0.41195400000000004, 'slippage': 0.41195400000000004, 'commission': 0.028836793874000004, 'net': -10.762744793873853, 'entry_model': 2065.137945, 'exit_model': 2054.4040370000002}, 'STRESS': {'gross': -9.909999999999854, 'spread': 1.029885, 'slippage': 0.8239080000000001, 'commission': 0.05767362243300001, 'net': -11.821466622432855, 'entry_model': 2065.65412625, 'exit_model': 2053.8903332500004}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-04T01:40:00+00:00,2024-01-04T01:45:00+00:00,2024-01-04T09:45:00+00:00,2043.295,2049.275,1,"{'E1': {'gross': 5.980000000000018, 'spread': 0.40925700000000004, 'slippage': 0.40925700000000004, 'commission': 0.028647981628000002, 'net': 5.132838018372018, 'entry_model': 2043.703659, 'exit_model': 2048.865145}, 'STRESS': {'gross': 5.980000000000018, 'spread': 1.0231425, 'slippage': 0.8185140000000001, 'commission': 0.05729594232600001, 'net': 4.081047557674017, 'entry_model': 2044.2144827500001, 'exit_model': 2048.3528262500004}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-05T03:05:00+00:00,2024-01-05T03:10:00+00:00,2024-01-05T11:10:00+00:00,2045.365,2042.475,1,"{'E1': {'gross': -2.8900000000001, 'spread': 0.40878400000000004, 'slippage': 0.40878400000000004, 'commission': 0.028614884046000003, 'net': -3.7361828840460998, 'entry_model': 2045.774073, 'exit_model': 2042.066505}, 'STRESS': {'gross': -2.8900000000001, 'spread': 1.02196, 'slippage': 0.8175680000000001, 'commission': 0.057229778207, 'net': -4.786757778207099, 'entry_model': 2046.28541425, 'exit_model': 2041.55588625}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-09T03:00:00+00:00,2024-01-09T03:05:00+00:00,2024-01-09T11:05:00+00:00,2034.898,2034.845,1,"{'E1': {'gross': -0.052999999999883585, 'spread': 0.4069743, 'slippage': 0.4069743, 'commission': 0.0284882010742, 'net': -0.8954368010740836, 'entry_model': 2035.3049795999998, 'exit_model': 2034.4380310000001}, 'STRESS': {'gross': -0.052999999999883585, 'spread': 1.01743575, 'slippage': 0.8139486, 'commission': 0.0569764023339, 'net': -1.9413607523337837, 'entry_model': 2035.8137041, 'exit_model': 2033.92931975}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-10T03:45:00+00:00,2024-01-10T03:50:00+00:00,2024-01-10T11:50:00+00:00,2031.925,2035.225,1,"{'E1': {'gross': 3.2999999999999545, 'spread': 0.406715, 'slippage': 0.406715, 'commission': 0.02847004538, 'net': 2.458099954619954, 'entry_model': 2032.331385, 'exit_model': 2034.817955}, 'STRESS': {'gross': 3.2999999999999545, 'spread': 1.0167875, 'slippage': 0.81343, 'commission': 0.056940079209999994, 'net': 1.4128424207899548, 'entry_model': 2032.83936625, 'exit_model': 2034.30914875}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-11T03:50:00+00:00,2024-01-11T03:55:00+00:00,2024-01-11T11:55:00+00:00,2029.838,2031.965,1,"{'E1': {'gross': 2.1269999999999527, 'spread': 0.4061803, 'slippage': 0.4061803, 'commission': 0.0284326180222, 'net': 1.2862067819777527, 'entry_model': 2030.2439676, 'exit_model': 2031.558607}, 'STRESS': {'gross': 2.1269999999999527, 'spread': 1.01545075, 'slippage': 0.8123606, 'commission': 0.056865228599899995, 'net': 0.24232342140005264, 'entry_model': 2030.7514271, 'exit_model': 2031.05061575}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-12T01:10:00+00:00,2024-01-12T01:15:00+00:00,2024-01-12T09:15:00+00:00,2034.025,2035.115,1,"{'E1': {'gross': 1.0899999999999181, 'spread': 0.40691400000000005, 'slippage': 0.40691400000000005, 'commission': 0.028483978474000003, 'net': 0.2476880215259181, 'entry_model': 2034.431805, 'exit_model': 2034.707977}, 'STRESS': {'gross': 1.0899999999999181, 'spread': 1.017285, 'slippage': 0.8138280000000001, 'commission': 0.056967953133, 'net': -0.7980809531330819, 'entry_model': 2034.9403112500001, 'exit_model': 2034.19919825}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-15T03:35:00+00:00,2024-01-15T03:40:00+00:00,2024-01-15T11:40:00+00:00,2050.105,2054.165,1,"{'E1': {'gross': 4.059999999999945, 'spread': 0.41042700000000004, 'slippage': 0.41042700000000004, 'commission': 0.028729884316, 'net': 3.2104161156839455, 'entry_model': 2050.515021, 'exit_model': 2053.754167}, 'STRESS': {'gross': 4.059999999999945, 'spread': 1.0260675000000001, 'slippage': 0.8208540000000001, 'commission': 0.057459754422000006, 'net': 2.155618745577945, 'entry_model': 2051.02754725, 'exit_model': 2053.24062575}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-17T03:40:00+00:00,2024-01-17T03:45:00+00:00,2024-01-17T11:45:00+00:00,2030.145,2022.055,1,"{'E1': {'gross': -8.089999999999918, 'spread': 0.40522, 'slippage': 0.40522, 'commission': 0.028365411326, 'net': -8.928805411325918, 'entry_model': 2030.551029, 'exit_model': 2021.650589}, 'STRESS': {'gross': -8.089999999999918, 'spread': 1.01305, 'slippage': 0.81044, 'commission': 0.05673085096700001, 'net': -9.970220850966918, 'entry_model': 2031.0585652500001, 'exit_model': 2021.1450752500002}}"
2024,DUKA_SIGNAL__DUKA_EXECUTION,2024-01-18T02:50:00+00:00,2024-01-18T02:55:00+00:00,2024-01-18T10:55:00+00:00,2010.175,2009.865,1,"{'E1': {'gross': -0.30999999999994543, 'spread': 0.40200400000000003, 'slippage': 0.40200400000000003, 'commission': 0.028140280434, 'net': -1.1421482804339456, 'entry_model': 2010.577035, 'exit_model': 2009.463027}, 'STRESS': {'gross': -0.30999999999994543, 'spread': 1.00501, 'slippage': 0.8040080000000001, 'commission': 0.056280561953, 'net': -2.1752985619529452, 'entry_model': 2011.07957875, 'exit_model': 2008.96056075}}"
