family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,direction,confirmation_q,quarters_same_sign,quarter_details,abs_confirmation_effect
abnormal_activity,tickvol_z48,5,2.0,3,move_ge_1atr,3982,64750,0.2382847214007435,0.8043696634856856,0.5660849420849421,3.770953006816915e-192,2.95391318867325e-191,2891,65621,0.2281481474140854,1.147203011176635e-129,1,6.309616561471493e-129,4,"{""1"": {""effect"": 0.24079426539443893, ""n_state"": 844, ""ok"": true}, ""2"": {""effect"": 0.22902354687354232, ""n_state"": 649, ""ok"": true}, ""3"": {""effect"": 0.22916850205508577, ""n_state"": 793, ""ok"": true}, ""4"": {""effect"": 0.1737024153232417, ""n_state"": 605, ""ok"": true}}",0.2281481474140854
abnormal_activity,tickvol_z48,4,2.0,3,move_ge_1atr,4159,64573,0.1743482599530688,0.7436883866314018,0.569340126678333,4.895027167120994e-108,2.5562919650520748e-107,3473,65039,0.1759020071356596,2.4018716306369646e-92,1,1.1742483527558493e-91,4,"{""1"": {""effect"": 0.19313786251997644, ""n_state"": 890, ""ok"": true}, ""2"": {""effect"": 0.13902936668774613, ""n_state"": 858, ""ok"": true}, ""3"": {""effect"": 0.1979812763784632, ""n_state"": 916, ""ok"": true}, ""4"": {""effect"": 0.1420486157027695, ""n_state"": 809, ""ok"": true}}",0.1759020071356596
abnormal_activity,gap_atr,2,,3,move_ge_1atr,24866,43866,0.0855363043455437,0.6344808171800853,0.5489445128345416,1.1652311694699646e-105,4.978714996826212e-105,19862,48650,0.0817300297023769,1.9796366053524865e-85,1,8.71040106355094e-85,4,"{""1"": {""effect"": 0.08474240043051073, ""n_state"": 5078, ""ok"": true}, ""2"": {""effect"": 0.055941841842220175, ""n_state"": 4550, ""ok"": true}, ""3"": {""effect"": 0.05238407476969653, ""n_state"": 4062, ""ok"": true}, ""4"": {""effect"": 0.056354351391019186, ""n_state"": 6172, ""ok"": true}}",0.0817300297023769
abnormal_activity,tickvol_z48,5,3.0,3,move_ge_1atr,2981,65751,0.182819392351261,0.7547802750754781,0.5719608827242171,4.449616663119344e-87,1.3942132211107275e-86,2886,65626,0.1803545444175682,1.2611647036545967e-81,1,5.044658814618387e-81,4,"{""1"": {""effect"": 0.2446909894913839, ""n_state"": 835, ""ok"": true}, ""2"": {""effect"": 0.09365672327503816, ""n_state"": 605, ""ok"": true}, ""3"": {""effect"": 0.12130478781215537, ""n_state"": 715, ""ok"": true}, ""4"": {""effect"": 0.21399457183976944, ""n_state"": 731, ""ok"": true}}",0.1803545444175682
abnormal_activity,gap_atr,2,2.0,3,move_ge_1atr,4967,63765,0.1720219345902985,0.7394805717737064,0.5674586371834078,9.636525403466162e-124,5.6614586745363705e-123,3916,64596,0.1540836101698742,1.2784900305544243e-79,1,4.327197026491898e-79,4,"{""1"": {""effect"": 0.16249283366457723, ""n_state"": 992, ""ok"": true}, ""2"": {""effect"": 0.13788104186003225, ""n_state"": 935, ""ok"": true}, ""3"": {""effect"": 0.1632675797730181, ""n_state"": 776, ""ok"": true}, ""4"": {""effect"": 0.13228764247779223, ""n_state"": 1213, ""ok"": true}}",0.1540836101698742
abnormal_activity,gap_atr,1,,3,move_ge_1atr,12229,56503,0.1025073726706773,0.6641589663913647,0.5616515937206874,2.6541779554490814e-96,1.0395530325508905e-95,12126,56386,0.0899321475001377,1.8415723297591533e-73,1,5.787798750671624e-73,4,"{""1"": {""effect"": 0.09256707211539072, ""n_state"": 2841, ""ok"": true}, ""2"": {""effect"": 0.07161456631828556, ""n_state"": 3384, ""ok"": true}, ""3"": {""effect"": 0.06905216364058553, ""n_state"": 4190, ""ok"": true}, ""4"": {""effect"": 0.08596930837197647, ""n_state"": 1711, ""ok"": true}}",0.0899321475001377
abnormal_activity,gap_atr,2,3.0,3,move_ge_1atr,5027,63705,0.1587981559183267,0.7270738014720509,0.5682756455537242,6.793067826689501e-107,3.1927418785440657e-106,3731,64781,0.1425066516193431,2.0542620659988415e-65,1,6.025835393596601e-65,4,"{""1"": {""effect"": 0.16197423951672985, ""n_state"": 1030, ""ok"": true}, ""2"": {""effect"": 0.12531448801195932, ""n_state"": 811, ""ok"": true}, ""3"": {""effect"": 0.14089794254553423, ""n_state"": 745, ""ok"": true}, ""4"": {""effect"": 0.11915978972768793, ""n_state"": 1145, ""ok"": true}}",0.1425066516193431
abnormal_activity,gap_atr,1,2.0,3,move_ge_1atr,2569,66163,0.1844992185717866,0.7574931880108992,0.5729939694391125,3.962488967865927e-77,9.801946394194662e-77,2606,65906,0.1676375332024198,2.357740876132344e-64,1,6.483787409363946e-64,4,"{""1"": {""effect"": 0.19855303010794545, ""n_state"": 571, ""ok"": true}, ""2"": {""effect"": 0.13093458146896497, ""n_state"": 698, ""ok"": true}, ""3"": {""effect"": 0.18172501588543144, ""n_state"": 925, ""ok"": true}, ""4"": {""effect"": 0.12582980482728146, ""n_state"": 412, ""ok"": true}}",0.1676375332024198
abnormal_activity,tickvol_z48,3,,3,move_ge_1atr,9466,59266,0.0865883685373721,0.6545531375448975,0.5679647690075253,1.4201354520776585e-56,3.0339257385295427e-56,11350,57162,0.085772961212179,1.1615157892977334e-63,1,3.00627616053531e-63,4,"{""1"": {""effect"": 0.07391420399837323, ""n_state"": 2639, ""ok"": true}, ""2"": {""effect"": 0.07040692046477426, ""n_state"": 2897, ""ok"": true}, ""3"": {""effect"": 0.09636767413787561, ""n_state"": 2871, ""ok"": true}, ""4"": {""effect"": 0.058325010388814325, ""n_state"": 2943, ""ok"": true}}",0.085772961212179
abnormal_activity,gap_atr,5,2.0,3,move_ge_1atr,2383,66349,0.1835010948445044,0.7570289550986152,0.5735278602541108,4.0360594935477906e-71,9.48473980983731e-71,2443,66069,0.1700481492800724,2.729399107866488e-62,1,6.67186448589586e-62,4,"{""1"": {""effect"": 0.19650449317616636, ""n_state"": 537, ""ok"": true}, ""2"": {""effect"": 0.12815192161772992, ""n_state"": 643, ""ok"": true}, ""3"": {""effect"": 0.19495062341499803, ""n_state"": 876, ""ok"": true}, ""4"": {""effect"": 0.11875085223905357, ""n_state"": 387, ""ok"": true}}",0.1700481492800724
