family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,direction,confirmation_q,quarters_same_sign,quarter_details,abs_confirmation_effect
range_location,dist_low24_atr,1,,12,move_ge_1atr,10629,53336,0.1286750173498946,0.9791137454134914,0.8504387280635968,1.5711106778768008e-287,1.391555171833738e-286,10167,53637,0.1297003721502124,2.3297820626399598e-283,1,2.0635212554811078e-282,4,"{""1"": {""effect"": 0.10727811158309808, ""n_state"": 2407, ""ok"": true}, ""2"": {""effect"": 0.11555769748873368, ""n_state"": 2560, ""ok"": true}, ""3"": {""effect"": 0.11093837770558568, ""n_state"": 2932, ""ok"": true}, ""4"": {""effect"": 0.12150542238620765, ""n_state"": 2268, ""ok"": true}}",0.1297003721502124
range_location,dist_low24_atr,1,,6,move_ge_1atr,11203,55933,0.1370558416300853,0.8909220744443452,0.7538662328142599,7.300310305223525e-222,6.153118685831257e-221,10695,56236,0.1468108154105514,1.1902843833674624e-238,1,9.352234440744348e-238,4,"{""1"": {""effect"": 0.12450726016829072, ""n_state"": 2565, ""ok"": true}, ""2"": {""effect"": 0.14586763925605983, ""n_state"": 2675, ""ok"": true}, ""3"": {""effect"": 0.10394223402007141, ""n_state"": 3080, ""ok"": true}, ""4"": {""effect"": 0.14498170172938385, ""n_state"": 2375, ""ok"": true}}",0.1468108154105514
compression_expansion,atr_slope12,4,,3,move_ge_1atr,11349,57383,0.1761285634340821,0.7269362939466032,0.5508077305125211,2.3407672821573496e-264,3.4721381352000684e-263,11432,57080,0.1604060057385727,4.873470418130456e-219,1,5.056225558810348e-218,4,"{""1"": {""effect"": 0.1511298778671184, ""n_state"": 2924, ""ok"": true}, ""2"": {""effect"": 0.1332105255316065, ""n_state"": 2692, ""ok"": true}, ""3"": {""effect"": 0.15232813930039213, ""n_state"": 2915, ""ok"": true}, ""4"": {""effect"": 0.12061113902030585, ""n_state"": 2901, ""ok"": true}}",0.1604060057385727
abnormal_activity,tickvol_z48,4,,6,move_ge_1atr,9255,57881,0.1566959057589151,0.9118314424635332,0.7551355367046181,1.1313791423027756e-247,6.222585282665266e-247,9081,57850,0.1492436714532237,1.2684604085788855e-215,1,7.791971081270296e-215,4,"{""1"": {""effect"": 0.14741243207668764, ""n_state"": 2381, ""ok"": true}, ""2"": {""effect"": 0.1227403112824178, ""n_state"": 2085, ""ok"": true}, ""3"": {""effect"": 0.1413600268370344, ""n_state"": 2222, ""ok"": true}, ""4"": {""effect"": 0.12190225975575641, ""n_state"": 2393, ""ok"": true}}",0.1492436714532237
range_location,dist_low24_atr,1,,3,move_ge_1atr,11469,57263,0.1436117194951699,0.6995378847327579,0.555926165237588,6.168590966475077e-178,4.8467500450875605e-177,10989,57523,0.1558367169340171,1.8976723196341533e-200,1,1.301261019177705e-199,4,"{""1"": {""effect"": 0.14221465321173843, ""n_state"": 2640, ""ok"": true}, ""2"": {""effect"": 0.16245015406018848, ""n_state"": 2740, ""ok"": true}, ""3"": {""effect"": 0.08681775244725443, ""n_state"": 3178, ""ok"": true}, ""4"": {""effect"": 0.16480044986236575, ""n_state"": 2431, ""ok"": true}}",0.1558367169340171
abnormal_activity,tickvol_z48,4,,3,move_ge_1atr,9412,59320,0.1618924235255548,0.7196132596685083,0.5577208361429534,4.600297686551272e-192,3.0887713038272824e-191,9241,59271,0.1491465898189606,1.61443220363061e-159,1,1.183916949329114e-158,4,"{""1"": {""effect"": 0.15614022704422637, ""n_state"": 2423, ""ok"": true}, ""2"": {""effect"": 0.11779816844662372, ""n_state"": 2118, ""ok"": true}, ""3"": {""effect"": 0.14564000879434602, ""n_state"": 2270, ""ok"": true}, ""4"": {""effect"": 0.11348225169302684, ""n_state"": 2430, ""ok"": true}}",0.1491465898189606
wick_rejection,upper_wick_atr,4,,6,move_ge_1atr,12158,54978,0.106911211747257,0.8642868892910018,0.7573756775437448,9.905368917172568e-145,7.181392464950113e-144,12692,54239,0.1118889623737946,2.340731890305945e-159,1,1.839146485240385e-158,4,"{""1"": {""effect"": 0.10694305161970374, ""n_state"": 3190, ""ok"": true}, ""2"": {""effect"": 0.08123060146870453, ""n_state"": 3031, ""ok"": true}, ""3"": {""effect"": 0.09703011697370933, ""n_state"": 3217, ""ok"": true}, ""4"": {""effect"": 0.09487466993912375, ""n_state"": 3254, ""ok"": true}}",0.1118889623737946
wick_rejection,lower_wick_atr,5,2.0,3,move_ge_1atr,3037,65695,0.2021746858386568,0.7731313796509713,0.5709566938123145,6.284422664611889e-108,4.66842826514026e-107,2963,65549,0.1936407029561019,3.820535282170399e-96,1,2.7289537729788567e-95,4,"{""1"": {""effect"": 0.19762223416830038, ""n_state"": 740, ""ok"": true}, ""2"": {""effect"": 0.19229079799648596, ""n_state"": 720, ""ok"": true}, ""3"": {""effect"": 0.2033679596656327, ""n_state"": 775, ""ok"": true}, ""4"": {""effect"": 0.1547501241824386, ""n_state"": 728, ""ok"": true}}",0.1936407029561019
compression_expansion,atr_slope12,5,0.0,24,mean_fwd_ret_atr,4011,48123,0.2949778432043011,0.4468023664509082,0.1518245232466071,0.0007437174176628,0.0061356686957188,3914,48255,0.4981488030921654,4.21287962612343e-13,1,3.791591663511087e-12,3,"{""1"": {""effect"": 0.7865482554043466, ""n_state"": 1077, ""ok"": true}, ""2"": {""effect"": 0.9030796241421214, ""n_state"": 915, ""ok"": true}, ""3"": {""effect"": -0.1441317915190183, ""n_state"": 977, ""ok"": false}, ""4"": {""effect"": 0.32353644448369356, ""n_state"": 945, ""ok"": true}}",0.4981488030921654
compression_expansion,compression6_atr,5,4.0,12,mean_fwd_ret_atr,1260,56354,-0.1757762224973869,-0.0890816097311617,0.0866946127662252,0.0103515754107158,0.0442876794936172,1313,56233,-0.4324224829293679,7.543953640373612e-09,-1,5.2807675482615284e-08,4,"{""1"": {""effect"": -0.4025950875257752, ""n_state"": 230, ""ok"": true}, ""2"": {""effect"": -0.006503985379400792, ""n_state"": 335, ""ok"": true}, ""3"": {""effect"": -0.18430117616119324, ""n_state"": 286, ""ok"": true}, ""4"": {""effect"": -0.8902098308955597, ""n_state"": 462, ""ok"": true}}",0.4324224829293679
extension_reversion,ret12_atr,5,2.0,24,mean_fwd_ret_atr,2808,49326,0.2427053727183814,0.4041520128656529,0.1614466401472715,0.0011647736187994,0.0112594783150617,2925,49244,0.3158003659647793,3.962899146239172e-06,1,1.1888697438717515e-05,4,"{""1"": {""effect"": 0.5342258377479608, ""n_state"": 817, ""ok"": true}, ""2"": {""effect"": 0.42692014992975524, ""n_state"": 621, ""ok"": true}, ""3"": {""effect"": 0.016835559707723907, ""n_state"": 740, ""ok"": true}, ""4"": {""effect"": 0.22824135501626808, ""n_state"": 747, ""ok"": true}}",0.3158003659647793
compression_expansion,compression6_atr,4,1.0,6,mean_fwd_ret_atr,2402,58083,-0.1132435375226521,-0.0617636956282595,0.0514798418943926,0.001659171526324,0.0147530121880439,2353,58023,-0.1551406633918816,9.435160631179507e-06,-1,2.830548189353852e-05,4,"{""1"": {""effect"": -0.14192889198461384, ""n_state"": 562, ""ok"": true}, ""2"": {""effect"": -0.23643635003516175, ""n_state"": 566, ""ok"": true}, ""3"": {""effect"": -0.07306412889280109, ""n_state"": 637, ""ok"": true}, ""4"": {""effect"": -0.1600252058692607, ""n_state"": 588, ""ok"": true}}",0.1551406633918816
abnormal_activity,tickvol_z48,5,4.0,24,mean_fwd_ret_atr,4114,48020,-0.1137616134753861,0.0697345905731964,0.1834962040485826,0.0125689497060961,0.0371254633874321,3880,48289,-0.2084214132844074,1.2494292284858012e-05,-1,6.247146142429006e-05,4,"{""1"": {""effect"": -0.21465500494789896, ""n_state"": 756, ""ok"": true}, ""2"": {""effect"": -0.0740011534470433, ""n_state"": 1089, ""ok"": true}, ""3"": {""effect"": -0.06400927308643767, ""n_state"": 1178, ""ok"": true}, ""4"": {""effect"": -0.5172462202453746, ""n_state"": 857, ""ok"": true}}",0.2084214132844074
extension_reversion,body_atr,5,4.0,24,mean_fwd_ret_atr,1370,50764,-0.2788019277604264,-0.0969564053554152,0.1818455224050112,0.0002736094106716,0.0039673364547392,1303,50866,-0.3196122105584576,5.585651219586227e-05,-1,8.378476829379341e-05,4,"{""1"": {""effect"": -0.5030740946999912, ""n_state"": 256, ""ok"": true}, ""2"": {""effect"": -0.17753472926788985, ""n_state"": 331, ""ok"": true}, ""3"": {""effect"": -0.19542959987967437, ""n_state"": 346, ""ok"": true}, ""4"": {""effect"": -0.41466200486280613, ""n_state"": 370, ""ok"": true}}",0.3196122105584576
compression_expansion,compression6_atr,5,4.0,24,mean_fwd_ret_atr,1128,51006,-0.300039816949136,-0.1190289461632823,0.1810108707858536,0.0014585386381243,0.0096263550116204,1173,50996,-0.3820680368865931,7.497012466200067e-05,-1,0.000224910373986,3,"{""1"": {""effect"": -0.4522200330877219, ""n_state"": 170, ""ok"": true}, ""2"": {""effect"": 0.05605881408900154, ""n_state"": 316, ""ok"": false}, ""3"": {""effect"": -0.20565380462942523, ""n_state"": 279, ""ok"": true}, ""4"": {""effect"": -0.7954336408518703, ""n_state"": 408, ""ok"": true}}",0.3820680368865931
