status;source_name;source_version;run_stage;ticks_seen;days_initialized;inside_setup_days;non_inside_days;reference_unusable_days;ambiguous_days;entry_signals;trades_opened;trades_closed;stop_exits;eod_exits;test_end_exits;invalid_price;invalid_risk;risk_fallbacks;pnl_fallbacks;risk_calc_failures;pnl_calc_failures;path_calc_failures;csv_trade_rows;path_rows;symbol;timeframe;asset_class;commission_rule;fatal_status;trades_name;stats_name;trades_csv_fullpath;stats_csv_fullpath
INIT;D039_InsideDay_TickPath_M15_v1_00.mq5;1.00;RUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;USDJPY;PERIOD_M15;FOREX;USD5_PER_LOT_PER_SIDE;;D039_V100_RUN_USDJPY_TRADES.csv;D039_V100_RUN_USDJPY_STATS.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_TRADES.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_STATS.csv
READY;D039_InsideDay_TickPath_M15_v1_00.mq5;1.00;RUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;USDJPY;PERIOD_M15;FOREX;USD5_PER_LOT_PER_SIDE;;D039_V100_RUN_USDJPY_TRADES.csv;D039_V100_RUN_USDJPY_STATS.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_TRADES.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_STATS.csv
PROGRESS;D039_InsideDay_TickPath_M15_v1_00.mq5;1.00;RUN;250000;5;1;4;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;USDJPY;PERIOD_M15;FOREX;USD5_PER_LOT_PER_SIDE;;D039_V100_RUN_USDJPY_TRADES.csv;D039_V100_RUN_USDJPY_STATS.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_TRADES.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_STATS.csv
PROGRESS;D039_InsideDay_TickPath_M15_v1_00.mq5;1.00;RUN;500000;9;2;7;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;2;2;USDJPY;PERIOD_M15;FOREX;USD5_PER_LOT_PER_SIDE;;D039_V100_RUN_USDJPY_TRADES.csv;D039_V100_RUN_USDJPY_STATS.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_TRADES.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_STATS.csv
PROGRESS;D039_InsideDay_TickPath_M15_v1_00.mq5;1.00;RUN;750000;14;2;12;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;2;2;USDJPY;PERIOD_M15;FOREX;USD5_PER_LOT_PER_SIDE;;D039_V100_RUN_USDJPY_TRADES.csv;D039_V100_RUN_USDJPY_STATS.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_TRADES.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_STATS.csv
PROGRESS;D039_InsideDay_TickPath_M15_v1_00.mq5;1.00;RUN;1000000;18;2;16;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;2;2;USDJPY;PERIOD_M15;FOREX;USD5_PER_LOT_PER_SIDE;;D039_V100_RUN_USDJPY_TRADES.csv;D039_V100_RUN_USDJPY_STATS.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_TRADES.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_STATS.csv
FINAL;D039_InsideDay_TickPath_M15_v1_00.mq5;1.00;RUN;1185823;21;2;19;0;0;2;2;2;0;2;0;0;0;0;0;0;0;0;2;2;USDJPY;PERIOD_M15;FOREX;USD5_PER_LOT_PER_SIDE;;D039_V100_RUN_USDJPY_TRADES.csv;D039_V100_RUN_USDJPY_STATS.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_TRADES.csv;C:\Users\<REDACTED>\AppData\Roaming\MetaQuotes\Terminal\Common\Files\D039_V100_RUN_USDJPY_STATS.csv

