outcome,state,btcusdt_annual_n,btcusdt_annual_effect,btcusdt_h1_n,btcusdt_h1_effect,btcusdt_h2_n,btcusdt_h2_effect,ethusdt_annual_n,ethusdt_annual_effect,ethusdt_h1_n,ethusdt_h1_effect,ethusdt_h2_n,ethusdt_h2_effect,stable,sign
direction_1h_atr,perp_taker_imbalance_change_15m=Q3,21078,0.002243972387248827,10816,0.010192326537759422,10262,-0.007049427946803653,21078,-0.005917068341021856,11261,-0.03239969659053678,9817,0.0200872926432022,False,
direction_1h_atr,perp_taker_imbalance_change_15m=Q4,21079,-0.0011005484575390342,10751,-0.016152920163925416,10328,0.013835629375969972,21079,0.002560895645565657,10925,0.004015425281649568,10154,-0.0014106978516067563,False,
direction_1h_atr,perp_taker_imbalance_change_15m=Q5,21079,-0.015693823730852242,10057,-0.009513850512906333,11022,-0.02025784763603734,21079,0.008536490494835423,9652,0.02992455903744736,11427,-0.0055433313695006925,False,
direction_1h_atr,perp_taker_imbalance_change_1h=Q1,21079,0.0014558768367131866,10079,-0.001931151248801083,11000,0.005580397680223843,21079,-0.012086032245788986,9671,-0.036783140989642166,11408,0.012751687726570322,False,
direction_1h_atr,perp_taker_imbalance_change_1h=Q2,21079,0.009676594026233151,10707,0.013196470523536646,10372,0.005432125333880489,21079,-0.008682508252012337,11027,-0.004959337446596032,10052,-0.015755704799119585,False,
direction_1h_atr,perp_taker_imbalance_change_1h=Q3,21078,-0.02025606739633084,10830,-0.05309994643072882,10248,0.013497649111670527,21078,0.013630745515213188,11101,0.008559275364201167,9977,0.015851700841241323,False,
direction_1h_atr,perp_taker_imbalance_change_1h=Q4,21079,0.009367573945385899,10820,0.018366350699293696,10259,-0.0010490583163942496,21079,-0.013620409550920639,10920,-0.020374700592866647,10159,-0.008738539913467494,False,
direction_1h_atr,perp_taker_imbalance_change_1h=Q5,21079,-0.0002449383716007919,9966,0.025538628217900303,11113,-0.022072167486185717,21079,0.020758851183991022,9683,0.055550096580662074,11396,-0.0049554669406908225,False,
direction_1h_atr,taker_imbalance_diff_change_15m=Q1,21079,6.337577744527922e-05,9681,0.023892325495282224,11398,-0.01821370897484678,21079,-0.021443020433598338,9732,-0.03707916931441942,11347,-0.004405879250982375,False,
direction_1h_atr,taker_imbalance_diff_change_15m=Q2,21079,0.008330022108784335,10862,-0.014153835907163584,10217,0.031188714246954193,21079,0.011568583951411037,10935,0.031825884750628496,10144,-0.012731511421748566,False,
direction_1h_atr,taker_imbalance_diff_change_15m=Q3,21078,0.0011019899453226373,11210,-0.01374458343041085,9868,0.015898152700208654,21078,-0.008912350333440169,11127,-0.03217961629435863,9951,0.013530175618827535,False,
direction_1h_atr,taker_imbalance_diff_change_15m=Q4,21079,0.0055654737541660365,10918,0.006375797164049596,10161,0.0034902735856504885,21079,-0.0004054984789608265,10889,0.011124557285132994,10190,-0.014930372712910924,False,
direction_1h_atr,taker_imbalance_diff_change_15m=Q5,21079,-0.015060809306675388,9731,0.000709401841701332,11348,-0.026736242449355064,21079,0.019191862487513315,9719,0.02569870483067422,11360,0.01731018345816232,False,
direction_1h_atr,taker_imbalance_diff_change_1h=Q1,21079,0.006008313333306273,9586,0.025138261344149537,11493,-0.007770179996819254,21079,-0.005498779596063189,9722,-0.007422329759179502,11357,-0.00018047776401023015,False,
direction_1h_atr,taker_imbalance_diff_change_1h=Q2,21079,-0.016407160308639673,11000,-0.039128661738418676,10079,0.006948686783645519,21079,-0.0033255243593433553,10930,-0.03262880183520507,10149,0.025797849288325236,False,
direction_1h_atr,taker_imbalance_diff_change_1h=Q3,21078,0.02824434834874502,11253,0.019431514446961423,9825,0.03613710654784814,21078,-0.023853902928440387,11138,-0.024366953187995245,9940,-0.026918256434275346,False,
direction_1h_atr,taker_imbalance_diff_change_1h=Q4,21079,-0.02716425203873827,10926,-0.013164672353413606,10153,-0.04345719049021469,21079,0.013350078315475324,10844,0.02571819253655392,10235,-0.0017064537566240847,False,
direction_1h_atr,taker_imbalance_diff_change_1h=Q5,21079,0.00932009059361305,9637,0.011893149729099092,11442,0.009215228790912619,21079,0.01932699692536537,9768,0.04313101338237462,11311,0.002233254061921655,True,1
direction_1h_atr,perp_spot_basis_bps_change_15m=Q1,21079,-0.0073319627824139505,11192,-0.0013753496048035663,9887,-0.016087956749800986,21079,0.004878951558775477,11292,-0.005558349616209095,9787,0.012362860898471176,False,
direction_1h_atr,perp_spot_basis_bps_change_15m=Q2,21079,0.02341734577310084,10027,0.02943448271118569,11052,0.01910615608705061,21079,-0.02866109669904631,10066,-0.011920477141910961,11013,-0.04189305813616524,False,
direction_1h_atr,perp_spot_basis_bps_change_15m=Q3,21078,0.004618138030915098,9946,0.018912573615282452,11132,-0.006811420145129317,21078,0.013293201523377134,9802,-0.017380302288061256,11276,0.043262647822085255,False,
direction_1h_atr,perp_spot_basis_bps_change_15m=Q4,21079,-0.0188887024687016,10122,-0.03957068119950241,10957,0.0011324661727202395,21079,-0.03125931215128359,9980,-0.03210541149705767,11099,-0.028019427013669586,False,
direction_1h_atr,perp_spot_basis_bps_change_15m=Q5,21079,-0.0018145994657505632,11115,-0.006056380336872086,9964,0.0011357575785109,21079,0.041748886405376565,11262,0.05980555288092001,9817,0.01665793350546356,False,
direction_1h_atr,perp_spot_basis_bps_change_1h=Q1,21079,0.01976617530875377,11262,0.06324004726161737,9817,-0.0323337616136188,21079,0.039826263775358944,11352,0.04563636392911937,9727,0.028119900468613887,False,
direction_1h_atr,perp_spot_basis_bps_change_1h=Q2,21079,-0.008186384461037366,10038,-0.03558494452116603,11041,0.017844372405995935,21079,-0.016503170375012446,9958,-0.009765535930053297,11121,-0.01995326299669712,False,
direction_1h_atr,perp_spot_basis_bps_change_1h=Q3,21078,0.036070798453872746,9994,9.255250665747561e-05,11084,0.06973756257386846,21078,0.00458000218641947,9871,0.03782517427923585,11207,-0.021714513707165622,False,
direction_1h_atr,perp_spot_basis_bps_change_1h=Q4,21079,-0.004377712422978193,9900,0.023570161362840472,11179,-0.027675376355653727,21079,-0.0042076828602009494,9936,-0.0182956378862658,11143,0.011040659146594686,False,
direction_1h_atr,perp_spot_basis_bps_change_1h=Q5,21079,-0.04327116565898697,11208,-0.05257649057820536,9871,-0.03476722614351235,21079,-0.02369519544860181,11285,-0.054267224971581055,9794,0.00701515786948764,False,
direction_1h_atr,log_quote_volume_ratio_change_15m=Q1,21079,-0.005927474424630978,10154,-0.00852630204240866,10925,-0.002676009198947768,21079,-0.012659428901996419,10152,0.0011986461874364113,10927,-0.02388187071303395,False,
direction_1h_atr,log_quote_volume_ratio_change_15m=Q2,21079,0.004784136502101313,10744,-0.009217059379307169,10335,0.01862617508121866,21079,0.020990794887066563,10718,0.035366169483328345,10361,0.0048599122472043985,False,
direction_1h_atr,log_quote_volume_ratio_change_15m=Q3,21078,-0.011051369966922651,10752,0.011276987601631136,10326,-0.035037772063647075,21078,0.007178788695587746,10772,0.015378411649961128,10306,-0.002949212658202402,False,
direction_1h_atr,log_quote_volume_ratio_change_15m=Q4,21079,7.544182072952155e-05,10588,-0.0062553098192354994,10491,0.0061780716862301355,21079,0.011102135698007966,10646,-0.008843888020606705,10433,0.030583284373764688,False,
direction_1h_atr,log_quote_volume_ratio_change_15m=Q5,21079,0.012118741785314358,10164,0.012847816468242929,10915,0.012251009189472167,21079,-0.026611949812761604,10114,-0.04575118440213266,10965,-0.007120580914547732,False,
direction_1h_atr,log_quote_volume_ratio_change_1h=Q1,21079,0.02424259902156564,10114,0.025222974928437975,10965,0.024273354397907766,21079,0.01755309710062403,10179,0.03567284114169341,10900,0.0021525771367860574,True,1
direction_1h_atr,log_quote_volume_ratio_change_1h=Q2,21079,-0.0007780451659322382,10706,0.008210722825708977,10373,-0.010663525443803966,21079,-0.009922263869134916,10656,0.006826228344472551,10423,-0.027970833046168327,False,
direction_1h_atr,log_quote_volume_ratio_change_1h=Q3,21078,-0.012462689788814749,10732,-0.022529987133782944,10346,-0.0027011738440511288,21078,0.0018935972035271434,10766,-0.011541906945207327,10312,0.014395890614651454,False,
direction_1h_atr,log_quote_volume_ratio_change_1h=Q4,21079,-0.011899117347180799,10754,0.0036377876611326104,10325,-0.028822604461958837,21079,0.016843587574193904,10638,0.029996982154378286,10441,0.0026127142273544715,False,
direction_1h_atr,log_quote_volume_ratio_change_1h=Q5,21079,0.000896662043121832,10096,-0.013900367827488463,10983,0.015478025504488534,21079,-0.026367928175859257,10163,-0.062058630837958345,10916,0.008459795601241358,False,
direction_1h_atr,log_trade_count_ratio_change_15m=Q1,21079,-0.005480038729697198,10910,0.03094089528190469,10169,-0.04573646408685621,21079,-0.011249943127656151,10045,0.0048546547928308564,11034,-0.023741216173110598,False,
direction_1h_atr,log_trade_count_ratio_change_15m=Q2,21079,0.00041715133751165506,10213,-0.005540160919996234,10866,0.006705139361270873,21079,0.018019309227171067,10951,0.023924885392712418,10128,0.009079917202838808,False,
direction_1h_atr,log_trade_count_ratio_change_15m=Q3,21078,-0.013802643470774367,10291,-0.028117124108956205,10787,0.0003437942066814928,21078,0.0016914737917199558,10775,0.014509295864734088,10303,-0.013287639482406336,False,
direction_1h_atr,log_trade_count_ratio_change_15m=Q4,21079,0.013330626475772184,10203,0.007720173327545779,10876,0.019307681405672815,21079,-0.02438479984843438,10581,-0.02542349817293632,10498,-0.02386419049987675,False,
direction_1h_atr,log_trade_count_ratio_change_15m=Q5,21079,0.0055342495817666815,10785,-0.006527501929099663,10294,0.017343812699057756,21079,0.015924040201698384,10050,-0.019711249363606943,11029,0.05054202550355332,False,
direction_1h_atr,log_trade_count_ratio_change_1h=Q1,21079,0.014925193850155408,10911,0.025077083177839563,10168,0.002847062589205779,21079,-0.018130831115366983,10171,-0.03507639525400465,10908,-0.0007703299101828927,False,
direction_1h_atr,log_trade_count_ratio_change_1h=Q2,21079,0.0011760146570103727,10300,-0.001524858570221041,10779,0.004225317280303016,21079,-0.010142857545997313,10709,0.005757926184670546,10370,-0.02777482667461502,False,
direction_1h_atr,log_trade_count_ratio_change_1h=Q3,21078,-0.0063134721292650575,10273,0.0017309884706922796,10805,-0.013425910265809627,21078,0.023580541761640057,10757,0.08420052286980162,10321,-0.041075726194315876,False,
direction_1h_atr,log_trade_count_ratio_change_1h=Q4,21079,-0.008250087575033559,10104,0.006222829595617929,10975,-0.02061472104223707,21079,-0.002792484916600722,10604,-0.02504350069521487,10475,0.019084385277905274,False,
direction_1h_atr,log_trade_count_ratio_change_1h=Q5,21079,-0.001537948317651007,10814,-0.03130829721413687,10265,0.028915722989692562,21079,0.007486750490918719,10161,-0.033961554819560376,10918,0.047670026153279824,False,
up_first_1atr_1h,rsi14=Q1,20574,0.008251849293662128,9870,0.00836722403613005,10704,0.008067365283687233,20585,0.002760284504221777,10055,0.0029880033173904086,10530,0.0025360938489938367,True,1
up_first_1atr_1h,rsi14=Q2,20587,-0.014605939427059955,10593,-0.01672447355507045,9994,-0.012273894030944865,20555,-0.0007938925240973393,10299,-0.004639054563941869,10256,0.0030703744794782772,False,
up_first_1atr_1h,rsi14=Q3,20407,0.007930468235562038,10526,0.009508124524542916,9881,0.0063427409839675875,20436,0.003700846561787041,10189,0.007134292846093515,10247,0.0002878736995993725,True,1
up_first_1atr_1h,rsi14=Q4,20421,0.0030788725623429047,10038,-0.004460625878873803,10383,0.010343124123702196,20430,0.006539535823114728,10116,0.007398069817987463,10314,0.0056958518080536535,False,
up_first_1atr_1h,rsi14=Q5,20549,-0.004564299686682538,9919,0.003959178441279854,10630,-0.012582602303886026,20465,-0.012203039965282214,10295,-0.012607764399216348,10170,-0.011788759708898089,False,
up_first_1atr_1h,atr_slope_3bar_pct=Q1,20338,-0.0067776220677624455,10463,-0.0010185780680860845,9875,-0.012793517197249693,20244,-0.0012477065163786216,10352,0.004248285828494347,9892,-0.006987943340496905,False,
up_first_1atr_1h,atr_slope_3bar_pct=Q2,20503,-0.00023957581133576822,10107,-0.0010896422063219058,10396,0.0005686133203300914,20475,0.004361958138929145,9969,6.311318433299684e-05,10506,0.008433144672753246,False,
up_first_1atr_1h,atr_slope_3bar_pct=Q3,20563,0.0031729220955526993,10085,-0.0007036974473696445,10478,0.006874300363836738,20615,0.0063526254606660615,10261,0.008092672980699656,10354,0.0046285911446332095,False,
up_first_1atr_1h,atr_slope_3bar_pct=Q4,20612,0.001497810335948091,10046,-0.001368236008757684,10566,0.004178983563489891,20593,-0.005202860139529697,10127,-0.006478524636864547,10466,-0.003972749783233476,False,
up_first_1atr_1h,atr_slope_3bar_pct=Q5,20519,0.002199414970662672,10242,0.004003227879889215,10277,0.00041263196463692253,20541,-0.004351457520594293,10242,-0.00620511739314028,10299,-0.002506992512667172,False,
up_first_1atr_1h,price_change_5m_pct=Q1,20471,-0.0017583733156907866,10061,-0.0024041526330572105,10410,-0.001159329038346979,20488,-0.005131233384719214,9654,-0.008430868874779951,10834,-0.0022103157955759567,True,-1
up_first_1atr_1h,price_change_5m_pct=Q2,20572,0.007280202218425569,10204,0.011256013103889406,10368,0.0033633432496951166,20559,0.0025147167411259663,10483,0.00497097278423525,10076,-3.062887784532897e-05,False,
up_first_1atr_1h,price_change_5m_pct=Q3,20605,-0.005758089250748999,10369,-0.010417140510869838,10236,-0.0010080293929748962,20592,-0.005033368756397705,10764,-0.008828749248070367,9828,-0.0008555762093429009,True,-1
up_first_1atr_1h,price_change_5m_pct=Q4,20542,-0.0011834334494150167,10357,-0.00029555135651659903,10185,-0.0020511870144914734,20500,0.0014110662124274809,10479,0.0014401561371546467,10021,0.00139182065934923,False,
up_first_1atr_1h,price_change_5m_pct=Q5,20348,0.0014341880793014572,9955,0.0020500429217231164,10393,0.0008089099476031314,20332,0.006302819210225019,9574,0.011408205678396899,10758,0.0017397607418222494,True,1
up_first_1atr_1h,price_change_15m_pct=Q1,20495,0.0018085907693954906,9987,0.0020556755580629638,10508,0.0015294964921394039,20527,-0.004601165149716591,9654,-0.009777460960961826,10873,-2.5161371754345296e-05,False,
up_first_1atr_1h,price_change_15m_pct=Q2,20606,0.003972492703751052,10238,0.002440498938439839,10368,0.0054852568299420534,20607,0.00373282521688606,10566,0.0044493111931631635,10041,0.0029913498066898025,True,1
up_first_1atr_1h,price_change_15m_pct=Q3,20616,-0.006505465594427995,10634,-0.0035270098057706423,9982,-0.009585504800251554,20560,-0.0036865422150186844,10751,-0.002752806194576185,9809,-0.004688844544599224,True,-1
up_first_1atr_1h,price_change_15m_pct=Q4,20536,-0.003960156403825021,10122,-0.010517278648143114,10414,0.002394576726946762,20506,0.005605902702877641,10342,0.006858438992151938,10164,0.004337042619639575,False,
up_first_1atr_1h,price_change_15m_pct=Q5,20285,0.004758106883481605,9965,0.009879202892217498,10320,-0.0002129559176893281,20271,-0.0010672164718348864,9641,0.0006270749290753774,10630,-0.0026200742109058206,False,
up_first_1atr_1h,price_change_1h_pct=Q1,20499,0.007467560489754221,9928,0.006124633616108877,10571,0.00867111077347027,20483,0.008316561906060449,9640,0.0053465561729503785,10843,0.010937319702339354,True,1
up_first_1atr_1h,price_change_1h_pct=Q2,20602,-0.004327408504379016,10259,0.000932429589205086,10343,-0.009539274432926736,20593,-0.003940295190275056,10442,-0.0013012100695064532,10151,-0.006647222873809977,False,
up_first_1atr_1h,price_change_1h_pct=Q3,20653,0.0024441982722534505,10894,-0.0016996653533613015,9759,0.007223858519550541,20562,0.003998344189088177,10701,0.007117389627457504,9861,0.000632569331129984,False,
up_first_1atr_1h,price_change_1h_pct=Q4,20510,0.0016385310968516364,9952,-0.0031253262233525425,10558,0.006075361402216539,20548,0.0032192488377616457,10436,0.0018573971972375425,10112,0.004633213891788945,False,
up_first_1atr_1h,price_change_1h_pct=Q5,20274,-0.007300510613866551,9913,-0.0020933881531384757,10361,-0.012319167793020835,20285,-0.011711546315152088,9735,-0.01371346168620946,10550,-0.00987736712686843,True,-1
up_first_1atr_1h,oi_change_5m_pct=Q1,20429,0.0029807903429940885,10026,0.00430665689064752,10403,0.0016746461976814286,20423,0.0025495912851873914,10364,0.0011613459575702811,10059,0.003988068509040876,True,1
up_first_1atr_1h,oi_change_5m_pct=Q2,20530,0.0032955940623469737,9988,0.001104709626741529,10542,0.0053235359884403755,20515,0.0024614338791555945,10145,0.0018214768766880995,10370,0.0030853808656546855,True,1
up_first_1atr_1h,oi_change_5m_pct=Q3,20599,0.0014728330985606108,10423,0.00011419932196476967,10176,0.002908387507789656,20603,-0.0012180844085453169,10100,-0.0037859774123583656,10503,0.0012458641954394278,False,
up_first_1atr_1h,oi_change_5m_pct=Q4,20525,-0.006277930437315782,10193,-0.00408962324895773,10332,-0.008437910675542504,20522,0.0001475845473019044,10094,0.0028465088994786836,10428,-0.0024690588354837617,False,
up_first_1atr_1h,oi_change_5m_pct=Q5,20455,-0.0014684663304009304,10316,-0.0013296967326229536,10139,-0.0015738553076418138,20408,-0.003944490192999361,10251,-0.002049493843018113,10157,-0.00585304192355568,True,-1
up_first_1atr_1h,oi_change_15m_pct=Q1,20405,0.0058726703235853495,9915,0.007489244492685565,10490,0.004294197443577619,20405,0.00602729489860554,10256,0.004047852772532223,10149,0.008031842521410093,True,1
up_first_1atr_1h,oi_change_15m_pct=Q2,20513,0.0011268031878302054,10178,0.00282544222053277,10335,-0.0005492201361386728,20537,0.0008569016290521092,10294,-0.0017779058066743625,10243,0.003507966424237785,False,
up_first_1atr_1h,oi_change_15m_pct=Q3,20601,0.002735018510150289,10470,-0.0008720846849807895,10131,0.006517738267553752,20607,0.0024225908305124944,10215,0.0009610215166094283,10392,0.003858061876119645,False,
up_first_1atr_1h,oi_change_15m_pct=Q4,20539,-0.0068074361416533,10115,-0.008599362348110762,10424,-0.005089076617089017,20535,0.0008565340929646004,10108,0.0055204047494035735,10427,-0.0036685317891537728,False,
up_first_1atr_1h,oi_change_15m_pct=Q5,20480,-0.002903912947212206,10268,-0.0006719841510197111,10212,-0.0051265778308056675,20387,-0.010207308481154143,10081,-0.008811635915119631,10306,-0.011574662127342095,True,-1
up_first_1atr_1h,oi_change_1h_pct=Q1,20300,0.0059634188723690085,9955,0.002552303092491548,10345,0.009215867878399897,20305,0.012436537530918113,10202,0.00521996395809704,10103,0.01972791646164851,True,1
up_first_1atr_1h,oi_change_1h_pct=Q2,20523,-0.005060651442589381,10169,-0.005386657553455798,10354,-0.004746855111050496,20553,-0.003470428744691112,10296,6.875421465052378e-05,10257,-0.007020162221837656,False,
up_first_1atr_1h,oi_change_1h_pct=Q3,20603,0.004191105356402491,10327,0.010537884767597039,10276,-0.002166291906415929,20602,0.004484961477154326,10405,0.004875937794058982,10197,0.004092190874346535,False,
up_first_1atr_1h,oi_change_1h_pct=Q4,20595,-0.0035771578375072277,10152,-0.0035797533363792766,10443,-0.003592960104314813,20566,-0.0023226453598336194,10066,0.0024436201152465697,10500,-0.006897904251670917,False,
up_first_1atr_1h,oi_change_1h_pct=Q5,20517,-0.0014561306013222142,10343,-0.004168455646206548,10174,0.0013360411458089305,20445,-0.011045626043416579,9985,-0.012948781023715994,10460,-0.009235699025412158,False,
up_first_1atr_1h,oi_accel_5m_pctpt=Q1,20434,-0.0006162457549713785,10297,0.0010401570738460264,10137,-0.0022649884212280202,20403,-0.0028928250135161204,10338,-0.003104017748022825,10065,-0.0026683960549496177,False,
up_first_1atr_1h,oi_accel_5m_pctpt=Q2,20572,-0.004337530622328889,10027,-0.0008295252878077752,10545,-0.007716925615661452,20528,0.006432994619552601,10093,0.007156230352458548,10435,0.005729152129098858,False,
up_first_1atr_1h,oi_accel_5m_pctpt=Q3,20573,6.177678037366796e-05,10412,-0.0011862838989507019,10161,0.0013851231488739013,20616,-0.004440046349920512,10115,-0.003229456609511905,10501,-0.005611233140983052,False,
up_first_1atr_1h,oi_accel_5m_pctpt=Q4,20520,0.0006643474389963488,9997,-0.008745812610426229,10523,0.009559390297725123,20526,0.0016100191168936795,10198,0.0006113709320073601,10328,0.002595769902731304,False,
up_first_1atr_1h,oi_accel_5m_pctpt=Q5,20439,0.004252688613376632,10213,0.009535947252889698,10226,-0.0010104177758196164,20398,-0.0007130827356999214,10210,-0.0013425371819494325,10188,-7.968674087394101e-05,False,
up_first_1atr_1h,oi_accel_15m_pctpt=Q1,20428,-0.0011556710274207571,10232,0.0003873123935331235,10196,-0.0026849315518489014,20415,-0.00597436893509079,10254,-0.005704591157875694,10161,-0.00624265378419725,False,
up_first_1atr_1h,oi_accel_15m_pctpt=Q2,20557,-0.0033453755382700234,10122,-0.009331742192897119,10435,0.002440559940911191,20598,0.005698643268215564,10230,0.00942221437456231,10368,0.0020241636495636484,False,
up_first_1atr_1h,oi_accel_15m_pctpt=Q3,20606,0.005476908893210453,10284,0.004877576234309677,10322,0.0060845924812298335,20581,0.0005248498229325493,10227,-0.0026523154982056596,10354,0.0036627808297790554,False,
up_first_1atr_1h,oi_accel_15m_pctpt=Q4,20533,5.680548850711675e-05,10150,0.0007537663272944584,10383,-0.0006363615740730411,20550,0.0014675613759192463,10141,0.0034966543120111826,10409,-0.0005122123824551905,False,
up_first_1atr_1h,oi_accel_15m_pctpt=Q5,20414,-0.0010602840727265694,10158,0.003217286065189451,10256,-0.005293438206748324,20327,-0.00178945406158032,10102,-0.004576194426536506,10225,0.0009635464410756023,False,
up_first_1atr_1h,mark_index_bps=Q1,20445,0.007871674471013501,8039,0.012080126675277858,12406,0.004739183394746438,20480,0.014054406532549413,7665,0.010633493888979217,12815,0.01602341191428036,True,1
up_first_1atr_1h,mark_index_bps=Q2,20483,-0.0018046329230763658,6651,-0.008445842902178036,13832,0.0007836657796667645,20445,-0.002339340888121877,6308,-0.011183530103581807,14137,0.0014998699106926194,False,
up_first_1atr_1h,mark_index_bps=Q3,20588,0.0006222138469154093,8300,0.005856146290497077,12288,-0.0032857211793171914,20486,-0.013235281203892502,8730,-0.013728817057147569,11756,-0.012917412020753416,False,
up_first_1atr_1h,mark_index_bps=Q4,20431,-0.0037247421444187023,14702,-0.009183476218038,5729,0.01216918864533223,20515,0.006019805802138789,15163,0.008026459453566559,5352,0.0006985083043828944,False,
up_first_1atr_1h,mark_index_bps=Q5,20591,-0.0029470166735064973,13254,0.003430708914010594,7337,-0.01349002509980013,20545,-0.004495729696612161,13088,-0.000978961991989935,7457,-0.010516964642355298,False,
up_first_1atr_1h,mark_index_bps_change_15m=Q1,20434,0.00652870873264727,10762,0.009661884015603028,9672,0.003191981855215409,20496,0.004093888321679007,11574,0.0045686823148896605,8922,0.0035387691399452748,True,1
up_first_1atr_1h,mark_index_bps_change_15m=Q2,20551,0.0024433571635792406,9823,0.003044439318048542,10728,0.0018071869815702302,20552,0.004825206667572801,9458,-0.0024675273182476753,11094,0.011015562487106778,False,
up_first_1atr_1h,mark_index_bps_change_15m=Q3,20547,0.003806053360977557,9784,0.0007417229388730351,10763,0.006497974869453249,20510,-0.0021953601590034566,9033,-0.0008734334180054426,11477,-0.003275645240895797,False,
up_first_1atr_1h,mark_index_bps_change_15m=Q4,20533,-0.009099187303583667,9894,-0.010342036373451657,10639,-0.008012045635132303,20515,-0.0035341790869667933,9330,-0.0022460710101425696,11185,-0.004639224472204384,True,-1
up_first_1atr_1h,mark_index_bps_change_15m=Q5,20470,-0.0037370920278790853,10680,-0.003776316143508651,9790,-0.003570776348282123,20395,-0.0032880290942892687,11556,-0.00019115375553785396,8839,-0.007274040315328245,True,-1
up_first_1atr_1h,mark_index_bps_change_1h=Q1,20399,0.01278573243598674,11099,0.015745965952965235,9300,0.009498847033048374,20482,0.012881725756441198,12131,0.015503013806440424,8351,0.009165401540050633,True,1
up_first_1atr_1h,mark_index_bps_change_1h=Q2,20556,0.0021758368065092903,9525,0.0031255388212499957,11031,0.0012076968726499882,20526,9.973947156582952e-05,8976,0.0005943723873275131,11550,-0.0003264756802423552,False,
up_first_1atr_1h,mark_index_bps_change_1h=Q3,20552,0.0031975499578578703,9481,0.002067630768648021,11071,0.004008624102462499,20489,-0.0021779529995470392,8625,-0.009143130518973364,11864,0.0028339456022288267,False,
up_first_1atr_1h,mark_index_bps_change_1h=Q4,20559,-0.003879841315718724,9748,-0.004809198716943464,10811,-0.0031443389692610846,20501,0.0030940679934233217,9120,0.004279638359745153,11381,0.002106986941252942,False,
up_first_1atr_1h,mark_index_bps_change_1h=Q5,20461,-0.014272117530779727,11082,-0.016044058752740342,9379,-0.011946626554135087,20461,-0.013868028698652612,12090,-0.012624556059304959,8371,-0.01557412772158695,True,-1
up_first_1atr_1h,premium_index_close=Q1,20461,0.006694599638469023,7420,0.004886120635315627,13041,0.007223764229681295,20432,0.011482575275208018,6831,0.005047471149889182,13601,0.01461850385557606,True,1
up_first_1atr_1h,premium_index_close=Q2,20485,-0.002341179830755047,6778,0.000562158299583837,13707,-0.004365625322729327,20506,-0.0037572105322730698,6554,-0.009819659511114465,13952,-0.0010118186247596306,False,
up_first_1atr_1h,premium_index_close=Q3,20570,0.0021275203066161708,8498,0.006043773712399336,12072,-0.0009679222437638524,23060,-0.010200297568166095,11359,-0.01185492261130644,11701,-0.008597645014568722,False,
up_first_1atr_1h,premium_index_close=Q4,20426,-0.002428927596127839,15218,-0.007954433127978555,5208,0.016027264851788736,17935,0.009955362349562291,13520,0.014665162080289174,4415,-0.0040583421527656816,False,
up_first_1atr_1h,premium_index_close=Q5,20596,-0.004038111866298433,13032,0.00227326966428687,7564,-0.01403367544183265,20538,-0.004912707209355827,12690,-0.0026583256400889432,7848,-0.008434091815381461,False,
up_first_1atr_1h,premium_index_change_15m=Q1,20474,0.002174083269025462,10505,0.004141128198137112,9969,0.0001804438541615494,20452,0.00023003078384514763,11294,-0.0018128102001173652,9158,0.0027975168737567335,False,
up_first_1atr_1h,premium_index_change_15m=Q2,20517,0.004441417773196454,9842,0.003604742789886206,10675,0.005134565096053589,20508,0.0022900283782925634,9172,-0.0011686271470222054,11336,0.005052930845953152,False,
up_first_1atr_1h,premium_index_change_15m=Q3,20532,0.0025649607164591193,10140,0.00380795351941271,10392,0.0013381030364256752,20534,0.0027312894234255425,9958,0.0002084824875380198,10576,0.005097305027199406,True,1
up_first_1atr_1h,premium_index_change_15m=Q4,20558,-0.0030289070568654264,9950,-0.006945815324808369,10608,0.0005859146144233662,20552,-0.003446494383419818,9453,0.000755102846095923,11099,-0.007052092316661762,False,
up_first_1atr_1h,premium_index_change_15m=Q5,20454,-0.006235459687764178,10506,-0.00475857989006756,9948,-0.00771323644620503,20422,-0.0018820060601814625,11074,0.0018479309306160818,9348,-0.006262046314144176,False,
up_first_1atr_1h,premium_index_change_1h=Q1,20428,0.009711765823959662,10745,0.015394738070366676,9683,0.0035514433691612446,20455,0.006219431988580992,11590,0.011644104853849313,8865,-0.000809917788049952,False,
up_first_1atr_1h,premium_index_change_1h=Q2,20549,0.006677123253606532,9663,0.001996921748741054,10886,0.010712302610795477,20504,0.004484265492996187,9183,0.00041756055006253456,11321,0.007747857312384032,True,1
up_first_1atr_1h,premium_index_change_1h=Q3,20578,-0.0028290406245253807,9949,0.0018479575399172887,10629,-0.007268275173695771,20540,-0.0038406971523337052,9529,-0.0016260986057139437,11011,-0.005781626589938749,False,
up_first_1atr_1h,premium_index_change_1h=Q4,20522,-0.004110825612583524,9725,-0.006217753421461303,10797,-0.0023167110520828094,20537,0.0011003646470196804,9032,-0.004472381748097498,11505,0.0054349944880074386,False,
up_first_1atr_1h,premium_index_change_1h=Q5,20450,-0.009464574431014172,10853,-0.01319195434016529,9597,-0.005078120903840522,20423,-0.00792879093094151,11608,-0.007060468886316229,8815,-0.00900756581340284,True,-1
up_first_1atr_1h,funding_last_settled_rate=Q1,20450,-0.0011516159958063765,7285,0.0008566837870860322,13165,-0.0027813926052888682,20498,0.0058989948384207125,5864,-0.0038692510876112696,14634,0.009697148365521935,False,
