outcome,state,btcusdt_annual_n,btcusdt_annual_effect,btcusdt_h1_n,btcusdt_h1_effect,btcusdt_h2_n,btcusdt_h2_effect,ethusdt_annual_n,ethusdt_annual_effect,ethusdt_h1_n,ethusdt_h1_effect,ethusdt_h2_n,ethusdt_h2_effect,stable,sign
direction_1h_atr,oi_change_1h_pct=Q5,21079,-0.000774500081643481,10610,-0.006422924927697207,10469,0.004603953754103433,21079,-0.03865405591888074,10290,-0.10325720822268254,10789,0.02393184804380096,False,
direction_1h_atr,oi_accel_5m_pctpt=Q1,21079,-0.022684621087151316,10616,-0.042141440341390474,10463,-0.0033055720674434116,21079,-0.01863919500538048,10657,-0.023341736304994865,10422,-0.014761656796496313,True,-1
direction_1h_atr,oi_accel_5m_pctpt=Q2,21079,0.0019247067852093125,10291,0.012173735800650703,10788,-0.007360753495891367,21079,0.008680787266354639,10369,0.00940201557657764,10710,0.008554864500061701,False,
direction_1h_atr,oi_accel_5m_pctpt=Q3,21078,0.00447408459975962,10684,0.020922569469124963,10394,-0.01298237223005999,21078,0.004283063844711402,10356,0.007503036436748427,10722,0.0018088146514232597,False,
direction_1h_atr,oi_accel_5m_pctpt=Q4,21079,0.007376514259183453,10270,0.013332243412832026,10809,0.0022625670694373934,21079,0.025151711472245365,10484,0.038204505754715186,10595,0.012217502720136438,True,1
direction_1h_atr,oi_accel_5m_pctpt=Q5,21079,0.00890952769617033,10541,-0.003639622096405587,10538,0.02130164156016618,21079,-0.019476164386895065,10536,-0.031033988172228882,10543,-0.008215419109834204,False,
direction_1h_atr,oi_accel_15m_pctpt=Q1,21079,-0.02619948700622443,10567,-0.031585668112158655,10512,-0.02101532238959231,21079,-0.01619925903146384,10554,-0.036914317135876715,10525,0.004188955966548508,False,
direction_1h_atr,oi_accel_15m_pctpt=Q2,21079,-0.019099980215684903,10392,-0.03616002995626406,10687,-0.0022791893002893776,21079,0.005153693603296969,10474,0.009613529588116572,10605,0.000782641321697258,False,
direction_1h_atr,oi_accel_15m_pctpt=Q3,21078,0.0619634083740227,10535,0.07233034725169975,10543,0.05145840473675769,21078,-0.003680172218890757,10498,-0.013799864059234564,10580,0.006267567063646128,False,
direction_1h_atr,oi_accel_15m_pctpt=Q4,21079,0.01946054692280509,10424,0.03350116668833808,10655,0.005872667151955606,21079,0.010834208220004044,10396,0.036591151213412755,10683,-0.013795928023399079,False,
direction_1h_atr,oi_accel_15m_pctpt=Q5,21079,-0.036121548494844724,10484,-0.03831319950488519,10595,-0.03396210142823375,21079,0.003891354837546549,10480,0.005092648761957606,10599,0.002706138954247931,False,
direction_1h_atr,mark_index_bps=Q1,21079,0.049617659688559204,8289,0.15567069675710538,12790,-0.014320325404591733,21079,0.04988442450092101,7875,0.07282557328621742,13204,0.047050295737943046,False,
direction_1h_atr,mark_index_bps=Q2,21079,-0.033738682636528405,6832,-0.09921405369671708,14247,0.00482338922351587,21079,-0.032415721330587954,6499,-0.033946320545123455,14580,-0.016720664330875053,False,
direction_1h_atr,mark_index_bps=Q3,21078,-0.00785564630761465,8506,0.01071804555667051,12572,-0.01602980096768189,21078,-0.08494486043206922,8978,-0.06163870123727084,12100,-0.09541335240310533,False,
direction_1h_atr,mark_index_bps=Q4,21079,-0.013554800958291077,15158,-0.062166963016772235,5921,0.08879462180353434,21079,0.07007547104190577,15599,0.06409189323843428,5480,0.035758607681361916,False,
direction_1h_atr,mark_index_bps=Q5,21079,0.005531097537452553,13617,0.01752479542773877,7462,-0.0281142002513713,21079,-0.002603343613673658,13451,-0.05942022417101504,7628,0.07617718602570392,False,
direction_1h_atr,mark_index_bps_change_15m=Q1,21079,0.005045071584174249,11091,0.01166161215359432,9988,-0.004012066246274114,21079,0.006242353259946196,11896,-0.00875917568078989,9183,0.017201707793081132,False,
direction_1h_atr,mark_index_bps_change_15m=Q2,21078,0.029637091544466032,10087,0.028255957570995957,10991,0.031904916488156375,21078,0.03108358098207305,9690,0.02300717688079324,11388,0.04176951794201823,True,1
direction_1h_atr,mark_index_bps_change_15m=Q3,21078,0.013998364480207623,10039,-0.0001225231724248793,11039,0.027957649551981677,21078,0.005088905747212668,9292,0.04489855609939573,11786,-0.02075529613191076,False,
direction_1h_atr,mark_index_bps_change_15m=Q4,21078,0.00437968670417354,10171,0.02551735745434304,10907,-0.014539078146721833,21078,-0.022968435573015242,9584,-0.030644398193243813,11494,-0.012282428361707091,False,
direction_1h_atr,mark_index_bps_change_15m=Q5,21078,-0.05323093403598581,11011,-0.06141267869150635,10067,-0.045757543211639204,21078,-0.019448425753369962,11937,-0.020289461251014183,9141,-0.02711283242395867,True,-1
