n_state,n_comp,effect,state_mean,comp_mean,p,state,state_family,feature,quintile,hour_block,horizon_bars,outcome,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,confirmation_q,confirmation_quarters_same_sign,quarter_details
2181,66551,0.2250504556629962,0.797799174690509,0.5727487190275128,1.7528538792207782e-97,dist_low24_atr:Q1:H3,feature_quintile_x_server_4h_block,dist_low24_atr,1,3.0,3,move_ge_1atr,9.666473598643997e-97,2197,66315,0.20973720581804112,7.694446960882009e-85,4.243261191662872e-84,4,"{'1': {'effect': 0.24228172885517918, 'n_state': 539, 'same_sign': True}, '2': {'effect': 0.20414449258651146, 'n_state': 533, 'same_sign': True}, '3': {'effect': 0.18015872296452073, 'n_state': 624, 'same_sign': True}, '4': {'effect': 0.19523224360412994, 'n_state': 501, 'same_sign': True}}"
1406,67326,0.07382501287022414,0.6522048364153628,0.5783798235451386,2.844024987565019e-08,dist_low24_atr:Q1:H4,feature_quintile_x_server_4h_block,dist_low24_atr,1,4.0,3,move_ge_1atr,3.118448451277433e-08,1261,67251,0.12960472827593184,3.5216371996650033e-20,5.619633829252665e-20,3,"{'1': {'effect': 0.14100752448623155, 'n_state': 297, 'same_sign': True}, '2': {'effect': 0.08418574240153909, 'n_state': 329, 'same_sign': True}, '3': {'effect': -0.016747786313258572, 'n_state': 300, 'same_sign': False}, '4': {'effect': 0.2884673979647796, 'n_state': 335, 'same_sign': True}}"
11435,57297,0.06660943757035676,0.6354175776125929,0.5688081400422361,1.205023342462744e-39,dist_low24_atr:Q2,feature_quintile,dist_low24_atr,2,,3,move_ge_1atr,2.2822411789067117e-39,11292,57220,0.08833877312033289,3.802808260613385e-67,1.5845034419222438e-66,4,"{'1': {'effect': 0.09830205136893899, 'n_state': 2662, 'same_sign': True}, '2': {'effect': 0.07768930530163032, 'n_state': 2881, 'same_sign': True}, '3': {'effect': 0.08112322469444433, 'n_state': 2743, 'same_sign': True}, '4': {'effect': 0.053434486018345884, 'n_state': 3006, 'same_sign': True}}"
768,67964,0.19836819247444726,0.7760416666666666,0.5776734741922194,1.6519360020197523e-28,dist_low24_atr:Q2:H0,feature_quintile_x_server_4h_block,dist_low24_atr,2,0.0,3,move_ge_1atr,2.4388818927456974e-28,650,67862,0.20915604745376926,9.151589646067657e-27,1.642031635059986e-26,4,"{'1': {'effect': 0.21962325688361106, 'n_state': 182, 'same_sign': True}, '2': {'effect': 0.21228611618667703, 'n_state': 167, 'same_sign': True}, '3': {'effect': 0.2308920714416829, 'n_state': 138, 'same_sign': True}, '4': {'effect': 0.16992614681398344, 'n_state': 163, 'same_sign': True}}"
2415,66317,0.14830217409567836,0.7229813664596273,0.5746791923639489,1.144623265973872e-47,dist_low24_atr:Q2:H2,feature_quintile_x_server_4h_block,dist_low24_atr,2,2.0,3,move_ge_1atr,2.554962647263107e-47,2328,66184,0.17465543317121113,1.0281704309771782e-62,3.8556391161644186e-62,4,"{'1': {'effect': 0.1981189432683652, 'n_state': 549, 'same_sign': True}, '2': {'effect': 0.16063703912162308, 'n_state': 631, 'same_sign': True}, '3': {'effect': 0.20537038805590047, 'n_state': 592, 'same_sign': True}, '4': {'effect': 0.11592096621131487, 'n_state': 556, 'same_sign': True}}"
2280,66452,0.14056224199818157,0.7157894736842105,0.575227231686029,8.961210074443181e-41,dist_low24_atr:Q2:H3,feature_quintile_x_server_4h_block,dist_low24_atr,2,3.0,3,move_ge_1atr,1.7411677605783381e-40,2433,66079,0.1309473962423896,1.6194759327415427e-37,3.7257881888225676e-37,4,"{'1': {'effect': 0.13329684629088734, 'n_state': 548, 'same_sign': True}, '2': {'effect': 0.14716550151606766, 'n_state': 633, 'same_sign': True}, '3': {'effect': 0.16323100051734452, 'n_state': 549, 'same_sign': True}, '4': {'effect': 0.0770751634470237, 'n_state': 703, 'same_sign': True}}"
11454,57278,0.06295713614427778,0.6323555089924917,0.5693983728482139,1.204916773147565e-35,dist_low24_atr:Q3,feature_quintile,dist_low24_atr,3,,3,move_ge_1atr,2.0918693978256336e-35,10848,57664,0.07860760454624327,6.734561424418359e-52,2.087157466245359e-51,4,"{'1': {'effect': 0.08071620955973358, 'n_state': 2623, 'same_sign': True}, '2': {'effect': 0.057628803138418117, 'n_state': 2625, 'same_sign': True}, '3': {'effect': 0.0931645443114999, 'n_state': 2604, 'same_sign': True}, '4': {'effect': 0.04720558277797349, 'n_state': 2996, 'same_sign': True}}"
633,68099,0.24862407014673626,0.8262243285939969,0.5776002584472606,1.749229291106593e-36,dist_low24_atr:Q3:H0,feature_quintile_x_server_4h_block,dist_low24_atr,3,0.0,3,move_ge_1atr,3.094155585683832e-36,690,67822,0.18006657666124326,2.1605920885581935e-21,3.585053244289038e-21,4,"{'1': {'effect': 0.22655077958282366, 'n_state': 164, 'same_sign': True}, '2': {'effect': 0.20877669326756032, 'n_state': 191, 'same_sign': True}, '3': {'effect': 0.20764424229249234, 'n_state': 168, 'same_sign': True}, '4': {'effect': 0.06822238177825346, 'n_state': 167, 'same_sign': True}}"
2430,66302,0.159920307290757,0.7341563786008231,0.574236071310066,1.860078611925392e-55,dist_low24_atr:Q3:H2,feature_quintile_x_server_4h_block,dist_low24_atr,3,2.0,3,move_ge_1atr,5.128893231411927e-55,2313,66199,0.1437559969567842,8.305663287036625e-43,2.1629331476657877e-42,4,"{'1': {'effect': 0.16258390184930682, 'n_state': 566, 'same_sign': True}, '2': {'effect': 0.09115505230918253, 'n_state': 589, 'same_sign': True}, '3': {'effect': 0.19484636453352688, 'n_state': 583, 'same_sign': True}, '4': {'effect': 0.11253085499289295, 'n_state': 575, 'same_sign': True}}"
2420,66312,0.13434428182725489,0.709504132231405,0.5751598504041501,1.6590975320616323e-39,dist_low24_atr:Q3:H3,feature_quintile_x_server_4h_block,dist_low24_atr,3,3.0,3,move_ge_1atr,3.095331216532896e-39,2367,66145,0.13682758331727773,8.808699791013986e-40,2.1589950468171534e-39,4,"{'1': {'effect': 0.15653242423744007, 'n_state': 561, 'same_sign': True}, '2': {'effect': 0.13606137799739548, 'n_state': 543, 'same_sign': True}, '3': {'effect': 0.13012247334888805, 'n_state': 562, 'same_sign': True}, '4': {'effect': 0.11495826772536433, 'n_state': 701, 'same_sign': True}}"
11429,57303,0.05997107381652611,0.6298888791670313,0.5699178053505052,1.8997346707304423e-32,dist_low24_atr:Q4,feature_quintile,dist_low24_atr,4,,3,move_ge_1atr,3.110919220628454e-32,11438,57074,0.0359321844511743,1.4607827298019262e-12,1.9564054416990082e-12,3,"{'1': {'effect': 0.0630330580735401, 'n_state': 2712, 'same_sign': True}, '2': {'effect': -0.0028523026468104673, 'n_state': 2862, 'same_sign': False}, '3': {'effect': 0.03001262713299957, 'n_state': 2850, 'same_sign': True}, '4': {'effect': 0.036108469188835146, 'n_state': 3014, 'same_sign': True}}"
635,68097,0.2030886464756908,0.7811023622047244,0.5780137157290336,5.689845700623834e-25,dist_low24_atr:Q4:H0,feature_quintile_x_server_4h_block,dist_low24_atr,4,0.0,3,move_ge_1atr,7.815722116241531e-25,590,67922,0.1789342610841249,2.478289136164997e-18,3.732363156874996e-18,4,"{'1': {'effect': 0.19490077763512137, 'n_state': 134, 'same_sign': True}, '2': {'effect': 0.15969325455776107, 'n_state': 146, 'same_sign': True}, '3': {'effect': 0.1822253470482198, 'n_state': 163, 'same_sign': True}, '4': {'effect': 0.1751980540625524, 'n_state': 147, 'same_sign': True}}"
2384,66348,0.15840640240214,0.7328020134228188,0.5743956110206788,1.7429680415272287e-53,dist_low24_atr:Q4:H2,feature_quintile_x_server_4h_block,dist_low24_atr,4,2.0,3,move_ge_1atr,4.4163041592750725e-53,2634,65878,0.10951782825449208,9.741111823465931e-29,1.808374719702834e-28,4,"{'1': {'effect': 0.16879574428383282, 'n_state': 594, 'same_sign': True}, '2': {'effect': 0.0470773502519769, 'n_state': 693, 'same_sign': True}, '3': {'effect': 0.14172954422584216, 'n_state': 652, 'same_sign': True}, '4': {'effect': 0.07872850369747697, 'n_state': 695, 'same_sign': True}}"
2356,66376,0.12560390637645324,0.7011884550084889,0.5755845486320357,6.608179176287398e-34,dist_low24_atr:Q4:H3,feature_quintile_x_server_4h_block,dist_low24_atr,4,3.0,3,move_ge_1atr,1.1212973715419794e-33,2392,66120,0.08815936161473914,1.2537545485893033e-17,1.865706173495987e-17,4,"{'1': {'effect': 0.13065318921898916, 'n_state': 622, 'same_sign': True}, '2': {'effect': 0.046847540298455725, 'n_state': 579, 'same_sign': True}, '3': {'effect': 0.08878450332364096, 'n_state': 585, 'same_sign': True}, '4': {'effect': 0.07424629601062771, 'n_state': 606, 'same_sign': True}}"
2124,66608,-0.12276085441063844,0.4609227871939736,0.5836836416046121,1.5726034630490976e-29,dist_low24_atr:Q4:H5,feature_quintile_x_server_4h_block,dist_low24_atr,4,5.0,3,move_ge_1atr,2.3589051945736463e-29,2073,66439,-0.08790639425824426,1.8088385752016923e-15,2.5596772290589985e-15,4,"{'1': {'effect': -0.10945169413523542, 'n_state': 476, 'same_sign': True}, '2': {'effect': -0.0663767585773668, 'n_state': 581, 'same_sign': True}, '3': {'effect': -0.11873595207692744, 'n_state': 508, 'same_sign': True}, '4': {'effect': -0.05329005658305419, 'n_state': 508, 'same_sign': True}}"
22945,45787,-0.20801658915547638,0.44131619089126173,0.6493327800467381,0.0,dist_low24_atr:Q5,feature_quintile,dist_low24_atr,5,,3,move_ge_1atr,0.0,23945,44567,-0.21385312897992415,0.0,0.0,4,"{'1': {'effect': -0.14515278423536976, 'n_state': 6017, 'same_sign': True}, '2': {'effect': -0.16773081288713187, 'n_state': 5886, 'same_sign': True}, '3': {'effect': -0.15683127446677597, 'n_state': 6168, 'same_sign': True}, '4': {'effect': -0.13996131475308243, 'n_state': 5874, 'same_sign': True}}"
6415,62317,-0.3258094775548011,0.284489477786438,0.6102989553412391,0.0,dist_low24_atr:Q5:H0,feature_quintile_x_server_4h_block,dist_low24_atr,5,0.0,3,move_ge_1atr,0.0,6558,61954,-0.3121700255468983,0.0,0.0,4,"{'1': {'effect': -0.25969444482561127, 'n_state': 1591, 'same_sign': True}, '2': {'effect': -0.32118692248331765, 'n_state': 1597, 'same_sign': True}, '3': {'effect': -0.28192980604722157, 'n_state': 1670, 'same_sign': True}, '4': {'effect': -0.2939687481290786, 'n_state': 1700, 'same_sign': True}}"
2653,66079,0.1727250230191122,0.7459479834150019,0.5732229603958897,6.71382177568906e-70,dist_low24_atr:Q5:H2,feature_quintile_x_server_4h_block,dist_low24_atr,5,2.0,3,move_ge_1atr,2.2280381998968119e-69,2875,65637,0.12736591437358702,1.808240236662753e-41,4.5509401929431697e-41,4,"{'1': {'effect': 0.13948343446276112, 'n_state': 792, 'same_sign': True}, '2': {'effect': 0.10654346926431724, 'n_state': 592, 'same_sign': True}, '3': {'effect': 0.16218671733773227, 'n_state': 671, 'same_sign': True}, '4': {'effect': 0.08803778376376215, 'n_state': 820, 'same_sign': True}}"
2732,66000,0.07575664403922089,0.6526354319180088,0.5768787878787879,3.798999019570543e-15,dist_low24_atr:Q5:H3,feature_quintile_x_server_4h_block,dist_low24_atr,5,3.0,3,move_ge_1atr,4.670900433898209e-15,2559,65953,0.04054531544474338,4.885743740182819e-05,5.295242492972708e-05,3,"{'1': {'effect': 0.07728471309491636, 'n_state': 709, 'same_sign': True}, '2': {'effect': -0.013604286841888413, 'n_state': 611, 'same_sign': False}, '3': {'effect': 0.001590453360567623, 'n_state': 674, 'same_sign': True}, '4': {'effect': 0.0942800420577673, 'n_state': 565, 'same_sign': True}}"
5634,63098,-0.2952528566631868,0.308839190628328,0.6040920472915148,0.0,dist_low24_atr:Q5:H4,feature_quintile_x_server_4h_block,dist_low24_atr,5,4.0,3,move_ge_1atr,0.0,5709,62803,-0.272514569806984,0.0,0.0,4,"{'1': {'effect': -0.2931732321518491, 'n_state': 1427, 'same_sign': True}, '2': {'effect': -0.2397695345631891, 'n_state': 1440, 'same_sign': True}, '3': {'effect': -0.24317110653469942, 'n_state': 1583, 'same_sign': True}, '4': {'effect': -0.2447219831053714, 'n_state': 1259, 'same_sign': True}}"
2860,65872,-0.17456646159281575,0.4125874125874126,0.5871538741802284,1.518178020196527e-76,dist_low24_atr:Q5:H5,feature_quintile_x_server_4h_block,dist_low24_atr,5,5.0,3,move_ge_1atr,5.527347160909685e-76,3169,65343,-0.16701567334800077,1.1968535899343499e-76,5.828832418511444e-76,4,"{'1': {'effect': -0.2202555621605301, 'n_state': 771, 'same_sign': True}, '2': {'effect': -0.14137165644179184, 'n_state': 857, 'same_sign': True}, '3': {'effect': -0.15069051845986892, 'n_state': 790, 'same_sign': True}, '4': {'effect': -0.13405603476981276, 'n_state': 751, 'same_sign': True}}"
9167,59565,-0.08608005472496227,0.5052907167012108,0.5913707714261731,1.7325837520085575e-54,tickvol_z48:Q1,feature_quintile,tickvol_z48,1,,3,move_ge_1atr,4.543488860162301e-54,7309,61203,-0.05373097595875209,1.925204769959913e-18,2.9110959223184168e-18,4,"{'1': {'effect': -0.04000528476365972, 'n_state': 1524, 'same_sign': True}, '2': {'effect': -0.04029593678411281, 'n_state': 1909, 'same_sign': True}, '3': {'effect': -0.06412731187049969, 'n_state': 1864, 'same_sign': True}, '4': {'effect': -0.05128184277791892, 'n_state': 2012, 'same_sign': True}}"
1699,67033,-0.0598871443911293,0.5214832254267217,0.581370369817851,7.851602852929936e-07,tickvol_z48:Q1:H1,feature_quintile_x_server_4h_block,tickvol_z48,1,1.0,3,move_ge_1atr,8.364633721161155e-07,1564,66948,-0.0701950301696152,3.063172814101286e-08,3.658247787541345e-08,4,"{'1': {'effect': -0.06539976403720726, 'n_state': 317, 'same_sign': True}, '2': {'effect': -0.0873080626257241, 'n_state': 423, 'same_sign': True}, '3': {'effect': -0.07859242084527146, 'n_state': 438, 'same_sign': True}, '4': {'effect': -0.04099870416885265, 'n_state': 386, 'same_sign': True}}"
1640,67092,0.07619639141302881,0.6542682926829269,0.578071901269898,6.544714630203228e-10,tickvol_z48:Q1:H3,feature_quintile_x_server_4h_block,tickvol_z48,1,3.0,3,move_ge_1atr,7.505406686012877e-10,1326,67186,0.06428312585232532,2.898290228317781e-06,3.2736711916239993e-06,4,"{'1': {'effect': 0.04379353148058762, 'n_state': 272, 'same_sign': True}, '2': {'effect': 0.08403214664183623, 'n_state': 326, 'same_sign': True}, '3': {'effect': 0.04337117193847928, 'n_state': 346, 'same_sign': True}, '4': {'effect': 0.07773804775748239, 'n_state': 382, 'same_sign': True}}"
1172,67560,-0.10297700236624457,0.4786689419795222,0.5816459443457668,1.4277359623268386e-12,tickvol_z48:Q1:H4,feature_quintile_x_server_4h_block,tickvol_z48,1,4.0,3,move_ge_1atr,1.6889621005443673e-12,774,67738,-0.13800092971071165,1.3196132766221106e-14,1.846473801243625e-14,4,"{'1': {'effect': -0.14074899200226787, 'n_state': 190, 'same_sign': True}, '2': {'effect': -0.09098696658585592, 'n_state': 187, 'same_sign': True}, '3': {'effect': -0.17633158149763312, 'n_state': 220, 'same_sign': True}, '4': {'effect': -0.13198719006026727, 'n_state': 177, 'same_sign': True}}"
4377,64355,-0.1457150298669419,0.4434544208361892,0.5891694507031311,1.1517202370308865e-79,tickvol_z48:Q1:H5,feature_quintile_x_server_4h_block,tickvol_z48,1,5.0,3,move_ge_1atr,4.407092743740637e-79,3119,65393,-0.08379474274089194,2.798513697783868e-20,4.5040456509397016e-20,4,"{'1': {'effect': -0.057348995249180246, 'n_state': 610, 'same_sign': True}, '2': {'effect': -0.062300002116597586, 'n_state': 871, 'same_sign': True}, '3': {'effect': -0.08471950332792666, 'n_state': 760, 'same_sign': True}, '4': {'effect': -0.11253576212796967, 'n_state': 878, 'same_sign': True}}"
2599,66133,-0.05563756997504532,0.5263562908811081,0.5819938608561535,1.7305686865640946e-08,tickvol_z48:Q2:H1,feature_quintile_x_server_4h_block,tickvol_z48,2,1.0,3,move_ge_1atr,1.914345892216919e-08,2822,65690,-0.058081712107175276,1.0813385894953735e-09,1.3516732368692168e-09,4,"{'1': {'effect': -0.014666789619190657, 'n_state': 652, 'same_sign': True}, '2': {'effect': -0.0905735156683603, 'n_state': 719, 'same_sign': True}, '3': {'effect': -0.08745951134754815, 'n_state': 704, 'same_sign': True}, '4': {'effect': -0.03018969307960584, 'n_state': 747, 'same_sign': True}}"
1210,67522,0.12562739882024365,0.7033057851239669,0.5776783863037233,1.703289304583992e-18,tickvol_z48:Q2:H2,feature_quintile_x_server_4h_block,tickvol_z48,2,2.0,3,move_ge_1atr,2.1799777789044267e-18,1802,66710,0.09737391006611518,1.8549297970247464e-16,2.7066096260088714e-16,4,"{'1': {'effect': 0.10143813031295001, 'n_state': 373, 'same_sign': True}, '2': {'effect': 0.0886771980880372, 'n_state': 475, 'same_sign': True}, '3': {'effect': 0.1163923235441423, 'n_state': 403, 'same_sign': True}, '4': {'effect': 0.08189708248119565, 'n_state': 551, 'same_sign': True}}"
2476,66256,0.1002144616329319,0.6764943457189014,0.5762798840859695,3.428803488616965e-23,tickvol_z48:Q2:H3,feature_quintile_x_server_4h_block,tickvol_z48,2,3.0,3,move_ge_1atr,4.592147529397721e-23,2506,66006,0.052152554077467994,2.3245910194510875e-07,2.698828582954049e-07,4,"{'1': {'effect': 0.06458497379782235, 'n_state': 520, 'same_sign': True}, '2': {'effect': 0.05556178915333665, 'n_state': 711, 'same_sign': True}, '3': {'effect': 0.07394912884056792, 'n_state': 636, 'same_sign': True}, '4': {'effect': 0.010891924706935008, 'n_state': 639, 'same_sign': True}}"
9466,59266,0.08658836853737217,0.6545531375448975,0.5679647690075253,1.4201354520776585e-56,tickvol_z48:Q3,feature_quintile,tickvol_z48,3,,3,move_ge_1atr,4.0344757161297112e-56,11350,57162,0.08577296121217903,1.1615157892977334e-63,4.444575724353572e-63,4,"{'1': {'effect': 0.07391420399837323, 'n_state': 2639, 'same_sign': True}, '2': {'effect': 0.07040692046477426, 'n_state': 2897, 'same_sign': True}, '3': {'effect': 0.09636767413787561, 'n_state': 2871, 'same_sign': True}, '4': {'effect': 0.058325010388814325, 'n_state': 2943, 'same_sign': True}}"
2802,65930,0.11799674410804695,0.6930763740185582,0.5750796299105112,2.8160437435510216e-35,tickvol_z48:Q3:H2,feature_quintile_x_server_4h_block,tickvol_z48,3,2.0,3,move_ge_1atr,4.86643504069877e-35,3692,64820,0.1299261928106269,3.681120691751913e-54,1.1900174650060065e-53,4,"{'1': {'effect': 0.14469578509222902, 'n_state': 782, 'same_sign': True}, '2': {'effect': 0.09255500578351872, 'n_state': 988, 'same_sign': True}, '3': {'effect': 0.16788575961526786, 'n_state': 956, 'same_sign': True}, '4': {'effect': 0.09827223640676375, 'n_state': 966, 'same_sign': True}}"
2770,65962,0.1311726136599598,0.7057761732851986,0.5746035596252388,9.824390156825764e-43,tickvol_z48:Q3:H3,feature_quintile_x_server_4h_block,tickvol_z48,3,3.0,3,move_ge_1atr,2.0242562136316822e-42,2875,65637,0.10957590595442257,3.8796898424374564e-31,7.821955327494872e-31,4,"{'1': {'effect': 0.10544561696923582, 'n_state': 681, 'same_sign': True}, '2': {'effect': 0.12546831300172046, 'n_state': 776, 'same_sign': True}, '3': {'effect': 0.11084381981213498, 'n_state': 723, 'same_sign': True}, '4': {'effect': 0.08018209818361155, 'n_state': 695, 'same_sign': True}}"
9412,59320,0.16189242352555488,0.7196132596685083,0.5577208361429534,4.6002976865512716e-192,tickvol_z48:Q4,feature_quintile,tickvol_z48,4,,3,move_ge_1atr,4.011887517341225e-191,9241,59271,0.14914658981896067,1.61443220363061e-159,1.2355348497173037e-158,4,"{'1': {'effect': 0.15614022704422637, 'n_state': 2423, 'same_sign': True}, '2': {'effect': 0.11779816844662372, 'n_state': 2118, 'same_sign': True}, '3': {'effect': 0.14564000879434602, 'n_state': 2270, 'same_sign': True}, '4': {'effect': 0.11348225169302684, 'n_state': 2430, 'same_sign': True}}"
1808,66924,0.07586673405257471,0.6537610619469026,0.5778943278943279,1.1242124977324088e-10,tickvol_z48:Q4:H1,feature_quintile_x_server_4h_block,tickvol_z48,4,1.0,3,move_ge_1atr,1.3052002682651805e-10,1746,66766,0.046774155305845166,9.877793515185236e-05,0.00010583350194841326,4,"{'1': {'effect': 0.08207502799794197, 'n_state': 469, 'same_sign': True}, '2': {'effect': 0.03029162943075736, 'n_state': 434, 'same_sign': True}, '3': {'effect': 0.033086515278722195, 'n_state': 442, 'same_sign': True}, '4': {'effect': 0.03452513025990178, 'n_state': 401, 'same_sign': True}}"
4159,64573,0.1743482599530688,0.7436883866314018,0.569340126678333,4.895027167120994e-108,tickvol_z48:Q4:H2,feature_quintile_x_server_4h_block,tickvol_z48,4,2.0,3,move_ge_1atr,3.1112460807972425e-107,3473,65039,0.17590200713565962,2.4018716306369646e-92,1.4296854944267648e-91,4,"{'1': {'effect': 0.19313786251997644, 'n_state': 890, 'same_sign': True}, '2': {'effect': 0.13902936668774613, 'n_state': 858, 'same_sign': True}, '3': {'effect': 0.1979812763784632, 'n_state': 916, 'same_sign': True}, '4': {'effect': 0.1420486157027695, 'n_state': 809, 'same_sign': True}}"
2102,66630,0.1727774110204,0.7473834443387251,0.574606033318325,3.0273303511456147e-56,tickvol_z48:Q4:H3,feature_quintile_x_server_4h_block,tickvol_z48,4,3.0,3,move_ge_1atr,8.535705877290266e-56,2355,66157,0.15807990944272143,2.918319308605412e-52,9.119747839391913e-52,4,"{'1': {'effect': 0.15917661070877331, 'n_state': 671, 'same_sign': True}, '2': {'effect': 0.15373962298158628, 'n_state': 481, 'same_sign': True}, '3': {'effect': 0.17345472706565934, 'n_state': 574, 'same_sign': True}, '4': {'effect': 0.13087045612732118, 'n_state': 629, 'same_sign': True}}"
1098,67634,0.1316854463591215,0.7094717668488161,0.5777863204896946,1.7904849472078172e-18,tickvol_z48:Q4:H4,feature_quintile_x_server_4h_block,tickvol_z48,4,4.0,3,move_ge_1atr,2.283781820418134e-18,1153,67359,0.13904809309870336,3.46780436518689e-21,5.728751704603893e-21,4,"{'1': {'effect': 0.17017693175706905, 'n_state': 254, 'same_sign': True}, '2': {'effect': 0.12512737827790532, 'n_state': 243, 'same_sign': True}, '3': {'effect': 0.11387471817988737, 'n_state': 222, 'same_sign': True}, '4': {'effect': 0.13695810836661604, 'n_state': 434, 'same_sign': True}}"
31299,37433,-0.07655558118370254,0.538196108501869,0.6147516896855716,3.5170381666545483e-91,tickvol_z48:Q5,feature_quintile,tickvol_z48,5,,3,move_ge_1atr,1.7128432629811111e-90,29917,38595,-0.09322854508173484,9.51797068202916e-132,6.734413218416859e-131,4,"{'1': {'effect': -0.04831385791653364, 'n_state': 7779, 'same_sign': True}, '2': {'effect': -0.07229999443653234, 'n_state': 7231, 'same_sign': True}, '3': {'effect': -0.06423523649045904, 'n_state': 7678, 'same_sign': True}, '4': {'effect': -0.051419337773963014, 'n_state': 7229, 'same_sign': True}}"
9324,59408,-0.16278360908713724,0.4391891891891892,0.6019727982763264,1.1995312403985688e-192,tickvol_z48:Q5:H0,feature_quintile_x_server_4h_block,tickvol_z48,5,0.0,3,move_ge_1atr,1.0971322320718618e-191,9279,59233,-0.16942450882519194,6.001049640981428e-206,5.2334735241117105e-205,4,"{'1': {'effect': -0.11866258534132851, 'n_state': 2268, 'same_sign': True}, '2': {'effect': -0.16140426726716223, 'n_state': 2301, 'same_sign': True}, '3': {'effect': -0.15103700201075304, 'n_state': 2376, 'same_sign': True}, '4': {'effect': -0.17459318708446542, 'n_state': 2334, 'same_sign': True}}"
3947,64785,0.15755930155755393,0.7284013174562959,0.570842015898742,1.946848761959685e-84,tickvol_z48:Q5:H1,feature_quintile_x_server_4h_block,tickvol_z48,5,1.0,3,move_ge_1atr,8.111869841498688e-84,3646,64866,0.13236060012760353,1.6769788364447455e-55,5.468409249276344e-55,4,"{'1': {'effect': 0.09144957605792425, 'n_state': 921, 'same_sign': True}, '2': {'effect': 0.17802480695129663, 'n_state': 862, 'same_sign': True}, '3': {'effect': 0.16580572374337488, 'n_state': 901, 'same_sign': True}, '4': {'effect': 0.07892439726636624, 'n_state': 962, 'same_sign': True}}"
3982,64750,0.23828472140074353,0.8043696634856856,0.5660849420849421,3.770953006816915e-192,tickvol_z48:Q5:H2,feature_quintile_x_server_4h_block,tickvol_z48,5,2.0,3,move_ge_1atr,3.3669223275151025e-191,2891,65621,0.2281481474140854,1.147203011176635e-129,7.966687577615522e-129,4,"{'1': {'effect': 0.24079426539443893, 'n_state': 844, 'same_sign': True}, '2': {'effect': 0.22902354687354232, 'n_state': 649, 'same_sign': True}, '3': {'effect': 0.22916850205508577, 'n_state': 793, 'same_sign': True}, '4': {'effect': 0.1737024153232417, 'n_state': 605, 'same_sign': True}}"
2981,65751,0.182819392351261,0.7547802750754781,0.5719608827242171,4.449616663119344e-87,tickvol_z48:Q5:H3,feature_quintile_x_server_4h_block,tickvol_z48,5,3.0,3,move_ge_1atr,2.034885669109456e-86,2886,65626,0.18035454441756826,1.2611647036545967e-81,6.568566164867691e-81,4,"{'1': {'effect': 0.2446909894913839, 'n_state': 835, 'same_sign': True}, '2': {'effect': 0.09365672327503816, 'n_state': 605, 'same_sign': True}, '3': {'effect': 0.12130478781215537, 'n_state': 715, 'same_sign': True}, '4': {'effect': 0.21399457183976944, 'n_state': 731, 'same_sign': True}}"
7604,61128,-0.21640363515548233,0.38742766964755393,0.6038313048030363,1.1296483978340733e-284,tickvol_z48:Q5:H4,feature_quintile_x_server_4h_block,tickvol_z48,5,4.0,3,move_ge_1atr,1.2103375691079358e-283,7433,61079,-0.18668624087213243,1.5289179413316732e-206,1.3651053047604226e-205,4,"{'1': {'effect': -0.22422595503577025, 'n_state': 1735, 'same_sign': True}, '2': {'effect': -0.16263346606015938, 'n_state': 1972, 'same_sign': True}, '3': {'effect': -0.19236964857274136, 'n_state': 2073, 'same_sign': True}, '4': {'effect': -0.09900880605550988, 'n_state': 1653, 'same_sign': True}}"
3461,65271,-0.16155897065363883,0.4264663392083213,0.5880253098619601,1.4485856716244898e-78,tickvol_z48:Q5:H5,feature_quintile_x_server_4h_block,tickvol_z48,5,5.0,3,move_ge_1atr,5.432196268591836e-78,3782,64730,-0.15732639741878618,2.576813655989581e-80,1.3237056452001273e-79,4,"{'1': {'effect': -0.1552231918073158, 'n_state': 1176, 'same_sign': True}, '2': {'effect': -0.18293696494831174, 'n_state': 842, 'same_sign': True}, '3': {'effect': -0.14524207926000549, 'n_state': 820, 'same_sign': True}, '4': {'effect': -0.12131206428075475, 'n_state': 944, 'same_sign': True}}"
12229,56503,0.10250737267067733,0.6641589663913647,0.5616515937206874,2.6541779554490814e-96,gap_atr:Q1,feature_quintile,gap_atr,1,,3,move_ge_1atr,1.4218810475620078e-95,12126,56386,0.08993214750013778,1.8415723297591533e-73,8.525797822959044e-73,4,"{'1': {'effect': 0.09256707211539072, 'n_state': 2841, 'same_sign': True}, '2': {'effect': 0.07161456631828556, 'n_state': 3384, 'same_sign': True}, '3': {'effect': 0.06905216364058553, 'n_state': 4190, 'same_sign': True}, '4': {'effect': 0.08596930837197647, 'n_state': 1711, 'same_sign': True}}"
1500,67232,0.1350574726320799,0.712,0.5769425273679201,1.0519770074770963e-25,gap_atr:Q1:H0,feature_quintile_x_server_4h_block,gap_atr,1,0.0,3,move_ge_1atr,1.4610791770515227e-25,1330,67182,0.11909616857182692,3.976465723588747e-18,5.964698585383121e-18,4,"{'1': {'effect': 0.1607893181182648, 'n_state': 322, 'same_sign': True}, '2': {'effect': 0.09870441755169046, 'n_state': 367, 'same_sign': True}, '3': {'effect': 0.09219122151024306, 'n_state': 474, 'same_sign': True}, '4': {'effect': 0.14625690458281615, 'n_state': 167, 'same_sign': True}}"
