run_stage;symbol;asset_class;commission_rule;day_key;broker_day_start;prior_20d_low;prior_low_age;prior_20d_high;prior_high_age;reentry_offset_ticks;side;signal_time;entry_time;exit_time;entry;initial_stop;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20240918;2024.09.18 00:00;1.30022;5;1.32662;16;5;SHORT;2024.09.18 21:00;2024.09.18 21:01;2024.09.18 21:31;1.32657;1.32879;1.32879;0.00222;222.00000000;-1.00000000;10.00000000;0.04504505;-1.04504505;-1.06756757;STOP;GBPUSD_20240918_SHORT;1.10360360;1.00000000;2024.09.18 21:02:16;2024.09.18 21:31:41;0.730717;30.151167;2.10360360;1;2024.09.18 21:01:43;0.179433;0.00450450;1;2024.09.18 21:02:16;0.730717;0.00450450;0;;;;0;;;;0;;;;-1.00000000;1.10360360;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20241011;2024.10.11 00:00;1.30141;1;1.34344;11;5;LONG;2024.10.10 15:30;2024.10.10 15:30;2024.10.11 15:30;1.30329;1.30140;1.30715;0.00189;189.00000000;2.04232804;10.00000000;0.05291005;1.98941799;1.96296296;H24_REFERENCE;GBPUSD_20241010_LONG;2.94708995;0.57671958;2024.10.10 15:32:43;2024.10.10 20:14:42;2.334417;284.314700;3.52380952;1;2024.10.10 15:30:24;0.014533;0.01058201;1;2024.10.10 15:30:59;0.610067;0.01058201;1;2024.10.10 15:31:32;1.153000;0.01058201;0;;;;0;;;;-0.57671958;2.94708995;-0.57671958;2.94708995;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20241016;2024.10.16 00:00;1.30141;4;1.34344;14;5;LONG;2024.10.16 09:07;2024.10.16 09:07;2024.10.16 09:12;1.30146;1.30138;1.30136;0.00008;8.00000000;-1.25000000;10.00000000;1.25000000;-2.50000000;-3.12500000;STOP;GBPUSD_20241016_LONG;13.00000000;1.25000000;2024.10.16 09:09:42;2024.10.16 09:12:42;1.939017;4.938250;14.25000000;1;2024.10.16 09:07:47;0.026067;0.37500000;1;2024.10.16 09:07:59;0.232783;0.37500000;1;2024.10.16 09:08:21;0.592567;0.37500000;1;2024.10.16 09:08:31;0.767650;0.37500000;1;2024.10.16 09:08:42;0.939750;0.37500000;-1.25000000;13.00000000;-1.25000000;13.00000000;-1.25000000;13.00000000;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20241031;2024.10.31 00:00;1.29074;6;1.32732;20;5;LONG;2024.10.31 17:05;2024.10.31 17:09;2024.10.31 18:00;1.29092;1.28854;1.28853;0.00238;238.00000000;-1.00420168;10.00000000;0.04201681;-1.04621849;-1.06722689;STOP;GBPUSD_20241031_LONG;1.07142857;1.00420168;2024.10.31 17:33:15;2024.10.31 18:00:30;23.727067;50.963767;2.07563025;1;2024.10.31 17:26:43;17.180083;0.42436975;1;2024.10.31 17:32:42;23.168117;0.42436975;0;;;;0;;;;0;;;;-1.00420168;1.07142857;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20241106;2024.11.06 00:00;1.28440;4;1.31055;20;5;LONG;2024.11.06 14:32;2024.11.06 14:33;2024.11.06 16:30;1.28453;1.28410;1.28410;0.00043;43.00000000;-1.00000000;10.00000000;0.23255814;-1.23255814;-1.34883721;STOP;GBPUSD_20241106_LONG;6.27906977;1.00000000;2024.11.06 15:53:43;2024.11.06 16:30:40;80.184500;117.138283;7.27906977;1;2024.11.06 14:34:27;0.922250;0.06976744;1;2024.11.06 14:34:42;1.175417;0.06976744;1;2024.11.06 14:35:43;2.183900;0.06976744;1;2024.11.06 14:54:38;21.113350;0.06976744;1;2024.11.06 15:11:43;38.185200;0.76744186;-1.00000000;6.27906977;-1.00000000;6.27906977;-1.00000000;6.27906977;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20241121;2024.11.21 00:00;1.25974;4;1.30480;11;5;LONG;2024.11.21 18:18;2024.11.21 18:19;2024.11.21 18:44;1.25980;1.25934;1.25934;0.00046;46.00000000;-1.00000000;10.00000000;0.21739130;-1.21739130;-1.32608696;STOP;GBPUSD_20241121_LONG;2.21739130;1.00000000;2024.11.21 18:33:42;2024.11.21 18:44:41;14.174983;25.147367;3.21739130;1;2024.11.21 18:20:05;0.549767;0.08695652;1;2024.11.21 18:22:32;2.996667;0.71739130;1;2024.11.21 18:32:41;13.156717;0.71739130;0;;;;0;;;;-1.00000000;2.21739130;-1.00000000;2.21739130;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20241220;2024.12.20 00:00;1.24874;20;1.28114;10;5;LONG;2024.12.20 02:54;2024.12.20 02:54;2024.12.20 03:01;1.24879;1.24869;1.24866;0.00010;10.00000000;-1.30000000;10.00000000;1.00000000;-2.30000000;-2.80000000;STOP;GBPUSD_20241220_LONG;3.80000000;1.30000000;2024.12.20 02:56:14;2024.12.20 03:01:38;1.490067;6.890867;5.10000000;1;2024.12.20 02:55:04;0.334550;0.50000000;1;2024.12.20 02:55:14;0.499683;0.50000000;1;2024.12.20 02:55:26;0.701517;0.50000000;1;2024.12.20 02:55:36;0.857483;0.50000000;0;;;;-1.30000000;3.80000000;-1.30000000;3.80000000;-1.30000000;3.80000000;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250108;2025.01.08 00:00;1.23526;4;1.27990;20;5;LONG;2025.01.08 13:31;2025.01.08 13:32;2025.01.08 13:34;1.23532;1.23450;1.23432;0.00082;82.00000000;-1.21951220;10.00000000;0.12195122;-1.34146341;-1.40243902;STOP;GBPUSD_20250108_LONG;1.50000000;1.21951220;2025.01.08 13:33:16;2025.01.08 13:34:32;0.782750;2.048767;2.71951220;1;2025.01.08 13:32:32;0.054683;0.03658537;1;2025.01.08 13:32:43;0.231983;0.03658537;0;;;;0;;;;0;;;;-1.21951220;1.50000000;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250205;2025.02.05 00:00;1.20996;17;1.25235;7;5;SHORT;2025.02.05 11:16;2025.02.05 11:20;2025.02.05 12:16;1.25229;1.25293;1.25295;0.00064;64.00000000;-1.03125000;10.00000000;0.15625000;-1.18750000;-1.26562500;STOP;GBPUSD_20250205_SHORT;1.54687500;1.03125000;2025.02.05 12:01:15;2025.02.05 12:16:16;40.574700;55.581800;2.57812500;1;2025.02.05 11:30:28;9.794150;0.62500000;1;2025.02.05 11:33:41;13.002067;0.62500000;0;;;;0;;;;0;;;;-1.03125000;1.54687500;;;;;0;
RUN;GBPUSD;FOREX;USD5_PER_LOT_PER_SIDE;20250403;2025.04.03 00:00;1.28615;18;1.30252;1;5;SHORT;2025.04.02 23:16;2025.04.02 23:18;2025.04.03 02:07;1.30143;1.30254;1.30254;0.00111;111.00000000;-1.00000000;10.00000000;0.09009009;-1.09009009;-1.13513514;STOP;GBPUSD_20250402_SHORT;5.42342342;1.00000000;2025.04.02 23:27:43;2025.04.03 02:07:39;9.214583;169.146467;6.42342342;1;2025.04.02 23:18:43;0.212533;0.01801802;1;2025.04.02 23:19:40;1.160750;0.01801802;1;2025.04.02 23:25:43;7.212700;0.71171171;1;2025.04.02 23:26:47;8.283917;0.71171171;1;2025.04.02 23:27:42;9.193950;0.71171171;-1.00000000;5.42342342;-1.00000000;5.42342342;-1.00000000;5.42342342;0;
