n_state,n_comp,effect,state_mean,comp_mean,p,state,state_family,feature,quintile,hour_block,horizon_bars,outcome,q,confirmation_n_state,confirmation_n_comp,confirmation_effect,confirmation_p,confirmation_q,confirmation_quarters_same_sign,quarter_details,valid_months,same_sign_months,required_same_sign_months,median_month_effect,minimum_effect,valid_months_pass,month_sign_pass,median_effect_pass,halves_pass,robust_pass,month_details,half_details
3347,65385,0.2060632617555017,0.775918733193905,0.5698554714384033,1.0457266644210128e-122,compression6_atr:Q5:H2,feature_quintile_x_server_4h_block,compression6_atr,5,2.0,3,move_ge_1atr,6.879780686980348e-122,3107,65405,0.2050985482817847,1.629814036945822e-112,1.0537590756115229e-111,4,"{'1': {'effect': 0.19740813598654905, 'n_state': 835, 'same_sign': True}, '2': {'effect': 0.21278605123532368, 'n_state': 696, 'same_sign': True}, '3': {'effect': 0.2139991622678784, 'n_state': 887, 'same_sign': True}, '4': {'effect': 0.1635626003115298, 'n_state': 689, 'same_sign': True}}",12,12,9,0.20695875584241558,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.18226717969062078, ""n_state"": 262, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.1933231136092659, ""n_state"": 309, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.16407084345406087, ""n_state"": 199, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.12223329171681341, ""n_state"": 181, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.1687928740294805, ""n_state"": 248, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.2227227028290858, ""n_state"": 325, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.23000339838122175, ""n_state"": 234, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.2305140315755403, ""n_state"": 238, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.2200558851892529, ""n_state"": 224, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.19386162649557825, ""n_state"": 316, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.24883745780948308, ""n_state"": 307, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.24359146523425834, ""n_state"": 264, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.20985339628274136, ""minimum_effect_pass"": true, ""n_state"": 1531, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.20046918631674104, ""minimum_effect_pass"": true, ""n_state"": 1576, ""same_sign"": true, ""sufficient"": true}}"
3110,65622,0.1429782146035449,0.7163987138263666,0.5734204992228216,3.954684774410392e-56,compression6_atr:Q5:H3,feature_quintile_x_server_4h_block,compression6_atr,5,3.0,3,move_ge_1atr,1.1067214853760428e-55,2761,65751,0.1190353268899511,4.02946387977465e-35,8.78516834253194e-35,4,"{'1': {'effect': 0.21204499120921994, 'n_state': 676, 'same_sign': True}, '2': {'effect': 0.047601936149899715, 'n_state': 681, 'same_sign': True}, '3': {'effect': 0.04690710488312411, 'n_state': 734, 'same_sign': True}, '4': {'effect': 0.16177325101739903, 'n_state': 670, 'same_sign': True}}",12,12,9,0.09060706655070644,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.2876052330527118, ""n_state"": 219, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.1143023719660009, ""n_state"": 213, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.17153089858007886, ""n_state"": 185, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.20585590351248417, ""n_state"": 272, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.2670758407810201, ""n_state"": 222, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.07635333296243019, ""n_state"": 235, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.06740874106874928, ""n_state"": 230, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.07009328279352345, ""n_state"": 223, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.03262107699347827, ""n_state"": 228, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.02933056089454633, ""n_state"": 269, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.028644179850887963, ""n_state"": 227, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.10486080013898269, ""n_state"": 238, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.13175524061120036, ""minimum_effect_pass"": true, ""n_state"": 1357, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.10673934774353189, ""minimum_effect_pass"": true, ""n_state"": 1404, ""same_sign"": true, ""sufficient"": true}}"
4018,64714,-0.314291001553983,0.28397212543554,0.5982631269895231,0.0,compression6_atr:Q5:H4,feature_quintile_x_server_4h_block,compression6_atr,5,4.0,3,move_ge_1atr,0.0,4031,64481,-0.2871147591910433,6.09923406494462e-279,6.930947801073432e-278,4,"{'1': {'effect': -0.31657297992956995, 'n_state': 1055, 'same_sign': True}, '2': {'effect': -0.30981752051607686, 'n_state': 976, 'same_sign': True}, '3': {'effect': -0.3229868441442169, 'n_state': 947, 'same_sign': True}, '4': {'effect': -0.15500167968086748, 'n_state': 1053, 'same_sign': True}}",12,12,9,-0.31172000036692354,0.05,True,True,True,True,True,"{""1"": {""effect"": -0.3958539220756789, ""n_state"": 374, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": -0.12236956262227844, ""n_state"": 343, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": -0.15184378142809257, ""n_state"": 285, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": -0.2024704359272838, ""n_state"": 425, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.35523767041971027, ""n_state"": 329, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": -0.2802290737236794, ""n_state"": 352, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": -0.2826295137864617, ""n_state"": 352, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": -0.32722117473518664, ""n_state"": 315, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": -0.34567152103559873, ""n_state"": 309, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": -0.334108728359221, ""n_state"": 328, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": -0.36248166187779995, ""n_state"": 317, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": -0.29621882599866045, ""n_state"": 302, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": -0.3304166386938501, ""minimum_effect_pass"": true, ""n_state"": 2031, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.24340092502434274, ""minimum_effect_pass"": true, ""n_state"": 2000, ""same_sign"": true, ""sufficient"": true}}"
1413,67319,-0.2011519931399072,0.3828733191790516,0.5840253123189589,6.399785464486577e-52,compression6_atr:Q5:H5,feature_quintile_x_server_4h_block,compression6_atr,5,5.0,3,move_ge_1atr,1.5788944402516226e-51,1707,66805,-0.1864337475134526,3.5804577549419083e-53,1.1378573373756064e-52,4,"{'1': {'effect': -0.261560617756435, 'n_state': 453, 'same_sign': True}, '2': {'effect': -0.1635981660133844, 'n_state': 475, 'same_sign': True}, '3': {'effect': -0.1549851018633363, 'n_state': 412, 'same_sign': True}, '4': {'effect': -0.1423689628003118, 'n_state': 367, 'same_sign': True}}",12,12,9,-0.16636555494225294,0.05,True,True,True,True,True,"{""1"": {""effect"": -0.2644867516112905, ""n_state"": 130, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": -0.14224190772835216, ""n_state"": 146, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": -0.10958015619032563, ""n_state"": 117, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": -0.197827137945853, ""n_state"": 104, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.3268318813611887, ""n_state"": 175, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": -0.23273245677215532, ""n_state"": 148, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": -0.09620066774307034, ""n_state"": 158, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": -0.15261259958049622, ""n_state"": 153, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": -0.22680145445993677, ""n_state"": 164, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": -0.17695112731800594, ""n_state"": 113, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": -0.12070183940073098, ""n_state"": 108, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": -0.15577998256649994, ""n_state"": 191, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": -0.2177994056150409, ""minimum_effect_pass"": true, ""n_state"": 928, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.14979993194541402, ""minimum_effect_pass"": true, ""n_state"": 779, ""same_sign"": true, ""sufficient"": true}}"
11422,57310,0.1063114095525534,0.6685344072841884,0.562222997731635,4.305925766989871e-98,dist_high24_atr:Q1,feature_quintile,dist_high24_atr,1,,3,move_ge_1atr,2.4465487312442453e-97,12407,56105,0.0655765569035657,1.371629846669144e-40,3.383955213821901e-40,4,"{'1': {'effect': 0.06396052931656737, 'n_state': 3076, 'same_sign': True}, '2': {'effect': 0.03121524625862493, 'n_state': 2952, 'same_sign': True}, '3': {'effect': 0.057781611176041636, 'n_state': 3136, 'same_sign': True}, '4': {'effect': 0.07032698620945199, 'n_state': 3243, 'same_sign': True}}",12,12,9,0.06087510330432622,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.10290429085656827, ""n_state"": 1031, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.047172686661385854, ""n_state"": 1265, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.09405200218627807, ""n_state"": 1006, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.10534979423868307, ""n_state"": 972, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.02513618451553079, ""n_state"": 928, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.05310412506025752, ""n_state"": 1117, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.030154476670870123, ""n_state"": 976, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.041779736093626174, ""n_state"": 1080, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.06283474959389468, ""n_state"": 896, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.08868474116300396, ""n_state"": 1048, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.07634792703891402, ""n_state"": 846, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.058915457014757755, ""n_state"": 1242, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.0536047323448815, ""minimum_effect_pass"": true, ""n_state"": 6028, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.07699002918536202, ""minimum_effect_pass"": true, ""n_state"": 6379, ""same_sign"": true, ""sufficient"": true}}"
722,68010,0.2314050687510921,0.8088642659279779,0.5774591971768858,5.036898862744085e-36,dist_high24_atr:Q1:H0,feature_quintile_x_server_4h_block,dist_high24_atr,1,0.0,3,move_ge_1atr,8.826341465088935e-36,821,67691,0.1501060444995891,6.278413221046612e-18,9.380099433834579e-18,4,"{'1': {'effect': 0.21749412624736753, 'n_state': 171, 'same_sign': True}, '2': {'effect': 0.13873053050708506, 'n_state': 200, 'same_sign': True}, '3': {'effect': 0.19236084809997223, 'n_state': 207, 'same_sign': True}, '4': {'effect': 0.07143901271217878, 'n_state': 243, 'same_sign': True}}",12,12,9,0.15126861738292274,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.2447283691930291, ""n_state"": 68, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.020244995069666927, ""n_state"": 83, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.051202469092989755, ""n_state"": 66, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.13292495717241526, ""n_state"": 94, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.2010522932209985, ""n_state"": 57, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.16254735702688072, ""n_state"": 46, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.10196425331155878, ""n_state"": 80, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.13056740461835437, ""n_state"": 58, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.21720919310810416, ""n_state"": 62, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.13998987773896476, ""n_state"": 67, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.206046958505975, ""n_state"": 60, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.24427110417750053, ""n_state"": 80, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.1746924269670731, ""minimum_effect_pass"": true, ""n_state"": 371, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.13007419461072045, ""minimum_effect_pass"": true, ""n_state"": 450, ""same_sign"": true, ""sufficient"": true}}"
2407,66325,0.2002856225191914,0.7731616119651018,0.5728759894459103,3.626828957932183e-85,dist_high24_atr:Q1:H2,feature_quintile_x_server_4h_block,dist_high24_atr,1,2.0,3,move_ge_1atr,1.561453816123557e-84,2610,65902,0.1473687564177204,3.243054506558942e-50,9.575948346138609e-50,4,"{'1': {'effect': 0.1559118687570651, 'n_state': 649, 'same_sign': True}, '2': {'effect': 0.1313592118653022, 'n_state': 607, 'same_sign': True}, '3': {'effect': 0.18586429315471964, 'n_state': 654, 'same_sign': True}, '4': {'effect': 0.10150550682138015, 'n_state': 700, 'same_sign': True}}",12,12,9,0.13865427517292617,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.2105888936815803, ""n_state"": 191, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.06497348717598594, ""n_state"": 291, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.13345039082096677, ""n_state"": 244, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.11375587532284204, ""n_state"": 165, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.10082523725571102, ""n_state"": 212, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.14385815952488556, ""n_state"": 246, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.10301540409369059, ""n_state"": 175, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.18727715281889346, ""n_state"": 216, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.13319481717253667, ""n_state"": 216, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.1868514083703957, ""n_state"": 237, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.19451493859940971, ""n_state"": 169, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.20780563378659345, ""n_state"": 248, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.14638551942525724, ""minimum_effect_pass"": true, ""n_state"": 1256, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.1483568695955747, ""minimum_effect_pass"": true, ""n_state"": 1354, ""same_sign"": true, ""sufficient"": true}}"
2451,66281,0.1513327488135756,0.7258261933904528,0.5744934445768772,3.0062219114300783e-50,dist_high24_atr:Q1:H3,feature_quintile_x_server_4h_block,dist_high24_atr,1,3.0,3,move_ge_1atr,7.0901460175237715e-50,2332,66180,0.1360702942803218,7.97575122251957e-39,1.8810734015376342e-38,4,"{'1': {'effect': 0.12019807928344373, 'n_state': 684, 'same_sign': True}, '2': {'effect': 0.08344557425436838, 'n_state': 505, 'same_sign': True}, '3': {'effect': 0.14109573314208257, 'n_state': 559, 'same_sign': True}, '4': {'effect': 0.1814475601079628, 'n_state': 584, 'same_sign': True}}",12,12,9,0.13389631473910235,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.1280707971444035, ""n_state"": 280, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.1397218323338012, ""n_state"": 187, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.1712270181693767, ""n_state"": 173, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.2357728754840025, ""n_state"": 224, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.11873621661357514, ""n_state"": 154, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.09010975838171942, ""n_state"": 250, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.06609652612039241, ""n_state"": 144, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.0420754086282642, ""n_state"": 208, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.1873702849015254, ""n_state"": 153, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.21284666393933915, ""n_state"": 178, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.17510272493661194, ""n_state"": 172, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.07519596864501676, ""n_state"": 209, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.10556797135370444, ""minimum_effect_pass"": true, ""n_state"": 1189, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.16759045061836353, ""minimum_effect_pass"": true, ""n_state"": 1143, ""same_sign"": true, ""sufficient"": true}}"
2163,66569,-0.0903619989137067,0.492371705963939,0.5827337048776458,5.316877673372866e-17,dist_high24_atr:Q1:H5,feature_quintile_x_server_4h_block,dist_high24_atr,1,5.0,3,move_ge_1atr,6.668324841186705e-17,2446,66066,-0.0814380247963835,1.4450833318688344e-15,2.052675187313685e-15,4,"{'1': {'effect': -0.1208260572829416, 'n_state': 622, 'same_sign': True}, '2': {'effect': -0.07748141228803301, 'n_state': 645, 'same_sign': True}, '3': {'effect': -0.0780084396964667, 'n_state': 611, 'same_sign': True}, '4': {'effect': -0.03705205446739068, 'n_state': 568, 'same_sign': True}}",12,11,9,-0.08157042466294623,0.05,True,True,True,True,True,"{""1"": {""effect"": -0.0901353125398674, ""n_state"": 172, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": -0.10625137855068151, ""n_state"": 254, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.06465329891022586, ""n_state"": 148, ""same_sign"": false, ""sufficient"": true}, ""12"": {""effect"": -0.032933711549338884, ""n_state"": 166, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.13891692499939928, ""n_state"": 198, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": -0.16471265290826836, ""n_state"": 252, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": -0.04771550694241644, ""n_state"": 210, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": -0.07318114673210163, ""n_state"": 263, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": -0.10465764073330308, ""n_state"": 172, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": -0.08995970259379082, ""n_state"": 210, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": -0.06777163904235722, ""n_state"": 181, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": -0.06610168122870197, ""n_state"": 220, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": -0.1035486940013518, ""minimum_effect_pass"": true, ""n_state"": 1267, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": -0.05799336088238549, ""minimum_effect_pass"": true, ""n_state"": 1179, ""same_sign"": true, ""sufficient"": true}}"
11453,57279,0.064384323070271,0.6335457958613464,0.5691614727910753,3.3694552060415696e-37,dist_high24_atr:Q2,feature_quintile,dist_high24_atr,2,,3,move_ge_1atr,5.988368257182885e-37,11826,56686,0.0573863840491487,2.210648243679492e-30,4.386206832697404e-30,4,"{'1': {'effect': 0.0631970760827737, 'n_state': 2889, 'same_sign': True}, '2': {'effect': 0.05109650134424926, 'n_state': 2836, 'same_sign': True}, '3': {'effect': 0.04765563257527816, 'n_state': 2948, 'same_sign': True}, '4': {'effect': 0.03765937367651062, 'n_state': 3153, 'same_sign': True}}",12,12,9,0.05526749109729756,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.07043263570261382, ""n_state"": 1059, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.04140907825118345, ""n_state"": 1050, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.02898277954010553, ""n_state"": 1021, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.05426987060998145, ""n_state"": 1082, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.05080250875022696, ""n_state"": 866, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.05626511158461367, ""n_state"": 964, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.07700930902486314, ""n_state"": 962, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.04977829574987502, ""n_state"": 977, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.0753501179420194, ""n_state"": 897, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.08383406813943928, ""n_state"": 995, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.07261312093635575, ""n_state"": 883, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.029505253709277146, ""n_state"": 1070, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.0638798742705885, ""minimum_effect_pass"": true, ""n_state"": 5725, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.05132018923102566, ""minimum_effect_pass"": true, ""n_state"": 6101, ""same_sign"": true, ""sufficient"": true}}"
744,67988,0.1842006748819051,0.7620967741935484,0.5778960993116432,4.3156548378685276e-24,dist_high24_atr:Q2:H0,feature_quintile_x_server_4h_block,dist_high24_atr,2,0.0,3,move_ge_1atr,5.8006113412211394e-24,673,67839,0.1750150205953713,7.703344787678368e-20,1.2086838055980702e-19,4,"{'1': {'effect': 0.1792116964633681, 'n_state': 165, 'same_sign': True}, '2': {'effect': 0.1758720706889052, 'n_state': 159, 'same_sign': True}, '3': {'effect': 0.14801959599465564, 'n_state': 189, 'same_sign': True}, '4': {'effect': 0.1962839419475655, 'n_state': 160, 'same_sign': True}}",12,12,9,0.1620003117703595,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.16200144464166732, ""n_state"": 62, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.1531722711938187, ""n_state"": 54, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.19147978583068204, ""n_state"": 49, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.24176805650489863, ""n_state"": 57, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.3435155971357239, ""n_state"": 35, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.08487646099917956, ""n_state"": 68, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.13593339464004206, ""n_state"": 55, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.2618564527260179, ""n_state"": 50, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.1619991788990517, ""n_state"": 54, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.0874125874125874, ""n_state"": 77, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.31750067880442356, ""n_state"": 49, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.10876829127779697, ""n_state"": 63, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.17705846525916147, ""minimum_effect_pass"": true, ""n_state"": 324, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.17318528093138352, ""minimum_effect_pass"": true, ""n_state"": 349, ""same_sign"": true, ""sufficient"": true}}"
2452,66280,0.1383405316906574,0.7132952691680261,0.5749547374773687,2.6888308688187258e-42,dist_high24_atr:Q2:H2,feature_quintile_x_server_4h_block,dist_high24_atr,2,2.0,3,move_ge_1atr,5.479954216342512e-42,2610,65902,0.1007658067924147,2.223640287381308e-24,3.8426963491612474e-24,4,"{'1': {'effect': 0.12229178861310941, 'n_state': 663, 'same_sign': True}, '2': {'effect': 0.07210300290295713, 'n_state': 619, 'same_sign': True}, '3': {'effect': 0.13648127095346319, 'n_state': 634, 'same_sign': True}, '4': {'effect': 0.06219766194025156, 'n_state': 694, 'same_sign': True}}",12,12,9,0.09739798350362927,0.05,True,True,True,True,True,"{""1"": {""effect"": 0.12110068688222486, ""n_state"": 235, ""same_sign"": true, ""sufficient"": true}, ""10"": {""effect"": 0.11298962169400739, ""n_state"": 206, ""same_sign"": true, ""sufficient"": true}, ""11"": {""effect"": 0.06257042545350022, ""n_state"": 223, ""same_sign"": true, ""sufficient"": true}, ""12"": {""effect"": 0.02463574093970189, ""n_state"": 265, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.04838937641599139, ""n_state"": 239, ""same_sign"": true, ""sufficient"": true}, ""3"": {""effect"": 0.19042328042328038, ""n_state"": 189, ""same_sign"": true, ""sufficient"": true}, ""4"": {""effect"": 0.07736280783401206, ""n_state"": 191, ""same_sign"": true, ""sufficient"": true}, ""5"": {""effect"": 0.07671041378856658, ""n_state"": 216, ""same_sign"": true, ""sufficient"": true}, ""6"": {""effect"": 0.09231868965882417, ""n_state"": 212, ""same_sign"": true, ""sufficient"": true}, ""7"": {""effect"": 0.1472980007703233, ""n_state"": 227, ""same_sign"": true, ""sufficient"": true}, ""8"": {""effect"": 0.19495621681393893, ""n_state"": 185, ""same_sign"": true, ""sufficient"": true}, ""9"": {""effect"": 0.10247727734843437, ""n_state"": 222, ""same_sign"": true, ""sufficient"": true}}","{""1"": {""effect"": 0.09910903017100725, ""minimum_effect_pass"": true, ""n_state"": 1282, ""same_sign"": true, ""sufficient"": true}, ""2"": {""effect"": 0.10236473087004505, ""minimum_effect_pass"": true, ""n_state"": 1328, ""same_sign"": true, ""sufficient"": true}}"
