family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q
abnormal_activity,tickvol_z48,1,5.0,24,move_ge_1atr,1780,56309,0.08444639639900298,0.9752808988764045,0.8908345024774015,6.058670130768393e-30,7.405041270939147e-30
abnormal_activity,tickvol_z48,2,,24,move_ge_1atr,7689,50400,0.11714120821953444,0.9950578748862011,0.8779166666666667,4.421494811138909e-211,2.0265184551053334e-210
abnormal_activity,tickvol_z48,2,1.0,24,move_ge_1atr,2599,55490,0.10754180583338435,0.9961523662947287,0.8886105604613443,1.5144802447566696e-67,3.331856538464673e-67
abnormal_activity,tickvol_z48,2,2.0,24,move_ge_1atr,1210,56879,0.10884509221329486,1.0,0.8911549077867051,6.372662019771139e-34,8.151079327614247e-34
abnormal_activity,tickvol_z48,2,3.0,24,move_ge_1atr,2038,56051,0.11045298032149298,1.0,0.889547019678507,9.727388744482592e-57,1.7258270353114275e-56
abnormal_activity,tickvol_z48,2,4.0,24,move_ge_1atr,580,57509,0.10242813568610853,0.9948275862068966,0.8923994505207881,1.804019599816852e-15,1.8374273701838307e-15
abnormal_activity,tickvol_z48,2,5.0,24,move_ge_1atr,1262,56827,0.08869493438770448,0.9801901743264659,0.8914952399387615,5.556113696925282e-24,6.366380277726886e-24
abnormal_activity,tickvol_z48,3,,24,move_ge_1atr,8355,49734,0.12084755531383884,0.996888090963495,0.8760405356496561,1.3889349801487475e-240,6.944674900743738e-240
abnormal_activity,tickvol_z48,3,1.0,24,move_ge_1atr,2337,55752,0.10435780978332243,0.993581514762516,0.8892237049791936,9.754129618892232e-58,1.8499211346174922e-57
abnormal_activity,tickvol_z48,3,2.0,24,move_ge_1atr,2802,55287,0.1112293572310562,0.9992862241256245,0.8880568668945683,2.441847058020722e-77,6.395313723387605e-77
abnormal_activity,tickvol_z48,3,3.0,24,move_ge_1atr,2222,55867,0.11034881657747109,0.9995499549954996,0.8892011384180285,2.1816012781512606e-61,4.2852882249399765e-61
abnormal_activity,tickvol_z48,3,4.0,24,move_ge_1atr,667,57422,0.10023249320621985,0.992503748125937,0.8922712549197171,7.385990738327867e-17,7.812105588616013e-17
