run_stage,symbol,asset_class,commission_rule,swap_mode,day_key,broker_day_start,side,signal_time,entry_time,exit_time,entry,entry_breakout_level,entry_channel_opposite,n20_entry,initial_stop,exit_channel_level,exit,initial_risk_price,risk_money_1lot_usd,gross_r,commission_usd_1lot,commission_r,net_r,net_r_commission_x1_5,exit_reason,trade_id,mfe_r,mae_r,mfe_time,mae_time,time_to_mfe_minutes,time_to_mae_minutes,max_retracement_from_mfe_r,reached_0_5r,first_touch_0_5r_time,time_to_0_5r_minutes,mae_before_0_5r,reached_1r,first_touch_1r_time,time_to_1r_minutes,mae_before_1r,reached_2r,first_touch_2r_time,time_to_2r_minutes,mae_before_2r,reached_3r,first_touch_3r_time,time_to_3r_minutes,mae_before_3r,reached_5r,first_touch_5r_time,time_to_5r_minutes,mae_before_5r,min_r_after_first_1r_before_exit,max_r_after_first_1r_before_exit,min_r_after_first_2r_before_exit,max_r_after_first_2r_before_exit,min_r_after_first_3r_before_exit,max_r_after_first_3r_before_exit,path_ambiguous,path_ambiguity_reason,duration_minutes
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240523,2024.05.23 00:00,LONG,2024.05.17 18:03,2024.05.17 18:03,2024.05.23 17:33,2417.80,2417.80,2277.28,36.35,2345.09,2306.69,2345.07,72.71,7270.70000000,-1.00031634,7.62059200,0.00104812,-1.00136446,-1.00188852,STOP,XAUUSD_20240517_LONG,0.44301099,1.00031634,2024.05.20 08:53:41,2024.05.23 17:33:24,3770.077667,8609.781033,1.44332733,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,8610.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240607,2024.06.07 00:00,LONG,2024.05.20 21:25,2024.05.20 21:25,2024.06.07 20:04,3312.62,3312.59,2815.34,153.58,3005.46,3627.39,3626.42,307.16,307.16000000,1.02161740,2.77561600,0.00903638,1.01258101,1.00806282,DONCHIAN_EXIT,ETHUSD_20240520_LONG,2.16808829,0.02708686,2024.05.27 17:47:15,2024.05.20 21:28:40,9861.728333,3.139133,1.38338325,1,2024.05.20 22:00:40,35.148850,0.02708686,1,2024.05.20 23:55:26,149.915633,0.02708686,1,2024.05.23 14:08:19,3882.803083,0.02708686,0,,,,0,,,,0.68697096,2.16808829,0.68697096,2.16808829,,,0,,25839.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240604,2024.06.04 00:00,LONG,2024.05.30 01:07,2024.05.30 01:07,2024.06.04 08:16,157.702,157.700,151.851,1.024,155.653,155.836,155.836,2.049,1316.32000000,-0.90966482,10.00000000,0.00759694,-0.91726176,-0.92106023,DONCHIAN_EXIT,USDJPY_20240530_LONG,0.00000000,0.90966482,,2024.06.04 08:16:26,,7629.440667,0.90966482,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,7629.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240607,2024.06.07 00:00,LONG,2024.06.03 20:19,2024.06.03 20:19,2024.06.07 18:57,1.08948,1.08948,1.07238,0.00458,1.08031,1.07880,1.08031,0.00917,916.90000000,-1.00010906,10.00000000,0.01090631,-1.01101538,-1.01646854,STOP,EURUSD_20240603_LONG,0.22903261,1.00010906,2024.06.04 02:55:38,2024.06.07 18:57:38,396.633333,5678.633333,1.22914167,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,5678.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240705,2024.07.05 00:00,SHORT,2024.06.07 15:31,2024.06.07 15:31,2024.07.05 15:16,2314.72,2314.73,2450.01,34.22,2383.16,2368.66,2368.66,68.44,6844.30000000,-0.78810105,7.49340800,0.00109484,-0.78919589,-0.78974331,DONCHIAN_EXIT,XAUUSD_20240607_SHORT,0.40646962,0.79146151,2024.06.07 23:14:39,2024.06.21 14:39:17,463.607450,20108.241233,1.19793113,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,40305.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240701,2024.07.01 00:00,SHORT,2024.06.10 00:17,2024.06.10 00:17,2024.07.01 03:35,1.07649,1.07655,1.09158,0.00521,1.08691,1.07611,1.07616,0.01042,1042.00000000,0.03166987,10.00000000,0.00959693,0.02207294,0.01727447,DONCHIAN_EXIT,EURUSD_20240610_SHORT,0.94625720,0.84261036,2024.06.26 15:32:38,2024.06.12 17:04:35,23955.639983,3887.588233,1.27447217,1,2024.06.14 09:17:25,6300.416667,0.84261036,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,30438.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240711,2024.07.11 00:00,LONG,2024.06.14 05:24,2024.06.14 05:24,2024.07.11 14:42,157.700,157.700,154.533,0.973,155.754,160.262,160.262,1.946,1249.60000000,1.27931338,10.00000000,0.00800256,1.27131082,1.26730954,DONCHIAN_EXIT,USDJPY_20240614_LONG,2.10152849,0.42085467,2024.07.03 12:59:38,2024.06.14 12:17:39,27814.978800,413.002917,0.82221511,1,2024.06.20 15:36:04,9251.419933,0.42085467,1,2024.06.21 22:36:26,11111.778800,0.42085467,1,2024.07.02 06:50:40,26006.022883,0.42085467,0,,,,0,,,,0.52379161,2.10152849,1.27931338,2.10152849,,,0,,39438.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240717,2024.07.17 00:00,SHORT,2024.06.14 19:04,2024.06.14 19:04,2024.07.17 00:30,65110.99,65111.84,71971.94,2534.94,70180.88,63252.01,64336.85,5069.89,5069.89000000,0.15269365,51.77913600,0.01021307,0.14248058,0.13737404,DONCHIAN_EXIT,BTCUSD_20240614_SHORT,2.28281876,0.42800534,2024.07.05 06:19:42,2024.06.17 20:35:17,29475.253233,4410.831133,2.13012511,1,2024.06.24 07:21:39,13697.202050,0.42800534,1,2024.06.24 18:53:40,14389.221050,0.42800534,1,2024.07.05 06:15:38,29471.184617,0.42800534,0,,,,0,,,,0.15269365,2.28281876,0.15269365,2.28281876,,,0,,46406.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240717,2024.07.17 00:00,SHORT,2024.06.18 03:44,2024.06.18 03:44,2024.07.17 02:32,3361.89,3362.47,3978.57,181.31,3724.52,3464.85,3465.09,362.63,362.63000000,-0.28458760,2.73079200,0.00753052,-0.29211811,-0.29588337,DONCHIAN_EXIT,ETHUSD_20240618_SHORT,1.52430852,0.72680142,2024.07.05 06:19:41,2024.06.20 13:08:40,24635.631650,3444.624633,1.80889612,1,2024.07.04 04:00:43,23056.662750,0.72680142,1,2024.07.05 04:58:18,24554.262000,0.72680142,0,,,,0,,,,0,,,,-0.28458760,1.52430852,,,,,0,,41688.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240703,2024.07.03 00:00,SHORT,2024.06.20 22:36,2024.06.20 22:36,2024.07.03 15:33,1.26562,1.26562,1.28598,0.00677,1.27916,1.27392,1.27392,0.01354,1354.50000000,-0.61277224,10.00000000,0.00738280,-0.62015504,-0.62384644,DONCHIAN_EXIT,GBPUSD_20240620_SHORT,0.31155408,0.61277224,2024.06.27 02:45:37,2024.07.03 15:33:35,8889.600000,18297.566667,0.92432632,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,18297.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240725,2024.07.25 00:00,LONG,2024.07.05 18:33,2024.07.05 18:33,2024.07.25 04:42,2387.65,2387.65,2286.74,30.42,2326.81,2371.04,2371.01,60.84,6083.60000000,-0.27352226,7.61385600,0.00125154,-0.27477379,-0.27539956,DONCHIAN_EXIT,XAUUSD_20240705_LONG,1.57899928,0.62791768,2024.07.17 17:00:17,2024.07.09 18:21:40,17186.772417,5748.157483,1.85252153,1,2024.07.11 18:00:05,8606.565500,0.62791768,1,2024.07.16 17:33:05,15779.565533,0.62791768,0,,,,0,,,,0,,,,-0.27352226,1.57899928,,,,,0,,27969.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240729,2024.07.29 00:00,LONG,2024.07.11 00:00,2024.07.11 00:00,2024.07.29 10:18,1.28493,1.28488,1.26120,0.00608,1.27276,1.28497,1.28497,0.01217,1216.70000000,0.00328758,10.00000000,0.00821895,-0.00493137,-0.00904085,DONCHIAN_EXIT,GBPUSD_20240711_LONG,1.60433961,0.00821895,2024.07.17 12:05:15,2024.07.11 00:00:00,9365.258050,0.000000,1.60105203,1,2024.07.11 14:30:32,870.542050,0.00821895,1,2024.07.12 15:08:40,2348.671333,0.00821895,0,,,,0,,,,0,,,,0.00328758,1.60433961,,,,,0,,26538.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240729,2024.07.29 00:00,LONG,2024.07.11 10:42,2024.07.11 10:42,2024.07.29 14:43,1.08452,1.08450,1.06656,0.00494,1.07463,1.08256,1.08256,0.00989,988.60000000,-0.19826017,10.00000000,0.01011531,-0.20837548,-0.21343314,DONCHIAN_EXIT,EURUSD_20240711_LONG,1.03985434,0.19826017,2024.07.17 15:38:41,2024.07.24 09:58:05,8936.033817,18675.434667,1.23811451,1,2024.07.11 14:42:43,240.054883,0.02124216,1,2024.07.17 11:02:32,8659.872550,0.02124216,0,,,,0,,,,0,,,,-0.19826017,1.03985434,,,,,0,,26161.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240920,2024.09.20 00:00,SHORT,2024.07.17 09:23,2024.07.17 09:23,2024.09.20 13:37,157.369,157.369,161.953,1.082,159.533,144.055,144.061,2.164,1356.58000000,6.80958734,10.00000000,0.00737148,6.80221587,6.79853013,DONCHIAN_EXIT,USDJPY_20240717_SHORT,9.39291454,0.23300506,2024.09.16 10:36:41,2024.07.19 07:53:42,87912.993967,2790.010583,4.22707839,1,2024.07.17 10:41:41,77.995233,0.05336213,1,2024.07.24 03:12:42,9709.007250,0.23300506,1,2024.07.24 16:05:39,10481.950950,0.23300506,1,2024.07.31 10:49:42,20246.005700,0.23300506,1,2024.08.02 15:33:42,23410.011067,0.23300506,0.86393725,9.39291454,1.01960813,9.39291454,2.95282254,9.39291454,0,,93854.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240801,2024.08.01 00:00,LONG,2024.07.19 18:23,2024.07.19 18:23,2024.08.01 18:21,66469.91,66469.22,53519.37,2880.74,60708.42,63228.03,63225.68,5761.49,5761.49000000,-0.56308871,51.87823600,0.00900431,-0.57209302,-0.57659518,DONCHIAN_EXIT,BTCUSD_20240719_LONG,0.62008786,0.56308871,2024.07.29 16:06:17,2024.08.01 18:21:19,14263.247350,18718.268967,1.18317657,1,2024.07.29 05:32:31,13629.474467,0.52674395,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,18718.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240725,2024.07.25 00:00,LONG,2024.07.22 01:07,2024.07.22 01:07,2024.07.25 03:09,3547.49,3547.49,2807.57,165.06,3217.36,3023.85,3217.35,330.13,330.13000000,-1.00003029,2.70593600,0.00819658,-1.00822687,-1.01232516,STOP,ETHUSD_20240722_LONG,0.04952594,1.00003029,2024.07.22 02:48:15,2024.07.25 03:09:39,101.001783,4442.405217,1.04955624,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,4442.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240813,2024.08.13 00:00,SHORT,2024.08.02 00:05,2024.08.02 00:05,2024.08.13 19:57,1.27253,1.27268,1.30445,0.00604,1.28461,1.28659,1.28462,0.01208,1208.50000000,-1.00041374,10.00000000,0.00827472,-1.00868846,-1.01282582,STOP,GBPUSD_20240802_SHORT,0.49731072,1.00041374,2024.08.08 13:08:14,2024.08.13 19:57:30,9422.645900,17031.900000,1.49772445,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,17032.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240826,2024.08.26 00:00,SHORT,2024.08.05 00:00,2024.08.05 00:00,2024.08.26 00:16,2752.25,2807.57,3563.84,176.78,3105.81,2781.98,2781.98,353.56,353.56000000,-0.08408757,2.21369200,0.00626115,-0.09034872,-0.09347929,DONCHIAN_EXIT,ETHUSD_20240805_SHORT,1.88938228,0.08437040,2024.08.05 04:10:41,2024.08.14 15:30:16,250.695650,13890.267667,1.97375269,1,2024.08.05 03:55:29,235.493183,0.00220613,1,2024.08.05 04:08:18,248.306383,0.00220613,0,,,,0,,,,0,,,,-0.08437040,1.88938228,,,,,0,,30256.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240808,2024.08.08 00:00,SHORT,2024.08.05 04:10,2024.08.05 04:10,2024.08.08 18:36,53504.51,53519.37,70042.54,2941.89,59388.29,70042.54,59391.47,5883.78,5883.79000000,-1.00053877,45.15839200,0.00767505,-1.00821382,-1.01205135,STOP,BTCUSD_20240805_SHORT,0.71145639,1.00053877,2024.08.05 09:24:41,2024.08.08 18:36:39,314.040633,5186.004333,1.71199516,1,2024.08.05 09:22:28,311.810033,0.28632905,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,5186.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240903,2024.09.03 00:00,LONG,2024.08.05 10:30,2024.08.05 10:30,2024.09.03 12:07,1.09480,1.09480,1.07774,0.00472,1.08536,1.10419,1.10418,0.00944,943.80000000,0.99385463,10.00000000,0.01059547,0.98325917,0.97796143,DONCHIAN_EXIT,EURUSD_20240805_LONG,2.68277177,0.70671752,2024.08.26 03:52:38,2024.08.08 16:49:15,29841.961133,4698.590317,1.68891714,1,2024.08.05 15:48:18,317.638267,0.15999152,1,2024.08.14 16:49:40,13338.994217,0.70671752,1,2024.08.21 18:25:39,23514.994200,0.70671752,0,,,,0,,,,0.01589320,2.68277177,0.99385463,2.68277177,,,0,,41857.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241008,2024.10.08 00:00,LONG,2024.08.16 15:51,2024.08.16 15:51,2024.10.08 17:35,2479.97,2479.97,2353.12,40.61,2398.75,2622.63,2622.63,81.22,8121.50000000,1.75657206,8.16416000,0.00100525,1.75556681,1.75506418,DONCHIAN_EXIT,XAUUSD_20240816_LONG,2.53179831,0.11327957,2024.09.26 14:40:05,2024.08.22 17:23:16,58968.579067,8731.757150,0.77522625,1,2024.08.20 11:05:42,5474.193150,0.03127501,1,2024.09.13 03:43:05,39591.585317,0.11327957,1,2024.09.24 17:44:39,56273.153850,0.11327957,0,,,,0,,,,0.82312381,2.53179831,1.75657206,2.53179831,,,0,,76424.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240909,2024.09.09 00:00,LONG,2024.08.19 00:02,2024.08.19 00:02,2024.09.09 11:25,1.29473,1.29460,1.26648,0.00747,1.27980,1.30877,1.30871,0.01493,1493.40000000,0.93611892,10.00000000,0.00669613,0.92942279,0.92607473,DONCHIAN_EXIT,GBPUSD_20240819_LONG,2.13539574,0.10512924,2024.08.27 23:05:42,2024.08.19 00:08:59,12903.212033,6.483333,1.19927682,1,2024.08.20 15:50:03,2387.565467,0.10512924,1,2024.08.21 20:41:33,4119.050000,0.10512924,1,2024.08.27 12:19:40,12257.179983,0.10512924,0,,,,0,,,,0.86447034,2.13539574,0.93611892,2.13539574,,,0,,30923.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240919,2024.09.19 00:00,SHORT,2024.09.04 04:03,2024.09.04 04:03,2024.09.19 19:31,2306.91,2307.29,2793.15,151.33,2609.57,2469.74,2469.78,302.66,302.66000000,-0.53812859,1.91067600,0.00631295,-0.54444154,-0.54759801,DONCHIAN_EXIT,ETHUSD_20240904_SHORT,0.46679442,0.61124694,2024.09.06 23:54:42,2024.09.04 19:31:41,4071.006100,928.001550,1.00492302,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,22528.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20240913,2024.09.13 00:00,SHORT,2024.09.06 10:24,2024.09.06 10:24,2024.09.13 20:46,55599.49,55600.39,65015.84,2754.85,61109.19,59915.56,59916.56,5509.70,5509.70000000,-0.78353994,46.20642000,0.00838638,-0.79192632,-0.79611950,DONCHIAN_EXIT,BTCUSD_20240906_SHORT,0.53667532,0.78353994,2024.09.06 23:53:16,2024.09.13 20:46:30,808.814667,10702.051767,1.32021526,1,2024.09.06 23:50:59,806.530633,0.25515001,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,10702.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241003,2024.10.03 00:00,LONG,2024.09.18 21:00,2024.09.18 21:00,2024.10.03 10:41,1.32662,1.32662,1.30022,0.00810,1.31042,1.31535,1.31532,0.01620,1619.60000000,-0.69770314,10.00000000,0.00617436,-0.70387750,-0.70696468,DONCHIAN_EXIT,GBPUSD_20240918_LONG,1.03852803,0.69770314,2024.09.26 18:57:16,2024.10.03 10:41:42,11396.579633,20981.018383,1.73623117,1,2024.09.23 17:17:40,6976.995200,0.69585083,1,2024.09.25 03:01:30,9000.826167,0.69585083,0,,,,0,,,,0,,,,-0.69770314,1.03852803,,,,,0,,20981.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241001,2024.10.01 00:00,LONG,2024.09.25 01:56,2024.09.25 01:56,2024.10.01 16:36,1.11892,1.11891,1.10020,0.00629,1.10634,1.10685,1.10684,0.01258,1257.50000000,-0.96063618,10.00000000,0.00795229,-0.96858847,-0.97256461,DONCHIAN_EXIT,EURUSD_20240925_LONG,0.19721670,0.96063618,2024.09.25 16:06:42,2024.10.01 16:36:32,850.059867,9519.881517,1.15785288,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,9520.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241003,2024.10.03 00:00,LONG,2024.09.25 04:39,2024.09.25 04:39,2024.10.03 16:17,64731.26,64729.68,52640.07,2643.58,59444.11,59941.74,59940.34,5287.15,5287.15000000,-0.90614414,49.86864000,0.00943205,-0.91557619,-0.92029221,DONCHIAN_EXIT,BTCUSD_20240925_LONG,0.32271829,0.90614414,2024.09.27 17:38:15,2024.10.03 16:17:30,3658.624217,12217.886200,1.22886243,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,12218.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241001,2024.10.01 00:00,LONG,2024.09.27 19:30,2024.09.27 19:30,2024.10.01 20:20,2704.26,2704.26,2165.53,134.88,2434.50,2262.91,2434.35,269.76,269.76000000,-1.00055605,2.05544400,0.00761953,-1.00817558,-1.01198534,STOP,ETHUSD_20240927_LONG,0.09111803,1.00055605,2024.09.27 19:37:15,2024.10.01 20:20:36,6.986917,5810.331533,1.09167408,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,5810.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241126,2024.11.26 00:00,LONG,2024.10.02 23:09,2024.10.02 23:09,2024.11.26 14:15,146.497,146.496,139.579,1.921,142.656,153.279,153.279,3.841,2692.85000000,1.64309561,10.00000000,0.00371354,1.63938207,1.63752530,DONCHIAN_EXIT,USDJPY_20241002_LONG,2.42924411,0.14709694,2024.11.15 02:49:16,2024.10.04 08:51:43,62139.792383,2022.244083,0.78614850,1,2024.10.04 15:32:43,2423.250033,0.14709694,1,2024.10.21 19:46:30,27157.025267,0.14709694,1,2024.11.12 19:12:12,58802.741850,0.14709694,0,,,,0,,,,0.98676495,2.42924411,1.64309561,2.42924411,,,0,,78666.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241031,2024.10.31 00:00,SHORT,2024.10.04 15:30,2024.10.04 15:30,2024.10.31 13:19,1.10020,1.10020,1.12140,0.00687,1.11393,1.08738,1.08738,0.01373,1373.30000000,0.93351780,10.00000000,0.00728173,0.92623607,0.92259521,DONCHIAN_EXIT,EURUSD_20241004_SHORT,1.75198427,0.00218452,2024.10.23 15:27:39,2024.10.04 15:30:31,27357.132167,0.000267,0.81846647,1,2024.10.10 10:25:59,8335.464567,0.00218452,1,2024.10.16 20:15:11,17564.662967,0.00218452,0,,,,0,,,,0,,,,0.92332338,1.75198427,,,,,0,,38749.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241106,2024.11.06 00:00,SHORT,2024.10.10 15:30,2024.10.10 15:30,2024.11.06 00:02,1.30321,1.30322,1.34344,0.00975,1.32272,1.30434,1.30460,0.01951,1950.90000000,-0.07124917,10.00000000,0.00512584,-0.07637501,-0.07893793,DONCHIAN_EXIT,GBPUSD_20241010_SHORT,0.96314522,0.36495976,2024.10.31 18:53:16,2024.10.15 16:21:40,30442.937050,7251.343133,1.03439438,1,2024.10.23 19:14:04,18943.748183,0.36495976,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,37952.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241230,2024.12.30 00:00,LONG,2024.10.15 01:58,2024.10.15 01:58,2024.12.30 16:35,66438.52,66437.52,57603.99,2563.76,61311.00,92264.05,92260.91,5127.52,5127.52000000,5.03603886,63.47977200,0.01238021,5.02365866,5.01746855,DONCHIAN_EXIT,BTCUSD_20241015_LONG,8.17386963,0.32651262,2024.12.17 16:57:40,2024.10.15 18:07:42,91619.061967,969.100350,3.13783076,1,2024.10.21 01:03:12,8584.595967,0.32651262,1,2024.10.29 05:24:39,20366.050650,0.32651262,1,2024.11.07 20:58:04,34259.470617,0.32651262,1,2024.11.11 05:50:16,39111.661617,0.32651262,1,2024.11.13 17:44:26,42705.837650,0.32651262,0.07171108,8.17386963,1.76105603,8.17386963,2.73682989,8.17386963,0,,110317.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241106,2024.11.06 00:00,LONG,2024.10.17 09:40,2024.10.17 09:40,2024.11.06 08:35,2685.62,2685.59,2551.09,31.50,2622.62,2708.72,2708.72,63.00,6300.30000000,0.36664921,8.63094400,0.00136993,0.36527928,0.36459432,DONCHIAN_EXIT,XAUUSD_20241017_LONG,1.65801628,0.19824453,2024.10.31 04:05:42,2024.10.17 15:31:43,19825.030950,351.048783,1.29136708,1,2024.10.18 17:19:30,1898.842367,0.19824453,1,2024.10.22 22:58:59,7998.316967,0.19824453,0,,,,0,,,,0,,,,0.36664921,1.65801628,,,,,0,,28735.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241023,2024.10.23 00:00,LONG,2024.10.21 01:02,2024.10.21 01:02,2024.10.23 19:54,2728.85,2728.84,2309.69,118.68,2491.50,2329.30,2491.46,237.35,237.35000000,-1.00016853,2.08812400,0.00879766,-1.00896618,-1.01336501,STOP,ETHUSD_20241021_LONG,0.17265641,1.00016853,2024.10.21 03:23:39,2024.10.23 19:54:36,141.166533,4012.102983,1.17282494,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,4012.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241206,2024.12.06 00:00,SHORT,2024.11.06 05:00,2024.11.06 05:00,2024.12.06 15:30,1.07595,1.07613,1.09810,0.00529,1.08653,1.05972,1.06011,0.01058,1058.40000000,1.49659864,10.00000000,0.00944822,1.48715042,1.48242630,DONCHIAN_EXIT,EURUSD_20241106_SHORT,4.03250189,0.61980348,2024.11.22 11:14:43,2024.11.07 17:31:42,23414.360117,2191.340283,2.53590325,1,2024.11.06 08:43:31,223.170783,0.33446712,1,2024.11.11 14:35:05,7774.726000,0.61980348,1,2024.11.14 04:57:27,11517.099950,0.61980348,1,2024.11.22 10:59:43,23399.358367,0.61980348,0,,,,0.90702948,4.03250189,1.41345427,4.03250189,1.49659864,4.03250189,0,,43830.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241107,2024.11.07 00:00,SHORT,2024.11.06 14:32,2024.11.06 14:32,2024.11.07 16:43,1.28436,1.28440,1.31055,0.00759,1.29955,1.30480,1.29955,0.01519,1518.90000000,-1.00006584,10.00000000,0.00658371,-1.00664955,-1.00994140,STOP,GBPUSD_20241106_SHORT,0.05991178,1.00006584,2024.11.06 16:32:42,2024.11.07 16:43:42,120.213483,1571.208533,1.05997762,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1571.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241219,2024.12.19 00:00,LONG,2024.11.07 03:12,2024.11.07 03:12,2024.12.19 19:49,2769.85,2769.83,2329.30,130.36,2509.13,3480.35,3480.26,260.72,260.72000000,2.72480055,2.50004400,0.00958900,2.71521155,2.71041705,DONCHIAN_EXIT,ETHUSD_20241107_LONG,5.12676434,0.00606014,2024.12.16 20:52:42,2024.11.07 03:12:28,57220.228417,0.000000,2.40196379,1,2024.11.07 22:18:41,1146.205217,0.00606014,1,2024.11.11 00:00:00,5567.518533,0.00606014,1,2024.11.11 18:23:29,6671.009200,0.00606014,1,2024.11.27 17:31:42,29659.224400,0.00606014,1,2024.12.06 21:31:38,42859.157183,0.00606014,0.94281221,5.12676434,0.94281221,5.12676434,2.72480055,5.12676434,0,,61477.000000
