run_stage,symbol,asset_class,commission_rule,swap_mode,day_key,broker_day_start,side,signal_time,entry_time,exit_time,entry,entry_breakout_level,entry_channel_opposite,n20_entry,initial_stop,exit_channel_level,exit,initial_risk_price,risk_money_1lot_usd,gross_r,commission_usd_1lot,commission_r,net_r,net_r_commission_x1_5,exit_reason,trade_id,mfe_r,mae_r,mfe_time,mae_time,time_to_mfe_minutes,time_to_mae_minutes,max_retracement_from_mfe_r,reached_0_5r,first_touch_0_5r_time,time_to_0_5r_minutes,mae_before_0_5r,reached_1r,first_touch_1r_time,time_to_1r_minutes,mae_before_1r,reached_2r,first_touch_2r_time,time_to_2r_minutes,mae_before_2r,reached_3r,first_touch_3r_time,time_to_3r_minutes,mae_before_3r,reached_5r,first_touch_5r_time,time_to_5r_minutes,mae_before_5r,min_r_after_first_1r_before_exit,max_r_after_first_1r_before_exit,min_r_after_first_2r_before_exit,max_r_after_first_2r_before_exit,min_r_after_first_3r_before_exit,max_r_after_first_3r_before_exit,path_ambiguous,path_ambiguity_reason,duration_minutes
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241122,2024.11.22 00:00,SHORT,2024.11.11 15:41,2024.11.11 15:41,2024.11.22 12:12,2638.05,2638.05,2790.08,35.08,2708.20,2710.34,2708.29,70.15,7015.20000000,-1.00125442,8.55414400,0.00121937,-1.00247379,-1.00308348,STOP,XAUUSD_20241111_SHORT,1.44129889,1.00125442,2024.11.14 11:52:16,2024.11.22 12:12:42,4090.862333,15631.308900,2.44255331,1,2024.11.12 09:24:21,1062.944633,0.04233664,1,2024.11.14 03:02:35,3561.188733,0.04233664,0,,,,0,,,,0,,,,-1.00125442,1.44129889,,,,,0,,15631.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241129,2024.11.29 00:00,SHORT,2024.11.12 07:57,2024.11.12 07:57,2024.11.29 05:45,1.28344,1.28344,1.31032,0.00918,1.30180,1.27147,1.27147,0.01836,1836.30000000,0.65185427,10.00000000,0.00544573,0.64640854,0.64368567,DONCHIAN_EXIT,GBPUSD_20241112_SHORT,1.88858030,0.00054457,2024.11.22 12:07:41,2024.11.12 07:57:19,14650.366317,0.000000,1.23672603,1,2024.11.12 18:37:33,640.232717,0.00054457,1,2024.11.14 12:11:38,3134.300933,0.00054457,0,,,,0,,,,0,,,,0.62081359,1.88858030,,,,,0,,24348.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241213,2024.12.13 00:00,SHORT,2024.11.27 12:07,2024.11.27 12:07,2024.12.13 02:21,151.267,151.284,156.751,1.544,154.356,152.870,152.870,3.089,2000.96000000,-0.52404846,10.00000000,0.00499760,-0.52904606,-0.53154486,DONCHIAN_EXIT,USDJPY_20241127_SHORT,0.88017751,0.52534284,2024.12.03 16:41:16,2024.12.11 15:30:16,8913.732767,20362.735950,1.40552035,1,2024.11.29 06:24:05,2536.552250,0.22660123,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,22454.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20241216,2024.12.16 00:00,LONG,2024.12.11 20:24,2024.12.11 20:24,2024.12.16 02:50,2721.43,2721.36,2536.77,38.36,2644.71,2613.19,2644.71,76.72,7672.00000000,-1.00000000,8.58582400,0.00111911,-1.00111911,-1.00167867,STOP,XAUUSD_20241211_LONG,0.06191345,1.00000000,2024.12.12 03:00:41,2024.12.16 02:50:39,395.975133,6145.937467,1.06191345,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,6146.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250102,2025.01.02 00:00,SHORT,2024.12.18 21:57,2024.12.18 21:57,2025.01.02 18:46,2605.08,2605.24,2726.18,38.15,2681.38,2658.65,2658.65,76.30,7630.20000000,-0.70207858,8.42196800,0.00110377,-0.70318235,-0.70373423,DONCHIAN_EXIT,XAUUSD_20241218_SHORT,0.29121124,0.70207858,2024.12.19 01:01:17,2025.01.02 18:46:58,183.754800,21409.436650,0.99328982,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,21409.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250115,2025.01.15 00:00,LONG,2024.12.19 05:20,2024.12.19 05:20,2025.01.15 16:27,155.411,155.411,148.645,1.478,152.454,156.023,156.023,2.957,1939.40000000,0.20225327,10.00000000,0.00515623,0.19709704,0.19451892,DONCHIAN_EXIT,USDJPY_20241219_LONG,1.12613179,0.16609261,2025.01.10 15:34:43,2024.12.19 08:33:43,32294.214600,193.210367,0.92387852,1,2024.12.19 10:37:32,317.028100,0.16609261,1,2025.01.08 13:31:42,29291.188983,0.16609261,0,,,,0,,,,0,,,,0.20225327,1.12613179,,,,,0,,39547.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250124,2025.01.24 00:00,SHORT,2024.12.20 02:54,2024.12.20 02:54,2025.01.24 04:15,1.24870,1.24874,1.28114,0.00943,1.26757,1.23764,1.23765,0.01887,1886.70000000,0.58567870,10.00000000,0.00530026,0.58037844,0.57772831,DONCHIAN_EXIT,GBPUSD_20241220_SHORT,2.05279059,0.67472306,2025.01.13 14:10:16,2024.12.20 19:26:41,35235.615850,992.036683,1.46711189,1,2025.01.02 16:35:38,19540.992733,0.67472306,1,2025.01.09 08:57:39,29163.012133,0.67472306,1,2025.01.13 11:27:40,35073.026817,0.67472306,0,,,,0,,,,0.58567870,2.05279059,0.58567870,2.05279059,,,0,,50481.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250106,2025.01.06 00:00,SHORT,2024.12.20 12:05,2024.12.20 12:05,2025.01.06 00:00,3254.05,3254.08,4106.50,253.25,3760.55,3627.55,3646.91,506.50,506.50000000,-0.77563672,2.76038400,0.00544992,-0.78108664,-0.78381160,DONCHIAN_EXIT,ETHUSD_20241220_SHORT,0.30033564,0.77563672,2024.12.20 14:00:16,2025.01.06 00:00:00,114.618617,23754.348850,1.07597236,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,23755.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250121,2025.01.21 00:00,SHORT,2025.01.02 12:32,2025.01.02 12:32,2025.01.21 02:10,1.03427,1.03430,1.06298,0.00712,1.04851,1.04345,1.04346,0.01424,1423.60000000,-0.64554650,10.00000000,0.00702445,-0.65257095,-0.65608317,DONCHIAN_EXIT,EURUSD_20250102_SHORT,1.15833099,0.66310761,2025.01.13 11:27:43,2025.01.06 15:29:42,15775.362400,5937.346367,1.80387749,1,2025.01.02 18:02:21,330.001933,0.01685867,1,2025.01.13 11:24:30,15772.155183,0.66310761,0,,,,0,,,,0,,,,-0.64554650,1.15833099,,,,,0,,26738.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250116,2025.01.16 00:00,SHORT,2025.01.09 22:21,2025.01.09 22:21,2025.01.16 02:01,91491.84,91496.52,108350.20,4607.67,100707.18,102680.16,100708.98,9215.34,9215.34000000,-1.00019533,76.88032800,0.00834265,-1.00853797,-1.01270930,STOP,BTCUSD_20250109_SHORT,0.26785338,1.00019533,2025.01.13 16:35:43,2025.01.16 02:01:23,5414.384500,8860.059717,1.26804871,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,8860.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250117,2025.01.17 00:00,SHORT,2025.01.13 13:32,2025.01.13 13:32,2025.01.17 22:35,3098.03,3098.06,4106.50,207.81,3513.66,3741.92,3513.83,415.63,415.63000000,-1.00040902,2.64474400,0.00636322,-1.00677223,-1.00995384,STOP,ETHUSD_20250113_SHORT,0.44385631,1.00040902,2025.01.13 16:36:16,2025.01.17 22:35:15,183.963233,6302.946000,1.44426533,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,6303.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250227,2025.02.27 00:00,LONG,2025.01.16 02:18,2025.01.16 02:18,2025.02.27 11:08,2697.85,2697.85,2582.66,31.07,2635.71,2877.04,2877.01,62.14,6214.00000000,2.88316704,8.91977600,0.00143543,2.88173161,2.88101389,DONCHIAN_EXIT,XAUUSD_20250116_LONG,4.15754747,0.13775346,2025.02.24 16:06:15,2025.01.20 03:06:16,56987.589583,5807.599133,1.27438043,1,2025.01.21 07:04:42,7486.034667,0.13775346,1,2025.01.22 11:24:05,9185.415500,0.13775346,1,2025.02.03 16:47:32,26788.867850,0.13775346,1,2025.02.07 17:31:40,32593.002817,0.13775346,0,,,,0.52574831,4.15754747,1.76005793,4.15754747,2.50273576,4.15754747,0,,61010.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250203,2025.02.03 00:00,LONG,2025.01.17 14:41,2025.01.17 14:41,2025.02.03 00:00,102744.95,102744.40,88988.07,4549.98,93644.99,97685.55,96951.79,9099.96,9099.97000000,-0.63661309,79.87869600,0.00877791,-0.64539100,-0.64977995,DONCHIAN_EXIT,BTCUSD_20250117_LONG,0.79412899,0.63661309,2025.01.20 08:56:16,2025.02.03 00:00:00,3974.622667,23598.352950,1.43074208,1,2025.01.20 08:52:21,3970.708267,0.35800338,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,23599.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250324,2025.03.24 00:00,SHORT,2025.01.21 02:20,2025.01.21 02:20,2025.03.24 16:53,154.975,154.975,158.881,1.221,157.417,150.148,150.148,2.442,1551.17000000,2.07251945,10.00000000,0.00644675,2.06607271,2.06284933,DONCHIAN_EXIT,USDJPY_20250121_SHORT,3.70709207,0.73448429,2025.03.11 03:52:16,2025.01.23 07:31:41,70651.751850,3191.177600,1.65518931,1,2025.01.27 12:52:32,9272.020633,0.73448429,1,2025.02.05 12:34:26,22213.919500,0.73448429,1,2025.02.20 06:20:42,43440.189600,0.73448429,1,2025.03.06 10:45:41,63865.170933,0.73448429,0,,,,0.07037913,3.70709207,1.56151808,3.70709207,2.07074660,3.70709207,0,,90153.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250203,2025.02.03 00:00,LONG,2025.01.24 08:34,2025.01.24 08:34,2025.02.03 00:00,1.04586,1.04584,1.01775,0.00835,1.02916,1.02663,1.02357,0.01670,1669.80000000,-1.33489041,10.00000000,0.00598874,-1.34087915,-1.34387352,STOP_AND_DONCHIAN,EURUSD_20250124_LONG,0.44735897,1.33489041,2025.01.27 15:08:42,2025.02.03 00:00:00,4714.065433,13885.361850,1.78224937,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,13886.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250224,2025.02.24 00:00,SHORT,2025.02.03 00:00,2025.02.03 00:00,2025.02.24 01:15,2903.53,2910.22,3741.92,214.17,3331.88,2846.44,2846.51,428.35,428.35000000,0.13311544,2.30001600,0.00536948,0.12774596,0.12506123,DONCHIAN_EXIT,ETHUSD_20250203_SHORT,1.89828411,0.07900082,2025.02.03 04:08:16,2025.02.03 00:13:41,248.270300,13.687117,1.93752772,1,2025.02.03 03:47:28,227.478600,0.07900082,1,2025.02.03 03:55:44,235.745383,0.07900082,0,,,,0,,,,0,,,,-0.03924361,1.89828411,,,,,0,,30315.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250303,2025.03.03 00:00,LONG,2025.02.05 11:16,2025.02.05 11:16,2025.03.03 00:00,1.25235,1.25235,1.20996,0.01163,1.22909,1.25593,1.25485,0.02326,2325.80000000,0.10748990,10.00000000,0.00429960,0.10319030,0.10104050,DONCHIAN_EXIT,GBPUSD_20250205_LONG,0.82767220,0.82036289,2025.02.26 19:30:16,2025.02.11 10:05:42,30734.048700,8569.480433,0.93430218,1,2025.02.19 00:41:37,19525.405417,0.82036289,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,36764.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250324,2025.03.24 00:00,SHORT,2025.02.25 02:11,2025.02.25 02:11,2025.03.24 11:30,91122.29,91122.59,106404.60,3881.58,98885.45,87418.93,87420.00,7763.16,7763.16000000,0.47690502,71.41691600,0.00919946,0.46770556,0.46310583,DONCHIAN_EXIT,BTCUSD_20250225_SHORT,1.87273739,0.47653533,2025.03.11 03:52:16,2025.03.03 01:02:43,20260.744783,8571.192017,2.13624864,1,2025.02.25 12:21:39,610.124500,0.18051412,1,2025.02.26 20:39:42,2548.181433,0.18051412,0,,,,0,,,,0,,,,-0.47653533,1.87273739,,,,,0,,39439.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250228,2025.02.28 00:00,LONG,2025.02.26 19:30,2025.02.26 19:30,2025.02.28 00:00,1.05292,1.05283,1.02106,0.00789,1.03713,1.03968,1.03958,0.01579,1578.70000000,-0.84499905,10.00000000,0.00633433,-0.85133338,-0.85450054,DONCHIAN_EXIT,EURUSD_20250226_LONG,0.00000000,0.84499905,,2025.02.28 00:00:00,,1709.731283,0.84499905,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,1710.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250422,2025.04.22 00:00,SHORT,2025.02.28 08:46,2025.02.28 08:46,2025.04.22 18:00,2088.03,2088.24,3434.20,244.19,2576.41,1689.58,1689.61,488.38,488.38000000,0.81579917,1.51105600,0.00309402,0.81270516,0.81115815,DONCHIAN_EXIT,ETHUSD_20250228_SHORT,1.43976002,0.94889226,2025.04.09 04:27:43,2025.03.03 01:02:41,57341.224967,3856.189233,0.97440518,1,2025.03.10 21:55:39,15189.167200,0.94889226,1,2025.04.07 00:00:00,54193.503250,0.94889226,0,,,,0,,,,0,,,,0.81158115,1.43976002,,,,,0,,76874.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250326,2025.03.26 00:00,LONG,2025.03.03 19:55,2025.03.03 19:55,2025.03.26 11:37,1.27160,1.27160,1.22494,0.00946,1.25268,1.28878,1.28878,0.01892,1891.80000000,0.90812982,10.00000000,0.00528597,0.90284385,0.90020087,DONCHIAN_EXIT,GBPUSD_20250303_LONG,1.57944814,0.19716672,2025.03.20 03:07:40,2025.03.04 06:03:41,23472.068317,608.094317,0.67131832,1,2025.03.05 09:33:17,2257.693083,0.19716672,1,2025.03.06 03:42:38,3347.048250,0.19716672,0,,,,0,,,,0,,,,0.76910879,1.57944814,,,,,0,,32622.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250324,2025.03.24 00:00,LONG,2025.03.04 13:51,2025.03.04 13:51,2025.03.24 16:52,1.05289,1.05289,1.02720,0.00771,1.03746,1.07965,1.07964,0.01543,1542.60000000,1.73408531,10.00000000,0.00648256,1.72760275,1.72436147,DONCHIAN_EXIT,EURUSD_20250304_LONG,2.76092312,0.21068326,2025.03.18 11:16:41,2025.03.04 17:20:43,20005.400850,209.438733,1.02683781,1,2025.03.04 22:01:45,490.467433,0.21068326,1,2025.03.05 10:15:40,1224.392067,0.21068326,1,2025.03.06 15:16:55,2965.646433,0.21068326,0,,,,0,,,,0.93932322,2.76092312,1.53507066,2.76092312,,,0,,28981.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250407,2025.04.07 00:00,LONG,2025.03.13 17:36,2025.03.13 17:36,2025.04.07 01:22,2956.20,2956.20,2832.65,40.34,2875.52,3002.41,3002.31,80.68,8068.00000000,0.57151710,9.53361600,0.00118166,0.57033545,0.56974462,DONCHIAN_EXIT,XAUUSD_20250313_LONG,2.62035201,0.00322261,2025.04.03 02:53:15,2025.03.13 17:36:30,29356.759417,0.000000,2.04883490,1,2025.03.14 12:20:28,1123.961950,0.00322261,1,2025.03.18 16:24:30,7128.009267,0.00322261,1,2025.03.31 08:53:41,25397.179433,0.00322261,0,,,,0,,,,0.53544869,2.62035201,0.57151710,2.62035201,,,0,,35026.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250404,2025.04.04 00:00,LONG,2025.04.02 23:16,2025.04.02 23:16,2025.04.04 20:11,1.30150,1.30148,1.27680,0.00756,1.28638,1.28710,1.28704,0.01512,1511.90000000,-0.95641246,10.00000000,0.00661419,-0.96302666,-0.96633375,DONCHIAN_EXIT,GBPUSD_20250402_LONG,1.27653945,0.95641246,2025.04.03 13:13:16,2025.04.04 20:11:05,836.974183,2694.792950,2.23295191,1,2025.04.03 08:32:31,556.226917,0.40346584,1,2025.04.03 11:47:42,751.404400,0.40346584,0,,,,0,,,,0,,,,-0.95641246,1.27653945,,,,,0,,2695.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250501,2025.05.01 00:00,LONG,2025.04.03 09:34,2025.04.03 09:34,2025.05.01 04:48,1.09560,1.09548,1.07329,0.00799,1.07962,1.13078,1.13077,0.01598,1597.60000000,2.20142714,10.00000000,0.00625939,2.19516775,2.19203806,DONCHIAN_EXIT,EURUSD_20250403_LONG,3.86454682,0.47696545,2025.04.21 12:12:40,2025.04.07 00:11:39,26078.322167,5197.292567,1.67188282,1,2025.04.03 12:11:25,157.058767,0.08262394,1,2025.04.03 13:12:41,218.337767,0.08262394,1,2025.04.11 03:22:42,11148.349367,0.47696545,1,2025.04.11 11:43:00,11648.645200,0.47696545,0,,,,-0.47696545,3.86454682,1.81772659,3.86454682,1.92851778,3.86454682,0,,40034.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250501,2025.05.01 00:00,SHORT,2025.04.03 12:12,2025.04.03 12:12,2025.05.01 08:23,146.544,146.544,151.214,1.296,149.137,144.032,144.032,2.593,1738.34000000,1.00329050,10.00000000,0.00575261,0.99753788,0.99466157,DONCHIAN_EXIT,USDJPY_20250403_SHORT,2.73283707,0.67617382,2025.04.22 09:00:16,2025.04.09 21:08:17,27167.295317,9175.325767,1.73239412,1,2025.04.03 17:00:42,287.740133,0.09288747,1,2025.04.09 15:35:16,8842.296767,0.62629290,1,2025.04.17 02:35:40,19582.709150,0.67617382,0,,,,0,,,,-0.67617382,2.73283707,1.00044295,2.73283707,,,0,,40091.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250411,2025.04.11 00:00,SHORT,2025.04.04 20:31,2025.04.04 20:31,2025.04.11 03:32,1.28611,1.28615,1.32080,0.00841,1.30293,1.32080,1.30346,0.01682,1682.00000000,-1.03151011,10.00000000,0.00594530,-1.03745541,-1.04042806,STOP,GBPUSD_20250404_SHORT,0.90665874,1.03151011,2025.04.07 23:01:42,2025.04.11 03:32:32,4470.173650,9061.010350,1.93816885,1,2025.04.07 17:39:42,4148.184517,0.43519620,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,9061.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250414,2025.04.14 00:00,SHORT,2025.04.07 09:17,2025.04.07 09:17,2025.04.14 03:18,76545.90,76548.28,88729.74,3909.30,84364.50,88487.94,84369.31,7818.60,7818.60000000,-1.00061520,64.36608400,0.00823243,-1.00884763,-1.01296385,STOP,BTCUSD_20250407_SHORT,0.26274269,1.00061520,2025.04.07 10:04:42,2025.04.14 03:18:29,47.357383,9721.145600,1.26335789,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,9721.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250501,2025.05.01 00:00,LONG,2025.04.10 18:25,2025.04.10 18:25,2025.05.01 06:41,3167.63,3167.61,2932.89,52.69,3062.25,3229.90,3229.88,105.38,10537.70000000,0.59073612,10.23601600,0.00097137,0.58976475,0.58927906,DONCHIAN_EXIT,XAUUSD_20250410_LONG,3.15438853,0.15250007,2025.04.22 09:18:16,2025.04.10 20:09:15,16732.601550,103.596483,2.56365241,1,2025.04.11 11:21:29,1015.830917,0.15250007,1,2025.04.16 04:04:40,7779.006633,0.15250007,1,2025.04.21 04:56:13,15030.558033,0.15250007,1,2025.04.22 06:19:30,16553.837817,0.15250007,0,,,,0.59073612,3.15438853,0.59073612,3.15438853,0.59073612,3.15438853,0,,29536.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250508,2025.05.08 00:00,LONG,2025.04.15 07:26,2025.04.15 07:26,2025.05.08 14:02,1.32080,1.32080,1.27085,0.01197,1.29685,1.32484,1.32484,0.02395,2395.00000000,0.16868476,10.00000000,0.00417537,0.16450939,0.16242171,DONCHIAN_EXIT,GBPUSD_20250415_LONG,0.98538622,0.09853862,2025.04.29 01:02:59,2025.04.15 09:41:40,19776.764800,135.462450,0.81670146,1,2025.04.21 03:07:53,8381.666067,0.09853862,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,33516.000000
RUN,BTCUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250605,2025.06.05 00:00,LONG,2025.04.22 04:19,2025.04.22 04:19,2025.06.05 19:52,88490.72,88487.94,74456.09,3827.82,80835.09,103605.28,103602.88,7655.63,7655.63000000,1.97399300,76.83744000,0.01003672,1.96395627,1.95893791,DONCHIAN_EXIT,BTCUSD_20250422_LONG,3.06294844,0.09447296,2025.05.22 20:34:36,2025.04.22 06:14:13,44175.368350,114.985017,1.08895545,1,2025.04.23 00:49:05,1229.852017,0.09447296,1,2025.05.01 13:19:39,13500.420517,0.09447296,1,2025.05.09 00:21:24,24242.178233,0.09447296,1,2025.05.22 06:43:42,43344.479450,0.09447296,0,,,,0.63066005,3.06294844,1.59065942,3.06294844,1.97399300,3.06294844,0,,64293.000000
RUN,ETHUSD,CRYPTO,0.04PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250605,2025.06.05 00:00,LONG,2025.05.02 19:05,2025.05.02 19:05,2025.06.05 23:20,1871.11,1871.10,1383.12,125.37,1620.37,2471.04,2471.02,250.74,250.74000000,2.39255803,1.73685200,0.00692690,2.38563112,2.38216767,DONCHIAN_EXIT,ETHUSD_20250502_LONG,3.65290739,0.48464545,2025.05.29 05:32:43,2025.05.06 16:51:15,38067.641667,5626.187567,1.55830741,1,2025.05.08 17:49:40,8564.594367,0.48464545,1,2025.05.08 22:54:20,8869.272483,0.48464545,1,2025.05.09 10:43:13,9578.149433,0.48464545,1,2025.05.13 21:22:43,15977.641617,0.48464545,0,,,,0.94707665,3.65290739,1.58518784,3.65290739,1.89315626,3.65290739,0,,49215.000000
RUN,USDJPY,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250522,2025.05.22 00:00,LONG,2025.05.09 03:22,2025.05.09 03:22,2025.05.22 03:42,146.176,146.176,139.887,1.679,142.818,143.283,143.283,3.358,2351.53000000,-0.85862396,10.00000000,0.00425255,-0.86287651,-0.86500279,DONCHIAN_EXIT,USDJPY_20250509_LONG,0.70803690,0.85862396,2025.05.12 21:19:15,2025.05.21 20:27:40,5396.637617,18305.060283,1.56666085,1,2025.05.12 10:57:19,4774.714850,0.39640149,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,18740.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250523,2025.05.23 00:00,SHORT,2025.05.12 00:00,2025.05.12 00:00,2025.05.23 14:22,1.11962,1.11966,1.15734,0.00996,1.13954,1.13629,1.13629,0.01992,1992.40000000,-0.83667938,10.00000000,0.00501907,-0.84169845,-0.84420799,DONCHIAN_EXIT,EURUSD_20250512_SHORT,0.65599277,0.83718129,2025.05.12 21:31:36,2025.05.21 20:27:16,1291.271050,14186.935317,1.49317406,1,2025.05.12 11:14:20,674.001600,0.23439068,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,16702.000000
RUN,XAUUSD,METAL,0.0016PCT_NOTIONAL_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250523,2025.05.23 00:00,SHORT,2025.05.14 15:37,2025.05.14 15:37,2025.05.23 14:49,3201.85,3201.85,3500.03,87.24,3376.32,3347.56,3347.57,174.47,17447.40000000,-0.83519608,10.47907200,0.00060061,-0.83579668,-0.83609699,DONCHIAN_EXIT,XAUUSD_20250514_SHORT,0.46373672,0.83519608,2025.05.15 09:03:43,2025.05.23 14:49:40,1046.011917,12911.973050,1.29893279,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,12912.000000
RUN,GBPUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250617,2025.06.17 00:00,LONG,2025.05.21 09:00,2025.05.21 09:00,2025.06.17 20:45,1.34440,1.34440,1.31399,0.01036,1.32367,1.34562,1.34560,0.02073,2072.50000000,0.05790109,10.00000000,0.00482509,0.05307600,0.05066345,DONCHIAN_EXIT,GBPUSD_20250521_LONG,0.90904704,0.26586248,2025.06.13 03:05:41,2025.05.21 12:25:38,32765.256667,205.205583,0.85838359,1,2025.05.26 03:21:40,6861.230850,0.26586248,0,,,,0,,,,0,,,,0,,,,,,,,,,0,,39585.000000
RUN,EURUSD,FOREX,USD5_PER_LOT_PER_SIDE,EXCLUDED_REQUIRE_SEPARATE_STRESS,20250714,2025.07.14 00:00,LONG,2025.06.02 10:26,2025.06.02 10:26,2025.07.14 00:32,1.14190,1.14190,1.10654,0.00979,1.12233,1.16625,1.16623,0.01957,1957.20000000,1.24310239,10.00000000,0.00510934,1.23799305,1.23543838,DONCHIAN_EXIT,EURUSD_20250602_LONG,2.09942775,0.31575720,2025.07.01 12:34:40,2025.06.04 08:35:15,41888.641717,2769.230283,0.94727161,1,2025.06.12 03:41:39,13995.636233,0.31575720,1,2025.06.12 15:30:32,14704.513983,0.31575720,1,2025.07.01 11:54:29,41848.456317,0.31575720,0,,,,0,,,,0.13948498,2.09942775,1.24310239,2.09942775,,,0,,59886.000000
