close,expected_epoch,high,low,open,present,relation,server_epoch,signal_epoch,timeframe,year
2159.83,1709769600,2164.6,2144.12,2148.98,True,signal,1709769600.0,1709769600,M5,2024
,1709769900,,,,False,next,,1709769600,M5,2024
2159.83,1709855940,2159.96,2159.76,2159.8,True,previous,1709855940.0,1709856000,M1,2024
2177.13,1709856000,2195.1,2153.94,2159.56,True,signal,1709856000.0,1709856000,M1,2024
,1709856060,,,,False,next,,1709856000,M1,2024
2159.83,1709855700,2159.96,2159.41,2159.5,True,previous,1709855700.0,1709856000,M5,2024
2177.13,1709856000,2195.1,2153.94,2159.56,True,signal,1709856000.0,1709856000,M5,2024
,1709856300,,,,False,next,,1709856000,M5,2024
2158.17,1710287940,2158.28,2158.05,2158.18,True,previous,1710287940.0,1710288000,M1,2024
2174.01,1710288000,2179.79,2155.73,2158.01,True,signal,1710288000.0,1710288000,M1,2024
,1710288060,,,,False,next,,1710288000,M1,2024
2158.17,1710287700,2158.9,2158.04,2158.53,True,previous,1710287700.0,1710288000,M5,2024
2174.01,1710288000,2179.79,2155.73,2158.01,True,signal,1710288000.0,1710288000,M5,2024
,1710288300,,,,False,next,,1710288000,M5,2024
2157.24,1710892740,2157.32,2157.18,2157.32,True,previous,1710892740.0,1710892800,M1,2024
2186.12,1710892800,2188.76,2149.55,2157.68,True,signal,1710892800.0,1710892800,M1,2024
,1710892860,,,,False,next,,1710892800,M1,2024
2157.24,1710892500,2157.55,2157.18,2157.47,True,previous,1710892500.0,1710892800,M5,2024
2186.12,1710892800,2188.76,2149.55,2157.68,True,signal,1710892800.0,1710892800,M5,2024
,1710893100,,,,False,next,,1710892800,M5,2024
2178.76,1711497540,2178.85,2178.41,2178.48,True,previous,1711497540.0,1711497600,M1,2024
2194.72,1711497600,2197.56,2173.38,2178.68,True,signal,1711497600.0,1711497600,M1,2024
,1711497660,,,,False,next,,1711497600,M1,2024
2178.76,1711497300,2178.85,2177.6,2177.8,True,previous,1711497300.0,1711497600,M5,2024
2194.72,1711497600,2197.56,2173.38,2178.68,True,signal,1711497600.0,1711497600,M5,2024
,1711497900,,,,False,next,,1711497600,M5,2024
2194.72,1711583940,2194.76,2194.61,2194.73,True,previous,1711583940.0,1711584000,M1,2024
2233.82,1711584000,2236.22,2187.33,2194.09,True,signal,1711584000.0,1711584000,M1,2024
,1711584060,,,,False,next,,1711584000,M1,2024
2194.72,1711583700,2194.83,2194.52,2194.75,True,previous,1711583700.0,1711584000,M5,2024
2233.82,1711584000,2236.22,2187.33,2194.09,True,signal,1711584000.0,1711584000,M5,2024
,1711584300,,,,False,next,,1711584000,M5,2024
,1711929540,,,,False,previous,,1711929600,M1,2024
2251.36,1711929600,2265.66,2228.44,2240.21,True,signal,1711929600.0,1711929600,M1,2024
,1711929660,,,,False,next,,1711929600,M1,2024
,1711929300,,,,False,previous,,1711929600,M5,2024
2251.36,1711929600,2265.66,2228.44,2240.21,True,signal,1711929600.0,1711929600,M5,2024
,1711929900,,,,False,next,,1711929600,M5,2024
2251.36,1712015940,2251.52,2251.08,2251.08,True,previous,1712015940.0,1712016000,M1,2024
2280.77,1712016000,2280.99,2246.65,2251.58,True,signal,1712016000.0,1712016000,M1,2024
,1712016060,,,,False,next,,1712016000,M1,2024
2251.36,1712015700,2251.52,2249.61,2249.61,True,previous,1712015700.0,1712016000,M5,2024
2280.77,1712016000,2280.99,2246.65,2251.58,True,signal,1712016000.0,1712016000,M5,2024
,1712016300,,,,False,next,,1712016000,M5,2024
2280.77,1712102340,2280.89,2280.46,2280.46,True,previous,1712102340.0,1712102400,M1,2024
2300.1,1712102400,2301.01,2265.45,2280.0,True,signal,1712102400.0,1712102400,M1,2024
,1712102460,,,,False,next,,1712102400,M1,2024
2280.77,1712102100,2280.89,2279.47,2280.08,True,previous,1712102100.0,1712102400,M5,2024
2300.1,1712102400,2301.01,2265.45,2280.0,True,signal,1712102400.0,1712102400,M5,2024
,1712102700,,,,False,next,,1712102400,M5,2024
2290.7,1712275140,2291.09,2290.7,2290.89,True,previous,1712275140.0,1712275200,M1,2024
2327.6,1712275200,2330.42,2267.74,2290.74,True,signal,1712275200.0,1712275200,M1,2024
,1712275260,,,,False,next,,1712275200,M1,2024
2290.7,1712274900,2291.1,2289.97,2290.42,True,previous,1712274900.0,1712275200,M5,2024
2327.6,1712275200,2330.42,2267.74,2290.74,True,signal,1712275200.0,1712275200,M5,2024
,1712275500,,,,False,next,,1712275200,M5,2024
,1712534340,,,,False,previous,,1712534400,M1,2024
2338.77,1712534400,2353.86,2302.87,2323.0,True,signal,1712534400.0,1712534400,M1,2024
,1712534460,,,,False,next,,1712534400,M1,2024
,1712534100,,,,False,previous,,1712534400,M5,2024
2338.77,1712534400,2353.86,2302.87,2323.0,True,signal,1712534400.0,1712534400,M5,2024
,1712534700,,,,False,next,,1712534400,M5,2024
2338.77,1712620740,2338.94,2338.77,2338.82,True,previous,1712620740.0,1712620800,M1,2024
2352.73,1712620800,2365.26,2336.87,2339.05,True,signal,1712620800.0,1712620800,M1,2024
,1712620860,,,,False,next,,1712620800,M1,2024
2338.77,1712620500,2339.36,2338.39,2338.39,True,previous,1712620500.0,1712620800,M5,2024
2352.73,1712620800,2365.26,2336.87,2339.05,True,signal,1712620800.0,1712620800,M5,2024
,1712621100,,,,False,next,,1712620800,M5,2024
2333.95,1712793540,2334.11,2333.45,2333.45,True,previous,1712793540.0,1712793600,M1,2024
2372.55,1712793600,2377.61,2325.62,2333.45,True,signal,1712793600.0,1712793600,M1,2024
,1712793660,,,,False,next,,1712793600,M1,2024
2333.95,1712793300,2334.11,2331.79,2331.88,True,previous,1712793300.0,1712793600,M5,2024
2372.55,1712793600,2377.61,2325.62,2333.45,True,signal,1712793600.0,1712793600,M5,2024
,1712793900,,,,False,next,,1712793600,M5,2024
2285.82,1714521540,2286.04,2285.8,2286.04,True,previous,1714521540.0,1714521600,M1,2024
2319.44,1714521600,2328.25,2281.55,2286.74,True,signal,1714521600.0,1714521600,M1,2024
,1714521660,,,,False,next,,1714521600,M1,2024
2285.82,1714521300,2286.27,2285.02,2285.77,True,previous,1714521300.0,1714521600,M5,2024
2319.44,1714521600,2328.25,2281.55,2286.74,True,signal,1714521600.0,1714521600,M5,2024
,1714521900,,,,False,next,,1714521600,M5,2024
,1714953540,,,,False,previous,,1714953600,M1,2024
2323.64,1714953600,2332.0,2291.8,2304.68,True,signal,1714953600.0,1714953600,M1,2024
,1714953660,,,,False,next,,1714953600,M1,2024
,1714953300,,,,False,previous,,1714953600,M5,2024
2323.64,1714953600,2332.0,2291.8,2304.68,True,signal,1714953600.0,1714953600,M5,2024
,1714953900,,,,False,next,,1714953600,M5,2024
2308.37,1715212740,2308.68,2308.37,2308.68,True,previous,1715212740.0,1715212800,M1,2024
2346.26,1715212800,2347.2,2306.69,2309.52,True,signal,1715212800.0,1715212800,M1,2024
,1715212860,,,,False,next,,1715212800,M1,2024
2308.37,1715212500,2309.01,2308.37,2308.57,True,previous,1715212500.0,1715212800,M5,2024
2346.26,1715212800,2347.2,2306.69,2309.52,True,signal,1715212800.0,1715212800,M5,2024
,1715213100,,,,False,next,,1715212800,M5,2024
2346.26,1715299140,2346.26,2345.94,2345.98,True,previous,1715299140.0,1715299200,M1,2024
2361.48,1715299200,2378.37,2345.21,2346.22,True,signal,1715299200.0,1715299200,M1,2024
,1715299260,,,,False,next,,1715299200,M1,2024
2346.26,1715298900,2346.61,2345.11,2345.21,True,previous,1715298900.0,1715299200,M5,2024
2361.48,1715299200,2378.37,2345.21,2346.22,True,signal,1715299200.0,1715299200,M5,2024
,1715299500,,,,False,next,,1715299200,M5,2024
2335.92,1715644740,2336.06,2335.92,2336.02,True,previous,1715644740.0,1715644800,M1,2024
2357.91,1715644800,2359.56,2334.76,2336.74,True,signal,1715644800.0,1715644800,M1,2024
,1715644860,,,,False,next,,1715644800,M1,2024
2335.92,1715644500,2336.69,2335.65,2336.47,True,previous,1715644500.0,1715644800,M5,2024
2357.91,1715644800,2359.56,2334.76,2336.74,True,signal,1715644800.0,1715644800,M5,2024
,1715645100,,,,False,next,,1715644800,M5,2024
2357.91,1715731140,2357.92,2357.88,2357.88,True,previous,1715731140.0,1715731200,M1,2024
2385.87,1715731200,2390.2,2351.83,2357.91,True,signal,1715731200.0,1715731200,M1,2024
,1715731260,,,,False,next,,1715731200,M1,2024
2357.91,1715730900,2358.32,2357.58,2357.79,True,previous,1715730900.0,1715731200,M5,2024
2385.87,1715731200,2390.2,2351.83,2357.91,True,signal,1715731200.0,1715731200,M5,2024
,1715731500,,,,False,next,,1715731200,M5,2024
2376.56,1715903940,2376.79,2376.47,2376.79,True,previous,1715903940.0,1715904000,M1,2024
2417.65,1715904000,2422.67,2373.91,2377.04,True,signal,1715904000.0,1715904000,M1,2024
,1715904060,,,,False,next,,1715904000,M1,2024
2376.56,1715903700,2376.8,2375.83,2376.03,True,previous,1715903700.0,1715904000,M5,2024
2417.65,1715904000,2422.67,2373.91,2377.04,True,signal,1715904000.0,1715904000,M5,2024
,1715904300,,,,False,next,,1715904000,M5,2024
,1716163140,,,,False,previous,,1716163200,M1,2024
2426.16,1716163200,2450.01,2407.3,2417.76,True,signal,1716163200.0,1716163200,M1,2024
,1716163260,,,,False,next,,1716163200,M1,2024
,1716162900,,,,False,previous,,1716163200,M5,2024
2426.16,1716163200,2450.01,2407.3,2417.76,True,signal,1716163200.0,1716163200,M5,2024
,1716163500,,,,False,next,,1716163200,M5,2024
,1716767940,,,,False,previous,,1716768000,M1,2024
2352.57,1716768000,2358.42,2332.26,2337.22,True,signal,1716768000.0,1716768000,M1,2024
,1716768060,,,,False,next,,1716768000,M1,2024
,1716767700,,,,False,previous,,1716768000,M5,2024
2352.57,1716768000,2358.42,2332.26,2337.22,True,signal,1716768000.0,1716768000,M5,2024
,1716768300,,,,False,next,,1716768000,M5,2024
,1716854340,,,,False,previous,,1716854400,M1,2024
2360.9,1716854400,2364.03,2340.27,2351.6,True,signal,1716854400.0,1716854400,M1,2024
,1716854460,,,,False,next,,1716854400,M1,2024
,1716854100,,,,False,previous,,1716854400,M5,2024
2360.9,1716854400,2364.03,2340.27,2351.6,True,signal,1716854400.0,1716854400,M5,2024
,1716854700,,,,False,next,,1716854400,M5,2024
2326.84,1717545540,2326.84,2326.67,2326.69,True,previous,1717545540.0,1717545600,M1,2024
2355.04,1717545600,2357.34,2325.85,2326.6,True,signal,1717545600.0,1717545600,M1,2024
,1717545660,,,,False,next,,1717545600,M1,2024
2326.84,1717545300,2326.97,2326.5,2326.68,True,previous,1717545300.0,1717545600,M5,2024
2355.04,1717545600,2357.34,2325.85,2326.6,True,signal,1717545600.0,1717545600,M5,2024
,1717545900,,,,False,next,,1717545600,M5,2024
2355.04,1717631940,2355.26,2354.9,2355.04,True,previous,1717631940.0,1717632000,M1,2024
2375.94,1717632000,2378.46,2353.43,2356.48,True,signal,1717632000.0,1717632000,M1,2024
,1717632060,,,,False,next,,1717632000,M1,2024
2355.04,1717631700,2355.26,2354.54,2354.7,True,previous,1717631700.0,1717632000,M5,2024
2375.94,1717632000,2378.46,2353.43,2356.48,True,signal,1717632000.0,1717632000,M5,2024
,1717632300,,,,False,next,,1717632000,M5,2024
2310.77,1718063940,2310.81,2310.56,2310.81,True,previous,1718063940.0,1718064000,M1,2024
2316.4,1718064000,2319.84,2297.72,2311.68,True,signal,1718064000.0,1718064000,M1,2024
,1718064060,,,,False,next,,1718064000,M1,2024
2310.77,1718063700,2310.91,2310.32,2310.4,True,previous,1718063700.0,1718064000,M5,2024
2316.4,1718064000,2319.84,2297.72,2311.68,True,signal,1718064000.0,1718064000,M5,2024
,1718064300,,,,False,next,,1718064000,M5,2024
2316.4,1718150340,2316.72,2316.4,2316.67,True,previous,1718150340.0,1718150400,M1,2024
2324.64,1718150400,2341.59,2310.66,2317.02,True,signal,1718150400.0,1718150400,M1,2024
,1718150460,,,,False,next,,1718150400,M1,2024
2316.4,1718150100,2316.91,2316.29,2316.49,True,previous,1718150100.0,1718150400,M5,2024
2324.64,1718150400,2341.59,2310.66,2317.02,True,signal,1718150400.0,1718150400,M5,2024
,1718150700,,,,False,next,,1718150400,M5,2024
2303.86,1718323140,2303.92,2303.83,2303.9,True,previous,1718323140.0,1718323200,M1,2024
2332.16,1718323200,2336.62,2301.48,2304.08,True,signal,1718323200.0,1718323200,M1,2024
,1718323260,,,,False,next,,1718323200,M1,2024
2303.86,1718322900,2304.1,2303.61,2303.9,True,previous,1718322900.0,1718323200,M5,2024
2332.16,1718323200,2336.62,2301.48,2304.08,True,signal,1718323200.0,1718323200,M5,2024
,1718323500,,,,False,next,,1718323200,M5,2024
2318.89,1718668740,2319.21,2318.8,2319.0,True,previous,1718668740.0,1718668800,M1,2024
2329.18,1718668800,2333.1,2306.55,2319.1,True,signal,1718668800.0,1718668800,M1,2024
,1718668860,,,,False,next,,1718668800,M1,2024
2318.89,1718668500,2319.22,2318.68,2318.68,True,previous,1718668500.0,1718668800,M5,2024
2329.18,1718668800,2333.1,2306.55,2319.1,True,signal,1718668800.0,1718668800,M5,2024
,1718669100,,,,False,next,,1718668800,M5,2024
,1718841540,,,,False,previous,,1718841600,M1,2024
2359.67,1718841600,2365.43,2327.7,2328.92,True,signal,1718841600.0,1718841600,M1,2024
,1718841660,,,,False,next,,1718841600,M1,2024
,1718841300,,,,False,previous,,1718841600,M5,2024
2359.67,1718841600,2365.43,2327.7,2328.92,True,signal,1718841600.0,1718841600,M5,2024
,1718841900,,,,False,next,,1718841600,M5,2024
2298.0,1719446340,2298.27,2297.92,2297.92,True,previous,1719446340.0,1719446400,M1,2024
2327.7,1719446400,2330.98,2296.54,2298.5,True,signal,1719446400.0,1719446400,M1,2024
,1719446460,,,,False,next,,1719446400,M1,2024
2298.0,1719446100,2298.27,2297.63,2297.74,True,previous,1719446100.0,1719446400,M5,2024
2327.7,1719446400,2330.98,2296.54,2298.5,True,signal,1719446400.0,1719446400,M5,2024
,1719446700,,,,False,next,,1719446400,M5,2024
2329.36,1719964740,2329.37,2329.08,2329.14,True,previous,1719964740.0,1719964800,M1,2024
2355.79,1719964800,2364.95,2326.86,2329.64,True,signal,1719964800.0,1719964800,M1,2024
,1719964860,,,,False,next,,1719964800,M1,2024
2329.36,1719964500,2329.79,2329.08,2329.79,True,previous,1719964500.0,1719964800,M5,2024
2355.79,1719964800,2364.95,2326.86,2329.64,True,signal,1719964800.0,1719964800,M5,2024
,1719965100,,,,False,next,,1719964800,M5,2024
,1720137540,,,,False,previous,,1720137600,M1,2024
2391.28,1720137600,2392.9,2352.23,2356.69,True,signal,1720137600.0,1720137600,M1,2024
,1720137660,,,,False,next,,1720137600,M1,2024
,1720137300,,,,False,previous,,1720137600,M5,2024
2391.28,1720137600,2392.9,2352.23,2356.69,True,signal,1720137600.0,1720137600,M5,2024
,1720137900,,,,False,next,,1720137600,M5,2024
2370.98,1720655940,2371.16,2370.93,2371.11,True,previous,1720655940.0,1720656000,M1,2024
2415.6,1720656000,2424.56,2371.04,2371.38,True,signal,1720656000.0,1720656000,M1,2024
,1720656060,,,,False,next,,1720656000,M1,2024
2370.98,1720655700,2371.39,2370.81,2371.39,True,previous,1720655700.0,1720656000,M5,2024
2415.6,1720656000,2424.56,2371.04,2371.38,True,signal,1720656000.0,1720656000,M5,2024
,1720656300,,,,False,next,,1720656000,M5,2024
,1721001540,,,,False,previous,,1721001600,M1,2024
2422.31,1721001600,2439.75,2401.35,2412.0,True,signal,1721001600.0,1721001600,M1,2024
,1721001660,,,,False,next,,1721001600,M1,2024
,1721001300,,,,False,previous,,1721001600,M5,2024
2422.31,1721001600,2439.75,2401.35,2412.0,True,signal,1721001600.0,1721001600,M5,2024
,1721001900,,,,False,next,,1721001600,M5,2024
2422.31,1721087940,2422.34,2421.98,2422.17,True,previous,1721087940.0,1721088000,M1,2024
2468.94,1721088000,2469.67,2420.04,2422.4,True,signal,1721088000.0,1721088000,M1,2024
,1721088060,,,,False,next,,1721088000,M1,2024
2422.31,1721087700,2422.34,2421.73,2421.78,True,previous,1721087700.0,1721088000,M5,2024
2468.94,1721088000,2469.67,2420.04,2422.4,True,signal,1721088000.0,1721088000,M5,2024
,1721088300,,,,False,next,,1721088000,M5,2024
2396.47,1721692740,2396.57,2396.1,2396.29,True,previous,1721692740.0,1721692800,M1,2024
2409.24,1721692800,2412.01,2388.3,2396.39,True,signal,1721692800.0,1721692800,M1,2024
,1721692860,,,,False,next,,1721692800,M1,2024
2396.47,1721692500,2396.64,2395.79,2395.9,True,previous,1721692500.0,1721692800,M5,2024
2409.24,1721692800,2412.01,2388.3,2396.39,True,signal,1721692800.0,1721692800,M5,2024
,1721693100,,,,False,next,,1721692800,M5,2024
2364.19,1721951940,2364.44,2363.87,2364.41,True,previous,1721951940.0,1721952000,M1,2024
2386.86,1721952000,2390.81,2355.83,2364.27,True,signal,1721952000.0,1721952000,M1,2024
,1721952060,,,,False,next,,1721952000,M1,2024
2364.19,1721951700,2365.21,2363.42,2364.41,True,previous,1721951700.0,1721952000,M5,2024
2386.86,1721952000,2390.81,2355.83,2364.27,True,signal,1721952000.0,1721952000,M5,2024
,1721952300,,,,False,next,,1721952000,M5,2024
2384.16,1722297540,2384.16,2383.44,2383.47,True,previous,1722297540.0,1722297600,M1,2024
2410.58,1722297600,2412.75,2376.53,2383.62,True,signal,1722297600.0,1722297600,M1,2024
,1722297660,,,,False,next,,1722297600,M1,2024
2384.16,1722297300,2384.53,2383.41,2384.04,True,previous,1722297300.0,1722297600,M5,2024
2410.58,1722297600,2412.75,2376.53,2383.62,True,signal,1722297600.0,1722297600,M5,2024
,1722297900,,,,False,next,,1722297600,M5,2024
2410.58,1722383940,2410.89,2410.56,2410.73,True,previous,1722383940.0,1722384000,M1,2024
2447.2,1722384000,2450.94,2403.88,2410.3,True,signal,1722384000.0,1722384000,M1,2024
,1722384060,,,,False,next,,1722384000,M1,2024
2410.58,1722383700,2411.29,2410.37,2410.53,True,previous,1722383700.0,1722384000,M5,2024
2447.2,1722384000,2450.94,2403.88,2410.3,True,signal,1722384000.0,1722384000,M5,2024
,1722384300,,,,False,next,,1722384000,M5,2024
2382.64,1723075140,2383.0,2382.56,2382.85,True,previous,1723075140.0,1723075200,M1,2024
2427.12,1723075200,2427.54,2380.4,2382.49,True,signal,1723075200.0,1723075200,M1,2024
,1723075260,,,,False,next,,1723075200,M1,2024
2382.64,1723074900,2383.07,2382.26,2382.35,True,previous,1723074900.0,1723075200,M5,2024
2427.12,1723075200,2427.54,2380.4,2382.49,True,signal,1723075200.0,1723075200,M5,2024
,1723075500,,,,False,next,,1723075200,M5,2024
2427.12,1723161540,2427.17,2426.96,2427.08,True,previous,1723161540.0,1723161600,M1,2024
2430.96,1723161600,2437.03,2416.9,2427.02,True,signal,1723161600.0,1723161600,M1,2024
,1723161660,,,,False,next,,1723161600,M1,2024
2427.12,1723161300,2427.43,2426.42,2427.11,True,previous,1723161300.0,1723161600,M5,2024
2430.96,1723161600,2437.03,2416.9,2427.02,True,signal,1723161600.0,1723161600,M5,2024
,1723161900,,,,False,next,,1723161600,M5,2024
,1723420740,,,,False,previous,,1723420800,M1,2024
2472.26,1723420800,2473.09,2423.86,2429.8,True,signal,1723420800.0,1723420800,M1,2024
,1723420860,,,,False,next,,1723420800,M1,2024
,1723420500,,,,False,previous,,1723420800,M5,2024
2472.26,1723420800,2473.09,2423.86,2429.8,True,signal,1723420800.0,1723420800,M5,2024
,1723421100,,,,False,next,,1723420800,M5,2024
2456.24,1723766340,2456.44,2456.21,2456.23,True,previous,1723766340.0,1723766400,M1,2024
2507.64,1723766400,2509.74,2450.75,2456.52,True,signal,1723766400.0,1723766400,M1,2024
,1723766460,,,,False,next,,1723766400,M1,2024
2456.24,1723766100,2456.64,2455.88,2456.2,True,previous,1723766100.0,1723766400,M5,2024
2507.64,1723766400,2509.74,2450.75,2456.52,True,signal,1723766400.0,1723766400,M5,2024
,1723766700,,,,False,next,,1723766400,M5,2024
2503.85,1724111940,2503.96,2503.85,2503.96,True,previous,1724111940.0,1724112000,M1,2024
2513.58,1724112000,2531.65,2497.34,2503.34,True,signal,1724112000.0,1724112000,M1,2024
,1724112060,,,,False,next,,1724112000,M1,2024
2503.85,1724111700,2504.33,2503.81,2504.18,True,previous,1724111700.0,1724112000,M5,2024
2513.58,1724112000,2531.65,2497.34,2503.34,True,signal,1724112000.0,1724112000,M5,2024
,1724112300,,,,False,next,,1724112000,M5,2024
