state,outcome,feature,q,btcusdt_2024_n,btcusdt_2024_effect,btcusdt_2024_h1_n,btcusdt_2024_h1_effect,btcusdt_2024_h2_n,btcusdt_2024_h2_effect,ethusdt_2024_n,ethusdt_2024_effect,ethusdt_2024_h1_n,ethusdt_2024_h1_effect,ethusdt_2024_h2_n,ethusdt_2024_h2_effect,discovery_sign,discovery_worst_abs_effect,discovery_eligible
perp_taker_imbalance_change_15m=Q3,up_first_1atr_1h,perp_taker_imbalance_change_15m,3,20469,-0.002833596535046279,10484,0.0003741496277682721,9985,-0.006127011109003433,20480,0.0008708127825494127,10945,0.00039663682896529107,9535,0.0014464411424909285,,,False
perp_taker_imbalance_change_15m=Q4,direction_1h_atr,perp_taker_imbalance_change_15m,4,21079,-0.0011005484575390342,10751,-0.016152920163925416,10328,0.013835629375969972,21079,0.002560895645565657,10925,0.004015425281649568,10154,-0.0014106978516067563,,,False
perp_taker_imbalance_change_15m=Q4,up_first_1atr_1h,perp_taker_imbalance_change_15m,4,20503,-0.00111749611568146,10447,-0.004759099223001384,10056,0.002727091444986729,20456,0.00032866209937582047,10579,0.0009995448112884997,9877,-0.00037372349503095315,,,False
perp_taker_imbalance_change_15m=Q5,direction_1h_atr,perp_taker_imbalance_change_15m,5,21079,-0.015693823730852242,10057,-0.009513850512906333,11022,-0.02025784763603734,21079,0.008536490494835423,9652,0.02992455903744736,11427,-0.0055433313695006925,,,False
perp_taker_imbalance_change_15m=Q5,up_first_1atr_1h,perp_taker_imbalance_change_15m,5,20536,-1.5863454857323322e-05,9788,-0.00487614946383208,10748,0.004318588440301974,20520,0.000975607647315524,9419,0.004456294633085889,11101,-0.002005432102014759,,,False
perp_taker_imbalance_change_1h=Q1,direction_1h_atr,perp_taker_imbalance_change_1h,1,21079,0.0014558768367131866,10079,-0.001931151248801083,11000,0.005580397680223843,21079,-0.012086032245788986,9671,-0.036783140989642166,11408,0.012751687726570322,,,False
perp_taker_imbalance_change_1h=Q1,up_first_1atr_1h,perp_taker_imbalance_change_1h,1,20535,0.005705946648447646,9806,0.004521802183495904,10729,0.0067004321250059284,20525,-0.0024583375486015857,9428,-0.001748272156894326,11097,-0.003089127104694278,,,False
perp_taker_imbalance_change_1h=Q2,direction_1h_atr,perp_taker_imbalance_change_1h,2,21079,0.009676594026233151,10707,0.013196470523536646,10372,0.005432125333880489,21079,-0.008682508252012337,11027,-0.004959337446596032,10052,-0.015755704799119585,,,False
perp_taker_imbalance_change_1h=Q2,up_first_1atr_1h,perp_taker_imbalance_change_1h,2,20487,-0.0007787299996417918,10406,0.003423559900346762,10081,-0.005063040388514406,20537,-0.004401899559047462,10747,-0.006942842740651656,9790,-0.0015911286302885963,-1,0.0007787299996417918,False
perp_taker_imbalance_change_1h=Q3,direction_1h_atr,perp_taker_imbalance_change_1h,3,21078,-0.02025606739633084,10830,-0.05309994643072882,10248,0.013497649111670527,21078,0.013630745515213188,11101,0.008559275364201167,9977,0.015851700841241323,,,False
perp_taker_imbalance_change_1h=Q3,up_first_1atr_1h,perp_taker_imbalance_change_1h,3,20472,-0.0023199026221340513,10513,-0.005941880020014667,9959,0.001584948435896849,20470,-0.0009385471420353397,10770,-0.0024144558590888376,9700,0.0007240888754768138,-1,0.0009385471420353397,False
perp_taker_imbalance_change_1h=Q4,direction_1h_atr,perp_taker_imbalance_change_1h,4,21079,0.009367573945385899,10820,0.018366350699293696,10259,-0.0010490583163942496,21079,-0.013620409550920639,10920,-0.020374700592866647,10159,-0.008738539913467494,,,False
perp_taker_imbalance_change_1h=Q4,up_first_1atr_1h,perp_taker_imbalance_change_1h,4,20509,-0.003018008721475951,10527,-0.0033640802983891382,9982,-0.0025728820793539664,20463,0.0061699421372078955,10607,0.008740394579983712,9856,0.003420818692052019,,,False
