state,outcome,feature,q,btcusdt_2024_n,btcusdt_2024_effect,btcusdt_2024_h1_n,btcusdt_2024_h1_effect,btcusdt_2024_h2_n,btcusdt_2024_h2_effect,ethusdt_2024_n,ethusdt_2024_effect,ethusdt_2024_h1_n,ethusdt_2024_h1_effect,ethusdt_2024_h2_n,ethusdt_2024_h2_effect,discovery_sign,discovery_worst_abs_effect,discovery_eligible
perp_taker_imbalance_change_1h=Q5,direction_1h_atr,perp_taker_imbalance_change_1h,5,21079,-0.0002449383716007919,9966,0.025538628217900303,11113,-0.022072167486185717,21079,0.020758851183991022,9683,0.055550096580662074,11396,-0.0049554669406908225,,,False
perp_taker_imbalance_change_1h=Q5,up_first_1atr_1h,perp_taker_imbalance_change_1h,5,20535,0.0003979359350315126,9694,0.0018479782769947328,10841,-0.0010100930421143017,20476,0.0016514809275728903,9402,0.002594316647679451,11074,0.0008233647869179683,1,0.0003979359350315126,False
taker_imbalance_diff_change_15m=Q1,direction_1h_atr,taker_imbalance_diff_change_15m,1,21079,6.337577744527922e-05,9681,0.023892325495282224,11398,-0.01821370897484678,21079,-0.021443020433598338,9732,-0.03707916931441942,11347,-0.004405879250982375,,,False
taker_imbalance_diff_change_15m=Q1,up_first_1atr_1h,taker_imbalance_diff_change_15m,1,20550,0.00241901797584132,9438,0.006244910501824241,11112,-0.0009954747115346052,20462,-0.0008429823392006597,9452,-0.008714223516697928,11010,0.0058886534231701315,,,False
taker_imbalance_diff_change_15m=Q2,direction_1h_atr,taker_imbalance_diff_change_15m,2,21079,0.008330022108784335,10862,-0.014153835907163584,10217,0.031188714246954193,21079,0.011568583951411037,10935,0.031825884750628496,10144,-0.012731511421748566,1,0.008330022108784335,False
taker_imbalance_diff_change_15m=Q2,up_first_1atr_1h,taker_imbalance_diff_change_15m,2,20469,-0.003712975107521721,10530,-0.005213888835762959,9939,-0.0020368432583744434,20496,0.0029229281343253755,10629,0.005063089543448196,9867,0.0006348818028542591,,,False
taker_imbalance_diff_change_15m=Q3,direction_1h_atr,taker_imbalance_diff_change_15m,3,21078,0.0011019899453226373,11210,-0.01374458343041085,9868,0.015898152700208654,21078,-0.008912350333440169,11127,-0.03217961629435863,9951,0.013530175618827535,,,False
taker_imbalance_diff_change_15m=Q3,up_first_1atr_1h,taker_imbalance_diff_change_15m,3,20486,-0.003488062831584482,10880,-0.0021663111864696494,9606,-0.004811765285865188,20466,-0.006363265040119859,10799,-0.004200729786753121,9667,-0.008753771290738566,-1,0.003488062831584482,True
taker_imbalance_diff_change_15m=Q4,direction_1h_atr,taker_imbalance_diff_change_15m,4,21079,0.0055654737541660365,10918,0.006375797164049596,10161,0.0034902735856504885,21079,-0.0004054984789608265,10889,0.011124557285132994,10190,-0.014930372712910924,,,False
taker_imbalance_diff_change_15m=Q4,up_first_1atr_1h,taker_imbalance_diff_change_15m,4,20476,0.0010508599423902365,10614,0.0026773712695540297,9862,-0.0005936553056776761,20466,0.00365334787886773,10572,0.004733294492130613,9894,0.0025150733104879475,1,0.0010508599423902365,False
taker_imbalance_diff_change_15m=Q5,direction_1h_atr,taker_imbalance_diff_change_15m,5,21079,-0.015060809306675388,9731,0.000709401841701332,11348,-0.026736242449355064,21079,0.019191862487513315,9719,0.02569870483067422,11360,0.01731018345816232,,,False
taker_imbalance_diff_change_15m=Q5,up_first_1atr_1h,taker_imbalance_diff_change_15m,5,20557,0.003708182860328979,9484,-0.0009368798842144255,11073,0.00753023987177559,20581,0.0006220268308524957,9502,0.002512581932104796,11079,-0.001025352577332106,1,0.0006220268308524957,False
taker_imbalance_diff_change_1h=Q1,direction_1h_atr,taker_imbalance_diff_change_1h,1,21079,0.006008313333306273,9586,0.025138261344149537,11493,-0.007770179996819254,21079,-0.005498779596063189,9722,-0.007422329759179502,11357,-0.00018047776401023015,,,False
taker_imbalance_diff_change_1h=Q1,up_first_1atr_1h,taker_imbalance_diff_change_1h,1,20559,-0.0006695684425245263,9344,-0.0009009505901763082,11215,-0.0006610770317841408,20478,-0.0005945412330404798,9448,-0.0048037841041198015,11030,0.002984839779758497,-1,0.0005945412330404798,False
taker_imbalance_diff_change_1h=Q2,direction_1h_atr,taker_imbalance_diff_change_1h,2,21079,-0.016407160308639673,11000,-0.039128661738418676,10079,0.006948686783645519,21079,-0.0033255243593433553,10930,-0.03262880183520507,10149,0.025797849288325236,-1,0.0033255243593433553,False
taker_imbalance_diff_change_1h=Q2,up_first_1atr_1h,taker_imbalance_diff_change_1h,2,20477,-0.004540703137883462,10682,-0.005459973835015286,9795,-0.0034150820617827593,20504,-0.0006366865163678348,10649,-0.0027315112745998626,9855,0.0016449673870910786,-1,0.0006366865163678348,False
taker_imbalance_diff_change_1h=Q3,direction_1h_atr,taker_imbalance_diff_change_1h,3,21078,0.02824434834874502,11253,0.019431514446961423,9825,0.03613710654784814,21078,-0.023853902928440387,11138,-0.024366953187995245,9940,-0.026918256434275346,,,False
taker_imbalance_diff_change_1h=Q3,up_first_1atr_1h,taker_imbalance_diff_change_1h,3,20473,0.0035661391679210896,10927,0.0072398195393633125,9546,-0.0004512756327532119,20446,-0.0019232707561011586,10804,-0.00229910602992206,9642,-0.0014762075082567216,,,False
taker_imbalance_diff_change_1h=Q4,direction_1h_atr,taker_imbalance_diff_change_1h,4,21079,-0.02716425203873827,10926,-0.013164672353413606,10153,-0.04345719049021469,21079,0.013350078315475324,10844,0.02571819253655392,10235,-0.0017064537566240847,,,False
taker_imbalance_diff_change_1h=Q4,up_first_1atr_1h,taker_imbalance_diff_change_1h,4,20460,0.0020271549138581313,10589,0.004327360451134299,9871,-0.00033853911928444225,20475,0.00553411931109038,10529,0.013518167951366011,9946,-0.0029042049420657245,1,0.0020271549138581313,False
taker_imbalance_diff_change_1h=Q5,direction_1h_atr,taker_imbalance_diff_change_1h,5,21079,0.00932009059361305,9637,0.011893149729099092,11442,0.009215228790912619,21079,0.01932699692536537,9768,0.04313101338237462,11311,0.002233254061921655,1,0.00932009059361305,True
taker_imbalance_diff_change_1h=Q5,up_first_1atr_1h,taker_imbalance_diff_change_1h,5,20569,-0.0003762711341379621,9404,-0.00618779297144223,11165,0.004345213125243164,20568,-0.0023705884535941135,9524,-0.004516929129957659,11044,-0.0005446505996125062,-1,0.0003762711341379621,False
perp_spot_basis_bps_change_15m=Q1,direction_1h_atr,perp_spot_basis_bps_change_15m,1,21079,-0.0073319627824139505,11192,-0.0013753496048035663,9887,-0.016087956749800986,21079,0.004878951558775477,11292,-0.005558349616209095,9787,0.012362860898471176,,,False
perp_spot_basis_bps_change_15m=Q1,up_first_1atr_1h,perp_spot_basis_bps_change_15m,1,20452,0.0022714003626107537,10857,0.00035396070371779276,9595,0.004613069830540328,20467,-0.002625003749092969,10962,-0.012595943794875109,9505,0.008906759960147448,,,False
perp_spot_basis_bps_change_15m=Q2,direction_1h_atr,perp_spot_basis_bps_change_15m,2,21079,0.02341734577310084,10027,0.02943448271118569,11052,0.01910615608705061,21079,-0.02866109669904631,10066,-0.011920477141910961,11013,-0.04189305813616524,,,False
perp_spot_basis_bps_change_15m=Q2,up_first_1atr_1h,perp_spot_basis_bps_change_15m,2,20506,-0.0058716561915675425,9756,-0.00859467050682755,10750,-0.00349590165412339,20522,-0.00355575820681564,9795,-0.00563663874189102,10727,-0.0016706583612386972,-1,0.00355575820681564,True
perp_spot_basis_bps_change_15m=Q3,direction_1h_atr,perp_spot_basis_bps_change_15m,3,21078,0.004618138030915098,9946,0.018912573615282452,11132,-0.006811420145129317,21078,0.013293201523377134,9802,-0.017380302288061256,11276,0.043262647822085255,1,0.004618138030915098,False
perp_spot_basis_bps_change_15m=Q3,up_first_1atr_1h,perp_spot_basis_bps_change_15m,3,20537,-0.00130608941149013,9695,0.0074696347984224976,10842,-0.009264802097275149,20496,0.0028253481187126006,9519,4.797011728274736e-05,10977,0.005209775442234443,,,False
perp_spot_basis_bps_change_15m=Q4,direction_1h_atr,perp_spot_basis_bps_change_15m,4,21079,-0.0188887024687016,10122,-0.03957068119950241,10957,0.0011324661727202395,21079,-0.03125931215128359,9980,-0.03210541149705767,11099,-0.028019427013669586,-1,0.0188887024687016,False
perp_spot_basis_bps_change_15m=Q4,up_first_1atr_1h,perp_spot_basis_bps_change_15m,4,20535,-0.0008681950608292466,9840,-0.003813997700099492,10695,0.001761586630991352,20507,-0.004805224001384112,9720,-0.001653597507701221,10787,-0.007662466533429835,-1,0.0008681950608292466,False
perp_spot_basis_bps_change_15m=Q5,direction_1h_atr,perp_spot_basis_bps_change_15m,5,21079,-0.0018145994657505632,11115,-0.006056380336872086,9964,0.0011357575785109,21079,0.041748886405376565,11262,0.05980555288092001,9817,0.01665793350546356,,,False
perp_spot_basis_bps_change_15m=Q5,up_first_1atr_1h,perp_spot_basis_bps_change_15m,5,20508,0.0057831600090731405,10798,0.004178392489592342,9710,0.0077165142201850445,20479,0.008170790331959776,10958,0.019064058458175215,9521,-0.004334658094054422,1,0.0057831600090731405,False
perp_spot_basis_bps_change_1h=Q1,direction_1h_atr,perp_spot_basis_bps_change_1h,1,21079,0.01976617530875377,11262,0.06324004726161737,9817,-0.0323337616136188,21079,0.039826263775358944,11352,0.04563636392911937,9727,0.028119900468613887,1,0.01976617530875377,False
perp_spot_basis_bps_change_1h=Q1,up_first_1atr_1h,perp_spot_basis_bps_change_1h,1,20420,0.004131784668483129,10887,0.007987249927973339,9533,-8.670129990706599e-05,20447,0.0009381051840936516,10994,-0.002357853701315249,9453,0.00480568191145192,1,0.0009381051840936516,False
perp_spot_basis_bps_change_1h=Q2,direction_1h_atr,perp_spot_basis_bps_change_1h,2,21079,-0.008186384461037366,10038,-0.03558494452116603,11041,0.017844372405995935,21079,-0.016503170375012446,9958,-0.009765535930053297,11121,-0.01995326299669712,-1,0.008186384461037366,False
perp_spot_basis_bps_change_1h=Q2,up_first_1atr_1h,perp_spot_basis_bps_change_1h,2,20555,0.0013730911082183161,9776,-0.0020226520452353847,10779,0.004356679915983874,20495,-0.0022247521608819154,9703,0.003024318066328968,10792,-0.006961902274898013,,,False
perp_spot_basis_bps_change_1h=Q3,direction_1h_atr,perp_spot_basis_bps_change_1h,3,21078,0.036070798453872746,9994,9.255250665747561e-05,11084,0.06973756257386846,21078,0.00458000218641947,9871,0.03782517427923585,11207,-0.021714513707165622,1,0.00458000218641947,False
perp_spot_basis_bps_change_1h=Q3,up_first_1atr_1h,perp_spot_basis_bps_change_1h,3,20499,-0.0005816126406423816,9730,-9.749355150195926e-05,10769,-0.0011192952451156701,20552,0.002149068092251627,9616,0.005035870662632169,10936,-0.00041094985030543096,,,False
perp_spot_basis_bps_change_1h=Q4,direction_1h_atr,perp_spot_basis_bps_change_1h,4,21079,-0.004377712422978193,9900,0.023570161362840472,11179,-0.027675376355653727,21079,-0.0042076828602009494,9936,-0.0182956378862658,11143,0.011040659146594686,-1,0.0042076828602009494,False
perp_spot_basis_bps_change_1h=Q4,up_first_1atr_1h,perp_spot_basis_bps_change_1h,4,20556,-0.0018619137286142728,9660,-0.001057470911229097,10896,-0.002695625043120431,20517,0.001340623735813784,9677,-0.0023540939119281457,10840,0.004619930926680893,,,False
perp_spot_basis_bps_change_1h=Q5,direction_1h_atr,perp_spot_basis_bps_change_1h,5,21079,-0.04327116565898697,11208,-0.05257649057820536,9871,-0.03476722614351235,21079,-0.02369519544860181,11285,-0.054267224971581055,9794,0.00701515786948764,-1,0.02369519544860181,False
perp_spot_basis_bps_change_1h=Q5,up_first_1atr_1h,perp_spot_basis_bps_change_1h,5,20508,-0.0030426640595830334,10893,-0.005142748766458927,9615,-0.0004897460590623792,20460,-0.0022120413382961113,10964,-0.0026511382808713235,9496,-0.001672405796180887,-1,0.0022120413382961113,True
log_quote_volume_ratio_change_15m=Q1,direction_1h_atr,log_quote_volume_ratio_change_15m,1,21079,-0.005927474424630978,10154,-0.00852630204240866,10925,-0.002676009198947768,21079,-0.012659428901996419,10152,0.0011986461874364113,10927,-0.02388187071303395,-1,0.005927474424630978,False
log_quote_volume_ratio_change_15m=Q1,up_first_1atr_1h,log_quote_volume_ratio_change_15m,1,20499,-0.0077526941568139,9858,-0.011205233739666198,10641,-0.004627129485045067,20519,0.0014384150467618984,9885,-7.853990077716366e-05,10634,0.002836783228737816,,,False
log_quote_volume_ratio_change_15m=Q2,direction_1h_atr,log_quote_volume_ratio_change_15m,2,21079,0.004784136502101313,10744,-0.009217059379307169,10335,0.01862617508121866,21079,0.020990794887066563,10718,0.035366169483328345,10361,0.0048599122472043985,1,0.004784136502101313,False
log_quote_volume_ratio_change_15m=Q2,up_first_1atr_1h,log_quote_volume_ratio_change_15m,2,20505,0.0073686029978316525,10450,0.008879723854340937,10055,0.0058599897801970835,20470,0.006291545676723853,10400,0.009924037819934062,10070,0.0025486366288322015,1,0.006291545676723853,True
log_quote_volume_ratio_change_15m=Q3,direction_1h_atr,log_quote_volume_ratio_change_15m,3,21078,-0.011051369966922651,10752,0.011276987601631136,10326,-0.035037772063647075,21078,0.007178788695587746,10772,0.015378411649961128,10306,-0.002949212658202402,,,False
log_quote_volume_ratio_change_15m=Q3,up_first_1atr_1h,log_quote_volume_ratio_change_15m,3,20506,-0.0008975022853937586,10444,-0.0017454742860258388,10062,4.295741961940491e-05,20513,-0.002949980262562213,10479,-0.006480446973829268,10034,0.0007479664545944065,-1,0.0008975022853937586,False
log_quote_volume_ratio_change_15m=Q4,direction_1h_atr,log_quote_volume_ratio_change_15m,4,21079,7.544182072952155e-05,10588,-0.0062553098192354994,10491,0.0061780716862301355,21079,0.011102135698007966,10646,-0.008843888020606705,10433,0.030583284373764688,1,7.544182072952155e-05,False
log_quote_volume_ratio_change_15m=Q4,up_first_1atr_1h,log_quote_volume_ratio_change_15m,4,20481,0.0032728126803511226,10289,0.00929925490924649,10192,-0.0027846643864077314,20455,0.0032861638389842796,10333,0.0017793985387662414,10122,0.004830607900077721,1,0.0032728126803511226,False
log_quote_volume_ratio_change_15m=Q5,direction_1h_atr,log_quote_volume_ratio_change_15m,5,21079,0.012118741785314358,10164,0.012847816468242929,10915,0.012251009189472167,21079,-0.026611949812761604,10114,-0.04575118440213266,10965,-0.007120580914547732,,,False
log_quote_volume_ratio_change_15m=Q5,up_first_1atr_1h,log_quote_volume_ratio_change_15m,5,20547,-0.00198554638594417,9905,-0.00603555985766957,10642,0.001716232802155604,20514,-0.008043692821854853,9857,-0.005367915965349301,10657,-0.010531259479846455,-1,0.00198554638594417,False
log_quote_volume_ratio_change_1h=Q1,direction_1h_atr,log_quote_volume_ratio_change_1h,1,21079,0.02424259902156564,10114,0.025222974928437975,10965,0.024273354397907766,21079,0.01755309710062403,10179,0.03567284114169341,10900,0.0021525771367860574,1,0.01755309710062403,True
log_quote_volume_ratio_change_1h=Q1,up_first_1atr_1h,log_quote_volume_ratio_change_1h,1,20554,0.0019325325515349712,9835,0.0009101395895703135,10719,0.002787069032572864,20529,0.003680702622075205,9913,0.003566913530927418,10616,0.003776047016854578,1,0.0019325325515349712,True
log_quote_volume_ratio_change_1h=Q2,direction_1h_atr,log_quote_volume_ratio_change_1h,2,21079,-0.0007780451659322382,10706,0.008210722825708977,10373,-0.010663525443803966,21079,-0.009922263869134916,10656,0.006826228344472551,10423,-0.027970833046168327,-1,0.0007780451659322382,False
log_quote_volume_ratio_change_1h=Q2,up_first_1atr_1h,log_quote_volume_ratio_change_1h,2,20475,-0.002050559486436898,10408,-0.0030137221147149007,10067,-0.0009993633445186667,20475,-0.002036088259117219,10365,-0.001298502905139165,10110,-0.002785144607754031,-1,0.002036088259117219,True
log_quote_volume_ratio_change_1h=Q3,direction_1h_atr,log_quote_volume_ratio_change_1h,3,21078,-0.012462689788814749,10732,-0.022529987133782944,10346,-0.0027011738440511288,21078,0.0018935972035271434,10766,-0.011541906945207327,10312,0.014395890614651454,,,False
log_quote_volume_ratio_change_1h=Q3,up_first_1atr_1h,log_quote_volume_ratio_change_1h,3,20460,-0.0016385342357019828,10416,-0.0029124765881141657,10044,-0.0002582218638054745,20476,0.005167792707217345,10437,0.00631298505646688,10039,0.003987177263752251,,,False
log_quote_volume_ratio_change_1h=Q4,direction_1h_atr,log_quote_volume_ratio_change_1h,4,21079,-0.011899117347180799,10754,0.0036377876611326104,10325,-0.028822604461958837,21079,0.016843587574193904,10638,0.029996982154378286,10441,0.0026127142273544715,,,False
log_quote_volume_ratio_change_1h=Q4,up_first_1atr_1h,log_quote_volume_ratio_change_1h,4,20526,-0.0022582046458505256,10462,0.0019918571707222,10064,-0.0066141587621206255,20461,0.00010978274751327621,10337,0.0027479768440520913,10124,-0.0025776092431104014,,,False
log_quote_volume_ratio_change_1h=Q5,direction_1h_atr,log_quote_volume_ratio_change_1h,5,21079,0.000896662043121832,10096,-0.013900367827488463,10983,0.015478025504488534,21079,-0.026367928175859257,10163,-0.062058630837958345,10916,0.008459795601241358,,,False
log_quote_volume_ratio_change_1h=Q5,up_first_1atr_1h,log_quote_volume_ratio_change_1h,5,20523,0.0040023510424274655,9825,0.0032481570817536887,10698,0.004612495046846576,20530,-0.006913503423916723,9902,-0.011734426670534037,10628,-0.0024332197704264313,,,False
log_trade_count_ratio_change_15m=Q1,direction_1h_atr,log_trade_count_ratio_change_15m,1,21079,-0.005480038729697198,10910,0.03094089528190469,10169,-0.04573646408685621,21079,-0.011249943127656151,10045,0.0048546547928308564,11034,-0.023741216173110598,-1,0.005480038729697198,False
log_trade_count_ratio_change_15m=Q1,up_first_1atr_1h,log_trade_count_ratio_change_15m,1,20534,0.0017370702620382872,10631,0.0020677597464844877,9903,0.0014848206545967635,20509,0.0046061988668599785,9773,0.00825569529067377,10736,0.0012685140295014552,1,0.0017370702620382872,True
log_trade_count_ratio_change_15m=Q2,direction_1h_atr,log_trade_count_ratio_change_15m,2,21079,0.00041715133751165506,10213,-0.005540160919996234,10866,0.006705139361270873,21079,0.018019309227171067,10951,0.023924885392712418,10128,0.009079917202838808,1,0.00041715133751165506,False
log_trade_count_ratio_change_15m=Q2,up_first_1atr_1h,log_trade_count_ratio_change_15m,2,20462,0.0001212401948926245,9892,0.0017861176924818811,10570,-0.0014984978566272011,20476,0.005070117380004957,10638,0.00586191292659094,9838,0.004232135729354991,1,0.0001212401948926245,False
log_trade_count_ratio_change_15m=Q3,direction_1h_atr,log_trade_count_ratio_change_15m,3,21078,-0.013802643470774367,10291,-0.028117124108956205,10787,0.0003437942066814928,21078,0.0016914737917199558,10775,0.014509295864734088,10303,-0.013287639482406336,,,False
log_trade_count_ratio_change_15m=Q3,up_first_1atr_1h,log_trade_count_ratio_change_15m,3,20480,-0.004612897322212206,9987,-0.004753175948896071,10493,-0.00452202094960058,20455,-0.0038025675225409894,10451,-0.007754644013972134,10004,0.00033706842592468034,-1,0.0038025675225409894,False
log_trade_count_ratio_change_15m=Q4,direction_1h_atr,log_trade_count_ratio_change_15m,4,21079,0.013330626475772184,10203,0.007720173327545779,10876,0.019307681405672815,21079,-0.02438479984843438,10581,-0.02542349817293632,10498,-0.02386419049987675,,,False
log_trade_count_ratio_change_15m=Q4,up_first_1atr_1h,log_trade_count_ratio_change_15m,4,20514,0.004027333891836682,9913,0.010213683369105053,10601,-0.0018200790573082992,20497,-0.003931650211272841,10283,-0.005529015763650447,10214,-0.0023200046367632954,,,False
log_trade_count_ratio_change_15m=Q5,direction_1h_atr,log_trade_count_ratio_change_15m,5,21079,0.0055342495817666815,10785,-0.006527501929099663,10294,0.017343812699057756,21079,0.015924040201698384,10050,-0.019711249363606943,11029,0.05054202550355332,1,0.0055342495817666815,False
log_trade_count_ratio_change_15m=Q5,up_first_1atr_1h,log_trade_count_ratio_change_15m,5,20548,-0.0012796577733510395,10523,-0.008878542726904859,10025,0.0067709892581307995,20534,-0.001943883460571727,9809,-0.0005243435723508716,10725,-0.003256878610645275,-1,0.0012796577733510395,False
log_trade_count_ratio_change_1h=Q1,direction_1h_atr,log_trade_count_ratio_change_1h,1,21079,0.014925193850155408,10911,0.025077083177839563,10168,0.002847062589205779,21079,-0.018130831115366983,10171,-0.03507639525400465,10908,-0.0007703299101828927,,,False
log_trade_count_ratio_change_1h=Q1,up_first_1atr_1h,log_trade_count_ratio_change_1h,1,20558,-0.000645406716365371,10632,0.002773341028818266,9926,-0.004207418038155941,20510,0.005849496008719646,9908,0.010378953816331749,10602,0.0016057742995457813,,,False
log_trade_count_ratio_change_1h=Q2,direction_1h_atr,log_trade_count_ratio_change_1h,2,21079,0.0011760146570103727,10300,-0.001524858570221041,10779,0.004225317280303016,21079,-0.010142857545997313,10709,0.005757926184670546,10370,-0.02777482667461502,,,False
log_trade_count_ratio_change_1h=Q2,up_first_1atr_1h,log_trade_count_ratio_change_1h,2,20515,-0.002431423781510289,10023,-0.0017293107727153756,10492,-0.0031405833163422603,20487,-0.0035453380272628676,10408,-0.002666351229909214,10079,-0.004444420109725622,-1,0.002431423781510289,True
log_trade_count_ratio_change_1h=Q3,direction_1h_atr,log_trade_count_ratio_change_1h,3,21078,-0.0063134721292650575,10273,0.0017309884706922796,10805,-0.013425910265809627,21078,0.023580541761640057,10757,0.08420052286980162,10321,-0.041075726194315876,,,False
log_trade_count_ratio_change_1h=Q3,up_first_1atr_1h,log_trade_count_ratio_change_1h,3,20434,0.00021570100043627471,9957,0.0006443500243840661,10477,-0.00023599457083356423,20436,-0.00011594733134273616,10422,0.005979294451615658,10014,-0.006449332252469853,,,False
log_trade_count_ratio_change_1h=Q4,direction_1h_atr,log_trade_count_ratio_change_1h,4,21079,-0.008250087575033559,10104,0.006222829595617929,10975,-0.02061472104223707,21079,-0.002792484916600722,10604,-0.02504350069521487,10475,0.019084385277905274,-1,0.002792484916600722,False
log_trade_count_ratio_change_1h=Q4,up_first_1atr_1h,log_trade_count_ratio_change_1h,4,20531,-0.0026223194308528375,9828,-0.004433804722345558,10703,-0.0010416104208460508,20511,0.0021684848967503667,10330,0.0013428888140513129,10181,0.003011207492427559,,,False
log_trade_count_ratio_change_1h=Q5,direction_1h_atr,log_trade_count_ratio_change_1h,5,21079,-0.001537948317651007,10814,-0.03130829721413687,10265,0.028915722989692562,21079,0.007486750490918719,10161,-0.033961554819560376,10918,0.047670026153279824,,,False
log_trade_count_ratio_change_1h=Q5,up_first_1atr_1h,log_trade_count_ratio_change_1h,5,20500,0.005491713958275579,10506,0.0023801979511660076,9994,0.008838773569615488,20527,-0.0043575835255143525,9886,-0.015301592052924196,10641,0.005798082967575335,,,False
