interval_id,target_symbol,currency,research_profile,mask_start_server_epoch,mask_end_server_epoch,source_event_ids
264,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1729783500,1729784100,217267
265,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1729788900,1729789500,194985
266,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1729869900,1729870500,195045
267,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730220900,1730221500,191836;192221
268,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730301000,1730301600,188895
269,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730301900,1730302500,197688;197759
270,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730309100,1730309700,216803
271,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730388300,1730388900,197628;197638;217268
272,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730392800,1730393400,217254
273,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730474700,1730475300,191764;191776;191800
274,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730479200,1730479800,220744
275,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730480100,1730480700,178992;179008
276,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730828400,1730829000,221499
277,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730829300,1730829900,196380;196393
278,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730840100,1730840700,213002
279,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730917500,1730918100,217561
280,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730926500,1730927100,213005
281,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1730996700,1730997300,220580
282,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1731016500,1731017100,184741
283,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1731018300,1731018900,184749
