state,outcome,btcusdt_2024_all_n,btcusdt_2024_all_effect,btcusdt_2024_h1_n,btcusdt_2024_h1_effect,btcusdt_2024_h2_n,btcusdt_2024_h2_effect,ethusdt_2024_all_n,ethusdt_2024_all_effect,ethusdt_2024_h1_n,ethusdt_2024_h1_effect,ethusdt_2024_h2_n,ethusdt_2024_h2_effect,discovery_counts_ok,discovery_same_sign_all_blocks,discovery_sign,discovery_worst_abs_effect,discovery_eligible,discovery_rank
rsi14=Q4 & atr_slope_3bar_pct=Q3 & body_atr=Q2,up_first_1atr_1h,852,0.05427156328847743,377,0.06351932005349925,475,0.04669748879875302,895,0.0286676990641907,429,0.02933313276584265,466,0.028040579296254697,True,True,1,0.028040579296254697,True,33
rsi14=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q4,up_first_1atr_1h,505,-0.03400529256612206,233,-0.041226755241636326,272,-0.027977433801866236,541,-0.04988329795147445,267,-0.06068546287073051,274,-0.03936019135629382,True,True,-1,0.027977433801866236,True,34
rsi14=Q4 & oi_accel_5m_pctpt=Q5 & body_atr=Q2,up_first_1atr_1h,777,0.04960391777576151,364,0.03955190815505283,413,0.05833505729626798,736,0.05084100486938875,352,0.02758488101759088,384,0.07214376241499576,True,True,1,0.02758488101759088,True,35
price_change_5m_pct=Q2 & price_change_1h_pct=Q1 & oi_change_1h_pct=Q1,up_first_1atr_1h,1026,0.046488019923021595,496,0.03811181598915425,530,0.054264519583261395,1199,0.029249189225917738,614,0.030916240212142287,585,0.027512352158585496,True,True,1,0.027512352158585496,True,36
rsi14=Q3 & price_change_5m_pct=Q5 & oi_accel_15m_pctpt=Q2,up_first_1atr_1h,679,0.04018359907709229,342,0.027229435306264205,337,0.0533631142868054,653,0.04982146295581252,294,0.07288481917467188,359,0.030897824624837922,True,True,1,0.027229435306264205,True,37
rsi14=Q3 & price_change_5m_pct=Q2 & price_change_15m_pct=Q2,up_first_1atr_1h,1446,0.03651495447932934,729,0.042932272646528435,717,0.0300256837631514,1512,0.03639138444150741,810,0.044363781129824365,702,0.027227451873685138,True,True,1,0.027227451873685138,True,38
atr_slope_1bar_pct=Q3 & atr_slope_3bar_pct=Q2 & oi_change_15m_pct=Q1,up_first_1atr_1h,727,0.03220196089650068,315,0.03082174942489413,412,0.03298772896226854,768,0.04370785269547567,372,0.06130922119354393,396,0.027162701808935097,True,True,1,0.027162701808935097,True,39
atr_slope_3bar_pct=Q2 & oi_change_15m_pct=Q1 & range_atr=Q3,up_first_1atr_1h,727,0.03220196089650068,315,0.03082174942489413,412,0.03298772896226854,768,0.04370785269547567,372,0.06130922119354393,396,0.027162701808935097,True,True,1,0.027162701808935097,True,40
atr_slope_1bar_pct=Q4 & oi_change_1h_pct=Q4 & oi_accel_5m_pctpt=Q5,up_first_1atr_1h,703,-0.030799794206897824,353,-0.034406003621555825,350,-0.027137097667412458,719,-0.033602213368502054,357,-0.03015639731192271,362,-0.037001035006735405,True,True,-1,0.027137097667412458,True,41
oi_change_1h_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q4,up_first_1atr_1h,703,-0.030799794206897824,353,-0.034406003621555825,350,-0.027137097667412458,719,-0.033602213368502054,357,-0.03015639731192271,362,-0.037001035006735405,True,True,-1,0.027137097667412458,True,42
rsi14=Q5 & atr_slope_1bar_pct=Q1 & price_change_15m_pct=Q3,up_first_1atr_1h,603,-0.02970993765749691,288,-0.03088459978145508,315,-0.02872439925471404,642,-0.037410722070879476,324,-0.047611527512150975,318,-0.027011111798840748,True,True,-1,0.027011111798840748,True,43
rsi14=Q5 & price_change_15m_pct=Q3 & range_atr=Q1,up_first_1atr_1h,603,-0.02970993765749691,288,-0.03088459978145508,315,-0.02872439925471404,642,-0.037410722070879476,324,-0.047611527512150975,318,-0.027011111798840748,True,True,-1,0.027011111798840748,True,44
price_change_5m_pct=Q5 & price_change_1h_pct=Q2 & oi_accel_5m_pctpt=Q2,up_first_1atr_1h,509,0.06451442188076467,235,0.10809294158970328,274,0.0269817761594906,549,0.06202240187580349,231,0.050312153744863586,318,0.07047316493071898,True,True,1,0.0269817761594906,True,45
atr_slope_1bar_pct=Q1 & price_change_1h_pct=Q5 & oi_accel_5m_pctpt=Q2,up_first_1atr_1h,574,-0.04092563616842654,268,-0.04093849696221796,306,-0.041049329226702846,606,-0.03000811265105896,286,-0.026610923178213286,320,-0.03306457091833759,True,True,-1,0.026610923178213286,True,46
price_change_1h_pct=Q5 & oi_accel_5m_pctpt=Q2 & range_atr=Q1,up_first_1atr_1h,574,-0.04092563616842654,268,-0.04093849696221796,306,-0.041049329226702846,606,-0.03000811265105896,286,-0.026610923178213286,320,-0.03306457091833759,True,True,-1,0.026610923178213286,True,47
price_change_5m_pct=Q4 & price_change_1h_pct=Q5 & oi_change_1h_pct=Q5,up_first_1atr_1h,924,-0.04390842573658199,435,-0.047886515490267345,489,-0.04048795948453193,1221,-0.03016218211205912,640,-0.02639239170968183,581,-0.03429090482539443,True,True,-1,0.02639239170968183,True,48
rsi14=Q2 & price_change_5m_pct=Q4 & body_atr=Q5,up_first_1atr_1h,751,-0.033989472075950544,427,-0.03012022299248812,324,-0.038689125886107345,722,-0.027210602983194665,433,-0.026320220808988992,289,-0.028436543236676715,True,True,-1,0.026320220808988992,True,49
rsi14=Q4 & atr_slope_1bar_pct=Q5 & price_change_1h_pct=Q5,up_first_1atr_1h,587,-0.04251643328837146,283,-0.050932695580434284,304,-0.03474987962229964,572,-0.02857143052130756,246,-0.03172775756334034,326,-0.02623941754410447,True,True,-1,0.02623941754410447,True,50
