state,outcome,btcusdt_2024_all_n,btcusdt_2024_all_effect,btcusdt_2024_h1_n,btcusdt_2024_h1_effect,btcusdt_2024_h2_n,btcusdt_2024_h2_effect,ethusdt_2024_all_n,ethusdt_2024_all_effect,ethusdt_2024_h1_n,ethusdt_2024_h1_effect,ethusdt_2024_h2_n,ethusdt_2024_h2_effect,discovery_counts_ok,discovery_same_sign_all_blocks,discovery_sign,discovery_worst_abs_effect,discovery_eligible,discovery_rank,btcusdt_2025_n,btcusdt_2025_effect,btcusdt_2025_block_p,ethusdt_2025_n,ethusdt_2025_effect,ethusdt_2025_block_p,worst_symbol_p,quarter_eligible,quarter_match,quarter_match_rate,confirm_same_sign_both,confirm_worst_abs_effect,confirm_retains_25pct_effect,worst_symbol_bh_q,phase_d_screen_pass
atr_slope_1bar_pct=Q4 & atr_slope_3bar_pct=Q5 & oi_change_15m_pct=Q4,up_first_1atr_1h,590,-0.03974451055571765,294,-0.043781425178280486,296,-0.03572783125814605,667,-0.04108178373630844,332,-0.049359259179561354,335,-0.0328780037541585,True,True,-1,0.0328780037541585,True,10,625,-0.015586820473316276,0.1996001332889037,458,0.0017349266067564484,1.0,1.0,8,3,0.375,False,,False,1.0,False
atr_slope_3bar_pct=Q5 & oi_change_15m_pct=Q4 & range_atr=Q4,up_first_1atr_1h,590,-0.03974451055571765,294,-0.043781425178280486,296,-0.03572783125814605,667,-0.04108178373630844,332,-0.049359259179561354,335,-0.0328780037541585,True,True,-1,0.0328780037541585,True,11,625,-0.015586820473316276,0.21759413528823726,458,0.0017349266067564484,1.0,1.0,8,3,0.375,False,,False,1.0,False
atr_slope_1bar_pct=Q3 & atr_slope_3bar_pct=Q2 & price_change_1h_pct=Q1,up_first_1atr_1h,853,0.0442461902609414,418,0.056469201388135604,435,0.032468813662636764,776,0.04330514650990863,341,0.050312153744863586,435,0.037768762414995716,True,True,1,0.032468813662636764,True,12,774,-0.03207054140354881,1.0,1006,-0.023115968025450295,1.0,1.0,8,2,0.25,False,,False,1.0,False
atr_slope_3bar_pct=Q2 & price_change_1h_pct=Q1 & range_atr=Q3,up_first_1atr_1h,853,0.0442461902609414,418,0.056469201388135604,435,0.032468813662636764,776,0.04330514650990863,341,0.050312153744863586,435,0.037768762414995716,True,True,1,0.032468813662636764,True,13,774,-0.03207054140354881,1.0,1006,-0.023115968025450295,1.0,1.0,8,2,0.25,False,,False,1.0,False
rsi14=Q4 & price_change_15m_pct=Q2 & oi_change_5m_pct=Q5,up_first_1atr_1h,579,0.05875963159468783,284,0.032006636525274135,295,0.08448517836164326,577,0.052305664653881256,282,0.047410799779679824,295,0.05697780196301827,True,True,1,0.032006636525274135,True,14,473,-0.0024722327354727014,1.0,736,-0.006417247306287011,1.0,1.0,8,4,0.5,False,,False,1.0,False
price_change_5m_pct=Q4 & price_change_1h_pct=Q5 & oi_change_15m_pct=Q5,up_first_1atr_1h,1032,-0.03322434237808003,520,-0.034623916020771306,512,-0.03176879409598388,1094,-0.032831795384963114,578,-0.03320467544670602,516,-0.03238627634469421,True,True,-1,0.03176879409598388,True,15,824,0.0052403639927031676,1.0,1265,-0.004193927148184284,0.3922025991336221,1.0,8,4,0.5,False,,False,1.0,False
price_change_1h_pct=Q1 & oi_change_1h_pct=Q1 & body_atr=Q5,up_first_1atr_1h,1054,0.03393766871292797,541,0.036185127061839184,513,0.03164875585528315,1218,0.045696255815344256,587,0.04659525735335052,631,0.04484747345567186,True,True,1,0.03164875585528315,True,16,801,-0.009046995254839318,1.0,1343,-0.0016157807647997902,1.0,1.0,8,4,0.5,False,,False,1.0,False
price_change_15m_pct=Q4 & oi_change_15m_pct=Q2 & oi_change_1h_pct=Q4,up_first_1atr_1h,734,-0.03824356380469007,355,-0.045458152207120184,379,-0.03154719943899181,659,-0.04011944244868215,313,-0.03507849394610357,346,-0.044697518895216226,True,True,-1,0.03154719943899181,True,17,735,0.014377805377023878,1.0,554,0.01076019736487921,1.0,1.0,8,4,0.5,False,,False,1.0,False
price_change_15m_pct=Q5 & oi_change_5m_pct=Q2 & oi_accel_15m_pctpt=Q5,up_first_1atr_1h,595,0.042124169119542254,291,0.03992009666757124,304,0.04419748879875296,572,0.04135863940876233,274,0.052302863764770724,298,0.03128106666555497,True,True,1,0.03128106666555497,True,18,508,-0.04836792283552099,1.0,671,0.026325090541182705,0.07597467510829724,1.0,8,4,0.5,False,,False,1.0,False
rsi14=Q4 & price_change_15m_pct=Q2 & oi_accel_15m_pctpt=Q5,up_first_1atr_1h,650,0.03493606310790681,336,0.03657571767886236,314,0.0332814646619779,611,0.03328692389023841,288,0.03610760829031817,323,0.03075121855534657,True,True,1,0.03075121855534657,True,19,641,0.009833460337916156,0.32655781406197937,791,0.008688150374139503,0.3392202599133622,0.3392202599133622,8,4,0.5,True,0.008688150374139503,True,1.0,False
atr_slope_3bar_pct=Q3 & price_change_1h_pct=Q4 & oi_change_1h_pct=Q4,up_first_1atr_1h,995,0.040316813011269825,468,0.046572665175809824,527,0.03464116202356071,1102,0.041850434365167166,547,0.0533036777601536,555,0.03056155520778847,True,True,1,0.03056155520778847,True,20,1001,0.02529070200420619,0.09263578807064311,956,0.01533325296658905,0.2069310229923359,0.2069310229923359,8,6,0.75,True,0.01533325296658905,True,1.0,False
rsi14=Q4 & oi_change_1h_pct=Q1 & body_atr=Q2,up_first_1atr_1h,643,0.03139975493707298,299,0.03226571608625206,344,0.03050409834587664,525,0.043692971743094666,254,0.03635367128244421,271,0.05056089033627498,True,True,1,0.03050409834587664,True,21,604,0.054137682837942014,0.012662445851382872,812,-0.0007281275804356668,1.0,1.0,8,6,0.75,False,,False,1.0,False
price_change_15m_pct=Q2 & oi_change_5m_pct=Q5 & oi_accel_15m_pctpt=Q4,up_first_1atr_1h,870,0.03136400298412262,456,0.03015341191445131,414,0.03283529708759103,776,0.03815050733465092,359,0.045247580435164914,417,0.032013366731542536,True,True,1,0.03015341191445131,True,22,802,-0.01838382795461302,1.0,827,0.009594660584991033,0.3172275908030656,1.0,8,3,0.375,False,,False,1.0,False
atr_slope_1bar_pct=Q4 & oi_change_5m_pct=Q2 & oi_change_1h_pct=Q1,up_first_1atr_1h,724,0.042683619418999064,334,0.054735826033581514,390,0.032203561673246894,756,0.04035963840976137,356,0.030138507166722672,400,0.04943542908166243,True,True,1,0.030138507166722672,True,23,863,-0.017464920125691674,1.0,853,0.0011487601354785992,0.47050983005664776,1.0,8,4,0.5,False,,False,1.0,False
oi_change_5m_pct=Q2 & oi_change_1h_pct=Q1 & range_atr=Q4,up_first_1atr_1h,724,0.042683619418999064,334,0.054735826033581514,390,0.032203561673246894,756,0.04035963840976137,356,0.030138507166722672,400,0.04943542908166243,True,True,1,0.030138507166722672,True,24,863,-0.017464920125691674,1.0,853,0.0011487601354785992,0.48817060979673443,1.0,8,4,0.5,False,,False,1.0,False
price_change_5m_pct=Q2 & price_change_15m_pct=Q2 & price_change_1h_pct=Q1,up_first_1atr_1h,1023,0.042217813615463784,498,0.052030393525104524,525,0.032862902332587596,973,0.04421369801921665,495,0.030110133542843476,478,0.05882873452099291,True,True,1,0.030110133542843476,True,25,1111,0.016764574666197685,0.1506164611796068,878,-0.008515642869325546,1.0,1.0,8,3,0.375,False,,False,1.0,False
atr_slope_3bar_pct=Q2 & price_change_15m_pct=Q2 & price_change_1h_pct=Q1,up_first_1atr_1h,819,0.03376390193574569,399,0.03767220890693257,420,0.030005759475444704,782,0.059632564971690505,382,0.031035618761522332,400,0.08693542908166241,True,True,1,0.030005759475444704,True,26,772,0.01835722097746101,0.19693435521492836,841,-0.017884573987773877,1.0,1.0,8,3,0.375,False,,False,1.0,False
price_change_1h_pct=Q5 & oi_accel_15m_pctpt=Q1 & body_atr=Q1,up_first_1atr_1h,789,-0.03095844795770686,413,-0.031271336397005245,376,-0.030480562713005144,726,-0.03392214041747199,363,-0.029577653417670824,363,-0.038264295436243934,True,True,-1,0.029577653417670824,True,27,582,0.049204932104003285,1.0,878,0.0028738787707656144,1.0,1.0,8,3,0.375,False,,False,1.0,False
rsi14=Q5 & atr_slope_3bar_pct=Q1 & oi_change_5m_pct=Q3,up_first_1atr_1h,532,-0.055642305891514754,247,-0.054866831000528415,285,-0.05646040593808915,572,-0.04255744450732152,279,-0.02919257092115135,293,-0.055291533375675495,True,True,-1,0.02919257092115135,True,28,920,0.0049870925701619995,1.0,463,0.000655012999844995,1.0,1.0,8,3,0.375,False,,False,1.0,False
rsi14=Q3 & price_change_15m_pct=Q1 & price_change_1h_pct=Q2,up_first_1atr_1h,597,0.04534193863941055,290,0.06245831209593955,307,0.029121627320954246,577,0.036707744376584805,281,0.03510671861060283,296,0.03821921286544616,True,True,1,0.029121627320954246,True,29,444,0.018578945292449467,0.26957680773075643,671,0.005460709021063437,0.408863712095968,0.408863712095968,8,5,0.625,True,0.005460709021063437,False,1.0,False
price_change_5m_pct=Q4 & oi_change_1h_pct=Q5 & oi_accel_15m_pctpt=Q5,up_first_1atr_1h,915,-0.03616944340743572,440,-0.0438896502865056,475,-0.029091984885457556,922,-0.050669180927084,458,-0.04317732620749842,464,-0.05806457091833761,True,True,-1,0.029091984885457556,True,30,855,0.020941834497443967,1.0,1278,0.0017349266067564484,1.0,1.0,8,4,0.5,False,,False,1.0,False
price_change_15m_pct=Q2 & price_change_1h_pct=Q1 & oi_accel_5m_pctpt=Q4,up_first_1atr_1h,815,0.0339167143584968,375,0.03983762244076716,440,0.02870705817674335,769,0.0417064710309763,358,0.05234364180987122,411,0.032415964361467764,True,True,1,0.02870705817674335,True,31,788,-0.0022629626052959595,1.0,670,0.003227463920189244,0.4275241586137954,1.0,8,5,0.625,False,,False,1.0,False
price_change_5m_pct=Q2 & oi_change_1h_pct=Q1 & oi_accel_5m_pctpt=Q5,up_first_1atr_1h,850,0.029687194329626354,423,0.031024383670081535,427,0.028366415213149643,882,0.04092653183379763,475,0.04801550302716023,407,0.03269095733719063,True,True,1,0.028366415213149643,True,32,870,0.005112030101396436,0.37887370876374543,1157,0.006488599899755587,0.33588803732089306,0.37887370876374543,8,5,0.625,True,0.005112030101396436,False,1.0,False
rsi14=Q4 & atr_slope_3bar_pct=Q3 & body_atr=Q2,up_first_1atr_1h,852,0.05427156328847743,377,0.06351932005349925,475,0.04669748879875302,895,0.0286676990641907,429,0.02933313276584265,466,0.028040579296254697,True,True,1,0.028040579296254697,True,33,774,0.04157286944916433,0.005998000666444518,911,0.007772248231344814,0.3138953682105965,0.3138953682105965,8,6,0.75,True,0.007772248231344814,True,1.0,False
rsi14=Q5 & atr_slope_3bar_pct=Q1 & oi_change_1h_pct=Q4,up_first_1atr_1h,505,-0.03400529256612206,233,-0.041226755241636326,272,-0.027977433801866236,541,-0.04988329795147445,267,-0.06068546287073051,274,-0.03936019135629382,True,True,-1,0.027977433801866236,True,34,659,0.0050893555509629596,1.0,491,0.031266494834862324,1.0,1.0,8,2,0.25,False,,False,1.0,False
rsi14=Q4 & oi_accel_5m_pctpt=Q5 & body_atr=Q2,up_first_1atr_1h,777,0.04960391777576151,364,0.03955190815505283,413,0.05833505729626798,736,0.05084100486938875,352,0.02758488101759088,384,0.07214376241499576,True,True,1,0.02758488101759088,True,35,570,0.029128969000367932,0.0789736754415195,953,0.003308903521761719,0.43185604798400534,0.43185604798400534,8,6,0.75,True,0.003308903521761719,False,1.0,False
price_change_5m_pct=Q2 & price_change_1h_pct=Q1 & oi_change_1h_pct=Q1,up_first_1atr_1h,1026,0.046488019923021595,496,0.03811181598915425,530,0.054264519583261395,1199,0.029249189225917738,614,0.030916240212142287,585,0.027512352158585496,True,True,1,0.027512352158585496,True,36,991,0.008363129072597009,0.3298900366544485,1314,0.0009738915991460706,0.47317560813062315,0.47317560813062315,8,5,0.625,True,0.0009738915991460706,False,1.0,False
rsi14=Q3 & price_change_5m_pct=Q5 & oi_accel_15m_pctpt=Q2,up_first_1atr_1h,679,0.04018359907709229,342,0.027229435306264205,337,0.0533631142868054,653,0.04982146295581252,294,0.07288481917467188,359,0.030897824624837922,True,True,1,0.027229435306264205,True,37,492,0.012975781152699983,0.2749083638787071,682,0.039858093762181634,0.019660113295568143,0.2749083638787071,8,7,0.875,True,0.012975781152699983,True,1.0,False
rsi14=Q3 & price_change_5m_pct=Q2 & price_change_15m_pct=Q2,up_first_1atr_1h,1446,0.03651495447932934,729,0.042932272646528435,717,0.0300256837631514,1512,0.03639138444150741,810,0.044363781129824365,702,0.027227451873685138,True,True,1,0.027227451873685138,True,38,1538,-0.001738185882939114,1.0,1260,0.0009412758131056576,0.47150949683438853,1.0,8,4,0.5,False,,False,1.0,False
atr_slope_1bar_pct=Q3 & atr_slope_3bar_pct=Q2 & oi_change_15m_pct=Q1,up_first_1atr_1h,727,0.03220196089650068,315,0.03082174942489413,412,0.03298772896226854,768,0.04370785269547567,372,0.06130922119354393,396,0.027162701808935097,True,True,1,0.027162701808935097,True,39,734,-0.02307237905642251,1.0,1112,0.01162701293769175,0.23825391536154616,1.0,8,4,0.5,False,,False,1.0,False
atr_slope_3bar_pct=Q2 & oi_change_15m_pct=Q1 & range_atr=Q3,up_first_1atr_1h,727,0.03220196089650068,315,0.03082174942489413,412,0.03298772896226854,768,0.04370785269547567,372,0.06130922119354393,396,0.027162701808935097,True,True,1,0.027162701808935097,True,40,734,-0.02307237905642251,1.0,1112,0.01162701293769175,0.24591802732422527,1.0,8,4,0.5,False,,False,1.0,False
atr_slope_1bar_pct=Q4 & oi_change_1h_pct=Q4 & oi_accel_5m_pctpt=Q5,up_first_1atr_1h,703,-0.030799794206897824,353,-0.034406003621555825,350,-0.027137097667412458,719,-0.033602213368502054,357,-0.03015639731192271,362,-0.037001035006735405,True,True,-1,0.027137097667412458,True,41,635,0.03037223464479394,1.0,809,-0.0025914021942324283,0.4351882705764745,1.0,8,2,0.25,False,,False,1.0,False
oi_change_1h_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q4,up_first_1atr_1h,703,-0.030799794206897824,353,-0.034406003621555825,350,-0.027137097667412458,719,-0.033602213368502054,357,-0.03015639731192271,362,-0.037001035006735405,True,True,-1,0.027137097667412458,True,42,635,0.03037223464479394,1.0,809,-0.0025914021942324283,0.44951682772409196,1.0,8,2,0.25,False,,False,1.0,False
rsi14=Q5 & atr_slope_1bar_pct=Q1 & price_change_15m_pct=Q3,up_first_1atr_1h,603,-0.02970993765749691,288,-0.03088459978145508,315,-0.02872439925471404,642,-0.037410722070879476,324,-0.047611527512150975,318,-0.027011111798840748,True,True,-1,0.027011111798840748,True,43,1104,-0.010773776995055384,0.3008997000999667,706,0.025814246720070932,1.0,1.0,8,2,0.25,False,,False,1.0,False
rsi14=Q5 & price_change_15m_pct=Q3 & range_atr=Q1,up_first_1atr_1h,603,-0.02970993765749691,288,-0.03088459978145508,315,-0.02872439925471404,642,-0.037410722070879476,324,-0.047611527512150975,318,-0.027011111798840748,True,True,-1,0.027011111798840748,True,44,1104,-0.010773776995055384,0.2925691436187937,706,0.025814246720070932,1.0,1.0,8,2,0.25,False,,False,1.0,False
price_change_5m_pct=Q5 & price_change_1h_pct=Q2 & oi_accel_5m_pctpt=Q2,up_first_1atr_1h,509,0.06451442188076467,235,0.10809294158970328,274,0.0269817761594906,549,0.06202240187580349,231,0.050312153744863586,318,0.07047316493071898,True,True,1,0.0269817761594906,True,45,464,0.0049683519404769005,0.40753082305898036,499,0.034801058871285484,0.06864378540486504,0.40753082305898036,8,5,0.625,True,0.0049683519404769005,False,1.0,False
atr_slope_1bar_pct=Q1 & price_change_1h_pct=Q5 & oi_accel_5m_pctpt=Q2,up_first_1atr_1h,574,-0.04092563616842654,268,-0.04093849696221796,306,-0.041049329226702846,606,-0.03000811265105896,286,-0.026610923178213286,320,-0.03306457091833759,True,True,-1,0.026610923178213286,True,46,516,0.002813179526683751,1.0,626,0.0017349266067564484,1.0,1.0,8,4,0.5,False,,False,1.0,False
price_change_1h_pct=Q5 & oi_accel_5m_pctpt=Q2 & range_atr=Q1,up_first_1atr_1h,574,-0.04092563616842654,268,-0.04093849696221796,306,-0.041049329226702846,606,-0.03000811265105896,286,-0.026610923178213286,320,-0.03306457091833759,True,True,-1,0.026610923178213286,True,47,516,0.002813179526683751,1.0,626,0.0017349266067564484,1.0,1.0,8,4,0.5,False,,False,1.0,False
price_change_5m_pct=Q4 & price_change_1h_pct=Q5 & oi_change_1h_pct=Q5,up_first_1atr_1h,924,-0.04390842573658199,435,-0.047886515490267345,489,-0.04048795948453193,1221,-0.03016218211205912,640,-0.02639239170968183,581,-0.03429090482539443,True,True,-1,0.02639239170968183,True,48,820,-0.005723405839169915,0.38920359880039984,1309,0.01586785250438827,1.0,1.0,8,4,0.5,False,,False,1.0,False
rsi14=Q2 & price_change_5m_pct=Q4 & body_atr=Q5,up_first_1atr_1h,751,-0.033989472075950544,427,-0.03012022299248812,324,-0.038689125886107345,722,-0.027210602983194665,433,-0.026320220808988992,289,-0.028436543236676715,True,True,-1,0.026320220808988992,True,49,1201,0.0015642203260176624,1.0,452,-0.0026898521543055054,0.457514161946018,1.0,8,2,0.25,False,,False,1.0,False
rsi14=Q4 & atr_slope_1bar_pct=Q5 & price_change_1h_pct=Q5,up_first_1atr_1h,587,-0.04251643328837146,283,-0.050932695580434284,304,-0.03474987962229964,572,-0.02857143052130756,246,-0.03172775756334034,326,-0.02623941754410447,True,True,-1,0.02623941754410447,True,50,427,-0.019435064033035243,0.23292235921359547,621,-0.015173285953630045,0.22925691436187937,0.23292235921359547,8,6,0.75,True,0.015173285953630045,True,1.0,False
