state,outcome,btcusdt_2024_all_n,btcusdt_2024_all_effect,btcusdt_2024_h1_n,btcusdt_2024_h1_effect,btcusdt_2024_h2_n,btcusdt_2024_h2_effect,ethusdt_2024_all_n,ethusdt_2024_all_effect,ethusdt_2024_h1_n,ethusdt_2024_h1_effect,ethusdt_2024_h2_n,ethusdt_2024_h2_effect,discovery_counts_ok,discovery_same_sign_all_blocks,discovery_sign,discovery_worst_abs_effect,discovery_eligible
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q2 & range_atr=Q3,up_first_1atr_1h,1197,0.0005398160800808571,540,0.01309688170002643,657,-0.009981194210139155,1160,0.014990180281682586,598,0.04164690594918102,562,-0.01335816522438743,True,False,0,0.0005398160800808571,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q2 & range_atr=Q4,direction_1h_atr,1193,-0.03073979635847422,582,0.006273962515661188,611,-0.06548778345229322,1264,-0.005515214239232269,612,-0.03905695412198347,652,0.027355307862395123,True,False,0,0.005515214239232269,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q2 & range_atr=Q4,up_first_1atr_1h,1167,0.015053392222665274,563,0.027816308053555727,604,0.003089960043088924,1235,0.013147376986973602,595,0.015781978038217293,640,0.010685429081662368,True,True,1,0.003089960043088924,True
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q2 & range_atr=Q5,direction_1h_atr,549,-0.006398145600139092,287,0.09976185607059082,262,-0.12418387660306632,544,-0.12278282928699898,290,0.01235329714151543,254,-0.2812993588867093,True,False,0,0.006398145600139092,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q2 & range_atr=Q5,up_first_1atr_1h,541,-0.011234845465959209,284,-0.04193702544655681,257,0.02283510911413289,537,-0.029805299073611846,287,-0.024759116448357765,250,-0.03556457091833759,True,False,0,0.011234845465959209,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q1,direction_1h_atr,514,-0.01427832691694518,284,0.2080859661482923,230,-0.2923013899870301,489,0.028526883987331553,270,-0.09316921204219722,219,0.1718164036466226,False,False,0,0.01427832691694518,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q1,up_first_1atr_1h,504,0.004612497784341529,277,0.012862893198889891,227,-0.005173598611402375,479,0.0015138286871249629,264,-0.03302117958846973,215,0.04397031280259267,False,False,0,0.0015138286871249629,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q2,direction_1h_atr,836,-0.16912861981638339,401,-0.0748927393383891,435,-0.25505920416558503,837,-0.019124078673517484,399,-0.09113440609339768,438,0.048626403299134736,True,False,0,0.019124078673517484,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q2,up_first_1atr_1h,818,-0.001039110862377124,393,-0.007612759238622202,425,0.004963742668722015,823,0.006467952938489063,392,0.0023065878821549313,431,0.010235893118785366,True,False,0,0.001039110862377124,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q3,direction_1h_atr,1072,0.13504408501581808,518,0.1679769250433152,554,0.10500609043405701,1162,0.1464508061894581,553,0.1939700723498849,609,0.1055336829879539,True,True,1,0.10500609043405701,True
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q3,up_first_1atr_1h,1047,0.006926365069555518,503,0.020736230790667776,544,-0.005918610272454439,1139,-0.00018344449504231752,539,0.002074676935958253,600,-0.0022312375850042643,True,False,0,0.00018344449504231752,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q4,direction_1h_atr,1220,0.0029110171290351733,608,0.09709902796662084,612,-0.09072669678372117,1275,0.02383496114572485,611,0.06470909742793352,664,-0.011879517475907117,True,False,0,0.0029110171290351733,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q4,up_first_1atr_1h,1189,-0.010407794044192509,596,-0.019652310445138932,593,-0.001095180057198053,1254,-0.005721473460824189,600,-0.006809058376348487,654,-0.004738882844943115,True,True,-1,0.001095180057198053,True
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q5,direction_1h_atr,667,-0.007238799912684203,338,-0.0675374256219835,329,0.05416845360897347,650,-0.03197014173681311,329,-0.10043264073816385,321,0.03720032781180456,True,False,0,0.007238799912684203,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q3 & range_atr=Q5,up_first_1atr_1h,656,0.017872273239238956,332,0.012873767019080384,324,0.023039269175621047,641,0.008545508701715943,327,-0.018078171526195563,314,0.036282562839624166,True,False,0,0.008545508701715943,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q1,direction_1h_atr,540,0.030860426567535716,257,0.10495235698721603,283,-0.03529233286348146,537,0.18796426238476965,274,0.3078471732434851,263,0.06160172727808541,True,False,0,0.030860426567535716,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q1,up_first_1atr_1h,530,0.010175540611535305,253,-0.029759215503896874,277,0.04656068469462982,523,0.024721834531039766,267,0.021711540874587876,256,0.02787292908166239,True,False,0,0.010175540611535305,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q2,direction_1h_atr,967,-0.01725188456169316,433,0.032015672759112976,534,-0.05470407088336268,999,0.04042238486808917,492,0.04821382639580984,507,0.03336996551271086,True,False,0,0.01725188456169316,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q2,up_first_1atr_1h,951,-0.02103093519347632,424,-0.033898226615836635,527,-0.01089963494038615,975,0.0010556091057321026,481,-0.006576903144193236,494,0.008484012077613845,True,False,0,0.0010556091057321026,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q3,direction_1h_atr,1173,-0.05222415965443632,561,0.034740406103561494,612,-0.13092936572233368,1177,0.11116133777342437,561,0.18643275077382804,616,0.04476938167286681,True,False,0,0.034740406103561494,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q3,up_first_1atr_1h,1142,0.0026283708002145523,549,-0.013466566994569829,593,0.01745456699170589,1156,0.023676494563987738,548,0.028580236027544503,608,0.019238060660609735,True,False,0,0.0026283708002145523,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q4,direction_1h_atr,1265,-0.0032111316196032635,576,0.06489315274880172,689,-0.05800160654807648,1235,0.07851337685416299,607,0.029266700244990847,628,0.12672830370524207,True,False,0,0.0032111316196032635,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q4,up_first_1atr_1h,1232,0.01074525391709763,566,-0.013830222082201082,666,0.03146436093404614,1210,-0.010230680362375566,595,-0.016150795071026347,615,-0.004507660349231946,True,False,0,0.004507660349231946,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q5,direction_1h_atr,587,0.06365984172841993,308,0.08648174888478691,279,0.03685021454029772,525,0.015745758928093476,271,0.06491752637370155,254,-0.038876495101659136,True,False,0,0.015745758928093476,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q4 & range_atr=Q5,up_first_1atr_1h,572,-0.018350650178806438,302,0.00383762244076713,270,-0.04301011354042833,515,0.011441469200330012,268,0.012320294857482372,247,0.010508303575589517,True,False,0,0.00383762244076713,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q1,direction_1h_atr,633,0.15365641532527283,349,0.17717911443288384,284,0.12138141914525319,662,-0.006357920398392598,353,0.0431045390356948,309,-0.06710914393205891,True,False,0,0.006357920398392598,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q1,up_first_1atr_1h,615,0.03433568787338531,333,0.041375159978304654,282,0.026257025939477097,639,0.005427825308934209,343,0.020892593713058683,296,-0.012456462810229496,True,False,0,0.005427825308934209,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q2,direction_1h_atr,974,-0.018454006620823443,476,-0.1741177181386202,498,0.1307958601753791,955,0.08849200033288149,469,0.1611289301435122,486,0.01905347097808964,True,False,0,0.018454006620823443,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q2,up_first_1atr_1h,942,0.019613508804460833,463,0.011397017689147249,479,0.027530364306938893,927,0.01165721893064292,460,0.030944564812057263,467,-0.007341872845532449,True,False,0,0.007341872845532449,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q3,direction_1h_atr,1075,0.0592207762422434,532,0.19718222694861195,543,-0.07581864039137695,1026,0.0570591978071498,485,0.13048064179923027,541,-0.006210190959565714,True,False,0,0.006210190959565714,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q3,up_first_1atr_1h,1044,0.021785458922819967,520,0.0346068532099979,524,0.009067918690275678,998,0.017671404799684043,471,0.010165463916645134,527,0.02435952775338912,True,True,1,0.009067918690275678,True
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q4,direction_1h_atr,937,0.07525321788368675,455,0.03284220003857888,482,0.11591751798757671,908,0.046681446441518226,445,-0.03472550796737456,463,0.12568889207089104,True,False,0,0.03284220003857888,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q4,up_first_1atr_1h,910,-0.014954046782203023,444,-0.03219841359526893,466,0.0014343309040161234,884,0.0012516875371046399,436,-0.011197437581241476,448,0.013364000510233787,True,False,0,0.0012516875371046399,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q5,direction_1h_atr,266,-0.2871933204398615,138,-0.38282623672087546,128,-0.18534235886758246,319,-0.07343861408392373,170,-0.1437799037148485,149,0.0026112094661073617,False,False,0,0.0026112094661073617,False
atr_slope_3bar_pct=Q3 & oi_accel_5m_pctpt=Q5 & range_atr=Q5,up_first_1atr_1h,258,0.022008215761454897,134,0.01130030900793133,124,0.03369239542014513,312,-0.020995672945549992,165,-0.0405969371642273,147,0.001034068537444699,False,False,0,0.001034068537444699,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q1,direction_1h_atr,296,0.10374135060045772,153,-0.08303361526677394,143,0.30243921813685504,357,-0.15520580399847728,198,-0.1015642639036465,159,-0.22909441448724133,False,False,0,0.08303361526677394,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q1,up_first_1atr_1h,287,0.018307813308925336,148,-0.05021643161328693,139,0.09136238845797295,341,-0.03494409011977362,190,-0.053037128551787105,151,-0.01212086230906606,False,False,0,0.01212086230906606,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q2,direction_1h_atr,718,0.12495117953701002,355,0.2888369017899637,363,-0.03517051386487244,710,-0.033624225351980855,345,-0.10422971295402113,365,0.03431782099025058,True,False,0,0.033624225351980855,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q2,up_first_1atr_1h,696,0.019869750110559414,339,0.04956033630507395,357,-0.008369590664611348,688,0.000284887579196591,336,-0.02788048694777706,352,0.027162701808935097,True,False,0,0.000284887579196591,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q3,direction_1h_atr,1130,-0.011263177738244798,556,0.01024100677966494,574,-0.03181000969322915,1081,0.0026299583511666252,517,0.14828560907143717,564,-0.12889346852745998,True,False,0,0.0026299583511666252,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q3,up_first_1atr_1h,1100,0.0035374617093054117,542,0.001992603990582653,558,0.005018560294697161,1057,0.007010537179865495,505,0.023669489478437,552,-0.008245730338627466,True,False,0,0.001992603990582653,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q4,direction_1h_atr,1431,-0.03411110165676481,686,-0.12811792244002956,745,0.05340512178467228,1386,-0.04304815640854488,684,-0.0071220854049196675,702,-0.0776535855900846,True,False,0,0.0071220854049196675,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q4,up_first_1atr_1h,1400,-0.002371629199785452,669,-0.01185744482380685,731,0.006222292600322588,1344,-0.010979647304524331,661,-0.004975977186232494,683,-0.016794439146741724,True,False,0,0.002371629199785452,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q5,direction_1h_atr,1037,-0.1400761933866844,497,-0.14690940207880873,540,-0.1328267685249098,1030,0.007884085901585541,551,0.12081816625673833,479,-0.12648992503001347,True,False,0,0.007884085901585541,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q1 & range_atr=Q5,up_first_1atr_1h,1010,-0.022124104447310222,487,-0.02182972868859634,523,-0.022466242709750617,1002,-0.014316723152827726,535,-0.022245195447999577,467,-0.00520054522240615,True,True,-1,0.00520054522240615,True
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q1,direction_1h_atr,238,0.22048623650493537,125,0.5416261808225631,113,-0.13640421587515458,230,-0.1441214065610395,125,0.09436939523368329,105,-0.4336137103169815,False,False,0,0.09436939523368329,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q1,up_first_1atr_1h,234,0.03254290071474447,123,0.05668315089605169,111,0.005938835408520582,227,-0.019583722194392195,123,0.008922648940724642,104,-0.05325687861064532,False,False,0,0.005938835408520582,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q2,direction_1h_atr,529,-0.08872308208691712,262,-0.17751367239856514,267,-0.0014894883685238128,507,-0.03720707866219568,242,0.03731005660968852,265,-0.10316681535923437,True,False,0,0.0014894883685238128,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q2,up_first_1atr_1h,523,-0.013624019257146847,260,-0.007700839097694423,263,-0.019478216624501,497,0.0318083305626789,238,-0.024554156415564188,259,0.0835860082322415,False,False,0,0.007700839097694423,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q3,direction_1h_atr,842,0.03172873042213727,393,-0.015067122345138101,449,0.0742812035543853,881,0.1989174598366923,429,0.11293021426211539,452,0.2816265284375062,True,False,0,0.015067122345138101,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q3,up_first_1atr_1h,826,-0.015531435495184986,384,-0.01178737755923287,442,-0.018927660046210104,871,0.018996673016945242,423,0.029680303325779145,448,0.008899714795948088,True,False,0,0.008899714795948088,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q4,direction_1h_atr,1243,0.08809363509097998,617,0.12805046554278238,626,0.04875597874192198,1204,-0.014449451065481652,571,-0.08729998623112031,633,0.05366384448390501,True,False,0,0.014449451065481652,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q4,up_first_1atr_1h,1211,0.007995835705251697,599,0.009680694227077624,612,0.0063362916883298315,1179,0.010158499429996415,559,0.007540971438797561,620,0.01249994521069464,True,True,1,0.0063362916883298315,True
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q5,direction_1h_atr,1281,0.1431596952017421,633,0.1630489225692421,648,0.1238986585895123,1297,0.12743232147271277,648,0.09141455298248377,649,0.1631278498343137,True,True,1,0.09141455298248377,True
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q2 & range_atr=Q5,up_first_1atr_1h,1260,0.008183926355770088,623,0.014271009278648328,637,0.002219260260374001,1265,-0.010769667067370203,634,-0.037729142498325374,631,0.01632132448578283,True,False,0,0.002219260260374001,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q1,direction_1h_atr,211,-0.1790603724175134,110,-0.18513370805550372,101,-0.17385325136055546,190,-0.09369859227822122,99,-0.11708976379535888,91,-0.07099055005673953,False,True,-1,0.07099055005673953,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q1,up_first_1atr_1h,209,-0.01890272967825435,109,-0.037446781228957615,100,0.0014343309040161234,189,-0.02974618169605875,99,0.030110133542843476,90,-0.09556457091833759,False,False,0,0.0014343309040161234,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q2,direction_1h_atr,449,-0.08858816372384568,221,-0.17060621139341636,228,-0.008814429575227198,383,-0.13903474483114678,202,-0.2864265868541094,181,0.021941265137908325,False,False,0,0.008814429575227198,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q2,up_first_1atr_1h,444,-0.019894151722307962,217,-0.04454947433342643,227,0.003636974075822308,375,0.0033120193621423155,197,-0.01290888917161076,178,0.021289361665932094,False,False,0,0.0033120193621423155,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q3,direction_1h_atr,643,0.018668997502199282,302,0.1305163270268659,341,-0.07893859559165797,685,-0.03277269307012437,330,0.04617074618410278,355,-0.10451937632695585,True,False,0,0.018668997502199282,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q3,up_first_1atr_1h,632,-0.013194414009912003,296,-0.0198110262078815,336,-0.007494240524555329,673,-0.0020411257592048426,324,-0.01057449047511394,349,0.005868093838109378,True,False,0,0.0020411257592048426,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q4,direction_1h_atr,1098,-0.19849683986007974,512,-0.009998584645680077,586,-0.36157662142104685,1105,-0.04236078950145011,520,-0.07552976177131211,585,-0.010115142622846593,True,True,-1,0.009998584645680077,True
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q4,up_first_1atr_1h,1078,-0.0029374919085052853,503,0.030676588643550384,575,-0.03247871257424473,1089,-0.01050616245603947,515,-0.027181226661138147,574,0.00443542908166239,True,False,0,0.0029374919085052853,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q5,direction_1h_atr,1230,0.06268741120823107,614,-0.016720006930906493,616,0.14172554797670953,1332,0.07313387907311447,616,0.08811990160709948,716,0.0637923041297567,True,False,0,0.016720006930906493,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q3 & range_atr=Q5,up_first_1atr_1h,1217,0.0038609098306172096,606,0.0005372924077638452,611,0.0071626451429687155,1308,0.015348716609848767,606,0.019709093438833036,702,0.011557936204169561,True,True,1,0.0005372924077638452,True
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q1,direction_1h_atr,236,0.201065706558626,121,0.27205011052135275,115,0.1254886387196564,237,0.07903481582051416,115,0.1945048373089112,122,-0.028533134967883657,False,False,0,0.028533134967883657,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q1,up_first_1atr_1h,228,0.028944160273898734,115,-0.017901507994015464,113,0.07665556984206923,231,-0.0321511841010611,111,-0.02667392324121337,120,-0.037231237585004295,False,False,0,0.017901507994015464,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q2,direction_1h_atr,551,0.07591278009800381,286,0.1590762127518503,265,-0.01510995845601347,538,-0.03818958701888456,276,-0.09995026305425272,262,0.02508483113969339,True,False,0,0.01510995845601347,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q2,up_first_1atr_1h,536,0.013822400650960798,277,-0.01601797322710291,259,0.04583587530556055,526,-0.008662632095398859,274,-0.013390566892163558,252,-0.003501078854845574,True,False,0,0.003501078854845574,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q3,direction_1h_atr,831,-0.014485402045852878,383,0.06743454517268571,448,-0.08264076846428267,831,0.13658290286014796,389,0.30752209978079553,442,-0.010853729536126887,True,False,0,0.010853729536126887,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q3,up_first_1atr_1h,808,0.010054113374471985,372,0.00383762244076713,436,0.015195798793924409,810,0.019460167510290505,377,0.040666626857957466,433,0.0009712258484060321,True,True,1,0.0009712258484060321,True
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q4,direction_1h_atr,1236,-0.06896983470409478,612,-0.016610838904153928,624,-0.12020910355953376,1278,-0.014559970853167141,618,-0.1531483742420398,660,0.11665893876057225,True,False,0,0.014559970853167141,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q4,up_first_1atr_1h,1208,-0.002338516617004016,594,-0.018047899444754767,614,0.012834982369814174,1261,-0.006060436360828869,607,-0.009145686602597791,654,-0.003209830857175522,True,False,0,0.002338516617004016,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q5,direction_1h_atr,1193,0.11118811849980201,589,0.11269446915506312,604,0.1099106312525886,1226,-0.14233461454808036,578,-0.14023005537035246,648,-0.14153503151188265,True,False,0,0.1099106312525886,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q4 & range_atr=Q5,up_first_1atr_1h,1166,-0.011093756129459564,576,-0.02741237755923287,590,0.004824161412490646,1205,-0.014856721993320998,570,0.004857608290318172,635,-0.03257244493408562,True,False,0,0.004824161412490646,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q1,direction_1h_atr,408,0.011748864433268051,191,0.0032636773393073942,217,0.020741627075763262,414,0.11879351186130284,234,-0.025243415341311887,180,0.2974392604449393,False,False,0,0.0032636773393073942,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q1,up_first_1atr_1h,393,0.011534223217517348,183,0.006569862877925603,210,0.01572004518973036,407,-0.001497153447030497,229,-0.04972754454810979,178,0.06061520436256129,False,False,0,0.001497153447030497,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q2,direction_1h_atr,774,-0.0018887492536590403,397,-0.09068070429093882,377,0.09071222570519033,766,-0.14634926854104152,362,-0.04187444344277635,404,-0.23739840118295302,True,False,0,0.0018887492536590403,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q2,up_first_1atr_1h,753,0.029852806391183984,386,0.016790990316414844,367,0.043668663329084256,742,-0.0330904963611281,347,-0.036929135225531984,395,-0.029741786108211044,True,False,0,0.016790990316414844,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q3,direction_1h_atr,1131,0.010536467451738966,525,-0.08659374671737566,606,0.09640247550426034,1105,-0.07195276923978444,556,-0.052667101415361184,549,-0.09214613595000667,True,False,0,0.010536467451738966,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q3,up_first_1atr_1h,1096,0.0017159620410904797,505,0.020669305609083977,591,-0.01464011918058622,1064,0.0008859541992350395,532,0.01049670603467906,532,-0.0087224656551797,True,False,0,0.0008859541992350395,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q4,direction_1h_atr,1341,-0.034085440039134954,655,-0.12123799658727377,686,0.049605812709202064,1341,-0.13148170946658722,650,-0.11890225351656161,691,-0.14198392626172698,True,False,0,0.034085440039134954,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q4,up_first_1atr_1h,1317,0.007563830177587383,646,-0.020930179416818018,671,0.03496637263277913,1295,-0.02740097935085639,633,-0.011730069434800316,662,-0.042392365480271144,True,False,0,0.007563830177587383,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q5,direction_1h_atr,1001,-0.001345076176677458,496,0.08765473235816834,505,-0.0886656972851417,964,0.012848983975946197,510,0.06297534350650158,454,-0.04717941650062141,True,False,0,0.001345076176677458,False
atr_slope_3bar_pct=Q4 & oi_accel_5m_pctpt=Q5 & range_atr=Q5,up_first_1atr_1h,980,0.0005875544736839156,487,0.021291421208734285,493,-0.019863843538174553,947,-0.02228178563609773,502,-0.011078646689761495,445,-0.03489041361496681,True,False,0,0.0005875544736839156,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q1,direction_1h_atr,90,-0.07931709657554105,41,-0.6049318865529207,49,0.3626169545240278,98,-0.20774323524863086,51,-0.2847326293785475,47,-0.12686348998436858,False,False,0,0.07931709657554105,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q1,up_first_1atr_1h,87,-0.014613008510130254,39,-0.1371880185848739,48,0.0847676642373495,91,-0.03381618576606277,51,0.0734850592707103,40,-0.1705645709183376,False,False,0,0.014613008510130254,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q2,direction_1h_atr,331,-0.08140546666270451,172,-0.0793988944440185,159,-0.08488039510255987,319,-0.11359572743269646,164,-0.15702857269160822,155,-0.06955539257017883,False,True,-1,0.06955539257017883,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q2,up_first_1atr_1h,321,0.004186003198968391,168,0.009790003393148061,153,-0.0018336429521930153,307,0.025817991131957763,156,0.04331914675185661,151,0.007746687359808102,False,False,0,0.0018336429521930153,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q3,direction_1h_atr,702,-0.24058661109522445,346,-0.19111842868553436,356,-0.2884281031886345,705,-0.016017382801153852,383,0.022753479826267485,322,-0.0676791027332038,True,False,0,0.016017382801153852,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q3,up_first_1atr_1h,679,-0.003999022425116794,336,0.0335995272026719,343,-0.04083972157411797,690,-0.018543053101625795,377,-0.04156148985291791,313,0.009227761350033004,True,False,0,0.003999022425116794,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q4,direction_1h_atr,1483,-0.02377867805967713,721,0.03435103312786056,762,-0.07818269429973512,1440,-0.12420846157469427,681,-0.2555469170072438,759,-0.003835785154483762,True,False,0,0.003835785154483762,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q4,up_first_1atr_1h,1449,0.007114223112153872,706,0.025084081364279864,743,-0.010005776767585517,1404,-0.004613906563783576,663,-0.007962904530194659,741,-0.0016374454122647375,True,False,0,0.0016374454122647375,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q5,direction_1h_atr,3730,-0.042262187252249526,1867,-0.12215344030401709,1863,0.03761344682622322,3628,-0.14872248979643182,1773,-0.1722567878890607,1855,-0.1253159002243628,True,False,0,0.03761344682622322,False
atr_slope_3bar_pct=Q5 & oi_accel_5m_pctpt=Q1 & range_atr=Q5,up_first_1atr_1h,3632,0.0012517188178357008,1813,-0.010227463052889796,1819,0.012704259436176701,3529,-0.014481878814867177,1724,-0.007903412591352355,1805,-0.020772327151024617,True,False,0,0.0012517188178357008,False
