run_stage;symbol;asset_class;commission_rule;day_key;broker_day_start;nr4_high;nr4_low;nr4_range;side;signal_time;entry_time;exit_time;entry;initial_stop;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;20231016;2023.10.16 00:00;149.823;149.444;0.379;SHORT;2023.10.16 00:00;2023.10.16 00:00;2023.10.16 23:59;149.428;149.823;149.541;0.395;263.64000000;-0.28660294;10.00000000;0.03793051;-0.32453345;-0.34349871;EOD;USDJPY_20231016_SHORT;0.13711880;0.87877409;2023.10.16 07:30:39;2023.10.16 16:07:41;450.650000;967.685700;1.01589288;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;
RUN;USDJPY;FOREX;USD5_PER_LOT_PER_SIDE;20231020;2023.10.20 00:00;149.952;149.656;0.296;LONG;2023.10.20 08:42;2023.10.20 08:42;2023.10.20 10:23;149.952;149.656;149.655;0.296;197.79000000;-1.00338743;10.00000000;0.05055867;-1.05394610;-1.07922544;STOP;USDJPY_20231020_LONG;0.11461651;1.00338743;2023.10.20 10:23:05;2023.10.20 10:23:40;100.373683;100.958017;1.11800394;0;;;;0;;;;0;;;;0;;;;0;;;;;;;;;;0;

