run_stage;symbol;asset_class;commission_rule;swap_mode;day_key;broker_day_start;side;signal_time;entry_time;exit_time;entry;entry_breakout_level;entry_channel_opposite;n20_entry;initial_stop;exit_channel_level;exit;initial_risk_price;risk_money_1lot_usd;gross_r;commission_usd_1lot;commission_r;net_r;net_r_commission_x1_5;exit_reason;trade_id;mfe_r;mae_r;mfe_time;mae_time;time_to_mfe_minutes;time_to_mae_minutes;max_retracement_from_mfe_r;reached_0_5r;first_touch_0_5r_time;time_to_0_5r_minutes;mae_before_0_5r;reached_1r;first_touch_1r_time;time_to_1r_minutes;mae_before_1r;reached_2r;first_touch_2r_time;time_to_2r_minutes;mae_before_2r;reached_3r;first_touch_3r_time;time_to_3r_minutes;mae_before_3r;reached_5r;first_touch_5r_time;time_to_5r_minutes;mae_before_5r;min_r_after_first_1r_before_exit;max_r_after_first_1r_before_exit;min_r_after_first_2r_before_exit;max_r_after_first_2r_before_exit;min_r_after_first_3r_before_exit;max_r_after_first_3r_before_exit;path_ambiguous;path_ambiguity_reason
RUN;AUDUSD;FOREX;USD5_PER_LOT_PER_SIDE;EXCLUDED_REQUIRE_SEPARATE_STRESS;20231030;2023.10.30 00:00;SHORT;2023.10.03 06:16;2023.10.03 06:16;2023.10.30 23:59;0.63309;0.63309;0.65107;0.00592;0.64494;0.63992;0.63711;0.01185;1184.70000000;-0.33932641;10.00000000;0.00844096;-0.34776737;-0.35198785;TEST_END;AUDUSD_20231003_SHORT;0.50814552;0.97070988;2023.10.26 04:28:34;2023.10.11 02:41:31;33012.023767;11304.966667;1.34970879;1;2023.10.26 04:27:38;33011.095150;0.97070988;0;;;;0;;;;0;;;;0;;;;;;;;;;0;

